Wavelength nm.	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...
209.00	0.002	0.102	0.102	0.095	0.135	0.112	0.147	0.115	0.234	0.145	0.122	0.093	0.116	0.217	0.253	0.095
210.00	0.002	0.099	0.099	0.092	0.131	0.109	0.142	0.112	0.226	0.140	0.119	0.090	0.112	0.213	0.248	0.092
211.00	0.002	0.095	0.096	0.089	0.127	0.105	0.138	0.108	0.218	0.136	0.115	0.087	0.109	0.209	0.242	0.089
212.00	0.002	0.092	0.093	0.087	0.122	0.102	0.133	0.105	0.208	0.131	0.112	0.084	0.106	0.205	0.236	0.086
213.00	0.002	0.090	0.090	0.084	0.118	0.100	0.128	0.102	0.198	0.126	0.109	0.082	0.103	0.201	0.230	0.084
214.00	0.002	0.087	0.088	0.081	0.114	0.097	0.123	0.099	0.188	0.122	0.106	0.079	0.100	0.197	0.224	0.081
215.00	0.002	0.085	0.085	0.079	0.111	0.094	0.119	0.097	0.178	0.117	0.104	0.077	0.098	0.193	0.218	0.079
216.00	0.002	0.082	0.083	0.077	0.107	0.092	0.114	0.094	0.168	0.113	0.101	0.075	0.095	0.189	0.213	0.077
217.00	0.002	0.080	0.081	0.075	0.104	0.090	0.110	0.092	0.159	0.109	0.099	0.074	0.093	0.185	0.207	0.075
218.00	0.002	0.078	0.079	0.073	0.101	0.088	0.106	0.090	0.149	0.104	0.097	0.072	0.091	0.182	0.202	0.074
219.00	0.002	0.077	0.077	0.071	0.098	0.086	0.102	0.088	0.140	0.101	0.094	0.070	0.089	0.178	0.197	0.072
220.00	0.002	0.075	0.075	0.069	0.095	0.084	0.098	0.086	0.131	0.097	0.093	0.068	0.087	0.175	0.193	0.070
221.00	0.001	0.073	0.074	0.068	0.092	0.082	0.094	0.084	0.123	0.093	0.091	0.067	0.085	0.172	0.189	0.069
222.00	0.001	0.072	0.072	0.066	0.090	0.081	0.091	0.082	0.115	0.090	0.089	0.065	0.083	0.169	0.185	0.067
223.00	0.002	0.070	0.071	0.065	0.087	0.079	0.088	0.081	0.108	0.087	0.087	0.064	0.082	0.166	0.182	0.066
224.00	0.002	0.069	0.069	0.064	0.085	0.078	0.085	0.079	0.101	0.084	0.086	0.063	0.080	0.164	0.178	0.065
225.00	0.002	0.068	0.068	0.062	0.083	0.076	0.082	0.078	0.095	0.081	0.084	0.062	0.079	0.161	0.175	0.064
226.00	0.002	0.066	0.067	0.061	0.081	0.075	0.079	0.076	0.089	0.078	0.083	0.060	0.077	0.158	0.172	0.062
227.00	0.001	0.065	0.065	0.060	0.079	0.073	0.077	0.074	0.083	0.076	0.081	0.059	0.076	0.156	0.168	0.061
228.00	0.001	0.064	0.064	0.058	0.077	0.072	0.074	0.073	0.078	0.073	0.079	0.058	0.074	0.153	0.165	0.060
229.00	0.001	0.062	0.063	0.057	0.075	0.071	0.072	0.072	0.074	0.071	0.078	0.057	0.073	0.151	0.162	0.059
230.00	0.001	0.061	0.062	0.056	0.074	0.070	0.070	0.070	0.070	0.069	0.077	0.056	0.072	0.148	0.159	0.057
231.00	0.001	0.060	0.060	0.055	0.072	0.068	0.068	0.069	0.066	0.067	0.075	0.055	0.070	0.146	0.157	0.056
232.00	0.001	0.059	0.059	0.054	0.071	0.067	0.067	0.068	0.063	0.066	0.074	0.054	0.069	0.144	0.154	0.055
233.00	0.001	0.058	0.058	0.053	0.069	0.066	0.065	0.067	0.061	0.064	0.073	0.053	0.068	0.142	0.152	0.055
234.00	0.001	0.057	0.058	0.053	0.068	0.065	0.064	0.066	0.059	0.063	0.072	0.052	0.067	0.140	0.149	0.054
235.00	0.001	0.056	0.057	0.051	0.067	0.064	0.063	0.064	0.056	0.061	0.071	0.051	0.066	0.138	0.147	0.053
236.00	0.001	0.055	0.056	0.050	0.065	0.063	0.061	0.063	0.054	0.060	0.070	0.050	0.065	0.136	0.144	0.052
237.00	0.001	0.055	0.055	0.050	0.064	0.062	0.060	0.062	0.053	0.059	0.069	0.050	0.064	0.134	0.142	0.051
238.00	0.001	0.054	0.054	0.049	0.063	0.061	0.059	0.061	0.051	0.058	0.068	0.049	0.063	0.132	0.140	0.050
239.00	0.001	0.053	0.053	0.048	0.063	0.061	0.058	0.061	0.050	0.057	0.067	0.048	0.063	0.130	0.138	0.049
240.00	0.001	0.052	0.052	0.048	0.061	0.060	0.057	0.060	0.049	0.056	0.066	0.048	0.062	0.129	0.136	0.049
241.00	0.001	0.051	0.052	0.047	0.061	0.059	0.056	0.059	0.048	0.055	0.065	0.047	0.061	0.127	0.133	0.048
242.00	0.001	0.051	0.051	0.047	0.060	0.059	0.055	0.058	0.047	0.054	0.064	0.046	0.061	0.126	0.132	0.048
243.00	0.001	0.050	0.051	0.046	0.059	0.058	0.055	0.058	0.047	0.054	0.064	0.046	0.060	0.124	0.130	0.047
244.00	0.001	0.050	0.050	0.045	0.058	0.058	0.054	0.057	0.046	0.053	0.063	0.045	0.059	0.123	0.128	0.047
245.00	0.001	0.049	0.050	0.045	0.058	0.057	0.054	0.057	0.045	0.053	0.062	0.045	0.059	0.122	0.126	0.046
246.00	0.001	0.049	0.049	0.045	0.057	0.057	0.053	0.056	0.045	0.052	0.062	0.044	0.058	0.120	0.125	0.046
247.00	0.001	0.048	0.049	0.044	0.056	0.056	0.052	0.056	0.044	0.051	0.061	0.044	0.058	0.119	0.123	0.045
248.00	0.001	0.048	0.048	0.044	0.056	0.056	0.052	0.055	0.043	0.051	0.061	0.044	0.057	0.118	0.121	0.045
249.00	0.001	0.048	0.048	0.043	0.055	0.055	0.051	0.055	0.043	0.050	0.060	0.043	0.057	0.117	0.120	0.045
250.00	0.001	0.047	0.048	0.043	0.055	0.055	0.051	0.054	0.043	0.050	0.060	0.043	0.057	0.116	0.119	0.044
251.00	0.001	0.047	0.047	0.043	0.054	0.055	0.051	0.054	0.042	0.049	0.059	0.043	0.056	0.115	0.118	0.044
252.00	0.001	0.047	0.047	0.043	0.054	0.054	0.050	0.054	0.042	0.049	0.059	0.042	0.056	0.114	0.117	0.044
253.00	0.001	0.046	0.047	0.042	0.054	0.054	0.050	0.053	0.042	0.049	0.059	0.042	0.056	0.113	0.116	0.043
254.00	0.001	0.046	0.046	0.042	0.053	0.053	0.049	0.053	0.041	0.048	0.058	0.042	0.055	0.112	0.115	0.043
255.00	0.001	0.046	0.046	0.042	0.053	0.053	0.049	0.053	0.041	0.048	0.058	0.042	0.055	0.111	0.114	0.043
256.00	0.001	0.045	0.046	0.042	0.052	0.053	0.049	0.052	0.041	0.048	0.057	0.041	0.054	0.111	0.113	0.043
257.00	0.001	0.045	0.045	0.041	0.052	0.052	0.048	0.052	0.040	0.047	0.057	0.041	0.054	0.110	0.112	0.042
258.00	0.001	0.044	0.045	0.041	0.051	0.052	0.048	0.051	0.040	0.047	0.056	0.041	0.054	0.108	0.111	0.042
259.00	0.001	0.044	0.044	0.040	0.051	0.052	0.048	0.051	0.040	0.046	0.056	0.040	0.053	0.108	0.110	0.041
260.00	0.001	0.044	0.044	0.040	0.050	0.051	0.047	0.051	0.039	0.046	0.055	0.040	0.053	0.107	0.108	0.041
261.00	0.001	0.043	0.044	0.040	0.050	0.051	0.047	0.050	0.039	0.046	0.055	0.039	0.052	0.106	0.108	0.041
262.00	0.001	0.043	0.043	0.039	0.050	0.050	0.046	0.050	0.039	0.045	0.054	0.039	0.052	0.105	0.107	0.040
263.00	0.001	0.042	0.043	0.039	0.049	0.050	0.046	0.049	0.038	0.045	0.054	0.039	0.051	0.104	0.106	0.040
264.00	0.001	0.042	0.043	0.038	0.049	0.049	0.045	0.049	0.038	0.044	0.053	0.038	0.051	0.103	0.105	0.039
265.00	0.001	0.041	0.042	0.038	0.048	0.049	0.045	0.048	0.037	0.044	0.053	0.038	0.050	0.102	0.103	0.039
266.00	0.001	0.041	0.042	0.037	0.048	0.048	0.044	0.048	0.037	0.043	0.052	0.037	0.050	0.101	0.102	0.038
267.00	0.001	0.040	0.041	0.037	0.047	0.048	0.044	0.047	0.037	0.043	0.051	0.037	0.049	0.100	0.101	0.038
268.00	0.001	0.040	0.040	0.036	0.047	0.047	0.043	0.047	0.037	0.042	0.051	0.036	0.049	0.098	0.100	0.037
269.00	0.001	0.039	0.040	0.036	0.046	0.046	0.043	0.046	0.036	0.042	0.050	0.035	0.048	0.097	0.099	0.037
270.00	0.001	0.038	0.039	0.035	0.046	0.046	0.042	0.045	0.036	0.041	0.049	0.035	0.047	0.096	0.098	0.036
271.00	0.001	0.037	0.039	0.034	0.045	0.045	0.041	0.044	0.035	0.041	0.049	0.034	0.047	0.095	0.097	0.035
272.00	0.001	0.037	0.038	0.034	0.044	0.044	0.041	0.044	0.035	0.040	0.048	0.033	0.046	0.093	0.096	0.035
273.00	0.001	0.036	0.037	0.033	0.044	0.044	0.040	0.043	0.035	0.039	0.047	0.033	0.046	0.092	0.095	0.034
274.00	0.001	0.036	0.037	0.033	0.043	0.043	0.040	0.042	0.034	0.039	0.047	0.032	0.045	0.091	0.094	0.033
275.00	0.001	0.035	0.036	0.032	0.043	0.042	0.039	0.041	0.034	0.038	0.046	0.032	0.044	0.090	0.093	0.033
276.00	0.001	0.034	0.036	0.031	0.042	0.041	0.038	0.041	0.033	0.038	0.045	0.031	0.043	0.089	0.092	0.032
277.00	0.001	0.033	0.034	0.031	0.041	0.041	0.038	0.039	0.033	0.037	0.044	0.030	0.043	0.087	0.091	0.031
278.00	0.001	0.033	0.034	0.030	0.041	0.040	0.037	0.039	0.032	0.036	0.043	0.029	0.042	0.086	0.090	0.031
279.00	0.000	0.032	0.033	0.029	0.040	0.039	0.036	0.038	0.032	0.036	0.043	0.029	0.041	0.085	0.089	0.030
280.00	0.001	0.031	0.032	0.028	0.039	0.038	0.036	0.037	0.032	0.035	0.042	0.028	0.040	0.084	0.088	0.029
281.00	0.001	0.030	0.031	0.028	0.039	0.038	0.035	0.037	0.031	0.034	0.041	0.027	0.040	0.083	0.087	0.029
282.00	0.000	0.030	0.031	0.027	0.038	0.037	0.034	0.036	0.031	0.033	0.040	0.027	0.039	0.081	0.086	0.028
283.00	0.000	0.029	0.030	0.026	0.037	0.036	0.034	0.035	0.030	0.033	0.040	0.026	0.038	0.080	0.085	0.027
284.00	0.000	0.028	0.029	0.026	0.037	0.035	0.033	0.034	0.030	0.032	0.039	0.025	0.038	0.079	0.084	0.026
285.00	0.001	0.028	0.029	0.025	0.036	0.035	0.033	0.034	0.029	0.032	0.038	0.025	0.037	0.078	0.083	0.026
286.00	0.001	0.027	0.028	0.024	0.036	0.034	0.032	0.033	0.029	0.031	0.037	0.024	0.036	0.077	0.082	0.025
287.00	0.001	0.026	0.027	0.024	0.035	0.033	0.032	0.032	0.029	0.031	0.036	0.023	0.036	0.075	0.080	0.024
288.00	0.000	0.025	0.027	0.023	0.035	0.033	0.031	0.031	0.028	0.030	0.035	0.023	0.035	0.074	0.079	0.024
289.00	0.000	0.025	0.026	0.022	0.034	0.032	0.030	0.031	0.028	0.029	0.035	0.022	0.034	0.073	0.078	0.023
290.00	0.000	0.024	0.025	0.022	0.033	0.031	0.030	0.030	0.027	0.029	0.034	0.021	0.034	0.072	0.077	0.023
291.00	0.000	0.024	0.025	0.021	0.032	0.031	0.029	0.029	0.027	0.028	0.033	0.021	0.033	0.071	0.076	0.022
292.00	0.000	0.023	0.024	0.020	0.032	0.030	0.029	0.028	0.026	0.027	0.033	0.020	0.032	0.069	0.074	0.021
293.00	0.001	0.023	0.024	0.020	0.031	0.029	0.028	0.028	0.026	0.027	0.032	0.020	0.032	0.068	0.073	0.021
294.00	0.000	0.022	0.023	0.019	0.031	0.029	0.028	0.027	0.026	0.026	0.031	0.019	0.031	0.067	0.072	0.020
295.00	0.001	0.021	0.023	0.019	0.030	0.028	0.027	0.027	0.025	0.026	0.031	0.019	0.030	0.067	0.071	0.020
296.00	0.000	0.021	0.022	0.018	0.029	0.028	0.026	0.026	0.025	0.025	0.030	0.018	0.030	0.065	0.070	0.019
297.00	0.001	0.021	0.021	0.018	0.029	0.027	0.026	0.026	0.025	0.025	0.029	0.018	0.029	0.065	0.069	0.019
298.00	0.001	0.020	0.021	0.017	0.028	0.027	0.025	0.025	0.024	0.024	0.029	0.017	0.029	0.064	0.068	0.018
299.00	0.000	0.019	0.020	0.017	0.028	0.026	0.025	0.024	0.024	0.024	0.028	0.017	0.028	0.063	0.067	0.018
300.00	0.000	0.019	0.020	0.016	0.027	0.026	0.025	0.024	0.023	0.023	0.028	0.016	0.028	0.062	0.066	0.017
301.00	0.001	0.019	0.020	0.016	0.027	0.025	0.024	0.023	0.023	0.023	0.027	0.016	0.028	0.061	0.065	0.017
302.00	0.001	0.018	0.019	0.016	0.027	0.025	0.024	0.023	0.023	0.023	0.027	0.016	0.027	0.060	0.064	0.017
303.00	0.000	0.018	0.019	0.015	0.026	0.024	0.023	0.023	0.022	0.022	0.026	0.015	0.027	0.059	0.063	0.016
304.00	0.000	0.017	0.018	0.015	0.026	0.024	0.023	0.022	0.022	0.022	0.026	0.015	0.026	0.058	0.062	0.016
305.00	0.001	0.017	0.018	0.014	0.025	0.024	0.023	0.022	0.022	0.021	0.025	0.015	0.026	0.057	0.061	0.015
306.00	0.000	0.016	0.017	0.014	0.024	0.023	0.022	0.021	0.021	0.021	0.024	0.014	0.025	0.056	0.060	0.015
307.00	0.000	0.016	0.017	0.014	0.024	0.023	0.022	0.021	0.021	0.021	0.024	0.014	0.025	0.055	0.059	0.015
308.00	0.000	0.016	0.017	0.013	0.024	0.022	0.021	0.020	0.021	0.020	0.024	0.013	0.025	0.054	0.058	0.014
309.00	0.000	0.015	0.016	0.013	0.023	0.022	0.021	0.020	0.020	0.019	0.023	0.013	0.024	0.054	0.057	0.014
310.00	0.000	0.015	0.016	0.012	0.023	0.021	0.020	0.020	0.020	0.019	0.023	0.013	0.024	0.053	0.056	0.013
311.00	0.000	0.015	0.016	0.012	0.022	0.021	0.020	0.019	0.020	0.019	0.022	0.012	0.024	0.052	0.056	0.013
312.00	0.000	0.015	0.016	0.012	0.022	0.021	0.020	0.019	0.019	0.019	0.022	0.012	0.023	0.052	0.055	0.013
313.00	0.000	0.014	0.015	0.012	0.022	0.021	0.020	0.018	0.019	0.018	0.021	0.012	0.023	0.051	0.054	0.013
314.00	0.000	0.014	0.015	0.011	0.021	0.020	0.019	0.018	0.019	0.018	0.021	0.011	0.023	0.050	0.053	0.012
315.00	0.000	0.014	0.015	0.011	0.021	0.020	0.019	0.018	0.019	0.018	0.021	0.011	0.022	0.049	0.053	0.012
316.00	0.000	0.014	0.014	0.011	0.021	0.020	0.019	0.018	0.018	0.017	0.020	0.011	0.022	0.049	0.052	0.012
317.00	0.000	0.014	0.014	0.011	0.021	0.020	0.018	0.017	0.018	0.017	0.020	0.011	0.022	0.048	0.051	0.012
318.00	0.000	0.013	0.014	0.011	0.020	0.019	0.018	0.017	0.018	0.017	0.020	0.011	0.022	0.047	0.051	0.012
319.00	0.000	0.013	0.014	0.010	0.020	0.019	0.018	0.016	0.018	0.017	0.019	0.010	0.021	0.046	0.050	0.011
320.00	0.000	0.013	0.013	0.010	0.019	0.019	0.017	0.016	0.017	0.016	0.019	0.010	0.021	0.046	0.049	0.011
321.00	0.000	0.013	0.013	0.010	0.019	0.019	0.017	0.016	0.017	0.016	0.019	0.010	0.021	0.045	0.048	0.011
322.00	0.000	0.012	0.013	0.010	0.019	0.019	0.017	0.016	0.017	0.016	0.019	0.010	0.020	0.045	0.048	0.011
323.00	0.001	0.012	0.013	0.009	0.019	0.018	0.017	0.016	0.017	0.015	0.018	0.010	0.020	0.044	0.047	0.011
324.00	0.000	0.012	0.013	0.009	0.018	0.018	0.017	0.015	0.016	0.015	0.018	0.009	0.020	0.044	0.046	0.010
325.00	0.001	0.012	0.013	0.009	0.018	0.018	0.017	0.015	0.016	0.015	0.018	0.009	0.020	0.043	0.046	0.011
326.00	0.000	0.012	0.012	0.009	0.018	0.018	0.016	0.015	0.016	0.015	0.017	0.009	0.020	0.042	0.045	0.010
327.00	0.001	0.011	0.012	0.009	0.018	0.018	0.016	0.015	0.016	0.015	0.017	0.009	0.020	0.042	0.044	0.010
328.00	0.000	0.011	0.012	0.009	0.017	0.017	0.016	0.014	0.016	0.014	0.017	0.009	0.019	0.041	0.044	0.010
329.00	0.000	0.011	0.012	0.009	0.017	0.017	0.016	0.014	0.015	0.014	0.017	0.009	0.019	0.041	0.043	0.010
330.00	0.000	0.011	0.012	0.008	0.017	0.017	0.015	0.014	0.015	0.014	0.016	0.009	0.019	0.040	0.042	0.009
331.00	0.000	0.011	0.011	0.008	0.016	0.017	0.015	0.014	0.015	0.014	0.016	0.008	0.018	0.039	0.042	0.009
332.00	0.000	0.011	0.011	0.008	0.017	0.017	0.015	0.014	0.015	0.014	0.016	0.008	0.019	0.039	0.041	0.009
333.00	0.001	0.011	0.011	0.008	0.016	0.016	0.015	0.013	0.014	0.013	0.015	0.008	0.018	0.038	0.041	0.009
334.00	0.000	0.010	0.011	0.008	0.016	0.016	0.014	0.013	0.014	0.013	0.015	0.008	0.018	0.038	0.040	0.008
335.00	0.000	0.010	0.011	0.008	0.016	0.016	0.014	0.013	0.014	0.013	0.015	0.007	0.018	0.037	0.039	0.008
336.00	0.000	0.010	0.010	0.007	0.015	0.016	0.014	0.013	0.014	0.013	0.014	0.008	0.018	0.036	0.039	0.008
337.00	0.000	0.010	0.010	0.007	0.015	0.015	0.014	0.012	0.014	0.013	0.014	0.007	0.017	0.036	0.038	0.008
338.00	0.000	0.010	0.010	0.007	0.015	0.015	0.013	0.012	0.013	0.012	0.014	0.007	0.017	0.036	0.037	0.008
339.00	0.001	0.010	0.011	0.008	0.015	0.016	0.014	0.013	0.014	0.013	0.014	0.007	0.018	0.035	0.038	0.008
340.00	0.001	0.011	0.011	0.009	0.016	0.017	0.015	0.013	0.015	0.013	0.015	0.008	0.018	0.036	0.038	0.009
341.00	0.000	0.010	0.010	0.007	0.015	0.016	0.014	0.012	0.013	0.012	0.014	0.007	0.017	0.034	0.036	0.008
342.00	0.000	0.009	0.010	0.007	0.014	0.015	0.013	0.012	0.013	0.012	0.013	0.007	0.017	0.034	0.035	0.007
343.00	0.000	0.009	0.009	0.006	0.014	0.015	0.013	0.011	0.012	0.011	0.013	0.007	0.016	0.033	0.035	0.007
344.00	0.000	0.009	0.009	0.006	0.013	0.015	0.012	0.011	0.013	0.011	0.013	0.007	0.016	0.032	0.034	0.007
345.00	0.000	0.009	0.009	0.006	0.014	0.014	0.012	0.011	0.012	0.011	0.013	0.006	0.016	0.032	0.033	0.007
346.00	-0.000	0.008	0.009	0.006	0.013	0.014	0.012	0.010	0.012	0.011	0.012	0.006	0.015	0.031	0.032	0.007
347.00	0.000	0.008	0.009	0.006	0.013	0.014	0.012	0.011	0.012	0.011	0.012	0.006	0.016	0.031	0.033	0.007
348.00	0.000	0.008	0.009	0.006	0.013	0.014	0.012	0.011	0.012	0.011	0.012	0.006	0.015	0.030	0.032	0.007
349.00	0.000	0.008	0.009	0.006	0.012	0.014	0.012	0.010	0.012	0.011	0.012	0.006	0.015	0.030	0.031	0.007
350.00	0.001	0.008	0.009	0.006	0.013	0.014	0.012	0.010	0.012	0.011	0.012	0.006	0.015	0.030	0.031	0.007
351.00	0.000	0.008	0.009	0.006	0.013	0.014	0.012	0.010	0.012	0.010	0.012	0.006	0.015	0.029	0.030	0.007
352.00	0.001	0.008	0.009	0.006	0.012	0.014	0.012	0.010	0.011	0.010	0.011	0.006	0.015	0.029	0.030	0.006
353.00	0.000	0.008	0.008	0.006	0.012	0.014	0.011	0.010	0.011	0.010	0.011	0.006	0.015	0.028	0.029	0.006
354.00	0.000	0.008	0.008	0.005	0.012	0.013	0.011	0.010	0.011	0.009	0.011	0.006	0.014	0.028	0.029	0.006
355.00	0.000	0.008	0.008	0.005	0.012	0.013	0.011	0.010	0.011	0.010	0.011	0.005	0.015	0.027	0.029	0.006
356.00	0.000	0.007	0.008	0.005	0.011	0.013	0.010	0.009	0.010	0.009	0.010	0.005	0.014	0.027	0.028	0.006
357.00	0.000	0.007	0.007	0.005	0.011	0.013	0.010	0.009	0.010	0.009	0.010	0.005	0.014	0.026	0.028	0.006
358.00	-0.000	0.007	0.007	0.005	0.011	0.013	0.010	0.009	0.010	0.009	0.010	0.005	0.014	0.025	0.027	0.005
359.00	0.000	0.007	0.007	0.005	0.011	0.013	0.010	0.009	0.010	0.009	0.010	0.005	0.014	0.026	0.027	0.006
360.00	0.000	0.007	0.007	0.005	0.011	0.013	0.010	0.009	0.010	0.009	0.010	0.005	0.014	0.025	0.027	0.005
361.00	0.000	0.007	0.007	0.005	0.010	0.012	0.010	0.009	0.010	0.008	0.010	0.005	0.014	0.025	0.026	0.005
362.00	0.000	0.007	0.007	0.004	0.010	0.012	0.009	0.008	0.010	0.008	0.010	0.004	0.013	0.024	0.025	0.005
363.00	0.000	0.007	0.007	0.005	0.010	0.012	0.010	0.008	0.009	0.008	0.009	0.005	0.014	0.024	0.025	0.005
364.00	0.000	0.007	0.007	0.004	0.010	0.012	0.009	0.008	0.009	0.008	0.009	0.005	0.013	0.023	0.025	0.005
365.00	-0.000	0.007	0.007	0.004	0.010	0.012	0.009	0.008	0.009	0.008	0.009	0.004	0.013	0.023	0.024	0.005
366.00	0.000	0.007	0.007	0.004	0.010	0.012	0.009	0.008	0.009	0.008	0.009	0.004	0.013	0.023	0.024	0.005
367.00	0.000	0.007	0.007	0.004	0.010	0.012	0.009	0.008	0.009	0.008	0.009	0.004	0.013	0.022	0.024	0.005
368.00	0.000	0.006	0.006	0.004	0.009	0.012	0.009	0.008	0.009	0.008	0.009	0.004	0.013	0.022	0.023	0.005
369.00	0.000	0.007	0.007	0.004	0.009	0.012	0.009	0.008	0.009	0.008	0.009	0.004	0.013	0.021	0.023	0.005
370.00	-0.000	0.006	0.006	0.004	0.009	0.011	0.009	0.008	0.009	0.007	0.008	0.004	0.013	0.021	0.022	0.004
371.00	-0.000	0.006	0.006	0.004	0.009	0.011	0.009	0.007	0.008	0.007	0.008	0.004	0.012	0.021	0.022	0.005
372.00	0.000	0.006	0.006	0.004	0.009	0.011	0.008	0.008	0.008	0.007	0.008	0.004	0.013	0.020	0.022	0.004
373.00	0.000	0.006	0.006	0.004	0.009	0.011	0.008	0.007	0.008	0.007	0.008	0.004	0.012	0.020	0.022	0.004
374.00	0.000	0.006	0.006	0.004	0.009	0.011	0.008	0.007	0.008	0.007	0.008	0.004	0.012	0.020	0.021	0.004
375.00	0.000	0.006	0.006	0.004	0.008	0.011	0.008	0.007	0.008	0.007	0.008	0.004	0.012	0.020	0.021	0.004
376.00	0.000	0.006	0.006	0.004	0.008	0.011	0.008	0.007	0.008	0.007	0.008	0.004	0.012	0.019	0.020	0.004
377.00	0.000	0.006	0.006	0.004	0.008	0.011	0.008	0.007	0.008	0.007	0.007	0.004	0.012	0.019	0.020	0.004
378.00	0.000	0.006	0.006	0.004	0.008	0.011	0.008	0.007	0.007	0.007	0.007	0.004	0.012	0.019	0.020	0.004
379.00	0.000	0.005	0.006	0.003	0.008	0.011	0.008	0.007	0.007	0.007	0.007	0.003	0.012	0.018	0.020	0.004
380.00	0.000	0.005	0.006	0.003	0.008	0.011	0.008	0.007	0.007	0.006	0.007	0.003	0.012	0.018	0.019	0.004
381.00	0.000	0.005	0.006	0.003	0.008	0.011	0.008	0.007	0.007	0.006	0.007	0.003	0.012	0.018	0.019	0.004
382.00	-0.000	0.005	0.005	0.003	0.008	0.010	0.008	0.007	0.007	0.006	0.007	0.003	0.012	0.017	0.019	0.004
383.00	0.000	0.005	0.005	0.003	0.008	0.010	0.008	0.007	0.007	0.006	0.007	0.003	0.012	0.017	0.019	0.004
384.00	0.000	0.005	0.005	0.003	0.008	0.010	0.008	0.007	0.007	0.006	0.007	0.003	0.012	0.017	0.018	0.004
385.00	0.000	0.005	0.005	0.003	0.007	0.010	0.007	0.006	0.007	0.006	0.007	0.003	0.011	0.017	0.018	0.004
386.00	0.000	0.005	0.005	0.003	0.007	0.010	0.007	0.006	0.007	0.006	0.007	0.003	0.011	0.016	0.018	0.004
387.00	0.000	0.005	0.005	0.003	0.007	0.010	0.007	0.006	0.007	0.006	0.007	0.003	0.011	0.016	0.017	0.004
388.00	0.000	0.005	0.005	0.003	0.007	0.010	0.007	0.006	0.007	0.006	0.006	0.003	0.011	0.016	0.017	0.003
389.00	0.000	0.005	0.005	0.003	0.007	0.010	0.007	0.006	0.006	0.006	0.006	0.003	0.011	0.016	0.017	0.003
390.00	0.000	0.005	0.005	0.003	0.007	0.010	0.007	0.006	0.006	0.006	0.006	0.003	0.011	0.015	0.017	0.003
391.00	0.000	0.005	0.005	0.003	0.007	0.010	0.007	0.006	0.006	0.006	0.006	0.003	0.011	0.015	0.016	0.003
