Wavelength nm.	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...
240.00	0.000	0.055	0.053	0.044	1.396	0.455	0.183	-0.000	0.209	0.468	0.248	2.250	0.331	1.361	0.445	0.124
241.00	0.000	0.055	0.052	0.043	1.333	0.435	0.175	-0.000	0.200	0.462	0.245	2.156	0.317	1.304	0.427	0.119
242.00	0.000	0.054	0.051	0.042	1.280	0.418	0.168	-0.000	0.192	0.455	0.241	2.063	0.303	1.250	0.409	0.114
243.00	0.000	0.053	0.051	0.042	1.234	0.403	0.162	-0.000	0.186	0.450	0.238	1.980	0.291	1.200	0.392	0.109
244.00	0.000	0.052	0.050	0.041	1.197	0.391	0.157	-0.000	0.180	0.444	0.236	1.900	0.279	1.152	0.376	0.105
245.00	0.000	0.052	0.049	0.041	1.164	0.379	0.153	-0.000	0.175	0.439	0.233	1.821	0.268	1.105	0.361	0.101
246.00	-0.000	0.051	0.049	0.041	1.134	0.369	0.149	-0.000	0.171	0.434	0.230	1.746	0.257	1.059	0.347	0.096
247.00	-0.000	0.051	0.048	0.040	1.108	0.361	0.145	-0.000	0.167	0.429	0.228	1.680	0.247	1.018	0.333	0.093
248.00	-0.000	0.050	0.048	0.040	1.085	0.354	0.142	-0.000	0.163	0.425	0.225	1.618	0.238	0.982	0.321	0.089
249.00	0.000	0.050	0.047	0.039	1.064	0.347	0.139	-0.000	0.160	0.421	0.223	1.565	0.230	0.950	0.311	0.086
250.00	0.000	0.049	0.047	0.039	1.046	0.341	0.137	-0.000	0.158	0.417	0.221	1.519	0.223	0.920	0.301	0.084
251.00	-0.000	0.049	0.046	0.039	1.029	0.336	0.135	-0.000	0.155	0.413	0.219	1.476	0.217	0.895	0.293	0.081
252.00	0.000	0.048	0.046	0.038	1.014	0.330	0.133	-0.000	0.153	0.410	0.218	1.437	0.211	0.872	0.285	0.079
253.00	0.000	0.048	0.045	0.038	0.999	0.326	0.131	-0.000	0.150	0.406	0.216	1.402	0.206	0.851	0.278	0.077
254.00	-0.000	0.047	0.045	0.038	0.985	0.321	0.129	-0.000	0.148	0.403	0.214	1.373	0.202	0.833	0.272	0.076
255.00	0.000	0.047	0.044	0.037	0.972	0.317	0.127	-0.000	0.146	0.400	0.212	1.345	0.198	0.816	0.267	0.074
256.00	0.000	0.047	0.044	0.037	0.961	0.313	0.126	-0.000	0.144	0.396	0.210	1.323	0.195	0.802	0.263	0.073
257.00	0.000	0.046	0.044	0.037	0.949	0.309	0.124	-0.000	0.142	0.393	0.208	1.301	0.191	0.789	0.258	0.072
258.00	-0.000	0.046	0.043	0.036	0.939	0.306	0.123	-0.000	0.141	0.390	0.207	1.283	0.189	0.778	0.255	0.071
259.00	0.000	0.045	0.043	0.036	0.929	0.303	0.122	-0.000	0.139	0.387	0.205	1.265	0.186	0.767	0.251	0.070
260.00	0.000	0.045	0.043	0.036	0.920	0.300	0.121	-0.000	0.137	0.384	0.204	1.250	0.184	0.758	0.248	0.069
261.00	0.000	0.045	0.042	0.036	0.911	0.297	0.120	-0.000	0.136	0.381	0.202	1.234	0.182	0.749	0.245	0.068
262.00	0.000	0.044	0.042	0.035	0.902	0.294	0.118	0.000	0.134	0.378	0.201	1.223	0.180	0.742	0.243	0.068
263.00	0.000	0.044	0.041	0.035	0.894	0.291	0.117	-0.000	0.133	0.375	0.199	1.211	0.178	0.734	0.240	0.067
264.00	-0.000	0.043	0.040	0.035	0.885	0.289	0.116	-0.000	0.131	0.371	0.197	1.201	0.177	0.728	0.238	0.066
265.00	0.000	0.042	0.040	0.034	0.877	0.286	0.115	0.000	0.130	0.368	0.195	1.191	0.175	0.723	0.236	0.066
266.00	-0.000	0.042	0.040	0.034	0.869	0.283	0.114	-0.000	0.128	0.365	0.193	1.183	0.174	0.718	0.235	0.065
267.00	-0.000	0.041	0.039	0.033	0.861	0.281	0.113	-0.000	0.127	0.361	0.192	1.177	0.173	0.714	0.233	0.065
268.00	0.000	0.041	0.038	0.033	0.853	0.278	0.112	-0.000	0.125	0.358	0.190	1.171	0.172	0.710	0.232	0.064
269.00	0.000	0.040	0.038	0.033	0.845	0.276	0.111	-0.000	0.124	0.355	0.188	1.166	0.171	0.707	0.231	0.064
270.00	0.000	0.040	0.038	0.033	0.838	0.273	0.110	-0.000	0.123	0.351	0.186	1.162	0.171	0.705	0.231	0.064
271.00	0.000	0.039	0.037	0.032	0.830	0.271	0.109	-0.000	0.121	0.348	0.184	1.158	0.170	0.702	0.230	0.064
272.00	0.000	0.039	0.037	0.032	0.822	0.268	0.108	0.000	0.120	0.344	0.183	1.154	0.170	0.700	0.229	0.064
273.00	0.000	0.038	0.036	0.032	0.814	0.265	0.107	0.000	0.119	0.340	0.181	1.151	0.169	0.698	0.228	0.063
274.00	0.000	0.038	0.036	0.031	0.805	0.263	0.106	0.000	0.117	0.337	0.179	1.147	0.169	0.695	0.227	0.063
275.00	0.000	0.037	0.035	0.031	0.797	0.260	0.104	0.000	0.116	0.333	0.177	1.142	0.168	0.692	0.227	0.063
276.00	0.000	0.036	0.034	0.031	0.788	0.257	0.103	-0.000	0.114	0.329	0.175	1.136	0.167	0.689	0.225	0.062
277.00	0.000	0.036	0.034	0.030	0.779	0.254	0.102	-0.000	0.113	0.326	0.173	1.132	0.166	0.685	0.224	0.062
278.00	-0.000	0.035	0.033	0.030	0.769	0.251	0.101	-0.000	0.111	0.322	0.171	1.125	0.165	0.681	0.223	0.062
279.00	-0.000	0.035	0.033	0.029	0.761	0.248	0.100	-0.000	0.109	0.318	0.169	1.117	0.164	0.677	0.221	0.061
280.00	-0.000	0.034	0.032	0.029	0.751	0.245	0.098	-0.000	0.108	0.314	0.167	1.108	0.163	0.671	0.220	0.061
281.00	-0.000	0.034	0.031	0.029	0.741	0.241	0.097	0.000	0.107	0.309	0.165	1.095	0.161	0.664	0.217	0.060
282.00	-0.000	0.033	0.031	0.028	0.730	0.238	0.096	-0.000	0.105	0.305	0.162	1.082	0.159	0.656	0.214	0.060
283.00	-0.000	0.032	0.030	0.028	0.720	0.235	0.094	-0.000	0.103	0.301	0.160	1.066	0.156	0.646	0.211	0.058
284.00	-0.000	0.032	0.030	0.028	0.709	0.231	0.093	-0.000	0.102	0.296	0.158	1.045	0.153	0.634	0.207	0.058
285.00	0.000	0.031	0.029	0.027	0.697	0.228	0.091	-0.000	0.100	0.292	0.155	1.024	0.150	0.621	0.203	0.056
286.00	0.000	0.031	0.028	0.027	0.687	0.224	0.090	0.000	0.099	0.288	0.153	1.001	0.147	0.607	0.199	0.056
287.00	0.000	0.030	0.028	0.027	0.675	0.220	0.089	0.000	0.097	0.284	0.151	0.976	0.143	0.591	0.194	0.054
288.00	0.000	0.029	0.027	0.026	0.664	0.216	0.087	-0.000	0.095	0.279	0.148	0.950	0.139	0.575	0.188	0.052
289.00	-0.000	0.028	0.026	0.026	0.652	0.213	0.085	-0.000	0.093	0.275	0.146	0.923	0.135	0.559	0.183	0.051
290.00	-0.000	0.028	0.026	0.026	0.642	0.209	0.084	-0.000	0.092	0.271	0.144	0.897	0.132	0.544	0.178	0.049
291.00	0.000	0.027	0.025	0.025	0.630	0.206	0.083	0.000	0.090	0.267	0.142	0.871	0.128	0.529	0.173	0.048
292.00	0.000	0.027	0.025	0.025	0.619	0.202	0.081	-0.000	0.088	0.263	0.140	0.848	0.125	0.515	0.168	0.047
293.00	0.000	0.026	0.024	0.025	0.608	0.198	0.080	0.000	0.087	0.259	0.138	0.826	0.122	0.501	0.164	0.046
294.00	0.000	0.026	0.024	0.024	0.597	0.195	0.078	0.000	0.085	0.255	0.136	0.807	0.119	0.490	0.160	0.045
295.00	0.000	0.025	0.023	0.024	0.586	0.191	0.077	-0.000	0.083	0.252	0.134	0.790	0.116	0.479	0.157	0.044
296.00	0.000	0.025	0.023	0.024	0.576	0.188	0.075	-0.000	0.082	0.248	0.132	0.775	0.114	0.470	0.154	0.043
297.00	-0.000	0.024	0.022	0.023	0.564	0.184	0.074	-0.000	0.080	0.245	0.130	0.761	0.111	0.461	0.151	0.042
298.00	-0.000	0.024	0.021	0.023	0.554	0.181	0.073	-0.000	0.078	0.241	0.129	0.748	0.110	0.453	0.148	0.041
299.00	0.000	0.024	0.021	0.023	0.545	0.178	0.071	-0.000	0.077	0.238	0.127	0.738	0.108	0.447	0.146	0.041
300.00	-0.000	0.023	0.021	0.022	0.535	0.175	0.070	-0.000	0.076	0.235	0.125	0.727	0.106	0.441	0.144	0.040
301.00	-0.000	0.022	0.020	0.022	0.526	0.171	0.069	-0.000	0.074	0.232	0.124	0.717	0.105	0.436	0.142	0.039
302.00	0.000	0.022	0.020	0.022	0.517	0.169	0.068	0.000	0.073	0.229	0.122	0.709	0.104	0.430	0.141	0.039
303.00	0.000	0.022	0.020	0.022	0.509	0.166	0.067	0.000	0.072	0.226	0.121	0.701	0.103	0.426	0.139	0.038
304.00	0.000	0.022	0.019	0.021	0.500	0.163	0.065	0.000	0.070	0.224	0.119	0.694	0.102	0.421	0.138	0.038
305.00	0.000	0.021	0.019	0.021	0.491	0.160	0.064	0.000	0.069	0.221	0.118	0.688	0.101	0.418	0.137	0.038
306.00	0.000	0.021	0.019	0.021	0.482	0.157	0.063	0.000	0.068	0.218	0.116	0.682	0.100	0.414	0.136	0.037
307.00	0.000	0.020	0.018	0.021	0.474	0.154	0.062	0.000	0.067	0.215	0.115	0.677	0.099	0.410	0.135	0.037
308.00	-0.000	0.020	0.018	0.020	0.466	0.152	0.061	-0.000	0.065	0.212	0.113	0.671	0.098	0.407	0.133	0.037
309.00	-0.000	0.019	0.017	0.020	0.458	0.150	0.060	0.000	0.064	0.210	0.112	0.666	0.098	0.404	0.132	0.036
310.00	0.000	0.019	0.017	0.020	0.450	0.147	0.059	0.000	0.063	0.207	0.111	0.660	0.096	0.401	0.131	0.036
311.00	0.000	0.019	0.017	0.020	0.442	0.144	0.058	-0.000	0.062	0.205	0.109	0.655	0.096	0.398	0.130	0.036
312.00	0.000	0.019	0.017	0.019	0.435	0.142	0.057	0.000	0.061	0.202	0.108	0.650	0.095	0.394	0.129	0.035
313.00	-0.000	0.018	0.016	0.019	0.427	0.139	0.056	-0.000	0.060	0.200	0.107	0.644	0.094	0.391	0.128	0.035
314.00	0.000	0.018	0.016	0.019	0.419	0.137	0.055	0.000	0.059	0.198	0.106	0.639	0.094	0.388	0.127	0.035
315.00	0.000	0.017	0.016	0.019	0.412	0.134	0.054	0.000	0.057	0.195	0.104	0.633	0.092	0.384	0.126	0.035
316.00	-0.000	0.017	0.015	0.019	0.404	0.132	0.053	0.000	0.056	0.192	0.103	0.627	0.092	0.380	0.124	0.034
317.00	0.000	0.017	0.015	0.018	0.396	0.129	0.052	0.000	0.055	0.190	0.102	0.620	0.091	0.377	0.123	0.034
318.00	-0.000	0.017	0.014	0.018	0.388	0.127	0.051	0.000	0.054	0.187	0.100	0.614	0.090	0.373	0.122	0.034
319.00	-0.000	0.016	0.014	0.018	0.381	0.124	0.049	0.000	0.053	0.184	0.099	0.607	0.089	0.369	0.120	0.033
320.00	0.000	0.016	0.014	0.018	0.374	0.122	0.049	-0.000	0.052	0.182	0.098	0.600	0.088	0.365	0.119	0.033
321.00	0.000	0.016	0.014	0.018	0.367	0.120	0.048	0.000	0.051	0.180	0.097	0.594	0.087	0.361	0.118	0.033
322.00	0.000	0.016	0.014	0.017	0.360	0.117	0.047	0.000	0.050	0.178	0.095	0.587	0.086	0.357	0.117	0.032
323.00	0.000	0.015	0.014	0.017	0.353	0.115	0.046	0.000	0.049	0.176	0.094	0.581	0.085	0.353	0.116	0.032
324.00	0.000	0.015	0.013	0.017	0.345	0.113	0.045	0.000	0.048	0.173	0.093	0.574	0.084	0.349	0.114	0.031
325.00	0.000	0.015	0.013	0.017	0.339	0.111	0.044	0.000	0.047	0.171	0.092	0.567	0.083	0.344	0.113	0.031
326.00	0.000	0.014	0.013	0.017	0.331	0.108	0.043	0.000	0.046	0.169	0.091	0.559	0.082	0.340	0.111	0.031
327.00	0.000	0.014	0.012	0.016	0.325	0.106	0.042	-0.000	0.045	0.166	0.089	0.552	0.080	0.335	0.110	0.030
328.00	-0.000	0.014	0.012	0.016	0.317	0.103	0.041	0.000	0.044	0.164	0.088	0.544	0.080	0.331	0.108	0.029
329.00	0.000	0.014	0.012	0.016	0.311	0.101	0.040	0.000	0.044	0.161	0.087	0.536	0.078	0.326	0.107	0.029
330.00	0.000	0.014	0.012	0.016	0.304	0.099	0.040	0.000	0.043	0.159	0.085	0.528	0.077	0.321	0.105	0.029
331.00	0.000	0.013	0.012	0.016	0.298	0.097	0.039	0.000	0.042	0.156	0.084	0.519	0.076	0.315	0.103	0.028
332.00	-0.000	0.013	0.011	0.015	0.290	0.095	0.038	0.000	0.041	0.154	0.083	0.510	0.074	0.310	0.101	0.028
333.00	-0.000	0.013	0.011	0.015	0.284	0.093	0.037	0.000	0.039	0.152	0.081	0.501	0.073	0.305	0.099	0.027
334.00	0.000	0.012	0.011	0.015	0.278	0.090	0.036	0.000	0.039	0.149	0.080	0.493	0.072	0.300	0.098	0.027
335.00	-0.000	0.012	0.010	0.015	0.271	0.089	0.035	0.000	0.038	0.147	0.079	0.483	0.070	0.294	0.096	0.026
336.00	-0.000	0.012	0.010	0.015	0.265	0.086	0.034	0.000	0.037	0.145	0.078	0.474	0.069	0.288	0.094	0.026
337.00	-0.000	0.012	0.010	0.014	0.259	0.084	0.034	0.000	0.036	0.142	0.077	0.464	0.068	0.282	0.092	0.025
338.00	-0.000	0.012	0.010	0.014	0.253	0.082	0.033	0.000	0.036	0.140	0.075	0.455	0.066	0.277	0.090	0.025
339.00	0.000	0.012	0.010	0.014	0.248	0.081	0.033	0.001	0.035	0.138	0.075	0.446	0.065	0.272	0.089	0.025
340.00	0.002	0.013	0.012	0.016	0.243	0.081	0.033	0.002	0.036	0.137	0.075	0.439	0.065	0.268	0.088	0.026
341.00	0.000	0.011	0.010	0.014	0.236	0.077	0.031	0.000	0.034	0.133	0.073	0.428	0.063	0.260	0.086	0.024
342.00	0.000	0.011	0.009	0.014	0.230	0.075	0.030	0.000	0.033	0.131	0.071	0.419	0.061	0.255	0.084	0.023
343.00	0.000	0.011	0.009	0.013	0.225	0.073	0.029	-0.000	0.032	0.129	0.070	0.409	0.060	0.249	0.081	0.022
344.00	0.000	0.010	0.009	0.014	0.221	0.072	0.029	0.000	0.031	0.127	0.069	0.401	0.059	0.243	0.080	0.022
345.00	0.000	0.010	0.009	0.013	0.216	0.070	0.028	0.000	0.031	0.125	0.068	0.391	0.057	0.238	0.078	0.021
346.00	-0.000	0.010	0.008	0.013	0.210	0.068	0.027	-0.000	0.029	0.123	0.066	0.382	0.055	0.233	0.076	0.021
347.00	-0.000	0.010	0.008	0.013	0.205	0.067	0.026	-0.000	0.029	0.121	0.065	0.373	0.054	0.227	0.074	0.020
348.00	-0.000	0.010	0.008	0.013	0.201	0.065	0.026	-0.000	0.028	0.119	0.064	0.364	0.053	0.222	0.072	0.020
349.00	0.000	0.010	0.008	0.013	0.196	0.064	0.025	-0.000	0.028	0.117	0.063	0.355	0.052	0.216	0.071	0.019
350.00	0.000	0.009	0.008	0.012	0.192	0.062	0.025	-0.000	0.027	0.115	0.062	0.346	0.050	0.211	0.069	0.019
351.00	0.000	0.009	0.008	0.013	0.188	0.061	0.024	-0.000	0.027	0.113	0.061	0.337	0.049	0.206	0.067	0.019
352.00	0.000	0.009	0.008	0.013	0.184	0.060	0.024	0.000	0.026	0.111	0.061	0.328	0.048	0.200	0.066	0.018
353.00	0.000	0.009	0.008	0.012	0.179	0.058	0.023	-0.000	0.025	0.109	0.060	0.319	0.046	0.195	0.064	0.017
354.00	0.000	0.009	0.008	0.012	0.176	0.057	0.023	0.000	0.025	0.108	0.058	0.311	0.045	0.189	0.062	0.017
355.00	0.000	0.008	0.008	0.012	0.172	0.056	0.022	0.000	0.025	0.106	0.058	0.303	0.044	0.185	0.060	0.017
356.00	0.000	0.009	0.008	0.012	0.168	0.055	0.022	0.000	0.024	0.104	0.057	0.294	0.043	0.180	0.059	0.016
357.00	0.000	0.008	0.007	0.012	0.164	0.053	0.021	-0.000	0.023	0.102	0.056	0.285	0.041	0.175	0.057	0.016
358.00	-0.000	0.008	0.007	0.011	0.160	0.052	0.021	-0.000	0.023	0.101	0.055	0.278	0.041	0.170	0.056	0.015
359.00	0.000	0.008	0.007	0.011	0.157	0.051	0.020	0.000	0.022	0.099	0.054	0.270	0.039	0.165	0.054	0.015
360.00	0.000	0.008	0.007	0.011	0.153	0.050	0.020	0.000	0.022	0.098	0.053	0.263	0.038	0.161	0.053	0.014
361.00	0.000	0.008	0.007	0.011	0.150	0.049	0.019	-0.000	0.021	0.096	0.052	0.256	0.037	0.156	0.051	0.014
362.00	0.000	0.008	0.007	0.011	0.147	0.048	0.019	0.000	0.021	0.094	0.052	0.250	0.036	0.152	0.050	0.014
363.00	0.000	0.008	0.007	0.011	0.144	0.047	0.019	0.000	0.021	0.093	0.050	0.243	0.035	0.148	0.049	0.013
364.00	0.000	0.007	0.006	0.011	0.141	0.046	0.018	-0.000	0.020	0.092	0.050	0.237	0.035	0.145	0.047	0.013
365.00	0.000	0.007	0.006	0.011	0.138	0.045	0.018	0.000	0.020	0.090	0.049	0.231	0.033	0.141	0.046	0.012
366.00	-0.000	0.007	0.006	0.010	0.135	0.044	0.017	0.000	0.019	0.088	0.048	0.225	0.033	0.138	0.045	0.012
367.00	-0.000	0.007	0.006	0.010	0.132	0.043	0.017	-0.000	0.019	0.087	0.048	0.219	0.032	0.134	0.044	0.012
368.00	-0.000	0.007	0.006	0.010	0.128	0.042	0.016	-0.001	0.018	0.085	0.047	0.214	0.031	0.131	0.043	0.011
369.00	-0.000	0.006	0.005	0.010	0.126	0.041	0.016	-0.000	0.018	0.084	0.046	0.209	0.030	0.128	0.041	0.011
370.00	-0.000	0.007	0.006	0.010	0.123	0.040	0.016	-0.000	0.017	0.083	0.045	0.205	0.029	0.125	0.041	0.011
371.00	-0.000	0.007	0.006	0.010	0.121	0.039	0.016	0.000	0.017	0.081	0.044	0.200	0.029	0.123	0.040	0.011
372.00	0.000	0.007	0.005	0.010	0.118	0.038	0.015	-0.000	0.017	0.080	0.044	0.196	0.028	0.120	0.039	0.011
373.00	0.000	0.006	0.006	0.010	0.116	0.038	0.015	0.000	0.017	0.079	0.044	0.193	0.028	0.118	0.039	0.011
374.00	-0.000	0.006	0.005	0.010	0.114	0.037	0.014	-0.000	0.016	0.078	0.043	0.188	0.027	0.116	0.038	0.010
375.00	-0.000	0.006	0.005	0.009	0.111	0.036	0.014	-0.000	0.016	0.077	0.042	0.185	0.027	0.113	0.037	0.010
376.00	-0.000	0.006	0.005	0.009	0.109	0.035	0.014	-0.000	0.015	0.075	0.041	0.181	0.026	0.111	0.036	0.010
377.00	-0.000	0.006	0.005	0.009	0.107	0.035	0.014	-0.000	0.015	0.074	0.041	0.178	0.026	0.109	0.036	0.010
378.00	0.000	0.006	0.005	0.009	0.105	0.034	0.013	0.000	0.015	0.073	0.040	0.175	0.025	0.107	0.035	0.009
379.00	0.000	0.006	0.005	0.009	0.102	0.033	0.013	0.000	0.014	0.072	0.039	0.171	0.025	0.105	0.034	0.009
380.00	-0.000	0.006	0.005	0.009	0.100	0.033	0.013	-0.000	0.014	0.071	0.039	0.168	0.024	0.103	0.034	0.009
381.00	-0.000	0.005	0.004	0.009	0.098	0.032	0.012	-0.000	0.014	0.069	0.038	0.165	0.024	0.101	0.033	0.009
382.00	-0.000	0.005	0.005	0.009	0.096	0.031	0.012	-0.000	0.014	0.068	0.038	0.162	0.023	0.099	0.033	0.009
383.00	0.000	0.005	0.005	0.009	0.095	0.031	0.012	-0.000	0.013	0.067	0.037	0.159	0.023	0.098	0.032	0.008
384.00	0.000	0.005	0.004	0.009	0.092	0.030	0.012	0.000	0.013	0.066	0.037	0.156	0.023	0.096	0.031	0.008
385.00	0.000	0.005	0.004	0.008	0.090	0.029	0.012	-0.000	0.013	0.065	0.036	0.154	0.022	0.094	0.031	0.008
386.00	0.000	0.005	0.004	0.009	0.089	0.029	0.011	-0.000	0.013	0.064	0.036	0.151	0.022	0.093	0.030	0.008
387.00	-0.000	0.005	0.004	0.008	0.087	0.028	0.011	-0.000	0.012	0.063	0.035	0.148	0.021	0.091	0.030	0.008
388.00	-0.000	0.005	0.004	0.008	0.085	0.028	0.011	-0.000	0.012	0.062	0.034	0.146	0.021	0.090	0.029	0.008
