,Blank,F27Sep19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Sep19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_5R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Sep19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Sep19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_5R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F2Sep19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_9R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
780,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
781,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
782,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
783,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
784,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
785,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
786,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
787,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
788,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
789,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
790,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
791,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
792,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
793,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
794,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
795,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
796,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
797,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
798,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
799,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
800,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
801,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
802,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
803,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
804,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
805,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.027,0.027,6.2181,1.827464394,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
806,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
807,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
808,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
809,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
810,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
811,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
812,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
813,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.025,0.025,5.7575,1.750503353,,0.012,0.012,5.5272,1.709681358,,0.084,0.084,19.3452,2.962444327,,0.023,0.023,10.5938,2.360268924,
814,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.083,0.083,19.1149,2.950468136,,0.023,0.023,10.5938,2.360268924,
815,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.083,0.083,19.1149,2.950468136,,0.023,0.023,10.5938,2.360268924,
816,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.083,0.083,19.1149,2.950468136,,0.023,0.023,10.5938,2.360268924,
817,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.083,0.083,19.1149,2.950468136,,0.023,0.023,10.5938,2.360268924,
818,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.083,0.083,19.1149,2.950468136,,0.023,0.023,10.5938,2.360268924,
819,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.013,0.013,5.9878,1.789724066,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.083,0.083,19.1149,2.950468136,,0.023,0.023,10.5938,2.360268924,
820,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.083,0.083,19.1149,2.950468136,,0.023,0.023,10.5938,2.360268924,
821,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.083,0.083,19.1149,2.950468136,,0.023,0.023,10.5938,2.360268924,
822,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.083,0.083,19.1149,2.950468136,,0.022,0.022,10.1332,2.315817162,
823,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.083,0.083,19.1149,2.950468136,,0.022,0.022,10.1332,2.315817162,
824,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.083,0.083,19.1149,2.950468136,,0.023,0.023,10.5938,2.360268924,
825,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.083,0.083,19.1149,2.950468136,,0.022,0.022,10.1332,2.315817162,
826,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.083,0.083,19.1149,2.950468136,,0.022,0.022,10.1332,2.315817162,
827,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.083,0.083,19.1149,2.950468136,,0.022,0.022,10.1332,2.315817162,
828,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.083,0.083,19.1149,2.950468136,,0.022,0.022,10.1332,2.315817162,
829,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.082,0.082,18.8846,2.938346775,,0.022,0.022,10.1332,2.315817162,
830,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.082,0.082,18.8846,2.938346775,,0.022,0.022,10.1332,2.315817162,
831,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.083,0.083,19.1149,2.950468136,,0.022,0.022,10.1332,2.315817162,
832,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.083,0.083,19.1149,2.950468136,,0.022,0.022,10.1332,2.315817162,
833,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.082,0.082,18.8846,2.938346775,,0.022,0.022,10.1332,2.315817162,
834,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.011,0.011,5.0666,1.622669981,,0.082,0.082,18.8846,2.938346775,,0.022,0.022,10.1332,2.315817162,
835,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.011,0.011,5.0666,1.622669981,,0.082,0.082,18.8846,2.938346775,,0.022,0.022,10.1332,2.315817162,
836,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.011,0.011,5.0666,1.622669981,,0.082,0.082,18.8846,2.938346775,,0.022,0.022,10.1332,2.315817162,
837,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.082,0.082,18.8846,2.938346775,,0.022,0.022,10.1332,2.315817162,
838,0,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.026,0.026,5.9878,1.789724066,,0.012,0.012,5.5272,1.709681358,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.024,0.024,5.5272,1.709681358,,0.012,0.012,5.5272,1.709681358,,0.082,0.082,18.8846,2.938346775,,0.022,0.022,10.1332,2.315817162,
