,Blank,F27Sep19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Sep19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_5R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Sep19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Sep19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_5R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F2Sep19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_9R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
513,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.042,0.042,9.6726,2.269297146,,0.02,0.02,9.212,2.220506982,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.042,0.042,9.6726,2.269297146,,0.018,0.018,8.2908,2.115146466,,0.116,0.116,26.7148,3.285217719,,0.033,0.033,15.1998,2.72128227,
514,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.042,0.042,9.6726,2.269297146,,0.02,0.02,9.212,2.220506982,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.041,0.041,9.4423,2.245199595,,0.018,0.018,8.2908,2.115146466,,0.116,0.116,26.7148,3.285217719,,0.033,0.033,15.1998,2.72128227,
515,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.042,0.042,9.6726,2.269297146,,0.02,0.02,9.212,2.220506982,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.041,0.041,9.4423,2.245199595,,0.018,0.018,8.2908,2.115146466,,0.116,0.116,26.7148,3.285217719,,0.033,0.033,15.1998,2.72128227,
516,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.042,0.042,9.6726,2.269297146,,0.02,0.02,9.212,2.220506982,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.041,0.041,9.4423,2.245199595,,0.018,0.018,8.2908,2.115146466,,0.115,0.115,26.4845,3.276559656,,0.033,0.033,15.1998,2.72128227,
517,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.041,0.041,9.4423,2.245199595,,0.02,0.02,9.212,2.220506982,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.041,0.041,9.4423,2.245199595,,0.018,0.018,8.2908,2.115146466,,0.115,0.115,26.4845,3.276559656,,0.033,0.033,15.1998,2.72128227,
518,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.041,0.041,9.4423,2.245199595,,0.02,0.02,9.212,2.220506982,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.041,0.041,9.4423,2.245199595,,0.018,0.018,8.2908,2.115146466,,0.115,0.115,26.4845,3.276559656,,0.033,0.033,15.1998,2.72128227,
519,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.041,0.041,9.4423,2.245199595,,0.02,0.02,9.212,2.220506982,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.041,0.041,9.4423,2.245199595,,0.018,0.018,8.2908,2.115146466,,0.114,0.114,26.2542,3.267825976,,0.033,0.033,15.1998,2.72128227,
520,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.041,0.041,9.4423,2.245199595,,0.02,0.02,9.212,2.220506982,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.04,0.04,9.212,2.220506982,,0.018,0.018,8.2908,2.115146466,,0.114,0.114,26.2542,3.267825976,,0.033,0.033,15.1998,2.72128227,
521,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.041,0.041,9.4423,2.245199595,,0.02,0.02,9.212,2.220506982,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.04,0.04,9.212,2.220506982,,0.017,0.017,7.8302,2.057988052,,0.114,0.114,26.2542,3.267825976,,0.033,0.033,15.1998,2.72128227,
522,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.041,0.041,9.4423,2.245199595,,0.02,0.02,9.212,2.220506982,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.04,0.04,9.212,2.220506982,,0.017,0.017,7.8302,2.057988052,,0.113,0.113,26.0239,3.259015347,,0.033,0.033,15.1998,2.72128227,
523,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.041,0.041,9.4423,2.245199595,,0.02,0.02,9.212,2.220506982,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.04,0.04,9.212,2.220506982,,0.017,0.017,7.8302,2.057988052,,0.113,0.113,26.0239,3.259015347,,0.032,0.032,14.7392,2.690510611,
524,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.041,0.041,9.4423,2.245199595,,0.02,0.02,9.212,2.220506982,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.04,0.04,9.212,2.220506982,,0.017,0.017,7.8302,2.057988052,,0.113,0.113,26.0239,3.259015347,,0.032,0.032,14.7392,2.690510611,
525,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.041,0.041,9.4423,2.245199595,,0.02,0.02,9.212,2.220506982,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.04,0.04,9.212,2.220506982,,0.017,0.017,7.8302,2.057988052,,0.112,0.112,25.7936,3.250126399,,0.032,0.032,14.7392,2.690510611,
526,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.04,0.04,9.212,2.220506982,,0.02,0.02,9.212,2.220506982,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.04,0.04,9.212,2.220506982,,0.017,0.017,7.8302,2.057988052,,0.112,0.112,25.7936,3.250126399,,0.032,0.032,14.7392,2.690510611,
527,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.04,0.04,9.212,2.220506982,,0.02,0.02,9.212,2.220506982,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.04,0.04,9.212,2.220506982,,0.017,0.017,7.8302,2.057988052,,0.112,0.112,25.7936,3.250126399,,0.032,0.032,14.7392,2.690510611,
528,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.04,0.04,9.212,2.220506982,,0.02,0.02,9.212,2.220506982,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.04,0.04,9.212,2.220506982,,0.017,0.017,7.8302,2.057988052,,0.112,0.112,25.7936,3.250126399,,0.032,0.032,14.7392,2.690510611,
529,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.04,0.04,9.212,2.220506982,,0.019,0.019,8.7514,2.169213688,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.039,0.039,8.9817,2.195189174,,0.017,0.017,7.8302,2.057988052,,0.111,0.111,25.5633,3.241157729,,0.032,0.032,14.7392,2.690510611,
530,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.04,0.04,9.212,2.220506982,,0.019,0.019,8.7514,2.169213688,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.039,0.039,8.9817,2.195189174,,0.017,0.017,7.8302,2.057988052,,0.111,0.111,25.5633,3.241157729,,0.032,0.032,14.7392,2.690510611,
531,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.04,0.04,9.212,2.220506982,,0.019,0.019,8.7514,2.169213688,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.039,0.039,8.9817,2.195189174,,0.017,0.017,7.8302,2.057988052,,0.111,0.111,25.5633,3.241157729,,0.032,0.032,14.7392,2.690510611,
532,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.04,0.04,9.212,2.220506982,,0.019,0.019,8.7514,2.169213688,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.039,0.039,8.9817,2.195189174,,0.017,0.017,7.8302,2.057988052,,0.11,0.11,25.333,3.232107894,,0.032,0.032,14.7392,2.690510611,
533,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.04,0.04,9.212,2.220506982,,0.019,0.019,8.7514,2.169213688,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.039,0.039,8.9817,2.195189174,,0.017,0.017,7.8302,2.057988052,,0.11,0.11,25.333,3.232107894,,0.032,0.032,14.7392,2.690510611,
534,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.04,0.04,9.212,2.220506982,,0.019,0.019,8.7514,2.169213688,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.039,0.039,8.9817,2.195189174,,0.017,0.017,7.8302,2.057988052,,0.11,0.11,25.333,3.232107894,,0.032,0.032,14.7392,2.690510611,
535,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.04,0.04,9.212,2.220506982,,0.019,0.019,8.7514,2.169213688,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.039,0.039,8.9817,2.195189174,,0.017,0.017,7.8302,2.057988052,,0.11,0.11,25.333,3.232107894,,0.032,0.032,14.7392,2.690510611,
536,0.001,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.04,0.039,8.9817,2.195189174,,0.02,0.019,8.7514,2.169213688,,0.012,0.011,2.5333,0.929522801,,0.01,0.009,2.0727,0.728852105,,0.006,0.005,2.303,0.834212621,,0.04,0.039,8.9817,2.195189174,,0.018,0.017,7.8302,2.057988052,,0.11,0.109,25.1027,3.22297541,,0.033,0.032,14.7392,2.690510611,
537,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.039,0.039,8.9817,2.195189174,,0.019,0.019,8.7514,2.169213688,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.039,0.039,8.9817,2.195189174,,0.017,0.017,7.8302,2.057988052,,0.109,0.109,25.1027,3.22297541,,0.031,0.031,14.2786,2.658761913,
538,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.039,0.039,8.9817,2.195189174,,0.019,0.019,8.7514,2.169213688,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.039,0.039,8.9817,2.195189174,,0.016,0.016,7.3696,1.997363431,,0.108,0.108,24.8724,3.213758755,,0.031,0.031,14.2786,2.658761913,
539,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.039,0.039,8.9817,2.195189174,,0.019,0.019,8.7514,2.169213688,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.039,0.039,8.9817,2.195189174,,0.016,0.016,7.3696,1.997363431,,0.108,0.108,24.8724,3.213758755,,0.031,0.031,14.2786,2.658761913,
540,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.039,0.039,8.9817,2.195189174,,0.019,0.019,8.7514,2.169213688,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.038,0.038,8.7514,2.169213688,,0.016,0.016,7.3696,1.997363431,,0.108,0.108,24.8724,3.213758755,,0.031,0.031,14.2786,2.658761913,
541,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.039,0.039,8.9817,2.195189174,,0.019,0.019,8.7514,2.169213688,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.038,0.038,8.7514,2.169213688,,0.016,0.016,7.3696,1.997363431,,0.108,0.108,24.8724,3.213758755,,0.031,0.031,14.2786,2.658761913,
542,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.039,0.039,8.9817,2.195189174,,0.019,0.019,8.7514,2.169213688,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.038,0.038,8.7514,2.169213688,,0.016,0.016,7.3696,1.997363431,,0.108,0.108,24.8724,3.213758755,,0.031,0.031,14.2786,2.658761913,
543,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.038,0.038,8.7514,2.169213688,,0.019,0.019,8.7514,2.169213688,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.038,0.038,8.7514,2.169213688,,0.016,0.016,7.3696,1.997363431,,0.107,0.107,24.6421,3.204456362,,0.031,0.031,14.2786,2.658761913,
544,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.038,0.038,8.7514,2.169213688,,0.019,0.019,8.7514,2.169213688,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.038,0.038,8.7514,2.169213688,,0.016,0.016,7.3696,1.997363431,,0.107,0.107,24.6421,3.204456362,,0.03,0.03,13.818,2.62597209,
545,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.038,0.038,8.7514,2.169213688,,0.019,0.019,8.7514,2.169213688,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.038,0.038,8.7514,2.169213688,,0.016,0.016,7.3696,1.997363431,,0.107,0.107,24.6421,3.204456362,,0.031,0.031,14.2786,2.658761913,
546,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.038,0.038,8.7514,2.169213688,,0.019,0.019,8.7514,2.169213688,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.038,0.038,8.7514,2.169213688,,0.016,0.016,7.3696,1.997363431,,0.107,0.107,24.6421,3.204456362,,0.03,0.03,13.818,2.62597209,
547,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.038,0.038,8.7514,2.169213688,,0.019,0.019,8.7514,2.169213688,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,2.303,0.834212621,,0.038,0.038,8.7514,2.169213688,,0.016,0.016,7.3696,1.997363431,,0.106,0.106,24.4118,3.195066622,,0.03,0.03,13.818,2.62597209,
548,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.038,0.038,8.7514,2.169213688,,0.019,0.019,8.7514,2.169213688,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.038,0.038,8.7514,2.169213688,,0.016,0.016,7.3696,1.997363431,,0.106,0.106,24.4118,3.195066622,,0.03,0.03,13.818,2.62597209,
549,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.038,0.038,8.7514,2.169213688,,0.018,0.018,8.2908,2.115146466,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,2.303,0.834212621,,0.038,0.038,8.7514,2.169213688,,0.016,0.016,7.3696,1.997363431,,0.106,0.106,24.4118,3.195066622,,0.03,0.03,13.818,2.62597209,
550,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.038,0.038,8.7514,2.169213688,,0.018,0.018,8.2908,2.115146466,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,2.303,0.834212621,,0.038,0.038,8.7514,2.169213688,,0.016,0.016,7.3696,1.997363431,,0.106,0.106,24.4118,3.195066622,,0.03,0.03,13.818,2.62597209,
551,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.038,0.038,8.7514,2.169213688,,0.018,0.018,8.2908,2.115146466,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,2.303,0.834212621,,0.037,0.037,8.5211,2.14254544,,0.016,0.016,7.3696,1.997363431,,0.106,0.106,24.4118,3.195066622,,0.03,0.03,13.818,2.62597209,
552,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.038,0.038,8.7514,2.169213688,,0.018,0.018,8.2908,2.115146466,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.037,0.037,8.5211,2.14254544,,0.016,0.016,7.3696,1.997363431,,0.105,0.105,24.1815,3.185587878,,0.03,0.03,13.818,2.62597209,
553,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.038,0.038,8.7514,2.169213688,,0.018,0.018,8.2908,2.115146466,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.037,0.037,8.5211,2.14254544,,0.016,0.016,7.3696,1.997363431,,0.105,0.105,24.1815,3.185587878,,0.03,0.03,13.818,2.62597209,
554,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.038,0.038,8.7514,2.169213688,,0.018,0.018,8.2908,2.115146466,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,2.303,0.834212621,,0.037,0.037,8.5211,2.14254544,,0.016,0.016,7.3696,1.997363431,,0.105,0.105,24.1815,3.185587878,,0.03,0.03,13.818,2.62597209,
555,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.038,0.038,8.7514,2.169213688,,0.018,0.018,8.2908,2.115146466,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,2.303,0.834212621,,0.037,0.037,8.5211,2.14254544,,0.016,0.016,7.3696,1.997363431,,0.105,0.105,24.1815,3.185587878,,0.03,0.03,13.818,2.62597209,
556,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.037,0.037,8.5211,2.14254544,,0.018,0.018,8.2908,2.115146466,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.037,0.037,8.5211,2.14254544,,0.016,0.016,7.3696,1.997363431,,0.105,0.105,24.1815,3.185587878,,0.029,0.029,13.3574,2.592070538,
557,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.037,0.037,8.5211,2.14254544,,0.018,0.018,8.2908,2.115146466,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,2.303,0.834212621,,0.037,0.037,8.5211,2.14254544,,0.016,0.016,7.3696,1.997363431,,0.105,0.105,24.1815,3.185587878,,0.03,0.03,13.818,2.62597209,
558,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.037,0.037,8.5211,2.14254544,,0.018,0.018,8.2908,2.115146466,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,2.303,0.834212621,,0.037,0.037,8.5211,2.14254544,,0.016,0.016,7.3696,1.997363431,,0.104,0.104,23.9512,3.176018427,,0.029,0.029,13.3574,2.592070538,
559,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.037,0.037,8.5211,2.14254544,,0.018,0.018,8.2908,2.115146466,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.037,0.037,8.5211,2.14254544,,0.016,0.016,7.3696,1.997363431,,0.104,0.104,23.9512,3.176018427,,0.029,0.029,13.3574,2.592070538,
560,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.037,0.037,8.5211,2.14254544,,0.018,0.018,8.2908,2.115146466,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,2.303,0.834212621,,0.037,0.037,8.5211,2.14254544,,0.016,0.016,7.3696,1.997363431,,0.104,0.104,23.9512,3.176018427,,0.029,0.029,13.3574,2.592070538,
561,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.037,0.037,8.5211,2.14254544,,0.018,0.018,8.2908,2.115146466,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,2.303,0.834212621,,0.037,0.037,8.5211,2.14254544,,0.016,0.016,7.3696,1.997363431,,0.104,0.104,23.9512,3.176018427,,0.029,0.029,13.3574,2.592070538,
562,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.037,0.037,8.5211,2.14254544,,0.018,0.018,8.2908,2.115146466,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.036,0.036,8.2908,2.115146466,,0.015,0.015,6.909,1.93282491,,0.104,0.104,23.9512,3.176018427,,0.029,0.029,13.3574,2.592070538,
563,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.037,0.037,8.5211,2.14254544,,0.018,0.018,8.2908,2.115146466,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.036,0.036,8.2908,2.115146466,,0.015,0.015,6.909,1.93282491,,0.103,0.103,23.7209,3.166356516,,0.029,0.029,13.3574,2.592070538,
564,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.037,0.037,8.5211,2.14254544,,0.018,0.018,8.2908,2.115146466,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.036,0.036,8.2908,2.115146466,,0.015,0.015,6.909,1.93282491,,0.103,0.103,23.7209,3.166356516,,0.029,0.029,13.3574,2.592070538,
565,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.037,0.037,8.5211,2.14254544,,0.018,0.018,8.2908,2.115146466,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.036,0.036,8.2908,2.115146466,,0.015,0.015,6.909,1.93282491,,0.103,0.103,23.7209,3.166356516,,0.029,0.029,13.3574,2.592070538,
566,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.037,0.037,8.5211,2.14254544,,0.018,0.018,8.2908,2.115146466,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.036,0.036,8.2908,2.115146466,,0.015,0.015,6.909,1.93282491,,0.103,0.103,23.7209,3.166356516,,0.029,0.029,13.3574,2.592070538,
567,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.037,0.037,8.5211,2.14254544,,0.018,0.018,8.2908,2.115146466,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.036,0.036,8.2908,2.115146466,,0.015,0.015,6.909,1.93282491,,0.103,0.103,23.7209,3.166356516,,0.029,0.029,13.3574,2.592070538,
568,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.036,0.036,8.2908,2.115146466,,0.018,0.018,8.2908,2.115146466,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.036,0.036,8.2908,2.115146466,,0.015,0.015,6.909,1.93282491,,0.103,0.103,23.7209,3.166356516,,0.029,0.029,13.3574,2.592070538,
569,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.036,0.036,8.2908,2.115146466,,0.018,0.018,8.2908,2.115146466,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.036,0.036,8.2908,2.115146466,,0.015,0.015,6.909,1.93282491,,0.103,0.103,23.7209,3.166356516,,0.029,0.029,13.3574,2.592070538,
570,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.036,0.036,8.2908,2.115146466,,0.018,0.018,8.2908,2.115146466,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.036,0.036,8.2908,2.115146466,,0.015,0.015,6.909,1.93282491,,0.103,0.103,23.7209,3.166356516,,0.029,0.029,13.3574,2.592070538,
571,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.036,0.036,8.2908,2.115146466,,0.018,0.018,8.2908,2.115146466,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.036,0.036,8.2908,2.115146466,,0.015,0.015,6.909,1.93282491,,0.102,0.102,23.4906,3.156600341,,0.029,0.029,13.3574,2.592070538,
572,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.036,0.036,8.2908,2.115146466,,0.017,0.017,7.8302,2.057988052,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.036,0.036,8.2908,2.115146466,,0.015,0.015,6.909,1.93282491,,0.102,0.102,23.4906,3.156600341,,0.028,0.028,12.8968,2.556979219,
