,Blank,F17Jun19_WET_R2,A(CDOM),a(CDOM),ln(a),Sr,F17Jun19_WET_R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F17Jun19_INF_R2,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_INF_R2,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_INF_R2_DIL,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F8Jul19_WET_R1,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_WET_R1_DIL,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
540,-0.001,0.015,0.016,3.6848,1.30421625,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
541,-0.001,0.015,0.016,3.6848,1.30421625,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
542,-0.001,0.015,0.016,3.6848,1.30421625,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
543,-0.001,0.015,0.016,3.6848,1.30421625,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
544,-0.001,0.015,0.016,3.6848,1.30421625,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
545,-0.001,0.015,0.016,3.6848,1.30421625,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
546,-0.001,0.015,0.016,3.6848,1.30421625,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
547,-0.001,0.015,0.016,3.6848,1.30421625,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
548,-0.001,0.015,0.016,3.6848,1.30421625,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
549,-0.001,0.015,0.016,3.6848,1.30421625,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
550,-0.001,0.015,0.016,3.6848,1.30421625,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
551,-0.001,0.015,0.016,3.6848,1.30421625,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
552,0,0.015,0.015,3.4545,1.239677729,,-0.003,-0.003,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
553,-0.001,0.015,0.016,3.6848,1.30421625,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
554,0,0.015,0.015,3.4545,1.239677729,,-0.003,-0.003,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
555,0,0.015,0.015,3.4545,1.239677729,,-0.003,-0.003,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
556,-0.001,0.015,0.016,3.6848,1.30421625,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
557,-0.001,0.014,0.015,3.4545,1.239677729,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
558,0,0.015,0.015,3.4545,1.239677729,,-0.003,-0.003,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
559,0,0.014,0.014,3.2242,1.170684857,,-0.003,-0.003,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
560,-0.001,0.014,0.015,3.4545,1.239677729,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
561,-0.001,0.014,0.015,3.4545,1.239677729,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
562,0,0.014,0.014,3.2242,1.170684857,,-0.003,-0.003,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
563,0,0.014,0.014,3.2242,1.170684857,,-0.003,-0.003,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
564,0,0.014,0.014,3.2242,1.170684857,,-0.003,-0.003,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
565,0,0.014,0.014,3.2242,1.170684857,,-0.003,-0.003,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
566,0,0.014,0.014,3.2242,1.170684857,,-0.003,-0.003,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
567,-0.001,0.014,0.015,3.4545,1.239677729,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
568,0,0.014,0.014,3.2242,1.170684857,,-0.003,-0.003,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
569,0,0.014,0.014,3.2242,1.170684857,,-0.003,-0.003,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
570,-0.001,0.014,0.015,3.4545,1.239677729,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
571,-0.001,0.014,0.015,3.4545,1.239677729,,-0.003,-0.002,-0.9212,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
572,0,0.014,0.014,3.2242,1.170684857,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
573,0,0.014,0.014,3.2242,1.170684857,,-0.003,-0.003,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.004,-0.004,-0.9212,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
574,0,0.014,0.014,3.2242,1.170684857,,-0.003,-0.003,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
575,-0.001,0.014,0.015,3.4545,1.239677729,,-0.004,-0.003,-1.3818,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
576,-0.001,0.014,0.015,3.4545,1.239677729,,-0.004,-0.003,-1.3818,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
577,-0.001,0.014,0.015,3.4545,1.239677729,,-0.004,-0.003,-1.3818,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
578,0,0.014,0.014,3.2242,1.170684857,,-0.003,-0.003,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
579,0,0.014,0.014,3.2242,1.170684857,,-0.003,-0.003,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
580,-0.001,0.014,0.015,3.4545,1.239677729,,-0.004,-0.003,-1.3818,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
581,-0.001,0.014,0.015,3.4545,1.239677729,,-0.004,-0.003,-1.3818,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.007,-0.006,-1.3818,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
582,0,0.014,0.014,3.2242,1.170684857,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
583,0,0.014,0.014,3.2242,1.170684857,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
584,0,0.014,0.014,3.2242,1.170684857,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
585,0,0.014,0.014,3.2242,1.170684857,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
586,-0.001,0.014,0.015,3.4545,1.239677729,,-0.004,-0.003,-1.3818,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.007,-0.006,-1.3818,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
587,0,0.014,0.014,3.2242,1.170684857,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
588,0,0.014,0.014,3.2242,1.170684857,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
589,0,0.014,0.014,3.2242,1.170684857,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
590,-0.001,0.014,0.015,3.4545,1.239677729,,-0.004,-0.003,-1.3818,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.007,-0.006,-1.3818,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
591,0,0.014,0.014,3.2242,1.170684857,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
592,0,0.014,0.014,3.2242,1.170684857,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
593,0,0.014,0.014,3.2242,1.170684857,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
594,0,0.014,0.014,3.2242,1.170684857,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
595,0,0.014,0.014,3.2242,1.170684857,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
596,0,0.014,0.014,3.2242,1.170684857,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
597,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
598,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
599,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
600,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
601,-0.001,0.013,0.014,3.2242,1.170684857,,-0.004,-0.003,-1.3818,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.007,-0.006,-1.3818,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
602,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
603,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
604,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
605,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
606,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
607,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
608,-0.001,0.013,0.014,3.2242,1.170684857,,-0.004,-0.003,-1.3818,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.007,-0.006,-1.3818,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
609,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
610,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
611,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
612,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
613,-0.001,0.013,0.014,3.2242,1.170684857,,-0.004,-0.003,-1.3818,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.007,-0.006,-1.3818,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
614,-0.001,0.013,0.014,3.2242,1.170684857,,-0.004,-0.003,-1.3818,#NUM!,,-0.006,-0.005,-1.1515,#NUM!,,-0.007,-0.006,-1.3818,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,-0.005,-0.004,-0.9212,#NUM!,,-0.006,-0.005,-2.303,#NUM!,
615,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
616,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
617,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
618,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
619,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
620,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
621,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
622,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
623,0,0.013,0.013,2.9939,1.096576885,,-0.004,-0.004,-1.8424,#NUM!,,-0.006,-0.006,-1.3818,#NUM!,,-0.007,-0.007,-1.6121,#NUM!,,-0.008,-0.008,-3.6848,#NUM!,,-0.005,-0.005,-1.1515,#NUM!,,-0.006,-0.006,-2.7636,#NUM!,
