,Blank,F17Jun19_WET_R2,A(CDOM),a(CDOM),ln(a),Sr,F17Jun19_WET_R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F17Jun19_INF_R2,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_INF_R2,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_INF_R2_DIL,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F8Jul19_WET_R1,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_WET_R1_DIL,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
366,-0.001,0.033,0.034,7.8302,2.057988052,,0.005,0.006,2.7636,1.016534178,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,-0.005,-0.004,-1.8424,#NUM!,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,1.8424,0.61106907,
367,-0.001,0.033,0.034,7.8302,2.057988052,,0.005,0.006,2.7636,1.016534178,,0.001,0.002,0.4606,-0.775225292,,0.002,0.003,0.6909,-0.369760183,,-0.005,-0.004,-1.8424,#NUM!,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,1.8424,0.61106907,
368,-0.001,0.032,0.033,7.5999,2.028135089,,0.005,0.006,2.7636,1.016534178,,0.001,0.002,0.4606,-0.775225292,,0.002,0.003,0.6909,-0.369760183,,-0.005,-0.004,-1.8424,#NUM!,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,1.8424,0.61106907,
369,-0.001,0.032,0.033,7.5999,2.028135089,,0.005,0.006,2.7636,1.016534178,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.4606,-0.775225292,,-0.005,-0.004,-1.8424,#NUM!,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,1.8424,0.61106907,
370,-0.001,0.032,0.033,7.5999,2.028135089,,0.005,0.006,2.7636,1.016534178,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.4606,-0.775225292,,-0.005,-0.004,-1.8424,#NUM!,,0.011,0.012,2.7636,1.016534178,,0.002,0.003,1.3818,0.323386997,
371,-0.001,0.032,0.033,7.5999,2.028135089,,0.005,0.006,2.7636,1.016534178,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.4606,-0.775225292,,-0.005,-0.004,-1.8424,#NUM!,,0.011,0.012,2.7636,1.016534178,,0.002,0.003,1.3818,0.323386997,
372,-0.001,0.032,0.033,7.5999,2.028135089,,0.005,0.006,2.7636,1.016534178,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.4606,-0.775225292,,-0.005,-0.004,-1.8424,#NUM!,,0.01,0.011,2.5333,0.929522801,,0.002,0.003,1.3818,0.323386997,
373,-0.001,0.031,0.032,7.3696,1.997363431,,0.005,0.006,2.7636,1.016534178,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.4606,-0.775225292,,-0.005,-0.004,-1.8424,#NUM!,,0.01,0.011,2.5333,0.929522801,,0.002,0.003,1.3818,0.323386997,
374,-0.001,0.031,0.032,7.3696,1.997363431,,0.005,0.006,2.7636,1.016534178,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.4606,-0.775225292,,-0.005,-0.004,-1.8424,#NUM!,,0.01,0.011,2.5333,0.929522801,,0.002,0.003,1.3818,0.323386997,
375,-0.001,0.031,0.032,7.3696,1.997363431,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.4606,-0.775225292,,-0.005,-0.004,-1.8424,#NUM!,,0.01,0.011,2.5333,0.929522801,,0.002,0.003,1.3818,0.323386997,
376,-0.001,0.031,0.032,7.3696,1.997363431,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.4606,-0.775225292,,-0.005,-0.004,-1.8424,#NUM!,,0.01,0.011,2.5333,0.929522801,,0.002,0.003,1.3818,0.323386997,
377,-0.001,0.03,0.031,7.1393,1.965614732,,0.004,0.005,2.303,0.834212621,,0,0.001,0.2303,-1.468372472,,0.001,0.002,0.4606,-0.775225292,,-0.005,-0.004,-1.8424,#NUM!,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,
378,-0.001,0.03,0.031,7.1393,1.965614732,,0.004,0.005,2.303,0.834212621,,0,0.001,0.2303,-1.468372472,,0.001,0.002,0.4606,-0.775225292,,-0.005,-0.004,-1.8424,#NUM!,,0.009,0.01,2.303,0.834212621,,0.002,0.003,1.3818,0.323386997,
379,-0.001,0.03,0.031,7.1393,1.965614732,,0.004,0.005,2.303,0.834212621,,0,0.001,0.2303,-1.468372472,,0,0.001,0.2303,-1.468372472,,-0.006,-0.005,-2.303,#NUM!,,0.009,0.01,2.303,0.834212621,,0.001,0.002,0.9212,-0.082078111,
380,-0.001,0.03,0.031,7.1393,1.965614732,,0.004,0.005,2.303,0.834212621,,0,0.001,0.2303,-1.468372472,,0,0.001,0.2303,-1.468372472,,-0.006,-0.005,-2.303,#NUM!,,0.009,0.01,2.303,0.834212621,,0.001,0.002,0.9212,-0.082078111,
381,-0.001,0.03,0.031,7.1393,1.965614732,,0.004,0.005,2.303,0.834212621,,0,0.001,0.2303,-1.468372472,,0,0.001,0.2303,-1.468372472,,-0.006,-0.005,-2.303,#NUM!,,0.009,0.01,2.303,0.834212621,,0.001,0.002,0.9212,-0.082078111,
382,-0.001,0.029,0.03,6.909,1.93282491,,0.004,0.005,2.303,0.834212621,,0,0.001,0.2303,-1.468372472,,0,0.001,0.2303,-1.468372472,,-0.006,-0.005,-2.303,#NUM!,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,0.9212,-0.082078111,
383,-0.001,0.029,0.03,6.909,1.93282491,,0.004,0.005,2.303,0.834212621,,0,0.001,0.2303,-1.468372472,,0,0.001,0.2303,-1.468372472,,-0.006,-0.005,-2.303,#NUM!,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,0.9212,-0.082078111,
384,-0.001,0.029,0.03,6.909,1.93282491,,0.004,0.005,2.303,0.834212621,,0,0.001,0.2303,-1.468372472,,0,0.001,0.2303,-1.468372472,,-0.006,-0.005,-2.303,#NUM!,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,0.9212,-0.082078111,
385,-0.001,0.029,0.03,6.909,1.93282491,,0.003,0.004,1.8424,0.61106907,,0,0.001,0.2303,-1.468372472,,0,0.001,0.2303,-1.468372472,,-0.006,-0.005,-2.303,#NUM!,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,0.9212,-0.082078111,
386,-0.001,0.029,0.03,6.909,1.93282491,,0.003,0.004,1.8424,0.61106907,,0,0.001,0.2303,-1.468372472,,0,0.001,0.2303,-1.468372472,,-0.006,-0.005,-2.303,#NUM!,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,0.9212,-0.082078111,
387,-0.001,0.028,0.029,6.6787,1.898923358,,0.003,0.004,1.8424,0.61106907,,0,0.001,0.2303,-1.468372472,,0,0.001,0.2303,-1.468372472,,-0.006,-0.005,-2.303,#NUM!,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,0.9212,-0.082078111,
388,-0.001,0.028,0.029,6.6787,1.898923358,,0.003,0.004,1.8424,0.61106907,,0,0.001,0.2303,-1.468372472,,-0.001,0,0,#NUM!,,-0.006,-0.005,-2.303,#NUM!,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,
389,-0.001,0.028,0.029,6.6787,1.898923358,,0.003,0.004,1.8424,0.61106907,,0,0.001,0.2303,-1.468372472,,-0.001,0,0,#NUM!,,-0.006,-0.005,-2.303,#NUM!,,0.007,0.008,1.8424,0.61106907,,0.001,0.002,0.9212,-0.082078111,
390,-0.001,0.027,0.028,6.4484,1.863832038,,0.003,0.004,1.8424,0.61106907,,-0.001,0,0,#NUM!,,-0.001,0,0,#NUM!,,-0.006,-0.005,-2.303,#NUM!,,0.007,0.008,1.8424,0.61106907,,0,0.001,0.4606,-0.775225292,
391,-0.001,0.027,0.028,6.4484,1.863832038,,0.003,0.004,1.8424,0.61106907,,-0.001,0,0,#NUM!,,-0.001,0,0,#NUM!,,-0.006,-0.005,-2.303,#NUM!,,0.007,0.008,1.8424,0.61106907,,0,0.001,0.4606,-0.775225292,
392,-0.001,0.027,0.028,6.4484,1.863832038,,0.003,0.004,1.8424,0.61106907,,-0.001,0,0,#NUM!,,-0.001,0,0,#NUM!,,-0.006,-0.005,-2.303,#NUM!,,0.007,0.008,1.8424,0.61106907,,0,0.001,0.4606,-0.775225292,
393,-0.001,0.027,0.028,6.4484,1.863832038,,0.003,0.004,1.8424,0.61106907,,-0.001,0,0,#NUM!,,-0.001,0,0,#NUM!,,-0.006,-0.005,-2.303,#NUM!,,0.006,0.007,1.6121,0.477537677,,0,0.001,0.4606,-0.775225292,
394,-0.001,0.027,0.028,6.4484,1.863832038,,0.002,0.003,1.3818,0.323386997,,-0.001,0,0,#NUM!,,-0.001,0,0,#NUM!,,-0.006,-0.005,-2.303,#NUM!,,0.006,0.007,1.6121,0.477537677,,0,0.001,0.4606,-0.775225292,
395,-0.001,0.027,0.028,6.4484,1.863832038,,0.003,0.004,1.8424,0.61106907,,-0.001,0,0,#NUM!,,-0.001,0,0,#NUM!,,-0.006,-0.005,-2.303,#NUM!,,0.006,0.007,1.6121,0.477537677,,0,0.001,0.4606,-0.775225292,
396,-0.001,0.026,0.027,6.2181,1.827464394,,0.002,0.003,1.3818,0.323386997,,-0.001,0,0,#NUM!,,-0.001,0,0,#NUM!,,-0.006,-0.005,-2.303,#NUM!,,0.006,0.007,1.6121,0.477537677,,0,0.001,0.4606,-0.775225292,
397,-0.001,0.026,0.027,6.2181,1.827464394,,0.002,0.003,1.3818,0.323386997,,-0.001,0,0,#NUM!,,-0.001,0,0,#NUM!,,-0.006,-0.005,-2.303,#NUM!,,0.006,0.007,1.6121,0.477537677,,0,0.001,0.4606,-0.775225292,
398,-0.001,0.026,0.027,6.2181,1.827464394,,0.002,0.003,1.3818,0.323386997,,-0.001,0,0,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.006,-0.005,-2.303,#NUM!,,0.006,0.007,1.6121,0.477537677,,0,0.001,0.4606,-0.775225292,
399,-0.001,0.026,0.027,6.2181,1.827464394,,0.002,0.003,1.3818,0.323386997,,-0.001,0,0,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.006,0.007,1.6121,0.477537677,,0,0.001,0.4606,-0.775225292,
400,-0.001,0.026,0.027,6.2181,1.827464394,,0.002,0.003,1.3818,0.323386997,,-0.001,0,0,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.006,0.007,1.6121,0.477537677,,0,0.001,0.4606,-0.775225292,
401,-0.001,0.025,0.026,5.9878,1.789724066,,0.002,0.003,1.3818,0.323386997,,-0.001,0,0,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.006,-0.005,-2.303,#NUM!,,0.005,0.006,1.3818,0.323386997,,-0.001,0,0,#NUM!,
402,-0.001,0.025,0.026,5.9878,1.789724066,,0.002,0.003,1.3818,0.323386997,,-0.002,-0.001,-0.2303,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.006,-0.005,-2.303,#NUM!,,0.005,0.006,1.3818,0.323386997,,-0.001,0,0,#NUM!,
403,-0.001,0.025,0.026,5.9878,1.789724066,,0.002,0.003,1.3818,0.323386997,,-0.001,0,0,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.006,-0.005,-2.303,#NUM!,,0.005,0.006,1.3818,0.323386997,,-0.001,0,0,#NUM!,
404,-0.001,0.025,0.026,5.9878,1.789724066,,0.002,0.003,1.3818,0.323386997,,-0.002,-0.001,-0.2303,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.005,0.006,1.3818,0.323386997,,-0.001,0,0,#NUM!,
405,-0.001,0.025,0.026,5.9878,1.789724066,,0.002,0.003,1.3818,0.323386997,,-0.002,-0.001,-0.2303,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.005,0.006,1.3818,0.323386997,,-0.001,0,0,#NUM!,
406,-0.001,0.025,0.026,5.9878,1.789724066,,0.002,0.003,1.3818,0.323386997,,-0.002,-0.001,-0.2303,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.005,0.006,1.3818,0.323386997,,-0.001,0,0,#NUM!,
407,-0.001,0.025,0.026,5.9878,1.789724066,,0.002,0.003,1.3818,0.323386997,,-0.002,-0.001,-0.2303,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.005,0.006,1.3818,0.323386997,,-0.001,0,0,#NUM!,
408,-0.001,0.024,0.025,5.7575,1.750503353,,0.002,0.003,1.3818,0.323386997,,-0.002,-0.001,-0.2303,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.004,0.005,1.1515,0.14106544,,-0.001,0,0,#NUM!,
409,-0.001,0.024,0.025,5.7575,1.750503353,,0.002,0.003,1.3818,0.323386997,,-0.002,-0.001,-0.2303,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.004,0.005,1.1515,0.14106544,,-0.001,0,0,#NUM!,
410,-0.001,0.024,0.025,5.7575,1.750503353,,0.001,0.002,0.9212,-0.082078111,,-0.002,-0.001,-0.2303,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.004,0.005,1.1515,0.14106544,,-0.001,0,0,#NUM!,
411,-0.001,0.024,0.025,5.7575,1.750503353,,0.001,0.002,0.9212,-0.082078111,,-0.002,-0.001,-0.2303,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.004,0.005,1.1515,0.14106544,,-0.001,0,0,#NUM!,
412,-0.001,0.024,0.025,5.7575,1.750503353,,0.001,0.002,0.9212,-0.082078111,,-0.002,-0.001,-0.2303,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.004,0.005,1.1515,0.14106544,,-0.001,0,0,#NUM!,
413,-0.001,0.024,0.025,5.7575,1.750503353,,0.001,0.002,0.9212,-0.082078111,,-0.002,-0.001,-0.2303,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.004,0.005,1.1515,0.14106544,,-0.001,0,0,#NUM!,
414,-0.001,0.024,0.025,5.7575,1.750503353,,0.001,0.002,0.9212,-0.082078111,,-0.002,-0.001,-0.2303,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.004,0.005,1.1515,0.14106544,,-0.001,0,0,#NUM!,
415,-0.001,0.024,0.025,5.7575,1.750503353,,0.001,0.002,0.9212,-0.082078111,,-0.002,-0.001,-0.2303,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.004,0.005,1.1515,0.14106544,,-0.001,0,0,#NUM!,
416,-0.001,0.023,0.024,5.5272,1.709681358,,0.001,0.002,0.9212,-0.082078111,,-0.002,-0.001,-0.2303,#NUM!,,-0.002,-0.001,-0.2303,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.004,0.005,1.1515,0.14106544,,-0.001,0,0,#NUM!,
417,-0.001,0.023,0.024,5.5272,1.709681358,,0.001,0.002,0.9212,-0.082078111,,-0.002,-0.001,-0.2303,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.003,0.004,0.9212,-0.082078111,,-0.001,0,0,#NUM!,
418,-0.001,0.023,0.024,5.5272,1.709681358,,0.001,0.002,0.9212,-0.082078111,,-0.002,-0.001,-0.2303,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.003,0.004,0.9212,-0.082078111,,-0.002,-0.001,-0.4606,#NUM!,
419,-0.001,0.023,0.024,5.5272,1.709681358,,0.001,0.002,0.9212,-0.082078111,,-0.002,-0.001,-0.2303,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.003,0.004,0.9212,-0.082078111,,-0.002,-0.001,-0.4606,#NUM!,
420,-0.001,0.023,0.024,5.5272,1.709681358,,0.001,0.002,0.9212,-0.082078111,,-0.002,-0.001,-0.2303,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.003,0.004,0.9212,-0.082078111,,-0.002,-0.001,-0.4606,#NUM!,
421,-0.001,0.023,0.024,5.5272,1.709681358,,0.001,0.002,0.9212,-0.082078111,,-0.003,-0.002,-0.4606,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.003,0.004,0.9212,-0.082078111,,-0.002,-0.001,-0.4606,#NUM!,
422,-0.001,0.023,0.024,5.5272,1.709681358,,0.001,0.002,0.9212,-0.082078111,,-0.003,-0.002,-0.4606,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.003,0.004,0.9212,-0.082078111,,-0.002,-0.001,-0.4606,#NUM!,
423,-0.001,0.022,0.023,5.2969,1.667121744,,0.001,0.002,0.9212,-0.082078111,,-0.003,-0.002,-0.4606,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.003,0.004,0.9212,-0.082078111,,-0.002,-0.001,-0.4606,#NUM!,
424,-0.001,0.022,0.023,5.2969,1.667121744,,0.001,0.002,0.9212,-0.082078111,,-0.003,-0.002,-0.4606,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.003,0.004,0.9212,-0.082078111,,-0.002,-0.001,-0.4606,#NUM!,
425,-0.001,0.022,0.023,5.2969,1.667121744,,0.001,0.002,0.9212,-0.082078111,,-0.003,-0.002,-0.4606,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.003,0.004,0.9212,-0.082078111,,-0.002,-0.001,-0.4606,#NUM!,
426,-0.001,0.022,0.023,5.2969,1.667121744,,0.001,0.002,0.9212,-0.082078111,,-0.003,-0.002,-0.4606,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.002,0.003,0.6909,-0.369760183,,-0.002,-0.001,-0.4606,#NUM!,
427,-0.001,0.022,0.023,5.2969,1.667121744,,0.001,0.002,0.9212,-0.082078111,,-0.003,-0.002,-0.4606,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.002,0.003,0.6909,-0.369760183,,-0.002,-0.001,-0.4606,#NUM!,
428,-0.001,0.022,0.023,5.2969,1.667121744,,0.001,0.002,0.9212,-0.082078111,,-0.003,-0.002,-0.4606,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.002,0.003,0.6909,-0.369760183,,-0.002,-0.001,-0.4606,#NUM!,
429,-0.001,0.022,0.023,5.2969,1.667121744,,0,0.001,0.4606,-0.775225292,,-0.003,-0.002,-0.4606,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.002,0.003,0.6909,-0.369760183,,-0.002,-0.001,-0.4606,#NUM!,
430,-0.001,0.021,0.022,5.0666,1.622669981,,0,0.001,0.4606,-0.775225292,,-0.003,-0.002,-0.4606,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.002,0.003,0.6909,-0.369760183,,-0.002,-0.001,-0.4606,#NUM!,
431,-0.001,0.021,0.022,5.0666,1.622669981,,0,0.001,0.4606,-0.775225292,,-0.003,-0.002,-0.4606,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.002,0.003,0.6909,-0.369760183,,-0.002,-0.001,-0.4606,#NUM!,
432,-0.001,0.021,0.022,5.0666,1.622669981,,0,0.001,0.4606,-0.775225292,,-0.003,-0.002,-0.4606,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.002,0.003,0.6909,-0.369760183,,-0.002,-0.001,-0.4606,#NUM!,
433,-0.001,0.021,0.022,5.0666,1.622669981,,0,0.001,0.4606,-0.775225292,,-0.003,-0.002,-0.4606,#NUM!,,-0.003,-0.002,-0.4606,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.002,0.003,0.6909,-0.369760183,,-0.002,-0.001,-0.4606,#NUM!,
434,-0.001,0.021,0.022,5.0666,1.622669981,,0,0.001,0.4606,-0.775225292,,-0.003,-0.002,-0.4606,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.002,0.003,0.6909,-0.369760183,,-0.002,-0.001,-0.4606,#NUM!,
435,-0.001,0.021,0.022,5.0666,1.622669981,,0,0.001,0.4606,-0.775225292,,-0.003,-0.002,-0.4606,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.002,0.003,0.6909,-0.369760183,,-0.003,-0.002,-0.9212,#NUM!,
436,-0.001,0.021,0.022,5.0666,1.622669981,,0,0.001,0.4606,-0.775225292,,-0.003,-0.002,-0.4606,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.001,0.002,0.4606,-0.775225292,,-0.003,-0.002,-0.9212,#NUM!,
437,-0.001,0.021,0.022,5.0666,1.622669981,,0,0.001,0.4606,-0.775225292,,-0.003,-0.002,-0.4606,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.001,0.002,0.4606,-0.775225292,,-0.003,-0.002,-0.9212,#NUM!,
438,-0.001,0.021,0.022,5.0666,1.622669981,,0,0.001,0.4606,-0.775225292,,-0.003,-0.002,-0.4606,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.001,0.002,0.4606,-0.775225292,,-0.003,-0.002,-0.9212,#NUM!,
439,-0.001,0.021,0.022,5.0666,1.622669981,,0,0.001,0.4606,-0.775225292,,-0.003,-0.002,-0.4606,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.007,-0.006,-2.7636,#NUM!,,0.001,0.002,0.4606,-0.775225292,,-0.003,-0.002,-0.9212,#NUM!,
440,-0.001,0.02,0.021,4.8363,1.576149966,,0,0.001,0.4606,-0.775225292,,-0.003,-0.002,-0.4606,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,0.001,0.002,0.4606,-0.775225292,,-0.003,-0.002,-0.9212,#NUM!,
441,-0.001,0.02,0.021,4.8363,1.576149966,,0,0.001,0.4606,-0.775225292,,-0.003,-0.002,-0.4606,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,0.001,0.002,0.4606,-0.775225292,,-0.003,-0.002,-0.9212,#NUM!,
442,-0.001,0.02,0.021,4.8363,1.576149966,,0,0.001,0.4606,-0.775225292,,-0.003,-0.002,-0.4606,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,0.001,0.002,0.4606,-0.775225292,,-0.003,-0.002,-0.9212,#NUM!,
443,-0.001,0.02,0.021,4.8363,1.576149966,,0,0.001,0.4606,-0.775225292,,-0.004,-0.003,-0.6909,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,0.001,0.002,0.4606,-0.775225292,,-0.003,-0.002,-0.9212,#NUM!,
444,-0.001,0.02,0.021,4.8363,1.576149966,,0,0.001,0.4606,-0.775225292,,-0.004,-0.003,-0.6909,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,0.001,0.002,0.4606,-0.775225292,,-0.003,-0.002,-0.9212,#NUM!,
445,-0.001,0.02,0.021,4.8363,1.576149966,,0,0.001,0.4606,-0.775225292,,-0.004,-0.003,-0.6909,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,0.001,0.002,0.4606,-0.775225292,,-0.003,-0.002,-0.9212,#NUM!,
446,-0.001,0.02,0.021,4.8363,1.576149966,,0,0.001,0.4606,-0.775225292,,-0.004,-0.003,-0.6909,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.003,-0.002,-0.9212,#NUM!,
447,-0.001,0.02,0.021,4.8363,1.576149966,,0,0.001,0.4606,-0.775225292,,-0.004,-0.003,-0.6909,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.003,-0.002,-0.9212,#NUM!,
448,-0.001,0.02,0.021,4.8363,1.576149966,,0,0.001,0.4606,-0.775225292,,-0.004,-0.003,-0.6909,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.003,-0.002,-0.9212,#NUM!,
449,-0.001,0.019,0.02,4.606,1.527359801,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.003,-0.002,-0.9212,#NUM!,
450,-0.001,0.019,0.02,4.606,1.527359801,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.003,-0.002,-0.9212,#NUM!,
451,-0.001,0.019,0.02,4.606,1.527359801,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.003,-0.002,-0.9212,#NUM!,
452,-0.001,0.019,0.02,4.606,1.527359801,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.004,-0.003,-1.3818,#NUM!,
453,-0.001,0.019,0.02,4.606,1.527359801,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.004,-0.003,-1.3818,#NUM!,
454,-0.001,0.019,0.02,4.606,1.527359801,,-0.001,0,0,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.004,-0.003,-0.6909,#NUM!,,-0.008,-0.007,-3.2242,#NUM!,,0,0.001,0.2303,-1.468372472,,-0.004,-0.003,-1.3818,#NUM!,
