,Blank,Blank,Blank,Blank,F3Jun19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F20May19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F3Jun19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F20May19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F20May19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F3Jun19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F3Jun19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
605,-0.001,0.296,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
606,-0.001,0.272,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
607,-0.001,0.079,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
608,-0.001,0.019,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
609,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
610,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
611,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
612,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
613,0,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
614,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
615,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
616,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
617,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
618,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
619,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
620,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
621,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
622,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
623,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
624,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
625,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
626,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
627,0,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
628,0,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
629,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
630,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
631,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
632,0,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
633,0,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
634,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
635,0,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,0,-0.001,-0.2303,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
636,0,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,-0.001,-0.002,-0.4606,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,
637,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,-0.001,-0.002,-0.4606,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,
638,-0.001,0.016,0.004,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,
639,-0.001,0.016,0.004,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,
640,-0.001,0.016,0.004,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,
641,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.2303,-1.468372472,,-0.001,-0.002,-0.4606,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,
642,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
643,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
644,-0.001,0.016,0.004,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,
645,-0.001,0.016,0.004,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,
646,-0.001,0.016,0.004,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,
647,-0.001,0.016,0.004,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,
648,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
649,-0.001,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.2303,-1.468372472,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
650,-0.001,0.016,0.004,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,
651,0,0.016,0.004,0,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,
652,-0.001,0.016,0.004,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,
653,0,0.016,0.004,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,
654,0,0.016,0.004,0.001,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.2303,-1.468372472,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
655,0,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
656,0,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.4606,-0.775225292,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
657,0,0.016,0.004,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,
658,0,0.016,0.004,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,
659,0,0.016,0.004,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,
660,0,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.2303,-1.468372472,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
661,0,0.016,0.004,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.2303,-1.468372472,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
662,0,0.016,0.004,0.001,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.2303,-1.468372472,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
663,0,0.016,0.004,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,
664,-0.001,0.016,0.004,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,
665,0,0.016,0.004,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,
666,0,0.016,0.004,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,
667,-0.001,0.016,0.004,0.001,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.2303,-1.468372472,,-0.001,-0.002,-0.4606,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,
668,-0.001,0.016,0.004,0.001,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.2303,-1.468372472,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
669,-0.001,0.016,0.004,0.001,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.2303,-1.468372472,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
670,0,0.016,0.004,0.001,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.2303,-1.468372472,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
671,0,0.016,0.004,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,
672,0,0.016,0.004,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,
673,0,0.016,0.004,0,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,
674,0,0.016,0.004,0.001,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.2303,-1.468372472,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
675,-0.001,0.016,0.004,0.001,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.2303,-1.468372472,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
676,-0.001,0.016,0.004,0.001,0.003,0.002,0.4606,-0.775225292,,0.002,0.001,0.2303,-1.468372472,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.2303,-1.468372472,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
677,-0.001,0.016,0.004,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,
678,-0.001,0.016,0.004,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,
679,-0.001,0.016,0.004,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,
680,0,0.016,0.004,0.001,0.003,0.002,0.4606,-0.775225292,,0.002,0.001,0.2303,-1.468372472,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.2303,-1.468372472,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
681,0,0.016,0.004,0.001,0.003,0.002,0.4606,-0.775225292,,0.002,0.001,0.2303,-1.468372472,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.2303,-1.468372472,,-0.001,-0.002,-0.4606,#NUM!,,-0.002,-0.003,-1.3818,#NUM!,
682,0,0.016,0.004,0.001,0.003,0.002,0.4606,-0.775225292,,0.002,0.001,0.2303,-1.468372472,,0.003,0.002,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.2303,-1.468372472,,-0.001,-0.002,-0.4606,#NUM!,,-0.001,-0.002,-0.9212,#NUM!,
683,0,0.016,0.004,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,
684,0,0.016,0.004,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,
685,0,0.016,0.004,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,
686,-0.001,0.016,0.004,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.2303,#NUM!,,-0.002,-0.002,-0.9212,#NUM!,
