,Blank,Blank,Blank,Blank,F3Jun19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F20May19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F3Jun19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F20May19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F20May19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F3Jun19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F3Jun19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
349,-0.001,0.049,0.007,0.003,0.018,0.015,3.4545,1.239677729,,0.018,0.015,3.4545,1.239677729,,0.016,0.013,2.9939,1.096576885,,0.019,0.016,3.6848,1.30421625,,0.014,0.011,2.5333,0.929522801,,0.014,0.011,2.5333,0.929522801,,0.006,0.003,1.3818,0.323386997,
350,0,0.049,0.006,0.003,0.017,0.014,3.2242,1.170684857,,0.018,0.015,3.4545,1.239677729,,0.015,0.012,2.7636,1.016534178,,0.019,0.016,3.6848,1.30421625,,0.013,0.01,2.303,0.834212621,,0.014,0.011,2.5333,0.929522801,,0.005,0.002,0.9212,-0.082078111,
351,0,0.048,0.006,0.003,0.017,0.014,3.2242,1.170684857,,0.017,0.014,3.2242,1.170684857,,0.015,0.012,2.7636,1.016534178,,0.019,0.016,3.6848,1.30421625,,0.013,0.01,2.303,0.834212621,,0.014,0.011,2.5333,0.929522801,,0.005,0.002,0.9212,-0.082078111,
352,0,0.049,0.006,0.003,0.017,0.014,3.2242,1.170684857,,0.017,0.014,3.2242,1.170684857,,0.015,0.012,2.7636,1.016534178,,0.019,0.016,3.6848,1.30421625,,0.013,0.01,2.303,0.834212621,,0.014,0.011,2.5333,0.929522801,,0.005,0.002,0.9212,-0.082078111,
353,-0.001,0.049,0.006,0.003,0.017,0.014,3.2242,1.170684857,,0.017,0.014,3.2242,1.170684857,,0.015,0.012,2.7636,1.016534178,,0.018,0.015,3.4545,1.239677729,,0.013,0.01,2.303,0.834212621,,0.014,0.011,2.5333,0.929522801,,0.005,0.002,0.9212,-0.082078111,
354,0,0.049,0.006,0.003,0.017,0.014,3.2242,1.170684857,,0.017,0.014,3.2242,1.170684857,,0.015,0.012,2.7636,1.016534178,,0.018,0.015,3.4545,1.239677729,,0.013,0.01,2.303,0.834212621,,0.013,0.01,2.303,0.834212621,,0.005,0.002,0.9212,-0.082078111,
355,0,0.049,0.006,0.003,0.017,0.014,3.2242,1.170684857,,0.017,0.014,3.2242,1.170684857,,0.015,0.012,2.7636,1.016534178,,0.018,0.015,3.4545,1.239677729,,0.013,0.01,2.303,0.834212621,,0.013,0.01,2.303,0.834212621,,0.005,0.002,0.9212,-0.082078111,
356,0,0.049,0.006,0.003,0.016,0.013,2.9939,1.096576885,,0.017,0.014,3.2242,1.170684857,,0.014,0.011,2.5333,0.929522801,,0.018,0.015,3.4545,1.239677729,,0.013,0.01,2.303,0.834212621,,0.013,0.01,2.303,0.834212621,,0.005,0.002,0.9212,-0.082078111,
357,-0.001,0.049,0.006,0.003,0.016,0.013,2.9939,1.096576885,,0.017,0.014,3.2242,1.170684857,,0.015,0.012,2.7636,1.016534178,,0.018,0.015,3.4545,1.239677729,,0.013,0.01,2.303,0.834212621,,0.012,0.009,2.0727,0.728852105,,0.005,0.002,0.9212,-0.082078111,
358,-0.001,0.049,0.006,0.003,0.016,0.013,2.9939,1.096576885,,0.016,0.013,2.9939,1.096576885,,0.014,0.011,2.5333,0.929522801,,0.018,0.015,3.4545,1.239677729,,0.012,0.009,2.0727,0.728852105,,0.012,0.009,2.0727,0.728852105,,0.004,0.001,0.4606,-0.775225292,
359,0,0.049,0.006,0.003,0.016,0.013,2.9939,1.096576885,,0.016,0.013,2.9939,1.096576885,,0.014,0.011,2.5333,0.929522801,,0.018,0.015,3.4545,1.239677729,,0.012,0.009,2.0727,0.728852105,,0.012,0.009,2.0727,0.728852105,,0.004,0.001,0.4606,-0.775225292,
360,-0.001,0.049,0.006,0.003,0.016,0.013,2.9939,1.096576885,,0.016,0.013,2.9939,1.096576885,,0.014,0.011,2.5333,0.929522801,,0.017,0.014,3.2242,1.170684857,,0.012,0.009,2.0727,0.728852105,,0.012,0.009,2.0727,0.728852105,,0.004,0.001,0.4606,-0.775225292,
361,-0.001,0.049,0.006,0.003,0.016,0.013,2.9939,1.096576885,,0.016,0.013,2.9939,1.096576885,,0.014,0.011,2.5333,0.929522801,,0.018,0.015,3.4545,1.239677729,,0.012,0.009,2.0727,0.728852105,,0.012,0.009,2.0727,0.728852105,,0.004,0.001,0.4606,-0.775225292,
362,0,0.049,0.006,0.003,0.016,0.013,2.9939,1.096576885,,0.016,0.013,2.9939,1.096576885,,0.014,0.011,2.5333,0.929522801,,0.017,0.014,3.2242,1.170684857,,0.012,0.009,2.0727,0.728852105,,0.012,0.009,2.0727,0.728852105,,0.004,0.001,0.4606,-0.775225292,
363,0,0.049,0.006,0.003,0.016,0.013,2.9939,1.096576885,,0.016,0.013,2.9939,1.096576885,,0.014,0.011,2.5333,0.929522801,,0.017,0.014,3.2242,1.170684857,,0.012,0.009,2.0727,0.728852105,,0.012,0.009,2.0727,0.728852105,,0.004,0.001,0.4606,-0.775225292,
364,0,0.049,0.006,0.003,0.016,0.013,2.9939,1.096576885,,0.016,0.013,2.9939,1.096576885,,0.014,0.011,2.5333,0.929522801,,0.017,0.014,3.2242,1.170684857,,0.012,0.009,2.0727,0.728852105,,0.012,0.009,2.0727,0.728852105,,0.004,0.001,0.4606,-0.775225292,
365,0,0.049,0.006,0.003,0.015,0.012,2.7636,1.016534178,,0.015,0.012,2.7636,1.016534178,,0.014,0.011,2.5333,0.929522801,,0.017,0.014,3.2242,1.170684857,,0.012,0.009,2.0727,0.728852105,,0.011,0.008,1.8424,0.61106907,,0.004,0.001,0.4606,-0.775225292,
366,0,0.049,0.006,0.003,0.015,0.012,2.7636,1.016534178,,0.015,0.012,2.7636,1.016534178,,0.014,0.011,2.5333,0.929522801,,0.017,0.014,3.2242,1.170684857,,0.012,0.009,2.0727,0.728852105,,0.011,0.008,1.8424,0.61106907,,0.004,0.001,0.4606,-0.775225292,
367,-0.001,0.049,0.006,0.003,0.015,0.012,2.7636,1.016534178,,0.015,0.012,2.7636,1.016534178,,0.013,0.01,2.303,0.834212621,,0.017,0.014,3.2242,1.170684857,,0.011,0.008,1.8424,0.61106907,,0.011,0.008,1.8424,0.61106907,,0.004,0.001,0.4606,-0.775225292,
368,-0.001,0.049,0.006,0.003,0.015,0.012,2.7636,1.016534178,,0.015,0.012,2.7636,1.016534178,,0.013,0.01,2.303,0.834212621,,0.016,0.013,2.9939,1.096576885,,0.011,0.008,1.8424,0.61106907,,0.011,0.008,1.8424,0.61106907,,0.004,0.001,0.4606,-0.775225292,
369,-0.001,0.049,0.006,0.003,0.015,0.012,2.7636,1.016534178,,0.014,0.011,2.5333,0.929522801,,0.013,0.01,2.303,0.834212621,,0.016,0.013,2.9939,1.096576885,,0.011,0.008,1.8424,0.61106907,,0.011,0.008,1.8424,0.61106907,,0.004,0.001,0.4606,-0.775225292,
370,0,0.049,0.006,0.003,0.015,0.012,2.7636,1.016534178,,0.015,0.012,2.7636,1.016534178,,0.013,0.01,2.303,0.834212621,,0.016,0.013,2.9939,1.096576885,,0.011,0.008,1.8424,0.61106907,,0.01,0.007,1.6121,0.477537677,,0.004,0.001,0.4606,-0.775225292,
371,0,0.049,0.006,0.003,0.015,0.012,2.7636,1.016534178,,0.014,0.011,2.5333,0.929522801,,0.013,0.01,2.303,0.834212621,,0.016,0.013,2.9939,1.096576885,,0.011,0.008,1.8424,0.61106907,,0.01,0.007,1.6121,0.477537677,,0.004,0.001,0.4606,-0.775225292,
372,0,0.049,0.006,0.003,0.015,0.012,2.7636,1.016534178,,0.014,0.011,2.5333,0.929522801,,0.013,0.01,2.303,0.834212621,,0.016,0.013,2.9939,1.096576885,,0.011,0.008,1.8424,0.61106907,,0.01,0.007,1.6121,0.477537677,,0.004,0.001,0.4606,-0.775225292,
373,0,0.049,0.006,0.003,0.015,0.012,2.7636,1.016534178,,0.014,0.011,2.5333,0.929522801,,0.013,0.01,2.303,0.834212621,,0.016,0.013,2.9939,1.096576885,,0.011,0.008,1.8424,0.61106907,,0.01,0.007,1.6121,0.477537677,,0.004,0.001,0.4606,-0.775225292,
374,-0.001,0.049,0.006,0.002,0.014,0.012,2.7636,1.016534178,,0.014,0.012,2.7636,1.016534178,,0.012,0.01,2.303,0.834212621,,0.016,0.014,3.2242,1.170684857,,0.011,0.009,2.0727,0.728852105,,0.01,0.008,1.8424,0.61106907,,0.003,0.001,0.4606,-0.775225292,
375,-0.001,0.049,0.006,0.002,0.014,0.012,2.7636,1.016534178,,0.014,0.012,2.7636,1.016534178,,0.012,0.01,2.303,0.834212621,,0.016,0.014,3.2242,1.170684857,,0.011,0.009,2.0727,0.728852105,,0.01,0.008,1.8424,0.61106907,,0.003,0.001,0.4606,-0.775225292,
376,-0.001,0.049,0.006,0.002,0.014,0.012,2.7636,1.016534178,,0.014,0.012,2.7636,1.016534178,,0.012,0.01,2.303,0.834212621,,0.016,0.014,3.2242,1.170684857,,0.01,0.008,1.8424,0.61106907,,0.009,0.007,1.6121,0.477537677,,0.003,0.001,0.4606,-0.775225292,
377,0,0.049,0.006,0.002,0.014,0.012,2.7636,1.016534178,,0.013,0.011,2.5333,0.929522801,,0.012,0.01,2.303,0.834212621,,0.015,0.013,2.9939,1.096576885,,0.01,0.008,1.8424,0.61106907,,0.009,0.007,1.6121,0.477537677,,0.003,0.001,0.4606,-0.775225292,
378,0,0.049,0.006,0.003,0.014,0.011,2.5333,0.929522801,,0.013,0.01,2.303,0.834212621,,0.012,0.009,2.0727,0.728852105,,0.016,0.013,2.9939,1.096576885,,0.011,0.008,1.8424,0.61106907,,0.009,0.006,1.3818,0.323386997,,0.003,0,0,#NUM!,
379,0,0.049,0.006,0.003,0.014,0.011,2.5333,0.929522801,,0.013,0.01,2.303,0.834212621,,0.012,0.009,2.0727,0.728852105,,0.016,0.013,2.9939,1.096576885,,0.01,0.007,1.6121,0.477537677,,0.009,0.006,1.3818,0.323386997,,0.003,0,0,#NUM!,
380,-0.001,0.049,0.006,0.003,0.014,0.011,2.5333,0.929522801,,0.013,0.01,2.303,0.834212621,,0.012,0.009,2.0727,0.728852105,,0.015,0.012,2.7636,1.016534178,,0.01,0.007,1.6121,0.477537677,,0.009,0.006,1.3818,0.323386997,,0.003,0,0,#NUM!,
381,-0.001,0.049,0.006,0.002,0.013,0.011,2.5333,0.929522801,,0.013,0.011,2.5333,0.929522801,,0.012,0.01,2.303,0.834212621,,0.015,0.013,2.9939,1.096576885,,0.01,0.008,1.8424,0.61106907,,0.009,0.007,1.6121,0.477537677,,0.003,0.001,0.4606,-0.775225292,
382,-0.001,0.049,0.006,0.002,0.013,0.011,2.5333,0.929522801,,0.013,0.011,2.5333,0.929522801,,0.011,0.009,2.0727,0.728852105,,0.015,0.013,2.9939,1.096576885,,0.01,0.008,1.8424,0.61106907,,0.009,0.007,1.6121,0.477537677,,0.003,0.001,0.4606,-0.775225292,
383,0,0.049,0.006,0.002,0.013,0.011,2.5333,0.929522801,,0.013,0.011,2.5333,0.929522801,,0.011,0.009,2.0727,0.728852105,,0.015,0.013,2.9939,1.096576885,,0.01,0.008,1.8424,0.61106907,,0.009,0.007,1.6121,0.477537677,,0.003,0.001,0.4606,-0.775225292,
384,0,0.049,0.006,0.003,0.013,0.01,2.303,0.834212621,,0.013,0.01,2.303,0.834212621,,0.012,0.009,2.0727,0.728852105,,0.015,0.012,2.7636,1.016534178,,0.01,0.007,1.6121,0.477537677,,0.009,0.006,1.3818,0.323386997,,0.003,0,0,#NUM!,
385,-0.001,0.049,0.006,0.002,0.013,0.011,2.5333,0.929522801,,0.013,0.011,2.5333,0.929522801,,0.011,0.009,2.0727,0.728852105,,0.015,0.013,2.9939,1.096576885,,0.01,0.008,1.8424,0.61106907,,0.008,0.006,1.3818,0.323386997,,0.003,0.001,0.4606,-0.775225292,
386,-0.001,0.049,0.006,0.002,0.013,0.011,2.5333,0.929522801,,0.012,0.01,2.303,0.834212621,,0.011,0.009,2.0727,0.728852105,,0.015,0.013,2.9939,1.096576885,,0.01,0.008,1.8424,0.61106907,,0.008,0.006,1.3818,0.323386997,,0.003,0.001,0.4606,-0.775225292,
387,-0.001,0.049,0.006,0.002,0.013,0.011,2.5333,0.929522801,,0.012,0.01,2.303,0.834212621,,0.011,0.009,2.0727,0.728852105,,0.015,0.013,2.9939,1.096576885,,0.01,0.008,1.8424,0.61106907,,0.008,0.006,1.3818,0.323386997,,0.002,0,0,#NUM!,
388,0,0.049,0.006,0.002,0.013,0.011,2.5333,0.929522801,,0.012,0.01,2.303,0.834212621,,0.011,0.009,2.0727,0.728852105,,0.014,0.012,2.7636,1.016534178,,0.01,0.008,1.8424,0.61106907,,0.008,0.006,1.3818,0.323386997,,0.002,0,0,#NUM!,
389,0,0.049,0.006,0.002,0.013,0.011,2.5333,0.929522801,,0.012,0.01,2.303,0.834212621,,0.011,0.009,2.0727,0.728852105,,0.014,0.012,2.7636,1.016534178,,0.009,0.007,1.6121,0.477537677,,0.008,0.006,1.3818,0.323386997,,0.002,0,0,#NUM!,
390,-0.001,0.049,0.006,0.002,0.012,0.01,2.303,0.834212621,,0.012,0.01,2.303,0.834212621,,0.011,0.009,2.0727,0.728852105,,0.014,0.012,2.7636,1.016534178,,0.009,0.007,1.6121,0.477537677,,0.008,0.006,1.3818,0.323386997,,0.002,0,0,#NUM!,
391,-0.001,0.049,0.006,0.002,0.012,0.01,2.303,0.834212621,,0.012,0.01,2.303,0.834212621,,0.011,0.009,2.0727,0.728852105,,0.014,0.012,2.7636,1.016534178,,0.009,0.007,1.6121,0.477537677,,0.007,0.005,1.1515,0.14106544,,0.002,0,0,#NUM!,
392,-0.001,0.049,0.006,0.002,0.012,0.01,2.303,0.834212621,,0.012,0.01,2.303,0.834212621,,0.011,0.009,2.0727,0.728852105,,0.014,0.012,2.7636,1.016534178,,0.009,0.007,1.6121,0.477537677,,0.007,0.005,1.1515,0.14106544,,0.002,0,0,#NUM!,
393,-0.001,0.049,0.005,0.002,0.012,0.01,2.303,0.834212621,,0.012,0.01,2.303,0.834212621,,0.011,0.009,2.0727,0.728852105,,0.014,0.012,2.7636,1.016534178,,0.009,0.007,1.6121,0.477537677,,0.007,0.005,1.1515,0.14106544,,0.002,0,0,#NUM!,
394,0,0.049,0.006,0.002,0.012,0.01,2.303,0.834212621,,0.011,0.009,2.0727,0.728852105,,0.011,0.009,2.0727,0.728852105,,0.014,0.012,2.7636,1.016534178,,0.009,0.007,1.6121,0.477537677,,0.007,0.005,1.1515,0.14106544,,0.002,0,0,#NUM!,
395,-0.001,0.049,0.006,0.002,0.012,0.01,2.303,0.834212621,,0.011,0.009,2.0727,0.728852105,,0.01,0.008,1.8424,0.61106907,,0.014,0.012,2.7636,1.016534178,,0.009,0.007,1.6121,0.477537677,,0.007,0.005,1.1515,0.14106544,,0.002,0,0,#NUM!,
396,-0.001,0.049,0.006,0.002,0.012,0.01,2.303,0.834212621,,0.011,0.009,2.0727,0.728852105,,0.01,0.008,1.8424,0.61106907,,0.014,0.012,2.7636,1.016534178,,0.009,0.007,1.6121,0.477537677,,0.007,0.005,1.1515,0.14106544,,0.002,0,0,#NUM!,
397,-0.001,0.049,0.005,0.002,0.012,0.01,2.303,0.834212621,,0.011,0.009,2.0727,0.728852105,,0.01,0.008,1.8424,0.61106907,,0.014,0.012,2.7636,1.016534178,,0.009,0.007,1.6121,0.477537677,,0.007,0.005,1.1515,0.14106544,,0.002,0,0,#NUM!,
398,-0.001,0.049,0.006,0.002,0.012,0.01,2.303,0.834212621,,0.011,0.009,2.0727,0.728852105,,0.01,0.008,1.8424,0.61106907,,0.014,0.012,2.7636,1.016534178,,0.009,0.007,1.6121,0.477537677,,0.006,0.004,0.9212,-0.082078111,,0.002,0,0,#NUM!,
399,-0.001,0.049,0.006,0.002,0.012,0.01,2.303,0.834212621,,0.011,0.009,2.0727,0.728852105,,0.01,0.008,1.8424,0.61106907,,0.014,0.012,2.7636,1.016534178,,0.009,0.007,1.6121,0.477537677,,0.006,0.004,0.9212,-0.082078111,,0.002,0,0,#NUM!,
400,-0.001,0.049,0.006,0.002,0.012,0.01,2.303,0.834212621,,0.011,0.009,2.0727,0.728852105,,0.01,0.008,1.8424,0.61106907,,0.014,0.012,2.7636,1.016534178,,0.009,0.007,1.6121,0.477537677,,0.006,0.004,0.9212,-0.082078111,,0.002,0,0,#NUM!,
401,-0.001,0.049,0.005,0.002,0.011,0.009,2.0727,0.728852105,,0.01,0.008,1.8424,0.61106907,,0.01,0.008,1.8424,0.61106907,,0.013,0.011,2.5333,0.929522801,,0.009,0.007,1.6121,0.477537677,,0.006,0.004,0.9212,-0.082078111,,0.002,0,0,#NUM!,
402,-0.001,0.049,0.005,0.002,0.011,0.009,2.0727,0.728852105,,0.01,0.008,1.8424,0.61106907,,0.01,0.008,1.8424,0.61106907,,0.013,0.011,2.5333,0.929522801,,0.008,0.006,1.3818,0.323386997,,0.006,0.004,0.9212,-0.082078111,,0.002,0,0,#NUM!,
403,-0.001,0.049,0.005,0.002,0.011,0.009,2.0727,0.728852105,,0.01,0.008,1.8424,0.61106907,,0.01,0.008,1.8424,0.61106907,,0.013,0.011,2.5333,0.929522801,,0.008,0.006,1.3818,0.323386997,,0.006,0.004,0.9212,-0.082078111,,0.001,-0.001,-0.4606,#NUM!,
404,-0.001,0.049,0.005,0.002,0.011,0.009,2.0727,0.728852105,,0.01,0.008,1.8424,0.61106907,,0.01,0.008,1.8424,0.61106907,,0.013,0.011,2.5333,0.929522801,,0.008,0.006,1.3818,0.323386997,,0.006,0.004,0.9212,-0.082078111,,0.002,0,0,#NUM!,
405,-0.001,0.049,0.005,0.002,0.011,0.009,2.0727,0.728852105,,0.01,0.008,1.8424,0.61106907,,0.01,0.008,1.8424,0.61106907,,0.013,0.011,2.5333,0.929522801,,0.008,0.006,1.3818,0.323386997,,0.006,0.004,0.9212,-0.082078111,,0.001,-0.001,-0.4606,#NUM!,
406,-0.001,0.049,0.005,0.002,0.011,0.009,2.0727,0.728852105,,0.01,0.008,1.8424,0.61106907,,0.01,0.008,1.8424,0.61106907,,0.013,0.011,2.5333,0.929522801,,0.008,0.006,1.3818,0.323386997,,0.006,0.004,0.9212,-0.082078111,,0.001,-0.001,-0.4606,#NUM!,
407,-0.001,0.049,0.005,0.002,0.011,0.009,2.0727,0.728852105,,0.01,0.008,1.8424,0.61106907,,0.009,0.007,1.6121,0.477537677,,0.013,0.011,2.5333,0.929522801,,0.008,0.006,1.3818,0.323386997,,0.006,0.004,0.9212,-0.082078111,,0.001,-0.001,-0.4606,#NUM!,
408,-0.001,0.049,0.005,0.002,0.011,0.009,2.0727,0.728852105,,0.01,0.008,1.8424,0.61106907,,0.009,0.007,1.6121,0.477537677,,0.013,0.011,2.5333,0.929522801,,0.008,0.006,1.3818,0.323386997,,0.006,0.004,0.9212,-0.082078111,,0.001,-0.001,-0.4606,#NUM!,
409,-0.001,0.082,0.005,0.002,0.011,0.009,2.0727,0.728852105,,0.01,0.008,1.8424,0.61106907,,0.009,0.007,1.6121,0.477537677,,0.013,0.011,2.5333,0.929522801,,0.008,0.006,1.3818,0.323386997,,0.006,0.004,0.9212,-0.082078111,,0.001,-0.001,-0.4606,#NUM!,
410,-0.001,0.35,0.005,0.002,0.011,0.009,2.0727,0.728852105,,0.01,0.008,1.8424,0.61106907,,0.009,0.007,1.6121,0.477537677,,0.013,0.011,2.5333,0.929522801,,0.008,0.006,1.3818,0.323386997,,0.005,0.003,0.6909,-0.369760183,,0.001,-0.001,-0.4606,#NUM!,
411,-0.001,0.774,0.005,0.002,0.01,0.008,1.8424,0.61106907,,0.01,0.008,1.8424,0.61106907,,0.009,0.007,1.6121,0.477537677,,0.013,0.011,2.5333,0.929522801,,0.008,0.006,1.3818,0.323386997,,0.005,0.003,0.6909,-0.369760183,,0.001,-0.001,-0.4606,#NUM!,
412,-0.001,0.778,0.005,0.002,0.01,0.008,1.8424,0.61106907,,0.01,0.008,1.8424,0.61106907,,0.009,0.007,1.6121,0.477537677,,0.013,0.011,2.5333,0.929522801,,0.008,0.006,1.3818,0.323386997,,0.005,0.003,0.6909,-0.369760183,,0.001,-0.001,-0.4606,#NUM!,
413,0,0.713,0.005,0.002,0.01,0.008,1.8424,0.61106907,,0.01,0.008,1.8424,0.61106907,,0.009,0.007,1.6121,0.477537677,,0.013,0.011,2.5333,0.929522801,,0.008,0.006,1.3818,0.323386997,,0.005,0.003,0.6909,-0.369760183,,0.001,-0.001,-0.4606,#NUM!,
414,0,0.658,0.005,0.002,0.01,0.008,1.8424,0.61106907,,0.01,0.008,1.8424,0.61106907,,0.009,0.007,1.6121,0.477537677,,0.013,0.011,2.5333,0.929522801,,0.008,0.006,1.3818,0.323386997,,0.005,0.003,0.6909,-0.369760183,,0.001,-0.001,-0.4606,#NUM!,
415,0,0.612,0.005,0.002,0.01,0.008,1.8424,0.61106907,,0.01,0.008,1.8424,0.61106907,,0.009,0.007,1.6121,0.477537677,,0.013,0.011,2.5333,0.929522801,,0.008,0.006,1.3818,0.323386997,,0.005,0.003,0.6909,-0.369760183,,0.001,-0.001,-0.4606,#NUM!,
416,0,0.529,0.005,0.002,0.01,0.008,1.8424,0.61106907,,0.01,0.008,1.8424,0.61106907,,0.009,0.007,1.6121,0.477537677,,0.013,0.011,2.5333,0.929522801,,0.008,0.006,1.3818,0.323386997,,0.005,0.003,0.6909,-0.369760183,,0.001,-0.001,-0.4606,#NUM!,
417,-0.001,0.252,0.005,0.002,0.01,0.008,1.8424,0.61106907,,0.009,0.007,1.6121,0.477537677,,0.009,0.007,1.6121,0.477537677,,0.012,0.01,2.303,0.834212621,,0.008,0.006,1.3818,0.323386997,,0.005,0.003,0.6909,-0.369760183,,0.001,-0.001,-0.4606,#NUM!,
418,-0.001,0.134,0.005,0.002,0.01,0.008,1.8424,0.61106907,,0.009,0.007,1.6121,0.477537677,,0.009,0.007,1.6121,0.477537677,,0.012,0.01,2.303,0.834212621,,0.008,0.006,1.3818,0.323386997,,0.005,0.003,0.6909,-0.369760183,,0.001,-0.001,-0.4606,#NUM!,
419,-0.001,0.098,0.005,0.002,0.01,0.008,1.8424,0.61106907,,0.009,0.007,1.6121,0.477537677,,0.009,0.007,1.6121,0.477537677,,0.012,0.01,2.303,0.834212621,,0.007,0.005,1.1515,0.14106544,,0.005,0.003,0.6909,-0.369760183,,0.001,-0.001,-0.4606,#NUM!,
420,-0.001,0.089,0.005,0.002,0.01,0.008,1.8424,0.61106907,,0.009,0.007,1.6121,0.477537677,,0.009,0.007,1.6121,0.477537677,,0.012,0.01,2.303,0.834212621,,0.007,0.005,1.1515,0.14106544,,0.005,0.003,0.6909,-0.369760183,,0.001,-0.001,-0.4606,#NUM!,
421,-0.001,0.175,0.005,0.002,0.01,0.008,1.8424,0.61106907,,0.009,0.007,1.6121,0.477537677,,0.009,0.007,1.6121,0.477537677,,0.012,0.01,2.303,0.834212621,,0.007,0.005,1.1515,0.14106544,,0.005,0.003,0.6909,-0.369760183,,0.001,-0.001,-0.4606,#NUM!,
422,-0.001,0.388,0.005,0.002,0.01,0.008,1.8424,0.61106907,,0.009,0.007,1.6121,0.477537677,,0.009,0.007,1.6121,0.477537677,,0.012,0.01,2.303,0.834212621,,0.007,0.005,1.1515,0.14106544,,0.005,0.003,0.6909,-0.369760183,,0.001,-0.001,-0.4606,#NUM!,
423,-0.001,0.449,0.005,0.002,0.01,0.008,1.8424,0.61106907,,0.009,0.007,1.6121,0.477537677,,0.009,0.007,1.6121,0.477537677,,0.012,0.01,2.303,0.834212621,,0.007,0.005,1.1515,0.14106544,,0.005,0.003,0.6909,-0.369760183,,0.001,-0.001,-0.4606,#NUM!,
424,-0.001,0.502,0.005,0.002,0.01,0.008,1.8424,0.61106907,,0.009,0.007,1.6121,0.477537677,,0.009,0.007,1.6121,0.477537677,,0.012,0.01,2.303,0.834212621,,0.007,0.005,1.1515,0.14106544,,0.004,0.002,0.4606,-0.775225292,,0.001,-0.001,-0.4606,#NUM!,
425,-0.001,0.513,0.005,0.002,0.009,0.007,1.6121,0.477537677,,0.009,0.007,1.6121,0.477537677,,0.009,0.007,1.6121,0.477537677,,0.012,0.01,2.303,0.834212621,,0.007,0.005,1.1515,0.14106544,,0.004,0.002,0.4606,-0.775225292,,0.001,-0.001,-0.4606,#NUM!,
426,-0.001,0.513,0.005,0.002,0.009,0.007,1.6121,0.477537677,,0.009,0.007,1.6121,0.477537677,,0.008,0.006,1.3818,0.323386997,,0.012,0.01,2.303,0.834212621,,0.007,0.005,1.1515,0.14106544,,0.004,0.002,0.4606,-0.775225292,,0.001,-0.001,-0.4606,#NUM!,
427,-0.001,0.536,0.005,0.002,0.009,0.007,1.6121,0.477537677,,0.009,0.007,1.6121,0.477537677,,0.008,0.006,1.3818,0.323386997,,0.012,0.01,2.303,0.834212621,,0.007,0.005,1.1515,0.14106544,,0.004,0.002,0.4606,-0.775225292,,0.001,-0.001,-0.4606,#NUM!,
428,-0.001,0.607,0.005,0.002,0.009,0.007,1.6121,0.477537677,,0.008,0.006,1.3818,0.323386997,,0.008,0.006,1.3818,0.323386997,,0.012,0.01,2.303,0.834212621,,0.007,0.005,1.1515,0.14106544,,0.004,0.002,0.4606,-0.775225292,,0.001,-0.001,-0.4606,#NUM!,
429,-0.001,0.659,0.005,0.002,0.009,0.007,1.6121,0.477537677,,0.008,0.006,1.3818,0.323386997,,0.008,0.006,1.3818,0.323386997,,0.012,0.01,2.303,0.834212621,,0.007,0.005,1.1515,0.14106544,,0.004,0.002,0.4606,-0.775225292,,0.001,-0.001,-0.4606,#NUM!,
430,-0.001,0.674,0.005,0.002,0.009,0.007,1.6121,0.477537677,,0.008,0.006,1.3818,0.323386997,,0.008,0.006,1.3818,0.323386997,,0.012,0.01,2.303,0.834212621,,0.007,0.005,1.1515,0.14106544,,0.004,0.002,0.4606,-0.775225292,,0.001,-0.001,-0.4606,#NUM!,
431,-0.001,0.668,0.005,0.002,0.009,0.007,1.6121,0.477537677,,0.008,0.006,1.3818,0.323386997,,0.008,0.006,1.3818,0.323386997,,0.012,0.01,2.303,0.834212621,,0.007,0.005,1.1515,0.14106544,,0.004,0.002,0.4606,-0.775225292,,0.001,-0.001,-0.4606,#NUM!,
432,-0.001,0.661,0.005,0.002,0.009,0.007,1.6121,0.477537677,,0.008,0.006,1.3818,0.323386997,,0.008,0.006,1.3818,0.323386997,,0.012,0.01,2.303,0.834212621,,0.007,0.005,1.1515,0.14106544,,0.004,0.002,0.4606,-0.775225292,,0.001,-0.001,-0.4606,#NUM!,
433,-0.001,0.655,0.005,0.002,0.009,0.007,1.6121,0.477537677,,0.008,0.006,1.3818,0.323386997,,0.008,0.006,1.3818,0.323386997,,0.012,0.01,2.303,0.834212621,,0.007,0.005,1.1515,0.14106544,,0.004,0.002,0.4606,-0.775225292,,0,-0.002,-0.9212,#NUM!,
434,-0.001,0.65,0.005,0.002,0.009,0.007,1.6121,0.477537677,,0.008,0.006,1.3818,0.323386997,,0.008,0.006,1.3818,0.323386997,,0.012,0.01,2.303,0.834212621,,0.007,0.005,1.1515,0.14106544,,0.004,0.002,0.4606,-0.775225292,,0.001,-0.001,-0.4606,#NUM!,
435,-0.001,0.648,0.005,0.002,0.009,0.007,1.6121,0.477537677,,0.008,0.006,1.3818,0.323386997,,0.008,0.006,1.3818,0.323386997,,0.011,0.009,2.0727,0.728852105,,0.007,0.005,1.1515,0.14106544,,0.004,0.002,0.4606,-0.775225292,,0,-0.002,-0.9212,#NUM!,
