,MilliQ,F04Oct19_45_R2,A(CDOM),a(CDOM),ln(a),Sr,F19Mar20_200_R1,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,F19Mar20_45_R1,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_20_R2,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_01_R2,A(CDOM),a(CDOM),ln(a),Sr,F04OCt19_100_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,F19Mar20_30_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_20_R2,A(CDOM),a(CDOM),ln(a),Sr,B30Mar20_01_R2,A(CDOM),a(CDOM),ln(a),Sr,B30Mar20_20_R1,A(CDOM),a(CDOM),ln(a),Sr
409,0,0.029,0.029,6.6787,1.898923358,,0.025,0.025,5.7575,1.750503353,,0.035,0.035,8.0605,2.086975589,,0.023,0.023,5.2969,1.667121744,,0.015,0.015,3.4545,1.239677729,,0.022,0.022,5.0666,1.622669981,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,
410,0,0.028,0.028,6.4484,1.863832038,,0.025,0.025,5.7575,1.750503353,,0.035,0.035,8.0605,2.086975589,,0.023,0.023,5.2969,1.667121744,,0.015,0.015,3.4545,1.239677729,,0.022,0.022,5.0666,1.622669981,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,
411,0,0.028,0.028,6.4484,1.863832038,,0.025,0.025,5.7575,1.750503353,,0.035,0.035,8.0605,2.086975589,,0.023,0.023,5.2969,1.667121744,,0.015,0.015,3.4545,1.239677729,,0.022,0.022,5.0666,1.622669981,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,
412,0,0.028,0.028,6.4484,1.863832038,,0.025,0.025,5.7575,1.750503353,,0.034,0.034,7.8302,2.057988052,,0.023,0.023,5.2969,1.667121744,,0.015,0.015,3.4545,1.239677729,,0.022,0.022,5.0666,1.622669981,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,
413,0,0.028,0.028,6.4484,1.863832038,,0.025,0.025,5.7575,1.750503353,,0.034,0.034,7.8302,2.057988052,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.022,0.022,5.0666,1.622669981,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,
414,0,0.028,0.028,6.4484,1.863832038,,0.024,0.024,5.5272,1.709681358,,0.034,0.034,7.8302,2.057988052,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,
415,0,0.028,0.028,6.4484,1.863832038,,0.024,0.024,5.5272,1.709681358,,0.034,0.034,7.8302,2.057988052,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,
416,0,0.028,0.028,6.4484,1.863832038,,0.024,0.024,5.5272,1.709681358,,0.034,0.034,7.8302,2.057988052,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,
417,0,0.027,0.027,6.2181,1.827464394,,0.024,0.024,5.5272,1.709681358,,0.033,0.033,7.5999,2.028135089,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,
418,0,0.027,0.027,6.2181,1.827464394,,0.024,0.024,5.5272,1.709681358,,0.033,0.033,7.5999,2.028135089,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,
419,0,0.027,0.027,6.2181,1.827464394,,0.024,0.024,5.5272,1.709681358,,0.033,0.033,7.5999,2.028135089,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,
420,0,0.027,0.027,6.2181,1.827464394,,0.024,0.024,5.5272,1.709681358,,0.033,0.033,7.5999,2.028135089,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,
421,0,0.027,0.027,6.2181,1.827464394,,0.024,0.024,5.5272,1.709681358,,0.033,0.033,7.5999,2.028135089,,0.021,0.021,4.8363,1.576149966,,0.013,0.013,2.9939,1.096576885,,0.02,0.02,4.606,1.527359801,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,
422,0,0.027,0.027,6.2181,1.827464394,,0.023,0.023,5.2969,1.667121744,,0.032,0.032,7.3696,1.997363431,,0.021,0.021,4.8363,1.576149966,,0.013,0.013,2.9939,1.096576885,,0.02,0.02,4.606,1.527359801,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,
423,0,0.027,0.027,6.2181,1.827464394,,0.023,0.023,5.2969,1.667121744,,0.032,0.032,7.3696,1.997363431,,0.021,0.021,4.8363,1.576149966,,0.013,0.013,2.9939,1.096576885,,0.02,0.02,4.606,1.527359801,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
424,0,0.027,0.027,6.2181,1.827464394,,0.023,0.023,5.2969,1.667121744,,0.032,0.032,7.3696,1.997363431,,0.021,0.021,4.8363,1.576149966,,0.013,0.013,2.9939,1.096576885,,0.02,0.02,4.606,1.527359801,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
425,0,0.026,0.026,5.9878,1.789724066,,0.023,0.023,5.2969,1.667121744,,0.032,0.032,7.3696,1.997363431,,0.021,0.021,4.8363,1.576149966,,0.013,0.013,2.9939,1.096576885,,0.02,0.02,4.606,1.527359801,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
426,0,0.026,0.026,5.9878,1.789724066,,0.023,0.023,5.2969,1.667121744,,0.032,0.032,7.3696,1.997363431,,0.021,0.021,4.8363,1.576149966,,0.013,0.013,2.9939,1.096576885,,0.02,0.02,4.606,1.527359801,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
427,0,0.026,0.026,5.9878,1.789724066,,0.023,0.023,5.2969,1.667121744,,0.032,0.032,7.3696,1.997363431,,0.021,0.021,4.8363,1.576149966,,0.012,0.012,2.7636,1.016534178,,0.02,0.02,4.606,1.527359801,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
428,0,0.026,0.026,5.9878,1.789724066,,0.023,0.023,5.2969,1.667121744,,0.031,0.031,7.1393,1.965614732,,0.021,0.021,4.8363,1.576149966,,0.012,0.012,2.7636,1.016534178,,0.02,0.02,4.606,1.527359801,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
429,0,0.026,0.026,5.9878,1.789724066,,0.023,0.023,5.2969,1.667121744,,0.031,0.031,7.1393,1.965614732,,0.021,0.021,4.8363,1.576149966,,0.012,0.012,2.7636,1.016534178,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
430,0,0.026,0.026,5.9878,1.789724066,,0.022,0.022,5.0666,1.622669981,,0.031,0.031,7.1393,1.965614732,,0.02,0.02,4.606,1.527359801,,0.012,0.012,2.7636,1.016534178,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
431,0,0.026,0.026,5.9878,1.789724066,,0.022,0.022,5.0666,1.622669981,,0.031,0.031,7.1393,1.965614732,,0.02,0.02,4.606,1.527359801,,0.012,0.012,2.7636,1.016534178,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
432,0,0.025,0.025,5.7575,1.750503353,,0.022,0.022,5.0666,1.622669981,,0.031,0.031,7.1393,1.965614732,,0.02,0.02,4.606,1.527359801,,0.012,0.012,2.7636,1.016534178,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
433,0,0.025,0.025,5.7575,1.750503353,,0.022,0.022,5.0666,1.622669981,,0.031,0.031,7.1393,1.965614732,,0.02,0.02,4.606,1.527359801,,0.012,0.012,2.7636,1.016534178,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
434,0,0.025,0.025,5.7575,1.750503353,,0.022,0.022,5.0666,1.622669981,,0.031,0.031,7.1393,1.965614732,,0.02,0.02,4.606,1.527359801,,0.012,0.012,2.7636,1.016534178,,0.019,0.019,4.3757,1.476066507,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,
435,0,0.025,0.025,5.7575,1.750503353,,0.022,0.022,5.0666,1.622669981,,0.03,0.03,6.909,1.93282491,,0.02,0.02,4.606,1.527359801,,0.012,0.012,2.7636,1.016534178,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,
436,0,0.025,0.025,5.7575,1.750503353,,0.022,0.022,5.0666,1.622669981,,0.03,0.03,6.909,1.93282491,,0.02,0.02,4.606,1.527359801,,0.012,0.012,2.7636,1.016534178,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
437,0,0.025,0.025,5.7575,1.750503353,,0.022,0.022,5.0666,1.622669981,,0.03,0.03,6.909,1.93282491,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
438,0,0.025,0.025,5.7575,1.750503353,,0.022,0.022,5.0666,1.622669981,,0.03,0.03,6.909,1.93282491,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
439,0,0.024,0.024,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.03,0.03,6.909,1.93282491,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
440,0,0.025,0.025,5.7575,1.750503353,,0.021,0.021,4.8363,1.576149966,,0.03,0.03,6.909,1.93282491,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
441,0,0.024,0.024,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.029,0.029,6.6787,1.898923358,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
442,0,0.024,0.024,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.029,0.029,6.6787,1.898923358,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
443,0,0.024,0.024,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.029,0.029,6.6787,1.898923358,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
444,0,0.024,0.024,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.029,0.029,6.6787,1.898923358,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
445,0,0.024,0.024,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.029,0.029,6.6787,1.898923358,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
446,0,0.024,0.024,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.029,0.029,6.6787,1.898923358,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
447,0,0.024,0.024,5.5272,1.709681358,,0.021,0.021,4.8363,1.576149966,,0.028,0.028,6.4484,1.863832038,,0.019,0.019,4.3757,1.476066507,,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
448,0,0.023,0.023,5.2969,1.667121744,,0.021,0.021,4.8363,1.576149966,,0.028,0.028,6.4484,1.863832038,,0.019,0.019,4.3757,1.476066507,,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
449,0,0.023,0.023,5.2969,1.667121744,,0.021,0.021,4.8363,1.576149966,,0.028,0.028,6.4484,1.863832038,,0.019,0.019,4.3757,1.476066507,,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
450,0,0.023,0.023,5.2969,1.667121744,,0.021,0.021,4.8363,1.576149966,,0.028,0.028,6.4484,1.863832038,,0.019,0.019,4.3757,1.476066507,,0.011,0.011,2.5333,0.929522801,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
451,0,0.023,0.023,5.2969,1.667121744,,0.02,0.02,4.606,1.527359801,,0.028,0.028,6.4484,1.863832038,,0.019,0.019,4.3757,1.476066507,,0.011,0.011,2.5333,0.929522801,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
452,0,0.023,0.023,5.2969,1.667121744,,0.02,0.02,4.606,1.527359801,,0.028,0.028,6.4484,1.863832038,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
453,0,0.023,0.023,5.2969,1.667121744,,0.02,0.02,4.606,1.527359801,,0.028,0.028,6.4484,1.863832038,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
454,0,0.023,0.023,5.2969,1.667121744,,0.02,0.02,4.606,1.527359801,,0.028,0.028,6.4484,1.863832038,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
455,0,0.023,0.023,5.2969,1.667121744,,0.02,0.02,4.606,1.527359801,,0.027,0.027,6.2181,1.827464394,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
456,0,0.023,0.023,5.2969,1.667121744,,0.02,0.02,4.606,1.527359801,,0.027,0.027,6.2181,1.827464394,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
457,0,0.023,0.023,5.2969,1.667121744,,0.02,0.02,4.606,1.527359801,,0.027,0.027,6.2181,1.827464394,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
458,0,0.022,0.022,5.0666,1.622669981,,0.02,0.02,4.606,1.527359801,,0.027,0.027,6.2181,1.827464394,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.017,0.017,3.9151,1.364840872,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
459,0,0.022,0.022,5.0666,1.622669981,,0.02,0.02,4.606,1.527359801,,0.027,0.027,6.2181,1.827464394,,0.019,0.019,4.3757,1.476066507,,0.01,0.01,2.303,0.834212621,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
