,MilliQ,F04Oct19_45_R2,A(CDOM),a(CDOM),ln(a),Sr,F19Mar20_200_R1,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,F19Mar20_45_R1,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_20_R2,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_01_R2,A(CDOM),a(CDOM),ln(a),Sr,F04OCt19_100_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,F19Mar20_30_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_20_R2,A(CDOM),a(CDOM),ln(a),Sr,B30Mar20_01_R2,A(CDOM),a(CDOM),ln(a),Sr,B30Mar20_20_R1,A(CDOM),a(CDOM),ln(a),Sr
541,0,0.017,0.017,3.9151,1.364840872,,0.015,0.015,3.4545,1.239677729,,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
542,0,0.017,0.017,3.9151,1.364840872,,0.015,0.015,3.4545,1.239677729,,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
543,0,0.017,0.017,3.9151,1.364840872,,0.015,0.015,3.4545,1.239677729,,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
544,0,0.017,0.017,3.9151,1.364840872,,0.015,0.015,3.4545,1.239677729,,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
545,0,0.017,0.017,3.9151,1.364840872,,0.015,0.015,3.4545,1.239677729,,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
546,0,0.017,0.017,3.9151,1.364840872,,0.015,0.015,3.4545,1.239677729,,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.012,0.012,2.7636,1.016534178,,0.006,0.006,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
547,0,0.017,0.017,3.9151,1.364840872,,0.015,0.015,3.4545,1.239677729,,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
548,0,0.017,0.017,3.9151,1.364840872,,0.015,0.015,3.4545,1.239677729,,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
549,0,0.017,0.017,3.9151,1.364840872,,0.015,0.015,3.4545,1.239677729,,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
550,0,0.017,0.017,3.9151,1.364840872,,0.015,0.015,3.4545,1.239677729,,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
551,0,0.017,0.017,3.9151,1.364840872,,0.015,0.015,3.4545,1.239677729,,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
552,0,0.017,0.017,3.9151,1.364840872,,0.015,0.015,3.4545,1.239677729,,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
553,0,0.017,0.017,3.9151,1.364840872,,0.015,0.015,3.4545,1.239677729,,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
554,0,0.017,0.017,3.9151,1.364840872,,0.015,0.015,3.4545,1.239677729,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
555,0,0.017,0.017,3.9151,1.364840872,,0.015,0.015,3.4545,1.239677729,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
556,0,0.017,0.017,3.9151,1.364840872,,0.015,0.015,3.4545,1.239677729,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
557,0,0.016,0.016,3.6848,1.30421625,,0.015,0.015,3.4545,1.239677729,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
558,0,0.016,0.016,3.6848,1.30421625,,0.015,0.015,3.4545,1.239677729,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
559,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
560,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
561,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
562,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
563,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
564,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
565,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
566,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
567,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
568,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
569,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
570,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
571,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
572,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
573,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
574,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
575,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
576,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
577,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
578,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
579,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
580,0,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.019,0.019,4.3757,1.476066507,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
581,0,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.019,0.019,4.3757,1.476066507,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
582,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
583,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.01,0.01,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
584,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
585,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
586,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
587,0,0.016,0.016,3.6848,1.30421625,,0.014,0.014,3.2242,1.170684857,,0.019,0.019,4.3757,1.476066507,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
588,0,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.019,0.019,4.3757,1.476066507,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
589,0,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
590,0,0.016,0.016,3.6848,1.30421625,,0.013,0.013,2.9939,1.096576885,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,
