,Blank,F19Aug19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_100_R2,A(CDOM),a(CDOM),ln(a),Sr,F19Aug19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,F19Aug19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_30_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_45_R2,A(CDOM),a(CDOM),ln(a),Sr
344,-0.001,0.045,0.046,10.5938,2.360268924,,0.015,0.016,3.6848,1.30421625,,0.023,0.024,5.5272,1.709681358,,0.052,0.053,12.2059,2.501919441,,0.02,0.021,4.8363,1.576149966,,0.027,0.028,6.4484,1.863832038,,0.02,0.021,4.8363,1.576149966,,0.016,0.017,3.9151,1.364840872,
345,-0.001,0.044,0.045,10.3635,2.338290018,,0.015,0.016,3.6848,1.30421625,,0.022,0.023,5.2969,1.667121744,,0.051,0.052,11.9756,2.482871246,,0.019,0.02,4.606,1.527359801,,0.026,0.027,6.2181,1.827464394,,0.019,0.02,4.606,1.527359801,,0.016,0.017,3.9151,1.364840872,
346,-0.001,0.044,0.045,10.3635,2.338290018,,0.015,0.016,3.6848,1.30421625,,0.022,0.023,5.2969,1.667121744,,0.051,0.052,11.9756,2.482871246,,0.019,0.02,4.606,1.527359801,,0.026,0.027,6.2181,1.827464394,,0.019,0.02,4.606,1.527359801,,0.016,0.017,3.9151,1.364840872,
347,-0.001,0.044,0.045,10.3635,2.338290018,,0.015,0.016,3.6848,1.30421625,,0.022,0.023,5.2969,1.667121744,,0.051,0.052,11.9756,2.482871246,,0.019,0.02,4.606,1.527359801,,0.026,0.027,6.2181,1.827464394,,0.019,0.02,4.606,1.527359801,,0.016,0.017,3.9151,1.364840872,
348,-0.001,0.043,0.044,10.1332,2.315817162,,0.015,0.016,3.6848,1.30421625,,0.022,0.023,5.2969,1.667121744,,0.051,0.052,11.9756,2.482871246,,0.019,0.02,4.606,1.527359801,,0.026,0.027,6.2181,1.827464394,,0.018,0.019,4.3757,1.476066507,,0.015,0.016,3.6848,1.30421625,
349,-0.001,0.043,0.044,10.1332,2.315817162,,0.015,0.016,3.6848,1.30421625,,0.022,0.023,5.2969,1.667121744,,0.051,0.052,11.9756,2.482871246,,0.019,0.02,4.606,1.527359801,,0.026,0.027,6.2181,1.827464394,,0.018,0.019,4.3757,1.476066507,,0.015,0.016,3.6848,1.30421625,
350,-0.001,0.042,0.043,9.9029,2.292827644,,0.015,0.016,3.6848,1.30421625,,0.021,0.022,5.0666,1.622669981,,0.051,0.052,11.9756,2.482871246,,0.018,0.019,4.3757,1.476066507,,0.025,0.026,5.9878,1.789724066,,0.018,0.019,4.3757,1.476066507,,0.015,0.016,3.6848,1.30421625,
351,-0.001,0.042,0.043,9.9029,2.292827644,,0.015,0.016,3.6848,1.30421625,,0.022,0.023,5.2969,1.667121744,,0.05,0.051,11.7453,2.463453161,,0.018,0.019,4.3757,1.476066507,,0.025,0.026,5.9878,1.789724066,,0.018,0.019,4.3757,1.476066507,,0.015,0.016,3.6848,1.30421625,
352,-0.001,0.042,0.043,9.9029,2.292827644,,0.015,0.016,3.6848,1.30421625,,0.021,0.022,5.0666,1.622669981,,0.05,0.051,11.7453,2.463453161,,0.018,0.019,4.3757,1.476066507,,0.025,0.026,5.9878,1.789724066,,0.018,0.019,4.3757,1.476066507,,0.015,0.016,3.6848,1.30421625,
353,-0.001,0.041,0.042,9.6726,2.269297146,,0.014,0.015,3.4545,1.239677729,,0.021,0.022,5.0666,1.622669981,,0.05,0.051,11.7453,2.463453161,,0.017,0.018,4.1454,1.421999286,,0.024,0.025,5.7575,1.750503353,,0.017,0.018,4.1454,1.421999286,,0.014,0.015,3.4545,1.239677729,
354,-0.001,0.04,0.041,9.4423,2.245199595,,0.014,0.015,3.4545,1.239677729,,0.021,0.022,5.0666,1.622669981,,0.049,0.05,11.515,2.443650533,,0.017,0.018,4.1454,1.421999286,,0.024,0.025,5.7575,1.750503353,,0.016,0.017,3.9151,1.364840872,,0.014,0.015,3.4545,1.239677729,
355,-0.001,0.04,0.041,9.4423,2.245199595,,0.014,0.015,3.4545,1.239677729,,0.021,0.022,5.0666,1.622669981,,0.049,0.05,11.515,2.443650533,,0.017,0.018,4.1454,1.421999286,,0.024,0.025,5.7575,1.750503353,,0.016,0.017,3.9151,1.364840872,,0.014,0.015,3.4545,1.239677729,
356,-0.001,0.04,0.041,9.4423,2.245199595,,0.014,0.015,3.4545,1.239677729,,0.021,0.022,5.0666,1.622669981,,0.049,0.05,11.515,2.443650533,,0.017,0.018,4.1454,1.421999286,,0.024,0.025,5.7575,1.750503353,,0.016,0.017,3.9151,1.364840872,,0.014,0.015,3.4545,1.239677729,
357,-0.001,0.039,0.04,9.212,2.220506982,,0.014,0.015,3.4545,1.239677729,,0.02,0.021,4.8363,1.576149966,,0.049,0.05,11.515,2.443650533,,0.017,0.018,4.1454,1.421999286,,0.023,0.024,5.5272,1.709681358,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,
358,-0.001,0.039,0.04,9.212,2.220506982,,0.014,0.015,3.4545,1.239677729,,0.02,0.021,4.8363,1.576149966,,0.049,0.05,11.515,2.443650533,,0.017,0.018,4.1454,1.421999286,,0.023,0.024,5.5272,1.709681358,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,
359,-0.001,0.039,0.04,9.212,2.220506982,,0.014,0.015,3.4545,1.239677729,,0.02,0.021,4.8363,1.576149966,,0.048,0.049,11.2847,2.423447826,,0.016,0.017,3.9151,1.364840872,,0.023,0.024,5.5272,1.709681358,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,
360,-0.001,0.038,0.039,8.9817,2.195189174,,0.014,0.015,3.4545,1.239677729,,0.02,0.021,4.8363,1.576149966,,0.048,0.049,11.2847,2.423447826,,0.016,0.017,3.9151,1.364840872,,0.023,0.024,5.5272,1.709681358,,0.016,0.017,3.9151,1.364840872,,0.013,0.014,3.2242,1.170684857,
361,-0.001,0.038,0.039,8.9817,2.195189174,,0.014,0.015,3.4545,1.239677729,,0.02,0.021,4.8363,1.576149966,,0.048,0.049,11.2847,2.423447826,,0.016,0.017,3.9151,1.364840872,,0.023,0.024,5.5272,1.709681358,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,
362,-0.001,0.037,0.038,8.7514,2.169213688,,0.013,0.014,3.2242,1.170684857,,0.02,0.021,4.8363,1.576149966,,0.048,0.049,11.2847,2.423447826,,0.016,0.017,3.9151,1.364840872,,0.022,0.023,5.2969,1.667121744,,0.015,0.016,3.6848,1.30421625,,0.013,0.014,3.2242,1.170684857,
363,-0.001,0.037,0.038,8.7514,2.169213688,,0.013,0.014,3.2242,1.170684857,,0.02,0.021,4.8363,1.576149966,,0.048,0.049,11.2847,2.423447826,,0.016,0.017,3.9151,1.364840872,,0.022,0.023,5.2969,1.667121744,,0.015,0.016,3.6848,1.30421625,,0.012,0.013,2.9939,1.096576885,
364,-0.001,0.037,0.038,8.7514,2.169213688,,0.013,0.014,3.2242,1.170684857,,0.02,0.021,4.8363,1.576149966,,0.047,0.048,11.0544,2.402828539,,0.016,0.017,3.9151,1.364840872,,0.022,0.023,5.2969,1.667121744,,0.015,0.016,3.6848,1.30421625,,0.012,0.013,2.9939,1.096576885,
365,-0.001,0.036,0.037,8.5211,2.14254544,,0.013,0.014,3.2242,1.170684857,,0.019,0.02,4.606,1.527359801,,0.047,0.048,11.0544,2.402828539,,0.015,0.016,3.6848,1.30421625,,0.022,0.023,5.2969,1.667121744,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,
366,-0.001,0.036,0.037,8.5211,2.14254544,,0.013,0.014,3.2242,1.170684857,,0.019,0.02,4.606,1.527359801,,0.047,0.048,11.0544,2.402828539,,0.015,0.016,3.6848,1.30421625,,0.022,0.023,5.2969,1.667121744,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,
367,-0.001,0.036,0.037,8.5211,2.14254544,,0.013,0.014,3.2242,1.170684857,,0.019,0.02,4.606,1.527359801,,0.046,0.047,10.8241,2.38177513,,0.015,0.016,3.6848,1.30421625,,0.022,0.023,5.2969,1.667121744,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,
368,-0.001,0.036,0.037,8.5211,2.14254544,,0.012,0.013,2.9939,1.096576885,,0.019,0.02,4.606,1.527359801,,0.046,0.047,10.8241,2.38177513,,0.015,0.016,3.6848,1.30421625,,0.021,0.022,5.0666,1.622669981,,0.014,0.015,3.4545,1.239677729,,0.012,0.013,2.9939,1.096576885,
369,-0.001,0.035,0.036,8.2908,2.115146466,,0.012,0.013,2.9939,1.096576885,,0.019,0.02,4.606,1.527359801,,0.046,0.047,10.8241,2.38177513,,0.015,0.016,3.6848,1.30421625,,0.021,0.022,5.0666,1.622669981,,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,
370,-0.001,0.035,0.036,8.2908,2.115146466,,0.012,0.013,2.9939,1.096576885,,0.019,0.02,4.606,1.527359801,,0.045,0.046,10.5938,2.360268924,,0.014,0.015,3.4545,1.239677729,,0.021,0.022,5.0666,1.622669981,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,
371,-0.001,0.035,0.036,8.2908,2.115146466,,0.012,0.013,2.9939,1.096576885,,0.018,0.019,4.3757,1.476066507,,0.045,0.046,10.5938,2.360268924,,0.014,0.015,3.4545,1.239677729,,0.021,0.022,5.0666,1.622669981,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,
372,-0.001,0.034,0.035,8.0605,2.086975589,,0.012,0.013,2.9939,1.096576885,,0.018,0.019,4.3757,1.476066507,,0.045,0.046,10.5938,2.360268924,,0.014,0.015,3.4545,1.239677729,,0.02,0.021,4.8363,1.576149966,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,
373,-0.001,0.034,0.035,8.0605,2.086975589,,0.012,0.013,2.9939,1.096576885,,0.018,0.019,4.3757,1.476066507,,0.045,0.046,10.5938,2.360268924,,0.014,0.015,3.4545,1.239677729,,0.02,0.021,4.8363,1.576149966,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,
374,-0.001,0.034,0.035,8.0605,2.086975589,,0.012,0.013,2.9939,1.096576885,,0.018,0.019,4.3757,1.476066507,,0.044,0.045,10.3635,2.338290018,,0.014,0.015,3.4545,1.239677729,,0.02,0.021,4.8363,1.576149966,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,
375,-0.001,0.034,0.035,8.0605,2.086975589,,0.012,0.013,2.9939,1.096576885,,0.018,0.019,4.3757,1.476066507,,0.044,0.045,10.3635,2.338290018,,0.014,0.015,3.4545,1.239677729,,0.02,0.021,4.8363,1.576149966,,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,
376,-0.001,0.033,0.034,7.8302,2.057988052,,0.012,0.013,2.9939,1.096576885,,0.018,0.019,4.3757,1.476066507,,0.044,0.045,10.3635,2.338290018,,0.013,0.014,3.2242,1.170684857,,0.02,0.021,4.8363,1.576149966,,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,
377,-0.001,0.033,0.034,7.8302,2.057988052,,0.012,0.013,2.9939,1.096576885,,0.018,0.019,4.3757,1.476066507,,0.043,0.044,10.1332,2.315817162,,0.014,0.015,3.4545,1.239677729,,0.02,0.021,4.8363,1.576149966,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,
378,-0.001,0.033,0.034,7.8302,2.057988052,,0.012,0.013,2.9939,1.096576885,,0.018,0.019,4.3757,1.476066507,,0.043,0.044,10.1332,2.315817162,,0.013,0.014,3.2242,1.170684857,,0.019,0.02,4.606,1.527359801,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,
379,-0.001,0.033,0.034,7.8302,2.057988052,,0.012,0.013,2.9939,1.096576885,,0.018,0.019,4.3757,1.476066507,,0.043,0.044,10.1332,2.315817162,,0.013,0.014,3.2242,1.170684857,,0.019,0.02,4.606,1.527359801,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,
380,-0.001,0.032,0.033,7.5999,2.028135089,,0.012,0.013,2.9939,1.096576885,,0.017,0.018,4.1454,1.421999286,,0.043,0.044,10.1332,2.315817162,,0.013,0.014,3.2242,1.170684857,,0.019,0.02,4.606,1.527359801,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,
381,-0.001,0.032,0.033,7.5999,2.028135089,,0.012,0.013,2.9939,1.096576885,,0.018,0.019,4.3757,1.476066507,,0.042,0.043,9.9029,2.292827644,,0.013,0.014,3.2242,1.170684857,,0.019,0.02,4.606,1.527359801,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,
382,-0.001,0.031,0.032,7.3696,1.997363431,,0.012,0.013,2.9939,1.096576885,,0.017,0.018,4.1454,1.421999286,,0.042,0.043,9.9029,2.292827644,,0.013,0.014,3.2242,1.170684857,,0.019,0.02,4.606,1.527359801,,0.011,0.012,2.7636,1.016534178,,0.01,0.011,2.5333,0.929522801,
383,-0.001,0.031,0.032,7.3696,1.997363431,,0.011,0.012,2.7636,1.016534178,,0.017,0.018,4.1454,1.421999286,,0.042,0.043,9.9029,2.292827644,,0.012,0.013,2.9939,1.096576885,,0.018,0.019,4.3757,1.476066507,,0.011,0.012,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,
384,-0.001,0.031,0.032,7.3696,1.997363431,,0.011,0.012,2.7636,1.016534178,,0.017,0.018,4.1454,1.421999286,,0.041,0.042,9.6726,2.269297146,,0.012,0.013,2.9939,1.096576885,,0.018,0.019,4.3757,1.476066507,,0.011,0.012,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,
385,-0.001,0.03,0.031,7.1393,1.965614732,,0.011,0.012,2.7636,1.016534178,,0.017,0.018,4.1454,1.421999286,,0.041,0.042,9.6726,2.269297146,,0.012,0.013,2.9939,1.096576885,,0.018,0.019,4.3757,1.476066507,,0.011,0.012,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,
386,-0.001,0.03,0.031,7.1393,1.965614732,,0.011,0.012,2.7636,1.016534178,,0.017,0.018,4.1454,1.421999286,,0.041,0.042,9.6726,2.269297146,,0.012,0.013,2.9939,1.096576885,,0.018,0.019,4.3757,1.476066507,,0.011,0.012,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,
387,-0.001,0.03,0.031,7.1393,1.965614732,,0.011,0.012,2.7636,1.016534178,,0.017,0.018,4.1454,1.421999286,,0.04,0.041,9.4423,2.245199595,,0.012,0.013,2.9939,1.096576885,,0.018,0.019,4.3757,1.476066507,,0.011,0.012,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,
388,-0.001,0.03,0.031,7.1393,1.965614732,,0.011,0.012,2.7636,1.016534178,,0.017,0.018,4.1454,1.421999286,,0.04,0.041,9.4423,2.245199595,,0.012,0.013,2.9939,1.096576885,,0.017,0.018,4.1454,1.421999286,,0.011,0.012,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,
389,-0.001,0.029,0.03,6.909,1.93282491,,0.011,0.012,2.7636,1.016534178,,0.017,0.018,4.1454,1.421999286,,0.04,0.041,9.4423,2.245199595,,0.012,0.013,2.9939,1.096576885,,0.017,0.018,4.1454,1.421999286,,0.01,0.011,2.5333,0.929522801,,0.008,0.009,2.0727,0.728852105,
390,-0.001,0.029,0.03,6.909,1.93282491,,0.011,0.012,2.7636,1.016534178,,0.017,0.018,4.1454,1.421999286,,0.039,0.04,9.212,2.220506982,,0.012,0.013,2.9939,1.096576885,,0.017,0.018,4.1454,1.421999286,,0.01,0.011,2.5333,0.929522801,,0.008,0.009,2.0727,0.728852105,
391,-0.001,0.029,0.03,6.909,1.93282491,,0.011,0.012,2.7636,1.016534178,,0.016,0.017,3.9151,1.364840872,,0.039,0.04,9.212,2.220506982,,0.011,0.012,2.7636,1.016534178,,0.017,0.018,4.1454,1.421999286,,0.01,0.011,2.5333,0.929522801,,0.008,0.009,2.0727,0.728852105,
392,-0.001,0.029,0.03,6.909,1.93282491,,0.01,0.011,2.5333,0.929522801,,0.016,0.017,3.9151,1.364840872,,0.039,0.04,9.212,2.220506982,,0.011,0.012,2.7636,1.016534178,,0.016,0.017,3.9151,1.364840872,,0.01,0.011,2.5333,0.929522801,,0.008,0.009,2.0727,0.728852105,
393,-0.001,0.028,0.029,6.6787,1.898923358,,0.01,0.011,2.5333,0.929522801,,0.016,0.017,3.9151,1.364840872,,0.038,0.039,8.9817,2.195189174,,0.011,0.012,2.7636,1.016534178,,0.016,0.017,3.9151,1.364840872,,0.01,0.011,2.5333,0.929522801,,0.008,0.009,2.0727,0.728852105,
394,-0.001,0.028,0.029,6.6787,1.898923358,,0.01,0.011,2.5333,0.929522801,,0.016,0.017,3.9151,1.364840872,,0.038,0.039,8.9817,2.195189174,,0.011,0.012,2.7636,1.016534178,,0.016,0.017,3.9151,1.364840872,,0.009,0.01,2.303,0.834212621,,0.008,0.009,2.0727,0.728852105,
395,-0.001,0.028,0.029,6.6787,1.898923358,,0.011,0.012,2.7636,1.016534178,,0.016,0.017,3.9151,1.364840872,,0.038,0.039,8.9817,2.195189174,,0.011,0.012,2.7636,1.016534178,,0.016,0.017,3.9151,1.364840872,,0.009,0.01,2.303,0.834212621,,0.008,0.009,2.0727,0.728852105,
396,-0.001,0.028,0.029,6.6787,1.898923358,,0.01,0.011,2.5333,0.929522801,,0.016,0.017,3.9151,1.364840872,,0.038,0.039,8.9817,2.195189174,,0.011,0.012,2.7636,1.016534178,,0.016,0.017,3.9151,1.364840872,,0.009,0.01,2.303,0.834212621,,0.008,0.009,2.0727,0.728852105,
397,-0.001,0.028,0.029,6.6787,1.898923358,,0.01,0.011,2.5333,0.929522801,,0.016,0.017,3.9151,1.364840872,,0.038,0.039,8.9817,2.195189174,,0.011,0.012,2.7636,1.016534178,,0.016,0.017,3.9151,1.364840872,,0.009,0.01,2.303,0.834212621,,0.007,0.008,1.8424,0.61106907,
398,-0.001,0.027,0.028,6.4484,1.863832038,,0.01,0.011,2.5333,0.929522801,,0.016,0.017,3.9151,1.364840872,,0.037,0.038,8.7514,2.169213688,,0.01,0.011,2.5333,0.929522801,,0.015,0.016,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.007,0.008,1.8424,0.61106907,
399,-0.001,0.027,0.028,6.4484,1.863832038,,0.01,0.011,2.5333,0.929522801,,0.016,0.017,3.9151,1.364840872,,0.037,0.038,8.7514,2.169213688,,0.01,0.011,2.5333,0.929522801,,0.015,0.016,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.007,0.008,1.8424,0.61106907,
400,-0.001,0.027,0.028,6.4484,1.863832038,,0.01,0.011,2.5333,0.929522801,,0.016,0.017,3.9151,1.364840872,,0.037,0.038,8.7514,2.169213688,,0.01,0.011,2.5333,0.929522801,,0.015,0.016,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.007,0.008,1.8424,0.61106907,
401,-0.001,0.027,0.028,6.4484,1.863832038,,0.01,0.011,2.5333,0.929522801,,0.016,0.017,3.9151,1.364840872,,0.037,0.038,8.7514,2.169213688,,0.01,0.011,2.5333,0.929522801,,0.015,0.016,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.007,0.008,1.8424,0.61106907,
402,-0.001,0.027,0.028,6.4484,1.863832038,,0.01,0.011,2.5333,0.929522801,,0.016,0.017,3.9151,1.364840872,,0.037,0.038,8.7514,2.169213688,,0.01,0.011,2.5333,0.929522801,,0.015,0.016,3.6848,1.30421625,,0.008,0.009,2.0727,0.728852105,,0.007,0.008,1.8424,0.61106907,
403,-0.001,0.026,0.027,6.2181,1.827464394,,0.01,0.011,2.5333,0.929522801,,0.016,0.017,3.9151,1.364840872,,0.036,0.037,8.5211,2.14254544,,0.01,0.011,2.5333,0.929522801,,0.015,0.016,3.6848,1.30421625,,0.008,0.009,2.0727,0.728852105,,0.007,0.008,1.8424,0.61106907,
404,-0.001,0.026,0.027,6.2181,1.827464394,,0.01,0.011,2.5333,0.929522801,,0.015,0.016,3.6848,1.30421625,,0.036,0.037,8.5211,2.14254544,,0.01,0.011,2.5333,0.929522801,,0.015,0.016,3.6848,1.30421625,,0.008,0.009,2.0727,0.728852105,,0.007,0.008,1.8424,0.61106907,
405,-0.001,0.026,0.027,6.2181,1.827464394,,0.01,0.011,2.5333,0.929522801,,0.015,0.016,3.6848,1.30421625,,0.036,0.037,8.5211,2.14254544,,0.01,0.011,2.5333,0.929522801,,0.015,0.016,3.6848,1.30421625,,0.008,0.009,2.0727,0.728852105,,0.007,0.008,1.8424,0.61106907,
406,-0.001,0.026,0.027,6.2181,1.827464394,,0.01,0.011,2.5333,0.929522801,,0.015,0.016,3.6848,1.30421625,,0.036,0.037,8.5211,2.14254544,,0.01,0.011,2.5333,0.929522801,,0.015,0.016,3.6848,1.30421625,,0.008,0.009,2.0727,0.728852105,,0.007,0.008,1.8424,0.61106907,
407,-0.001,0.025,0.026,5.9878,1.789724066,,0.01,0.011,2.5333,0.929522801,,0.015,0.016,3.6848,1.30421625,,0.036,0.037,8.5211,2.14254544,,0.01,0.011,2.5333,0.929522801,,0.014,0.015,3.4545,1.239677729,,0.008,0.009,2.0727,0.728852105,,0.007,0.008,1.8424,0.61106907,
408,-0.001,0.025,0.026,5.9878,1.789724066,,0.01,0.011,2.5333,0.929522801,,0.015,0.016,3.6848,1.30421625,,0.035,0.036,8.2908,2.115146466,,0.01,0.011,2.5333,0.929522801,,0.014,0.015,3.4545,1.239677729,,0.008,0.009,2.0727,0.728852105,,0.006,0.007,1.6121,0.477537677,
409,-0.001,0.025,0.026,5.9878,1.789724066,,0.009,0.01,2.303,0.834212621,,0.015,0.016,3.6848,1.30421625,,0.035,0.036,8.2908,2.115146466,,0.009,0.01,2.303,0.834212621,,0.014,0.015,3.4545,1.239677729,,0.008,0.009,2.0727,0.728852105,,0.006,0.007,1.6121,0.477537677,
410,-0.001,0.025,0.026,5.9878,1.789724066,,0.009,0.01,2.303,0.834212621,,0.015,0.016,3.6848,1.30421625,,0.035,0.036,8.2908,2.115146466,,0.009,0.01,2.303,0.834212621,,0.014,0.015,3.4545,1.239677729,,0.008,0.009,2.0727,0.728852105,,0.006,0.007,1.6121,0.477537677,
411,-0.001,0.025,0.026,5.9878,1.789724066,,0.009,0.01,2.303,0.834212621,,0.015,0.016,3.6848,1.30421625,,0.035,0.036,8.2908,2.115146466,,0.009,0.01,2.303,0.834212621,,0.014,0.015,3.4545,1.239677729,,0.008,0.009,2.0727,0.728852105,,0.006,0.007,1.6121,0.477537677,
412,-0.001,0.024,0.025,5.7575,1.750503353,,0.009,0.01,2.303,0.834212621,,0.015,0.016,3.6848,1.30421625,,0.035,0.036,8.2908,2.115146466,,0.009,0.01,2.303,0.834212621,,0.014,0.015,3.4545,1.239677729,,0.007,0.008,1.8424,0.61106907,,0.006,0.007,1.6121,0.477537677,
413,-0.001,0.024,0.025,5.7575,1.750503353,,0.009,0.01,2.303,0.834212621,,0.015,0.016,3.6848,1.30421625,,0.034,0.035,8.0605,2.086975589,,0.009,0.01,2.303,0.834212621,,0.014,0.015,3.4545,1.239677729,,0.007,0.008,1.8424,0.61106907,,0.006,0.007,1.6121,0.477537677,
414,-0.001,0.024,0.025,5.7575,1.750503353,,0.009,0.01,2.303,0.834212621,,0.015,0.016,3.6848,1.30421625,,0.034,0.035,8.0605,2.086975589,,0.009,0.01,2.303,0.834212621,,0.014,0.015,3.4545,1.239677729,,0.007,0.008,1.8424,0.61106907,,0.006,0.007,1.6121,0.477537677,
415,-0.001,0.024,0.025,5.7575,1.750503353,,0.009,0.01,2.303,0.834212621,,0.015,0.016,3.6848,1.30421625,,0.034,0.035,8.0605,2.086975589,,0.009,0.01,2.303,0.834212621,,0.014,0.015,3.4545,1.239677729,,0.007,0.008,1.8424,0.61106907,,0.006,0.007,1.6121,0.477537677,
416,-0.001,0.024,0.025,5.7575,1.750503353,,0.009,0.01,2.303,0.834212621,,0.015,0.016,3.6848,1.30421625,,0.034,0.035,8.0605,2.086975589,,0.009,0.01,2.303,0.834212621,,0.014,0.015,3.4545,1.239677729,,0.007,0.008,1.8424,0.61106907,,0.006,0.007,1.6121,0.477537677,
417,-0.001,0.024,0.025,5.7575,1.750503353,,0.009,0.01,2.303,0.834212621,,0.014,0.015,3.4545,1.239677729,,0.034,0.035,8.0605,2.086975589,,0.009,0.01,2.303,0.834212621,,0.013,0.014,3.2242,1.170684857,,0.007,0.008,1.8424,0.61106907,,0.006,0.007,1.6121,0.477537677,
418,-0.001,0.023,0.024,5.5272,1.709681358,,0.009,0.01,2.303,0.834212621,,0.014,0.015,3.4545,1.239677729,,0.033,0.034,7.8302,2.057988052,,0.009,0.01,2.303,0.834212621,,0.013,0.014,3.2242,1.170684857,,0.007,0.008,1.8424,0.61106907,,0.006,0.007,1.6121,0.477537677,
419,-0.001,0.023,0.024,5.5272,1.709681358,,0.009,0.01,2.303,0.834212621,,0.014,0.015,3.4545,1.239677729,,0.033,0.034,7.8302,2.057988052,,0.009,0.01,2.303,0.834212621,,0.013,0.014,3.2242,1.170684857,,0.007,0.008,1.8424,0.61106907,,0.006,0.007,1.6121,0.477537677,
420,-0.001,0.023,0.024,5.5272,1.709681358,,0.009,0.01,2.303,0.834212621,,0.014,0.015,3.4545,1.239677729,,0.033,0.034,7.8302,2.057988052,,0.009,0.01,2.303,0.834212621,,0.013,0.014,3.2242,1.170684857,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,
421,-0.001,0.023,0.024,5.5272,1.709681358,,0.009,0.01,2.303,0.834212621,,0.014,0.015,3.4545,1.239677729,,0.033,0.034,7.8302,2.057988052,,0.009,0.01,2.303,0.834212621,,0.013,0.014,3.2242,1.170684857,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,
422,-0.001,0.023,0.024,5.5272,1.709681358,,0.009,0.01,2.303,0.834212621,,0.014,0.015,3.4545,1.239677729,,0.033,0.034,7.8302,2.057988052,,0.008,0.009,2.0727,0.728852105,,0.013,0.014,3.2242,1.170684857,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,
423,-0.001,0.022,0.023,5.2969,1.667121744,,0.009,0.01,2.303,0.834212621,,0.014,0.015,3.4545,1.239677729,,0.033,0.034,7.8302,2.057988052,,0.008,0.009,2.0727,0.728852105,,0.013,0.014,3.2242,1.170684857,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,
424,-0.001,0.022,0.023,5.2969,1.667121744,,0.009,0.01,2.303,0.834212621,,0.014,0.015,3.4545,1.239677729,,0.032,0.033,7.5999,2.028135089,,0.008,0.009,2.0727,0.728852105,,0.013,0.014,3.2242,1.170684857,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,
425,-0.001,0.022,0.023,5.2969,1.667121744,,0.009,0.01,2.303,0.834212621,,0.014,0.015,3.4545,1.239677729,,0.032,0.033,7.5999,2.028135089,,0.008,0.009,2.0727,0.728852105,,0.013,0.014,3.2242,1.170684857,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,
