,Blank,F19Aug19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_100_R2,A(CDOM),a(CDOM),ln(a),Sr,F19Aug19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,F19Aug19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_30_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_45_R2,A(CDOM),a(CDOM),ln(a),Sr
671,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
672,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
673,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
674,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
675,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
676,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
677,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
678,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
679,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
680,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
681,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
682,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
683,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
684,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
685,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
686,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
687,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
688,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
689,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
690,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
691,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
692,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
693,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
694,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
695,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
696,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
697,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
698,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
699,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
700,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
701,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
702,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
703,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
704,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
705,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
706,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
707,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
708,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
709,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
710,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
711,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
712,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
713,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
714,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
715,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
716,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
717,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
718,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
719,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
720,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
721,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
722,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
723,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
724,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
725,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
726,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
727,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
728,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
729,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
730,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
731,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
732,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
733,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
734,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
735,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
736,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
737,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
738,0,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
739,0,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
740,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
741,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
742,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
743,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
744,0,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
745,0,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
746,0,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
747,0,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
748,0,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
749,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
750,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
751,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
752,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
753,0,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
754,0,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
755,0,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
756,0,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
