,MilliQ,MilliQ2,F15Jul19_9mR2,A(CDOM),a(CDOM),ln(a),Sr,F27May19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F27May19_0.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F03Jul19_9mR2,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_0.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_0.1mR1_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27May19_9mR2,A(CDOM),a(CDOM),ln(a),Sr,F27May19_9mR2_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F03Jul19_0.1mR1_Flt,A(CDOM),a(CDOM),ln(a),Sr,F27May19_9mR2_1:2a,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F15Jul19_0.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F15Jul19_0.1mR1_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F3Jul19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_5mR1_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F13Jun19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F15Jul19_5mR2,A(CDOM),a(CDOM),ln(a),Sr,F15Jul19_5mR2_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,MilliQ_Final
557,0,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
558,0,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,-0.001
559,0,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,-0.001
560,0,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,-0.001
561,0,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,-0.001
562,0,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.005,0.005,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,-0.001
563,0,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.005,0.005,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,-0.001
564,0,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.005,0.005,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0
565,0,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.005,0.005,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0
566,0,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.005,0.005,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,0
567,0,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,-0.001
568,0,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,-0.001
569,0,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,-0.001
570,0,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,-0.001
571,0,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,-0.001
572,0,0,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,-0.001
573,0,0,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,-0.001
574,0,0,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,-0.001
575,0,0,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,-0.001
576,0,0,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,-0.001
577,0,0,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,-0.001
578,0,0,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,-0.001
579,0,0,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,-0.001
580,0,0,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,-0.001
581,0,0,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,-0.001
582,0,0,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,-0.001
583,0,0,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,-0.001
584,0,0,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,-0.001
585,0,0,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,-0.001
586,0,0,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,-0.001
587,0,0,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,-0.001
588,0,0,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,-0.001
589,0,0,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,-0.001
590,0,0,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,-0.001
591,0,0,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,-0.001
592,0,0,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,-0.001
593,0,0,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0
