,MilliQ,MilliQ2,F15Jul19_9mR2,A(CDOM),a(CDOM),ln(a),Sr,F27May19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F27May19_0.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F03Jul19_9mR2,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_0.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_0.1mR1_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27May19_9mR2,A(CDOM),a(CDOM),ln(a),Sr,F27May19_9mR2_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F03Jul19_0.1mR1_Flt,A(CDOM),a(CDOM),ln(a),Sr,F27May19_9mR2_1:2a,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F15Jul19_0.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F15Jul19_0.1mR1_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F3Jul19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_5mR1_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F13Jun19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F15Jul19_5mR2,A(CDOM),a(CDOM),ln(a),Sr,F15Jul19_5mR2_1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,MilliQ_Final
520,0,0,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
521,0,0,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
522,0,0,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
523,0,0,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
524,0,0,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
525,0,0,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
526,0,0,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
527,0,0,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
528,0,0,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
529,0,0,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
530,0,0,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
531,0,0,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
532,0,0,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
533,0,0,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.013,0.013,2.9939,1.096576885,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
534,0,0,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.013,0.013,2.9939,1.096576885,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
535,0,0,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0
536,0.001,0.001,0.01,0.009,2.0727,0.728852105,,0.008,0.007,1.6121,0.477537677,,0.006,0.005,1.1515,0.14106544,,0.014,0.013,2.9939,1.096576885,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.015,0.014,3.2242,1.170684857,,0.006,0.005,2.303,0.834212621,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.4606,-0.775225292,,0.007,0.006,1.3818,0.323386997,,0.004,0.003,1.3818,0.323386997,,0.004,0.003,0.6909,-0.369760183,,0.006,0.005,1.1515,0.14106544,,0.004,0.003,1.3818,0.323386997,,0
537,0,0,0.01,0.01,2.303,0.834212621,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.013,0.013,2.9939,1.096576885,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0
538,0,0,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.013,0.013,2.9939,1.096576885,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
539,0,0,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
540,0,0,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.013,0.013,2.9939,1.096576885,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
541,0,0,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
542,0,0,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
543,0,0,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
544,0,0,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
545,0,0,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
546,0,0,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
547,0,0,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
548,0,0,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
549,0,0,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
550,0,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
551,0,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
552,0,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
553,0,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
554,0,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,-0.001
555,0,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.003,0.003,1.3818,0.323386997,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,-0.001
556,0,0,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.012,0.012,2.7636,1.016534178,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,1.3818,0.323386997,,-0.001
