,Blank,F2Sep19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_5mR1_dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F2Sep19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_SurfR2_dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_5R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_9R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F27Sep19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F27Sep19_9R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
770,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.029,0.029,6.6787,1.898923358,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
771,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.029,0.029,6.6787,1.898923358,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
772,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.029,0.029,6.6787,1.898923358,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
773,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.029,0.029,6.6787,1.898923358,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
774,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.029,0.029,6.6787,1.898923358,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
775,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.029,0.029,6.6787,1.898923358,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
776,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.029,0.029,6.6787,1.898923358,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
777,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.029,0.029,6.6787,1.898923358,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
778,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.029,0.029,6.6787,1.898923358,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
779,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.029,0.029,6.6787,1.898923358,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
780,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.029,0.029,6.6787,1.898923358,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
781,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.029,0.029,6.6787,1.898923358,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
782,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.029,0.029,6.6787,1.898923358,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
783,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.029,0.029,6.6787,1.898923358,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
784,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.029,0.029,6.6787,1.898923358,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
785,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
786,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
787,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
788,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
789,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
790,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
791,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,
792,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
793,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
794,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
795,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
796,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
797,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
798,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,
799,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
800,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
801,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
802,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
803,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,
804,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,
805,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,
806,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,
807,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,
808,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.004,0.004,1.8424,0.61106907,
809,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,
810,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,
811,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,
812,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,
813,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,
814,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,
815,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,
816,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.028,0.028,6.4484,1.863832038,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,
817,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.027,0.027,6.2181,1.827464394,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,
818,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.027,0.027,6.2181,1.827464394,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,
819,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.027,0.027,6.2181,1.827464394,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,
820,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.027,0.027,6.2181,1.827464394,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,
821,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.027,0.027,6.2181,1.827464394,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,
822,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.027,0.027,6.2181,1.827464394,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,
823,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.027,0.027,6.2181,1.827464394,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,
824,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,2.7636,1.016534178,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.027,0.027,6.2181,1.827464394,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,
825,0,0.011,0.011,2.5333,0.929522801,,0.007,0.007,3.2242,1.170684857,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.027,0.027,6.2181,1.827464394,,0.007,0.007,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.01,0.01,2.303,0.834212621,,0.004,0.004,1.8424,0.61106907,
