,MilliQ,F27Jun19_01_R2,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_30_R1,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_45_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_99_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_101_R2,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_01_R1,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_100_R1,A(CDOM),a(CDOM),ln(a),Sr
740,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,
741,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,
742,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,
743,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,
744,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,
745,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,
746,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,
747,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,
748,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,
749,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,
750,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,
751,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,
752,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,
753,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,
754,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,
755,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,
756,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,
757,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,
758,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,
759,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.01,0.01,2.303,0.834212621,
760,0.001,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.002,0.001,0.2303,-1.468372472,,0.002,0.001,0.2303,-1.468372472,,0.011,0.01,2.303,0.834212621,
761,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
762,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
763,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
764,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
765,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
766,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
767,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
768,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
769,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
770,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
771,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
772,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
773,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
774,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
775,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
776,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
777,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
778,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
779,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
780,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
781,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
782,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
783,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
784,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
785,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
786,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
787,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
788,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
789,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
790,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
791,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
792,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
793,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
794,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
795,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
796,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
797,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
798,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
799,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
800,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
801,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
802,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
803,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
804,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
805,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
806,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
807,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
808,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
809,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
810,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
811,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
812,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
813,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
814,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
815,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
816,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
817,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
818,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
819,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
820,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
821,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
822,0,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.009,0.009,2.0727,0.728852105,
