,MilliQ,B30May19_45_R2,A(CDOM),a(CDOM),ln(a),Sr,F30May19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,B29Apr19_01_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_50_R2,A(CDOM),a(CDOM),ln(a),Sr,B29Apr19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_Inf_R1,A(CDOM),a(CDOM),ln(a),Sr
761,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,
762,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
763,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
764,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
765,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
766,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
767,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
768,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
769,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
770,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
771,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
772,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
773,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
774,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
775,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
776,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
777,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
778,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
779,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
780,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
781,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
782,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
783,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
784,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
785,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
786,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
787,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
788,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
789,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
790,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
791,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
792,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
793,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
794,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
795,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
796,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
797,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
798,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
799,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
800,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
801,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
802,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
803,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
804,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
805,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
806,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
807,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
808,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
809,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
810,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
811,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
812,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
813,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
814,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
815,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
816,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
817,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
818,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
819,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
820,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
821,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
822,0,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
823,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.007,0.007,1.6121,0.477537677,
824,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,
825,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
826,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,
827,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,
828,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,
829,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,
830,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
831,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
832,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,
833,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
834,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,
835,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,
836,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
837,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
838,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
839,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
840,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
841,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
842,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
843,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
844,0,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,
