,MilliQ,B30May19_45_R2,A(CDOM),a(CDOM),ln(a),Sr,F30May19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,B29Apr19_01_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_50_R2,A(CDOM),a(CDOM),ln(a),Sr,B29Apr19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_Inf_R1,A(CDOM),a(CDOM),ln(a),Sr
344,0.001,0.018,0.017,3.9151,1.364840872,,0.022,0.021,4.8363,1.576149966,,0.016,0.015,3.4545,1.239677729,,0.02,0.019,4.3757,1.476066507,,0.02,0.019,4.3757,1.476066507,,0.018,0.017,3.9151,1.364840872,,0.029,0.028,6.4484,1.863832038,,0.021,0.02,4.606,1.527359801,
345,0.001,0.018,0.017,3.9151,1.364840872,,0.022,0.021,4.8363,1.576149966,,0.016,0.015,3.4545,1.239677729,,0.02,0.019,4.3757,1.476066507,,0.02,0.019,4.3757,1.476066507,,0.018,0.017,3.9151,1.364840872,,0.029,0.028,6.4484,1.863832038,,0.021,0.02,4.606,1.527359801,
346,0.001,0.018,0.017,3.9151,1.364840872,,0.022,0.021,4.8363,1.576149966,,0.016,0.015,3.4545,1.239677729,,0.02,0.019,4.3757,1.476066507,,0.02,0.019,4.3757,1.476066507,,0.018,0.017,3.9151,1.364840872,,0.029,0.028,6.4484,1.863832038,,0.021,0.02,4.606,1.527359801,
347,0.001,0.018,0.017,3.9151,1.364840872,,0.022,0.021,4.8363,1.576149966,,0.016,0.015,3.4545,1.239677729,,0.02,0.019,4.3757,1.476066507,,0.02,0.019,4.3757,1.476066507,,0.018,0.017,3.9151,1.364840872,,0.028,0.027,6.2181,1.827464394,,0.021,0.02,4.606,1.527359801,
348,0.001,0.017,0.016,3.6848,1.30421625,,0.021,0.02,4.606,1.527359801,,0.016,0.015,3.4545,1.239677729,,0.02,0.019,4.3757,1.476066507,,0.019,0.018,4.1454,1.421999286,,0.017,0.016,3.6848,1.30421625,,0.028,0.027,6.2181,1.827464394,,0.021,0.02,4.606,1.527359801,
349,0.001,0.017,0.016,3.6848,1.30421625,,0.021,0.02,4.606,1.527359801,,0.015,0.014,3.2242,1.170684857,,0.02,0.019,4.3757,1.476066507,,0.019,0.018,4.1454,1.421999286,,0.017,0.016,3.6848,1.30421625,,0.028,0.027,6.2181,1.827464394,,0.02,0.019,4.3757,1.476066507,
350,0.001,0.017,0.016,3.6848,1.30421625,,0.021,0.02,4.606,1.527359801,,0.016,0.015,3.4545,1.239677729,,0.019,0.018,4.1454,1.421999286,,0.019,0.018,4.1454,1.421999286,,0.017,0.016,3.6848,1.30421625,,0.028,0.027,6.2181,1.827464394,,0.02,0.019,4.3757,1.476066507,
351,0.001,0.017,0.016,3.6848,1.30421625,,0.02,0.019,4.3757,1.476066507,,0.015,0.014,3.2242,1.170684857,,0.019,0.018,4.1454,1.421999286,,0.019,0.018,4.1454,1.421999286,,0.017,0.016,3.6848,1.30421625,,0.027,0.026,5.9878,1.789724066,,0.02,0.019,4.3757,1.476066507,
352,0.001,0.017,0.016,3.6848,1.30421625,,0.021,0.02,4.606,1.527359801,,0.015,0.014,3.2242,1.170684857,,0.019,0.018,4.1454,1.421999286,,0.019,0.018,4.1454,1.421999286,,0.017,0.016,3.6848,1.30421625,,0.028,0.027,6.2181,1.827464394,,0.02,0.019,4.3757,1.476066507,
353,0.001,0.017,0.016,3.6848,1.30421625,,0.02,0.019,4.3757,1.476066507,,0.015,0.014,3.2242,1.170684857,,0.019,0.018,4.1454,1.421999286,,0.019,0.018,4.1454,1.421999286,,0.016,0.015,3.4545,1.239677729,,0.027,0.026,5.9878,1.789724066,,0.02,0.019,4.3757,1.476066507,
354,0.001,0.017,0.016,3.6848,1.30421625,,0.02,0.019,4.3757,1.476066507,,0.015,0.014,3.2242,1.170684857,,0.019,0.018,4.1454,1.421999286,,0.019,0.018,4.1454,1.421999286,,0.016,0.015,3.4545,1.239677729,,0.027,0.026,5.9878,1.789724066,,0.019,0.018,4.1454,1.421999286,
355,0.001,0.017,0.016,3.6848,1.30421625,,0.02,0.019,4.3757,1.476066507,,0.015,0.014,3.2242,1.170684857,,0.019,0.018,4.1454,1.421999286,,0.019,0.018,4.1454,1.421999286,,0.016,0.015,3.4545,1.239677729,,0.027,0.026,5.9878,1.789724066,,0.02,0.019,4.3757,1.476066507,
356,0.001,0.016,0.015,3.4545,1.239677729,,0.02,0.019,4.3757,1.476066507,,0.014,0.013,2.9939,1.096576885,,0.018,0.017,3.9151,1.364840872,,0.018,0.017,3.9151,1.364840872,,0.016,0.015,3.4545,1.239677729,,0.027,0.026,5.9878,1.789724066,,0.019,0.018,4.1454,1.421999286,
357,0.001,0.016,0.015,3.4545,1.239677729,,0.02,0.019,4.3757,1.476066507,,0.014,0.013,2.9939,1.096576885,,0.018,0.017,3.9151,1.364840872,,0.018,0.017,3.9151,1.364840872,,0.015,0.014,3.2242,1.170684857,,0.026,0.025,5.7575,1.750503353,,0.018,0.017,3.9151,1.364840872,
358,0.001,0.016,0.015,3.4545,1.239677729,,0.019,0.018,4.1454,1.421999286,,0.014,0.013,2.9939,1.096576885,,0.018,0.017,3.9151,1.364840872,,0.017,0.016,3.6848,1.30421625,,0.015,0.014,3.2242,1.170684857,,0.026,0.025,5.7575,1.750503353,,0.019,0.018,4.1454,1.421999286,
359,0.001,0.016,0.015,3.4545,1.239677729,,0.019,0.018,4.1454,1.421999286,,0.013,0.012,2.7636,1.016534178,,0.017,0.016,3.6848,1.30421625,,0.018,0.017,3.9151,1.364840872,,0.015,0.014,3.2242,1.170684857,,0.026,0.025,5.7575,1.750503353,,0.018,0.017,3.9151,1.364840872,
360,0.001,0.016,0.015,3.4545,1.239677729,,0.019,0.018,4.1454,1.421999286,,0.014,0.013,2.9939,1.096576885,,0.018,0.017,3.9151,1.364840872,,0.018,0.017,3.9151,1.364840872,,0.015,0.014,3.2242,1.170684857,,0.026,0.025,5.7575,1.750503353,,0.018,0.017,3.9151,1.364840872,
361,0.001,0.016,0.015,3.4545,1.239677729,,0.019,0.018,4.1454,1.421999286,,0.014,0.013,2.9939,1.096576885,,0.017,0.016,3.6848,1.30421625,,0.017,0.016,3.6848,1.30421625,,0.014,0.013,2.9939,1.096576885,,0.026,0.025,5.7575,1.750503353,,0.018,0.017,3.9151,1.364840872,
362,0.001,0.015,0.014,3.2242,1.170684857,,0.019,0.018,4.1454,1.421999286,,0.013,0.012,2.7636,1.016534178,,0.017,0.016,3.6848,1.30421625,,0.017,0.016,3.6848,1.30421625,,0.014,0.013,2.9939,1.096576885,,0.026,0.025,5.7575,1.750503353,,0.018,0.017,3.9151,1.364840872,
363,0.001,0.015,0.014,3.2242,1.170684857,,0.019,0.018,4.1454,1.421999286,,0.013,0.012,2.7636,1.016534178,,0.017,0.016,3.6848,1.30421625,,0.017,0.016,3.6848,1.30421625,,0.014,0.013,2.9939,1.096576885,,0.026,0.025,5.7575,1.750503353,,0.018,0.017,3.9151,1.364840872,
364,0.001,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.013,0.012,2.7636,1.016534178,,0.017,0.016,3.6848,1.30421625,,0.017,0.016,3.6848,1.30421625,,0.014,0.013,2.9939,1.096576885,,0.025,0.024,5.5272,1.709681358,,0.018,0.017,3.9151,1.364840872,
365,0.001,0.016,0.015,3.4545,1.239677729,,0.018,0.017,3.9151,1.364840872,,0.013,0.012,2.7636,1.016534178,,0.017,0.016,3.6848,1.30421625,,0.017,0.016,3.6848,1.30421625,,0.014,0.013,2.9939,1.096576885,,0.025,0.024,5.5272,1.709681358,,0.018,0.017,3.9151,1.364840872,
366,0.001,0.016,0.015,3.4545,1.239677729,,0.018,0.017,3.9151,1.364840872,,0.013,0.012,2.7636,1.016534178,,0.017,0.016,3.6848,1.30421625,,0.017,0.016,3.6848,1.30421625,,0.014,0.013,2.9939,1.096576885,,0.025,0.024,5.5272,1.709681358,,0.018,0.017,3.9151,1.364840872,
367,0.001,0.016,0.015,3.4545,1.239677729,,0.018,0.017,3.9151,1.364840872,,0.013,0.012,2.7636,1.016534178,,0.017,0.016,3.6848,1.30421625,,0.017,0.016,3.6848,1.30421625,,0.014,0.013,2.9939,1.096576885,,0.025,0.024,5.5272,1.709681358,,0.018,0.017,3.9151,1.364840872,
368,0.001,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.013,0.012,2.7636,1.016534178,,0.016,0.015,3.4545,1.239677729,,0.017,0.016,3.6848,1.30421625,,0.014,0.013,2.9939,1.096576885,,0.025,0.024,5.5272,1.709681358,,0.017,0.016,3.6848,1.30421625,
369,0.001,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.013,0.012,2.7636,1.016534178,,0.016,0.015,3.4545,1.239677729,,0.016,0.015,3.4545,1.239677729,,0.013,0.012,2.7636,1.016534178,,0.025,0.024,5.5272,1.709681358,,0.017,0.016,3.6848,1.30421625,
370,0.001,0.015,0.014,3.2242,1.170684857,,0.018,0.017,3.9151,1.364840872,,0.013,0.012,2.7636,1.016534178,,0.016,0.015,3.4545,1.239677729,,0.016,0.015,3.4545,1.239677729,,0.013,0.012,2.7636,1.016534178,,0.024,0.023,5.2969,1.667121744,,0.017,0.016,3.6848,1.30421625,
371,0.001,0.015,0.014,3.2242,1.170684857,,0.017,0.016,3.6848,1.30421625,,0.012,0.011,2.5333,0.929522801,,0.016,0.015,3.4545,1.239677729,,0.016,0.015,3.4545,1.239677729,,0.013,0.012,2.7636,1.016534178,,0.024,0.023,5.2969,1.667121744,,0.017,0.016,3.6848,1.30421625,
372,0.001,0.015,0.014,3.2242,1.170684857,,0.017,0.016,3.6848,1.30421625,,0.012,0.011,2.5333,0.929522801,,0.016,0.015,3.4545,1.239677729,,0.016,0.015,3.4545,1.239677729,,0.012,0.011,2.5333,0.929522801,,0.024,0.023,5.2969,1.667121744,,0.017,0.016,3.6848,1.30421625,
373,0.001,0.015,0.014,3.2242,1.170684857,,0.017,0.016,3.6848,1.30421625,,0.012,0.011,2.5333,0.929522801,,0.015,0.014,3.2242,1.170684857,,0.016,0.015,3.4545,1.239677729,,0.012,0.011,2.5333,0.929522801,,0.024,0.023,5.2969,1.667121744,,0.017,0.016,3.6848,1.30421625,
374,0.001,0.015,0.014,3.2242,1.170684857,,0.017,0.016,3.6848,1.30421625,,0.012,0.011,2.5333,0.929522801,,0.015,0.014,3.2242,1.170684857,,0.016,0.015,3.4545,1.239677729,,0.012,0.011,2.5333,0.929522801,,0.024,0.023,5.2969,1.667121744,,0.016,0.015,3.4545,1.239677729,
375,0.001,0.015,0.014,3.2242,1.170684857,,0.017,0.016,3.6848,1.30421625,,0.012,0.011,2.5333,0.929522801,,0.016,0.015,3.4545,1.239677729,,0.016,0.015,3.4545,1.239677729,,0.012,0.011,2.5333,0.929522801,,0.024,0.023,5.2969,1.667121744,,0.017,0.016,3.6848,1.30421625,
376,0.001,0.015,0.014,3.2242,1.170684857,,0.017,0.016,3.6848,1.30421625,,0.012,0.011,2.5333,0.929522801,,0.015,0.014,3.2242,1.170684857,,0.016,0.015,3.4545,1.239677729,,0.012,0.011,2.5333,0.929522801,,0.023,0.022,5.0666,1.622669981,,0.016,0.015,3.4545,1.239677729,
377,0.001,0.015,0.014,3.2242,1.170684857,,0.016,0.015,3.4545,1.239677729,,0.012,0.011,2.5333,0.929522801,,0.015,0.014,3.2242,1.170684857,,0.015,0.014,3.2242,1.170684857,,0.012,0.011,2.5333,0.929522801,,0.023,0.022,5.0666,1.622669981,,0.016,0.015,3.4545,1.239677729,
378,0.001,0.015,0.014,3.2242,1.170684857,,0.016,0.015,3.4545,1.239677729,,0.012,0.011,2.5333,0.929522801,,0.015,0.014,3.2242,1.170684857,,0.015,0.014,3.2242,1.170684857,,0.012,0.011,2.5333,0.929522801,,0.023,0.022,5.0666,1.622669981,,0.016,0.015,3.4545,1.239677729,
379,0.001,0.014,0.013,2.9939,1.096576885,,0.016,0.015,3.4545,1.239677729,,0.012,0.011,2.5333,0.929522801,,0.015,0.014,3.2242,1.170684857,,0.015,0.014,3.2242,1.170684857,,0.011,0.01,2.303,0.834212621,,0.023,0.022,5.0666,1.622669981,,0.016,0.015,3.4545,1.239677729,
380,0.001,0.014,0.013,2.9939,1.096576885,,0.016,0.015,3.4545,1.239677729,,0.012,0.011,2.5333,0.929522801,,0.015,0.014,3.2242,1.170684857,,0.015,0.014,3.2242,1.170684857,,0.011,0.01,2.303,0.834212621,,0.023,0.022,5.0666,1.622669981,,0.016,0.015,3.4545,1.239677729,
381,0.001,0.014,0.013,2.9939,1.096576885,,0.016,0.015,3.4545,1.239677729,,0.011,0.01,2.303,0.834212621,,0.015,0.014,3.2242,1.170684857,,0.015,0.014,3.2242,1.170684857,,0.011,0.01,2.303,0.834212621,,0.023,0.022,5.0666,1.622669981,,0.016,0.015,3.4545,1.239677729,
382,0.001,0.014,0.013,2.9939,1.096576885,,0.016,0.015,3.4545,1.239677729,,0.011,0.01,2.303,0.834212621,,0.014,0.013,2.9939,1.096576885,,0.015,0.014,3.2242,1.170684857,,0.011,0.01,2.303,0.834212621,,0.023,0.022,5.0666,1.622669981,,0.016,0.015,3.4545,1.239677729,
383,0.001,0.014,0.013,2.9939,1.096576885,,0.016,0.015,3.4545,1.239677729,,0.011,0.01,2.303,0.834212621,,0.014,0.013,2.9939,1.096576885,,0.015,0.014,3.2242,1.170684857,,0.011,0.01,2.303,0.834212621,,0.022,0.021,4.8363,1.576149966,,0.015,0.014,3.2242,1.170684857,
384,0.001,0.014,0.013,2.9939,1.096576885,,0.015,0.014,3.2242,1.170684857,,0.011,0.01,2.303,0.834212621,,0.014,0.013,2.9939,1.096576885,,0.014,0.013,2.9939,1.096576885,,0.011,0.01,2.303,0.834212621,,0.022,0.021,4.8363,1.576149966,,0.015,0.014,3.2242,1.170684857,
385,0.001,0.014,0.013,2.9939,1.096576885,,0.015,0.014,3.2242,1.170684857,,0.011,0.01,2.303,0.834212621,,0.014,0.013,2.9939,1.096576885,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,,0.022,0.021,4.8363,1.576149966,,0.015,0.014,3.2242,1.170684857,
386,0.001,0.014,0.013,2.9939,1.096576885,,0.015,0.014,3.2242,1.170684857,,0.011,0.01,2.303,0.834212621,,0.014,0.013,2.9939,1.096576885,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,,0.022,0.021,4.8363,1.576149966,,0.015,0.014,3.2242,1.170684857,
387,0.001,0.014,0.013,2.9939,1.096576885,,0.015,0.014,3.2242,1.170684857,,0.011,0.01,2.303,0.834212621,,0.014,0.013,2.9939,1.096576885,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,,0.022,0.021,4.8363,1.576149966,,0.015,0.014,3.2242,1.170684857,
388,0.001,0.013,0.012,2.7636,1.016534178,,0.015,0.014,3.2242,1.170684857,,0.01,0.009,2.0727,0.728852105,,0.013,0.012,2.7636,1.016534178,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,,0.021,0.02,4.606,1.527359801,,0.015,0.014,3.2242,1.170684857,
389,0.001,0.013,0.012,2.7636,1.016534178,,0.015,0.014,3.2242,1.170684857,,0.01,0.009,2.0727,0.728852105,,0.013,0.012,2.7636,1.016534178,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,,0.021,0.02,4.606,1.527359801,,0.015,0.014,3.2242,1.170684857,
390,0.001,0.013,0.012,2.7636,1.016534178,,0.015,0.014,3.2242,1.170684857,,0.01,0.009,2.0727,0.728852105,,0.013,0.012,2.7636,1.016534178,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,,0.021,0.02,4.606,1.527359801,,0.015,0.014,3.2242,1.170684857,
391,0.001,0.013,0.012,2.7636,1.016534178,,0.015,0.014,3.2242,1.170684857,,0.01,0.009,2.0727,0.728852105,,0.013,0.012,2.7636,1.016534178,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,,0.021,0.02,4.606,1.527359801,,0.015,0.014,3.2242,1.170684857,
392,0.001,0.013,0.012,2.7636,1.016534178,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,,0.013,0.012,2.7636,1.016534178,,0.014,0.013,2.9939,1.096576885,,0.009,0.008,1.8424,0.61106907,,0.021,0.02,4.606,1.527359801,,0.014,0.013,2.9939,1.096576885,
393,0.001,0.013,0.012,2.7636,1.016534178,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,,0.013,0.012,2.7636,1.016534178,,0.013,0.012,2.7636,1.016534178,,0.009,0.008,1.8424,0.61106907,,0.021,0.02,4.606,1.527359801,,0.014,0.013,2.9939,1.096576885,
394,0.001,0.013,0.012,2.7636,1.016534178,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,,0.013,0.012,2.7636,1.016534178,,0.013,0.012,2.7636,1.016534178,,0.009,0.008,1.8424,0.61106907,,0.021,0.02,4.606,1.527359801,,0.014,0.013,2.9939,1.096576885,
395,0.001,0.013,0.012,2.7636,1.016534178,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,,0.013,0.012,2.7636,1.016534178,,0.013,0.012,2.7636,1.016534178,,0.009,0.008,1.8424,0.61106907,,0.021,0.02,4.606,1.527359801,,0.014,0.013,2.9939,1.096576885,
396,0.001,0.013,0.012,2.7636,1.016534178,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,,0.013,0.012,2.7636,1.016534178,,0.013,0.012,2.7636,1.016534178,,0.009,0.008,1.8424,0.61106907,,0.02,0.019,4.3757,1.476066507,,0.014,0.013,2.9939,1.096576885,
397,0.001,0.013,0.012,2.7636,1.016534178,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,,0.013,0.012,2.7636,1.016534178,,0.013,0.012,2.7636,1.016534178,,0.009,0.008,1.8424,0.61106907,,0.02,0.019,4.3757,1.476066507,,0.014,0.013,2.9939,1.096576885,
398,0.001,0.013,0.012,2.7636,1.016534178,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,,0.013,0.012,2.7636,1.016534178,,0.013,0.012,2.7636,1.016534178,,0.009,0.008,1.8424,0.61106907,,0.02,0.019,4.3757,1.476066507,,0.014,0.013,2.9939,1.096576885,
399,0.001,0.013,0.012,2.7636,1.016534178,,0.014,0.013,2.9939,1.096576885,,0.01,0.009,2.0727,0.728852105,,0.012,0.011,2.5333,0.929522801,,0.013,0.012,2.7636,1.016534178,,0.009,0.008,1.8424,0.61106907,,0.02,0.019,4.3757,1.476066507,,0.014,0.013,2.9939,1.096576885,
400,0.001,0.012,0.011,2.5333,0.929522801,,0.013,0.012,2.7636,1.016534178,,0.009,0.008,1.8424,0.61106907,,0.012,0.011,2.5333,0.929522801,,0.013,0.012,2.7636,1.016534178,,0.008,0.007,1.6121,0.477537677,,0.02,0.019,4.3757,1.476066507,,0.014,0.013,2.9939,1.096576885,
401,0.001,0.012,0.011,2.5333,0.929522801,,0.013,0.012,2.7636,1.016534178,,0.009,0.008,1.8424,0.61106907,,0.012,0.011,2.5333,0.929522801,,0.013,0.012,2.7636,1.016534178,,0.008,0.007,1.6121,0.477537677,,0.02,0.019,4.3757,1.476066507,,0.014,0.013,2.9939,1.096576885,
402,0.001,0.012,0.011,2.5333,0.929522801,,0.013,0.012,2.7636,1.016534178,,0.009,0.008,1.8424,0.61106907,,0.012,0.011,2.5333,0.929522801,,0.013,0.012,2.7636,1.016534178,,0.008,0.007,1.6121,0.477537677,,0.02,0.019,4.3757,1.476066507,,0.014,0.013,2.9939,1.096576885,
403,0.001,0.012,0.011,2.5333,0.929522801,,0.013,0.012,2.7636,1.016534178,,0.009,0.008,1.8424,0.61106907,,0.012,0.011,2.5333,0.929522801,,0.013,0.012,2.7636,1.016534178,,0.008,0.007,1.6121,0.477537677,,0.02,0.019,4.3757,1.476066507,,0.013,0.012,2.7636,1.016534178,
404,0.001,0.012,0.011,2.5333,0.929522801,,0.013,0.012,2.7636,1.016534178,,0.009,0.008,1.8424,0.61106907,,0.012,0.011,2.5333,0.929522801,,0.012,0.011,2.5333,0.929522801,,0.008,0.007,1.6121,0.477537677,,0.019,0.018,4.1454,1.421999286,,0.013,0.012,2.7636,1.016534178,
405,0.001,0.012,0.011,2.5333,0.929522801,,0.013,0.012,2.7636,1.016534178,,0.009,0.008,1.8424,0.61106907,,0.012,0.011,2.5333,0.929522801,,0.012,0.011,2.5333,0.929522801,,0.008,0.007,1.6121,0.477537677,,0.019,0.018,4.1454,1.421999286,,0.013,0.012,2.7636,1.016534178,
406,0.001,0.012,0.011,2.5333,0.929522801,,0.013,0.012,2.7636,1.016534178,,0.009,0.008,1.8424,0.61106907,,0.012,0.011,2.5333,0.929522801,,0.012,0.011,2.5333,0.929522801,,0.008,0.007,1.6121,0.477537677,,0.019,0.018,4.1454,1.421999286,,0.013,0.012,2.7636,1.016534178,
407,0.001,0.012,0.011,2.5333,0.929522801,,0.013,0.012,2.7636,1.016534178,,0.009,0.008,1.8424,0.61106907,,0.012,0.011,2.5333,0.929522801,,0.012,0.011,2.5333,0.929522801,,0.008,0.007,1.6121,0.477537677,,0.019,0.018,4.1454,1.421999286,,0.013,0.012,2.7636,1.016534178,
408,0.001,0.012,0.011,2.5333,0.929522801,,0.013,0.012,2.7636,1.016534178,,0.009,0.008,1.8424,0.61106907,,0.011,0.01,2.303,0.834212621,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,1.3818,0.323386997,,0.019,0.018,4.1454,1.421999286,,0.013,0.012,2.7636,1.016534178,
409,0.001,0.012,0.011,2.5333,0.929522801,,0.013,0.012,2.7636,1.016534178,,0.009,0.008,1.8424,0.61106907,,0.011,0.01,2.303,0.834212621,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,1.3818,0.323386997,,0.019,0.018,4.1454,1.421999286,,0.013,0.012,2.7636,1.016534178,
410,0.001,0.012,0.011,2.5333,0.929522801,,0.012,0.011,2.5333,0.929522801,,0.009,0.008,1.8424,0.61106907,,0.011,0.01,2.303,0.834212621,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,1.3818,0.323386997,,0.019,0.018,4.1454,1.421999286,,0.013,0.012,2.7636,1.016534178,
411,0.001,0.012,0.011,2.5333,0.929522801,,0.012,0.011,2.5333,0.929522801,,0.009,0.008,1.8424,0.61106907,,0.011,0.01,2.303,0.834212621,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,1.3818,0.323386997,,0.019,0.018,4.1454,1.421999286,,0.013,0.012,2.7636,1.016534178,
412,0.001,0.012,0.011,2.5333,0.929522801,,0.012,0.011,2.5333,0.929522801,,0.008,0.007,1.6121,0.477537677,,0.011,0.01,2.303,0.834212621,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,1.3818,0.323386997,,0.019,0.018,4.1454,1.421999286,,0.013,0.012,2.7636,1.016534178,
413,0.001,0.011,0.01,2.303,0.834212621,,0.012,0.011,2.5333,0.929522801,,0.008,0.007,1.6121,0.477537677,,0.011,0.01,2.303,0.834212621,,0.012,0.011,2.5333,0.929522801,,0.007,0.006,1.3818,0.323386997,,0.018,0.017,3.9151,1.364840872,,0.013,0.012,2.7636,1.016534178,
414,0.001,0.011,0.01,2.303,0.834212621,,0.012,0.011,2.5333,0.929522801,,0.008,0.007,1.6121,0.477537677,,0.011,0.01,2.303,0.834212621,,0.011,0.01,2.303,0.834212621,,0.007,0.006,1.3818,0.323386997,,0.018,0.017,3.9151,1.364840872,,0.012,0.011,2.5333,0.929522801,
415,0.001,0.011,0.01,2.303,0.834212621,,0.012,0.011,2.5333,0.929522801,,0.008,0.007,1.6121,0.477537677,,0.011,0.01,2.303,0.834212621,,0.011,0.01,2.303,0.834212621,,0.007,0.006,1.3818,0.323386997,,0.018,0.017,3.9151,1.364840872,,0.013,0.012,2.7636,1.016534178,
416,0.001,0.011,0.01,2.303,0.834212621,,0.012,0.011,2.5333,0.929522801,,0.008,0.007,1.6121,0.477537677,,0.011,0.01,2.303,0.834212621,,0.011,0.01,2.303,0.834212621,,0.007,0.006,1.3818,0.323386997,,0.018,0.017,3.9151,1.364840872,,0.012,0.011,2.5333,0.929522801,
417,0.001,0.011,0.01,2.303,0.834212621,,0.012,0.011,2.5333,0.929522801,,0.008,0.007,1.6121,0.477537677,,0.011,0.01,2.303,0.834212621,,0.011,0.01,2.303,0.834212621,,0.007,0.006,1.3818,0.323386997,,0.018,0.017,3.9151,1.364840872,,0.012,0.011,2.5333,0.929522801,
418,0.001,0.011,0.01,2.303,0.834212621,,0.012,0.011,2.5333,0.929522801,,0.008,0.007,1.6121,0.477537677,,0.011,0.01,2.303,0.834212621,,0.011,0.01,2.303,0.834212621,,0.007,0.006,1.3818,0.323386997,,0.018,0.017,3.9151,1.364840872,,0.012,0.011,2.5333,0.929522801,
419,0.001,0.011,0.01,2.303,0.834212621,,0.012,0.011,2.5333,0.929522801,,0.008,0.007,1.6121,0.477537677,,0.01,0.009,2.0727,0.728852105,,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.018,0.017,3.9151,1.364840872,,0.012,0.011,2.5333,0.929522801,
420,0.001,0.011,0.01,2.303,0.834212621,,0.012,0.011,2.5333,0.929522801,,0.008,0.007,1.6121,0.477537677,,0.01,0.009,2.0727,0.728852105,,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.018,0.017,3.9151,1.364840872,,0.012,0.011,2.5333,0.929522801,
421,0.001,0.011,0.01,2.303,0.834212621,,0.011,0.01,2.303,0.834212621,,0.008,0.007,1.6121,0.477537677,,0.01,0.009,2.0727,0.728852105,,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.018,0.017,3.9151,1.364840872,,0.012,0.011,2.5333,0.929522801,
422,0.001,0.011,0.01,2.303,0.834212621,,0.011,0.01,2.303,0.834212621,,0.008,0.007,1.6121,0.477537677,,0.01,0.009,2.0727,0.728852105,,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.018,0.017,3.9151,1.364840872,,0.012,0.011,2.5333,0.929522801,
423,0.001,0.011,0.01,2.303,0.834212621,,0.011,0.01,2.303,0.834212621,,0.008,0.007,1.6121,0.477537677,,0.01,0.009,2.0727,0.728852105,,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.017,0.016,3.6848,1.30421625,,0.012,0.011,2.5333,0.929522801,
424,0.001,0.011,0.01,2.303,0.834212621,,0.011,0.01,2.303,0.834212621,,0.008,0.007,1.6121,0.477537677,,0.01,0.009,2.0727,0.728852105,,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.017,0.016,3.6848,1.30421625,,0.012,0.011,2.5333,0.929522801,
425,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.017,0.017,3.9151,1.364840872,,0.012,0.012,2.7636,1.016534178,
426,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.017,0.017,3.9151,1.364840872,,0.012,0.012,2.7636,1.016534178,
