,Blank,F22Jul19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F22Jul19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F22Jul19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F22Jul19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F22Jul19_9R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
697,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,
698,0,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,
699,0,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,
700,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,
701,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,
702,0,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
703,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
704,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
705,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
706,0,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
707,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
708,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
709,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
710,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
711,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
712,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
713,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
714,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
715,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
716,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
717,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
718,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
719,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
720,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
721,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
722,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
723,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
724,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
725,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
726,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
727,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
728,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,
729,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,
730,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,
731,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,
732,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,
733,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,
734,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,
735,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,
736,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,
737,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,
738,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,
739,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,
740,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,
741,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,
742,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,
743,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,
744,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,
745,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,
746,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,
747,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,
748,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,
749,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,
750,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,
751,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,
752,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,
753,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,
754,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,
755,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,
756,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,
757,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,
758,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,4.1454,1.421999286,
759,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,
760,0.001,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.006,0.005,1.1515,0.14106544,,0.022,0.021,4.8363,1.576149966,,0.011,0.01,4.606,1.527359801,
761,0,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,
762,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.021,0.021,4.8363,1.576149966,,0.01,0.01,4.606,1.527359801,
763,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,
764,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,
765,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,
766,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,
767,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,
768,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,
769,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,
770,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
771,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,
772,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,
773,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,
774,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,
775,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,
776,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
777,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,
778,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,
779,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,
780,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,
781,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
782,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
783,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
784,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,
785,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,
786,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,
787,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
788,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
789,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
790,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
791,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,
792,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.01,0.01,4.606,1.527359801,
793,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
794,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
795,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
796,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
797,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
798,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
799,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
800,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
801,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
802,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
803,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
804,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
805,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
806,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
807,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
808,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
809,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
810,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
811,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
812,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
813,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
814,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
815,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
816,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
817,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
818,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
819,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
820,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
821,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
822,0,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
823,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
824,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
825,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
826,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
827,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
828,0,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,
