,Blank,F22Jul19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F22Jul19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F22Jul19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F22Jul19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F22Jul19_9R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
431,0,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.048,0.048,11.0544,2.402828539,,0.021,0.021,9.6726,2.269297146,
432,0,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.048,0.048,11.0544,2.402828539,,0.021,0.021,9.6726,2.269297146,
433,0,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.047,0.047,10.8241,2.38177513,,0.021,0.021,9.6726,2.269297146,
434,0,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.047,0.047,10.8241,2.38177513,,0.021,0.021,9.6726,2.269297146,
435,0,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.047,0.047,10.8241,2.38177513,,0.021,0.021,9.6726,2.269297146,
436,0,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.047,0.047,10.8241,2.38177513,,0.02,0.02,9.212,2.220506982,
437,0,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.047,0.047,10.8241,2.38177513,,0.02,0.02,9.212,2.220506982,
438,0,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.046,0.046,10.5938,2.360268924,,0.02,0.02,9.212,2.220506982,
439,0,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.046,0.046,10.5938,2.360268924,,0.02,0.02,9.212,2.220506982,
440,0,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.011,0.011,2.5333,0.929522801,,0.046,0.046,10.5938,2.360268924,,0.02,0.02,9.212,2.220506982,
441,0,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,,0.046,0.046,10.5938,2.360268924,,0.02,0.02,9.212,2.220506982,
442,0,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,,0.045,0.045,10.3635,2.338290018,,0.02,0.02,9.212,2.220506982,
443,0,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,,0.045,0.045,10.3635,2.338290018,,0.02,0.02,9.212,2.220506982,
444,0,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,,0.045,0.045,10.3635,2.338290018,,0.02,0.02,9.212,2.220506982,
445,0,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,,0.045,0.045,10.3635,2.338290018,,0.019,0.019,8.7514,2.169213688,
446,0,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,,0.045,0.045,10.3635,2.338290018,,0.019,0.019,8.7514,2.169213688,
447,0,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,,0.044,0.044,10.1332,2.315817162,,0.019,0.019,8.7514,2.169213688,
448,0,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,,0.044,0.044,10.1332,2.315817162,,0.019,0.019,8.7514,2.169213688,
449,0,0.014,0.014,3.2242,1.170684857,,0.007,0.007,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,,0.044,0.044,10.1332,2.315817162,,0.019,0.019,8.7514,2.169213688,
450,0,0.013,0.013,2.9939,1.096576885,,0.007,0.007,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,,0.044,0.044,10.1332,2.315817162,,0.019,0.019,8.7514,2.169213688,
451,0,0.013,0.013,2.9939,1.096576885,,0.007,0.007,3.2242,1.170684857,,0.01,0.01,2.303,0.834212621,,0.044,0.044,10.1332,2.315817162,,0.019,0.019,8.7514,2.169213688,
452,0,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.044,0.044,10.1332,2.315817162,,0.019,0.019,8.7514,2.169213688,
453,0,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.043,0.043,9.9029,2.292827644,,0.019,0.019,8.7514,2.169213688,
454,0,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.043,0.043,9.9029,2.292827644,,0.019,0.019,8.7514,2.169213688,
455,0,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.043,0.043,9.9029,2.292827644,,0.019,0.019,8.7514,2.169213688,
456,0,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.043,0.043,9.9029,2.292827644,,0.019,0.019,8.7514,2.169213688,
457,0,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.043,0.043,9.9029,2.292827644,,0.019,0.019,8.7514,2.169213688,
458,0,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.042,0.042,9.6726,2.269297146,,0.019,0.019,8.7514,2.169213688,
459,0,0.013,0.013,2.9939,1.096576885,,0.006,0.006,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.042,0.042,9.6726,2.269297146,,0.018,0.018,8.2908,2.115146466,
460,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.042,0.042,9.6726,2.269297146,,0.018,0.018,8.2908,2.115146466,
461,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.042,0.042,9.6726,2.269297146,,0.018,0.018,8.2908,2.115146466,
462,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.042,0.042,9.6726,2.269297146,,0.018,0.018,8.2908,2.115146466,
463,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.042,0.042,9.6726,2.269297146,,0.018,0.018,8.2908,2.115146466,
464,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.041,0.041,9.4423,2.245199595,,0.018,0.018,8.2908,2.115146466,
465,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.041,0.041,9.4423,2.245199595,,0.018,0.018,8.2908,2.115146466,
466,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.041,0.041,9.4423,2.245199595,,0.018,0.018,8.2908,2.115146466,
467,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.041,0.041,9.4423,2.245199595,,0.018,0.018,8.2908,2.115146466,
468,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.041,0.041,9.4423,2.245199595,,0.018,0.018,8.2908,2.115146466,
469,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.041,0.041,9.4423,2.245199595,,0.018,0.018,8.2908,2.115146466,
470,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.041,0.041,9.4423,2.245199595,,0.018,0.018,8.2908,2.115146466,
471,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.041,0.041,9.4423,2.245199595,,0.018,0.018,8.2908,2.115146466,
472,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.041,0.041,9.4423,2.245199595,,0.018,0.018,8.2908,2.115146466,
473,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.04,0.04,9.212,2.220506982,,0.018,0.018,8.2908,2.115146466,
474,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.04,0.04,9.212,2.220506982,,0.017,0.017,7.8302,2.057988052,
475,0,0.012,0.012,2.7636,1.016534178,,0.006,0.006,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.04,0.04,9.212,2.220506982,,0.017,0.017,7.8302,2.057988052,
476,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.04,0.04,9.212,2.220506982,,0.017,0.017,7.8302,2.057988052,
477,0,0.011,0.011,2.5333,0.929522801,,0.006,0.006,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.04,0.04,9.212,2.220506982,,0.017,0.017,7.8302,2.057988052,
478,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.04,0.04,9.212,2.220506982,,0.017,0.017,7.8302,2.057988052,
479,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.04,0.04,9.212,2.220506982,,0.017,0.017,7.8302,2.057988052,
480,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.039,0.039,8.9817,2.195189174,,0.017,0.017,7.8302,2.057988052,
481,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.039,0.039,8.9817,2.195189174,,0.017,0.017,7.8302,2.057988052,
482,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.039,0.039,8.9817,2.195189174,,0.017,0.017,7.8302,2.057988052,
483,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.039,0.039,8.9817,2.195189174,,0.017,0.017,7.8302,2.057988052,
484,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.039,0.039,8.9817,2.195189174,,0.017,0.017,7.8302,2.057988052,
485,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.039,0.039,8.9817,2.195189174,,0.017,0.017,7.8302,2.057988052,
486,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.039,0.039,8.9817,2.195189174,,0.017,0.017,7.8302,2.057988052,
487,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.038,0.038,8.7514,2.169213688,,0.017,0.017,7.8302,2.057988052,
488,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.038,0.038,8.7514,2.169213688,,0.017,0.017,7.8302,2.057988052,
489,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.038,0.038,8.7514,2.169213688,,0.016,0.016,7.3696,1.997363431,
490,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.038,0.038,8.7514,2.169213688,,0.016,0.016,7.3696,1.997363431,
491,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.038,0.038,8.7514,2.169213688,,0.016,0.016,7.3696,1.997363431,
492,0,0.011,0.011,2.5333,0.929522801,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.038,0.038,8.7514,2.169213688,,0.016,0.016,7.3696,1.997363431,
493,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.037,0.037,8.5211,2.14254544,,0.016,0.016,7.3696,1.997363431,
494,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.037,0.037,8.5211,2.14254544,,0.016,0.016,7.3696,1.997363431,
495,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.037,0.037,8.5211,2.14254544,,0.016,0.016,7.3696,1.997363431,
496,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.037,0.037,8.5211,2.14254544,,0.016,0.016,7.3696,1.997363431,
497,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.037,0.037,8.5211,2.14254544,,0.016,0.016,7.3696,1.997363431,
498,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.037,0.037,8.5211,2.14254544,,0.016,0.016,7.3696,1.997363431,
499,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.037,0.037,8.5211,2.14254544,,0.016,0.016,7.3696,1.997363431,
500,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.037,0.037,8.5211,2.14254544,,0.016,0.016,7.3696,1.997363431,
501,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.036,0.036,8.2908,2.115146466,,0.016,0.016,7.3696,1.997363431,
502,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.036,0.036,8.2908,2.115146466,,0.016,0.016,7.3696,1.997363431,
503,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.036,0.036,8.2908,2.115146466,,0.016,0.016,7.3696,1.997363431,
504,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.036,0.036,8.2908,2.115146466,,0.016,0.016,7.3696,1.997363431,
505,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.036,0.036,8.2908,2.115146466,,0.016,0.016,7.3696,1.997363431,
506,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.036,0.036,8.2908,2.115146466,,0.016,0.016,7.3696,1.997363431,
507,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.036,0.036,8.2908,2.115146466,,0.015,0.015,6.909,1.93282491,
508,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.036,0.036,8.2908,2.115146466,,0.015,0.015,6.909,1.93282491,
509,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.035,0.035,8.0605,2.086975589,,0.015,0.015,6.909,1.93282491,
510,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.035,0.035,8.0605,2.086975589,,0.015,0.015,6.909,1.93282491,
511,0,0.01,0.01,2.303,0.834212621,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.035,0.035,8.0605,2.086975589,,0.015,0.015,6.909,1.93282491,
512,0,0.009,0.009,2.0727,0.728852105,,0.005,0.005,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.035,0.035,8.0605,2.086975589,,0.015,0.015,6.909,1.93282491,
513,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.035,0.035,8.0605,2.086975589,,0.015,0.015,6.909,1.93282491,
514,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.035,0.035,8.0605,2.086975589,,0.015,0.015,6.909,1.93282491,
515,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.035,0.035,8.0605,2.086975589,,0.015,0.015,6.909,1.93282491,
516,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.035,0.035,8.0605,2.086975589,,0.015,0.015,6.909,1.93282491,
517,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.015,0.015,6.909,1.93282491,
518,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.015,0.015,6.909,1.93282491,
519,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.015,0.015,6.909,1.93282491,
520,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.015,0.015,6.909,1.93282491,
521,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.014,0.014,6.4484,1.863832038,
522,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.014,0.014,6.4484,1.863832038,
523,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.014,0.014,6.4484,1.863832038,
524,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.014,0.014,6.4484,1.863832038,
525,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.034,0.034,7.8302,2.057988052,,0.014,0.014,6.4484,1.863832038,
526,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.014,0.014,6.4484,1.863832038,
527,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.014,0.014,6.4484,1.863832038,
528,0,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.014,0.014,6.4484,1.863832038,
529,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.014,0.014,6.4484,1.863832038,
530,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.014,0.014,6.4484,1.863832038,
531,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.014,0.014,6.4484,1.863832038,
532,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.014,0.014,6.4484,1.863832038,
533,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.014,0.014,6.4484,1.863832038,
534,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.014,0.014,6.4484,1.863832038,
535,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.014,0.014,6.4484,1.863832038,
536,0.001,0.009,0.008,1.8424,0.61106907,,0.005,0.004,1.8424,0.61106907,,0.008,0.007,1.6121,0.477537677,,0.034,0.033,7.5999,2.028135089,,0.015,0.014,6.4484,1.863832038,
537,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.033,0.033,7.5999,2.028135089,,0.014,0.014,6.4484,1.863832038,
538,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.013,0.013,5.9878,1.789724066,
539,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.013,0.013,5.9878,1.789724066,
540,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.013,0.013,5.9878,1.789724066,
541,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.013,0.013,5.9878,1.789724066,
542,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.013,0.013,5.9878,1.789724066,
543,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.013,0.013,5.9878,1.789724066,
544,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.013,0.013,5.9878,1.789724066,
545,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.013,0.013,5.9878,1.789724066,
546,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.013,0.013,5.9878,1.789724066,
547,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.013,0.013,5.9878,1.789724066,
548,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.032,0.032,7.3696,1.997363431,,0.013,0.013,5.9878,1.789724066,
549,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.031,0.031,7.1393,1.965614732,,0.013,0.013,5.9878,1.789724066,
550,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.031,0.031,7.1393,1.965614732,,0.013,0.013,5.9878,1.789724066,
551,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.031,0.031,7.1393,1.965614732,,0.013,0.013,5.9878,1.789724066,
552,0,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.031,0.031,7.1393,1.965614732,,0.013,0.013,5.9878,1.789724066,
553,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.031,0.031,7.1393,1.965614732,,0.013,0.013,5.9878,1.789724066,
554,0,0.008,0.008,1.8424,0.61106907,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.031,0.031,7.1393,1.965614732,,0.013,0.013,5.9878,1.789724066,
555,0,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.031,0.031,7.1393,1.965614732,,0.013,0.013,5.9878,1.789724066,
556,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.031,0.031,7.1393,1.965614732,,0.013,0.013,5.9878,1.789724066,
557,0,0.008,0.008,1.8424,0.61106907,,0.003,0.003,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.031,0.031,7.1393,1.965614732,,0.013,0.013,5.9878,1.789724066,
558,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.031,0.031,7.1393,1.965614732,,0.013,0.013,5.9878,1.789724066,
559,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.03,0.03,6.909,1.93282491,,0.012,0.012,5.5272,1.709681358,
560,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.03,0.03,6.909,1.93282491,,0.012,0.012,5.5272,1.709681358,
561,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.03,0.03,6.909,1.93282491,,0.012,0.012,5.5272,1.709681358,
562,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.03,0.03,6.909,1.93282491,,0.012,0.012,5.5272,1.709681358,
563,0,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.03,0.03,6.909,1.93282491,,0.012,0.012,5.5272,1.709681358,
