,Blank,F11Sep19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F11Sep19_5R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F4Oct19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F4Oct19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F4Oct19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F4Oct19_5R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F4Oct19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F8Nov19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_5R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F8Nov19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_9R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
743,0,0.014,0.014,3.2242,1.170684857,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
744,0,0.013,0.013,2.9939,1.096576885,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
745,0,0.013,0.013,2.9939,1.096576885,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.024,0.024,5.5272,1.709681358,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
746,0,0.013,0.013,2.9939,1.096576885,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
747,0,0.013,0.013,2.9939,1.096576885,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
748,0,0.013,0.013,2.9939,1.096576885,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
749,0,0.013,0.013,2.9939,1.096576885,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
750,0,0.013,0.013,2.9939,1.096576885,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
751,0,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
752,0,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
753,0,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
754,0,0.013,0.013,2.9939,1.096576885,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
755,0,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
756,0,0.013,0.013,2.9939,1.096576885,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
757,0,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
758,0,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
759,0,0.013,0.013,2.9939,1.096576885,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
760,0.001,0.014,0.013,2.9939,1.096576885,,0.005,0.004,1.8424,0.61106907,,0.001,0,0,#NUM!,,0,-0.001,-0.4606,#NUM!,,0.024,0.023,5.2969,1.667121744,,0.011,0.01,4.606,1.527359801,,0.002,0.001,0.2303,-1.468372472,,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.9212,-0.082078111,,0.003,0.002,0.4606,-0.775225292,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.003,0.002,0.9212,-0.082078111,
761,0,0.013,0.013,2.9939,1.096576885,,0.005,0.005,2.303,0.834212621,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
762,0,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
763,0,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
764,0,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
765,0,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
766,0,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
767,0,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
768,0,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
769,0,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
770,0,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
771,0,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
772,0,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
773,0,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,
774,0,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
775,0,0.012,0.012,2.7636,1.016534178,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
776,0,0.012,0.012,2.7636,1.016534178,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
777,0,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
778,0,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
779,0,0.013,0.013,2.9939,1.096576885,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
780,0,0.012,0.012,2.7636,1.016534178,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.023,0.023,5.2969,1.667121744,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
781,0,0.012,0.012,2.7636,1.016534178,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
782,0,0.012,0.012,2.7636,1.016534178,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
783,0,0.012,0.012,2.7636,1.016534178,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
784,0,0.012,0.012,2.7636,1.016534178,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
785,0,0.012,0.012,2.7636,1.016534178,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
786,0,0.012,0.012,2.7636,1.016534178,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
787,0,0.012,0.012,2.7636,1.016534178,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
788,0,0.012,0.012,2.7636,1.016534178,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
789,0,0.012,0.012,2.7636,1.016534178,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
790,0,0.012,0.012,2.7636,1.016534178,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
791,0,0.012,0.012,2.7636,1.016534178,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
792,0,0.012,0.012,2.7636,1.016534178,,0.004,0.004,1.8424,0.61106907,,-0.001,-0.001,-0.2303,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,4.606,1.527359801,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,
