,MilliQ,F16Oct19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F30Oct19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,F16Oct19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr,F30Oct19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Nov19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr,F16Oct19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,F30Oct19_5m_R1,A(CDOM),a(CDOM),ln(a),Sr,F8Nov19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,F23Oct19_Surf_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Nov19_Surf_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Nov19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,F23Oct19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F23Oct19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr
729,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
730,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
731,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
732,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
733,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
734,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
735,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
736,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
737,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
738,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
739,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
740,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
741,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
742,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
743,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
744,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
745,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
746,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
747,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
748,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
749,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
750,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
751,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
752,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
753,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
754,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
755,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
756,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
757,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
758,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
759,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
760,0.001,0.006,0.005,1.1515,0.14106544,,0.009,0.008,1.8424,0.61106907,,0.009,0.008,1.8424,0.61106907,,0.006,0.005,1.1515,0.14106544,,0.007,0.006,1.3818,0.323386997,,0.007,0.006,1.3818,0.323386997,,0.007,0.006,1.3818,0.323386997,,0.006,0.005,1.1515,0.14106544,,0.006,0.005,1.1515,0.14106544,,0.007,0.006,1.3818,0.323386997,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,
761,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
762,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
763,0,0.005,0.005,1.1515,0.14106544,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
764,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
765,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
766,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
767,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
768,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
769,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
770,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
771,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
772,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
773,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
774,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
775,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
776,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
777,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
778,0,0.006,0.006,1.3818,0.323386997,,0.008,0.008,1.8424,0.61106907,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.006,0.006,1.3818,0.323386997,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
