,MilliQ,F5Aug19_WET_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_Inf_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_Wet_R1,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_Wet_R2,A(CDOM),a(CDOM),ln(a),Sr,F29Apr19_101_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Apr19_50_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Apr19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Apr19_30_R1,A(CDOM),a(CDOM),ln(a),Sr
341,-0.002,0.042,0.044,10.1332,2.315817162,,0.023,0.025,5.7575,1.750503353,,0.043,0.045,10.3635,2.338290018,,0.027,0.029,6.6787,1.898923358,,0.011,0.013,2.9939,1.096576885,,0.014,0.016,3.6848,1.30421625,,0.011,0.013,2.9939,1.096576885,,0.014,0.016,3.6848,1.30421625,
342,-0.002,0.042,0.044,10.1332,2.315817162,,0.022,0.024,5.5272,1.709681358,,0.043,0.045,10.3635,2.338290018,,0.026,0.028,6.4484,1.863832038,,0.01,0.012,2.7636,1.016534178,,0.013,0.015,3.4545,1.239677729,,0.01,0.012,2.7636,1.016534178,,0.014,0.016,3.6848,1.30421625,
343,-0.002,0.041,0.043,9.9029,2.292827644,,0.022,0.024,5.5272,1.709681358,,0.043,0.045,10.3635,2.338290018,,0.026,0.028,6.4484,1.863832038,,0.011,0.013,2.9939,1.096576885,,0.014,0.016,3.6848,1.30421625,,0.01,0.012,2.7636,1.016534178,,0.014,0.016,3.6848,1.30421625,
344,-0.002,0.041,0.043,9.9029,2.292827644,,0.022,0.024,5.5272,1.709681358,,0.042,0.044,10.1332,2.315817162,,0.025,0.027,6.2181,1.827464394,,0.01,0.012,2.7636,1.016534178,,0.013,0.015,3.4545,1.239677729,,0.01,0.012,2.7636,1.016534178,,0.014,0.016,3.6848,1.30421625,
345,-0.002,0.041,0.043,9.9029,2.292827644,,0.022,0.024,5.5272,1.709681358,,0.042,0.044,10.1332,2.315817162,,0.025,0.027,6.2181,1.827464394,,0.01,0.012,2.7636,1.016534178,,0.013,0.015,3.4545,1.239677729,,0.01,0.012,2.7636,1.016534178,,0.013,0.015,3.4545,1.239677729,
346,-0.002,0.041,0.043,9.9029,2.292827644,,0.022,0.024,5.5272,1.709681358,,0.042,0.044,10.1332,2.315817162,,0.025,0.027,6.2181,1.827464394,,0.01,0.012,2.7636,1.016534178,,0.013,0.015,3.4545,1.239677729,,0.01,0.012,2.7636,1.016534178,,0.014,0.016,3.6848,1.30421625,
347,-0.002,0.04,0.042,9.6726,2.269297146,,0.022,0.024,5.5272,1.709681358,,0.042,0.044,10.1332,2.315817162,,0.025,0.027,6.2181,1.827464394,,0.01,0.012,2.7636,1.016534178,,0.013,0.015,3.4545,1.239677729,,0.01,0.012,2.7636,1.016534178,,0.013,0.015,3.4545,1.239677729,
348,-0.002,0.04,0.042,9.6726,2.269297146,,0.021,0.023,5.2969,1.667121744,,0.041,0.043,9.9029,2.292827644,,0.025,0.027,6.2181,1.827464394,,0.01,0.012,2.7636,1.016534178,,0.013,0.015,3.4545,1.239677729,,0.01,0.012,2.7636,1.016534178,,0.013,0.015,3.4545,1.239677729,
349,-0.002,0.039,0.041,9.4423,2.245199595,,0.021,0.023,5.2969,1.667121744,,0.041,0.043,9.9029,2.292827644,,0.024,0.026,5.9878,1.789724066,,0.01,0.012,2.7636,1.016534178,,0.013,0.015,3.4545,1.239677729,,0.01,0.012,2.7636,1.016534178,,0.013,0.015,3.4545,1.239677729,
350,-0.002,0.039,0.041,9.4423,2.245199595,,0.021,0.023,5.2969,1.667121744,,0.041,0.043,9.9029,2.292827644,,0.024,0.026,5.9878,1.789724066,,0.01,0.012,2.7636,1.016534178,,0.013,0.015,3.4545,1.239677729,,0.01,0.012,2.7636,1.016534178,,0.013,0.015,3.4545,1.239677729,
351,-0.002,0.039,0.041,9.4423,2.245199595,,0.021,0.023,5.2969,1.667121744,,0.04,0.042,9.6726,2.269297146,,0.024,0.026,5.9878,1.789724066,,0.009,0.011,2.5333,0.929522801,,0.012,0.014,3.2242,1.170684857,,0.01,0.012,2.7636,1.016534178,,0.013,0.015,3.4545,1.239677729,
352,-0.002,0.039,0.041,9.4423,2.245199595,,0.021,0.023,5.2969,1.667121744,,0.04,0.042,9.6726,2.269297146,,0.024,0.026,5.9878,1.789724066,,0.009,0.011,2.5333,0.929522801,,0.012,0.014,3.2242,1.170684857,,0.009,0.011,2.5333,0.929522801,,0.013,0.015,3.4545,1.239677729,
353,-0.002,0.038,0.04,9.212,2.220506982,,0.02,0.022,5.0666,1.622669981,,0.04,0.042,9.6726,2.269297146,,0.024,0.026,5.9878,1.789724066,,0.009,0.011,2.5333,0.929522801,,0.012,0.014,3.2242,1.170684857,,0.009,0.011,2.5333,0.929522801,,0.013,0.015,3.4545,1.239677729,
354,-0.002,0.038,0.04,9.212,2.220506982,,0.02,0.022,5.0666,1.622669981,,0.04,0.042,9.6726,2.269297146,,0.023,0.025,5.7575,1.750503353,,0.009,0.011,2.5333,0.929522801,,0.012,0.014,3.2242,1.170684857,,0.009,0.011,2.5333,0.929522801,,0.012,0.014,3.2242,1.170684857,
355,-0.002,0.037,0.039,8.9817,2.195189174,,0.02,0.022,5.0666,1.622669981,,0.039,0.041,9.4423,2.245199595,,0.023,0.025,5.7575,1.750503353,,0.009,0.011,2.5333,0.929522801,,0.012,0.014,3.2242,1.170684857,,0.009,0.011,2.5333,0.929522801,,0.012,0.014,3.2242,1.170684857,
356,-0.002,0.037,0.039,8.9817,2.195189174,,0.02,0.022,5.0666,1.622669981,,0.039,0.041,9.4423,2.245199595,,0.023,0.025,5.7575,1.750503353,,0.009,0.011,2.5333,0.929522801,,0.011,0.013,2.9939,1.096576885,,0.009,0.011,2.5333,0.929522801,,0.012,0.014,3.2242,1.170684857,
357,-0.002,0.037,0.039,8.9817,2.195189174,,0.02,0.022,5.0666,1.622669981,,0.039,0.041,9.4423,2.245199595,,0.023,0.025,5.7575,1.750503353,,0.009,0.011,2.5333,0.929522801,,0.012,0.014,3.2242,1.170684857,,0.009,0.011,2.5333,0.929522801,,0.012,0.014,3.2242,1.170684857,
358,-0.002,0.036,0.038,8.7514,2.169213688,,0.02,0.022,5.0666,1.622669981,,0.038,0.04,9.212,2.220506982,,0.022,0.024,5.5272,1.709681358,,0.009,0.011,2.5333,0.929522801,,0.011,0.013,2.9939,1.096576885,,0.008,0.01,2.303,0.834212621,,0.012,0.014,3.2242,1.170684857,
359,-0.002,0.036,0.038,8.7514,2.169213688,,0.019,0.021,4.8363,1.576149966,,0.038,0.04,9.212,2.220506982,,0.022,0.024,5.5272,1.709681358,,0.008,0.01,2.303,0.834212621,,0.011,0.013,2.9939,1.096576885,,0.008,0.01,2.303,0.834212621,,0.012,0.014,3.2242,1.170684857,
360,-0.002,0.036,0.038,8.7514,2.169213688,,0.019,0.021,4.8363,1.576149966,,0.038,0.04,9.212,2.220506982,,0.022,0.024,5.5272,1.709681358,,0.009,0.011,2.5333,0.929522801,,0.011,0.013,2.9939,1.096576885,,0.008,0.01,2.303,0.834212621,,0.011,0.013,2.9939,1.096576885,
361,-0.002,0.036,0.038,8.7514,2.169213688,,0.019,0.021,4.8363,1.576149966,,0.038,0.04,9.212,2.220506982,,0.022,0.024,5.5272,1.709681358,,0.008,0.01,2.303,0.834212621,,0.011,0.013,2.9939,1.096576885,,0.008,0.01,2.303,0.834212621,,0.011,0.013,2.9939,1.096576885,
362,-0.002,0.035,0.037,8.5211,2.14254544,,0.019,0.021,4.8363,1.576149966,,0.037,0.039,8.9817,2.195189174,,0.022,0.024,5.5272,1.709681358,,0.008,0.01,2.303,0.834212621,,0.011,0.013,2.9939,1.096576885,,0.008,0.01,2.303,0.834212621,,0.011,0.013,2.9939,1.096576885,
363,-0.002,0.035,0.037,8.5211,2.14254544,,0.019,0.021,4.8363,1.576149966,,0.037,0.039,8.9817,2.195189174,,0.022,0.024,5.5272,1.709681358,,0.008,0.01,2.303,0.834212621,,0.011,0.013,2.9939,1.096576885,,0.008,0.01,2.303,0.834212621,,0.011,0.013,2.9939,1.096576885,
364,-0.002,0.035,0.037,8.5211,2.14254544,,0.019,0.021,4.8363,1.576149966,,0.037,0.039,8.9817,2.195189174,,0.022,0.024,5.5272,1.709681358,,0.008,0.01,2.303,0.834212621,,0.01,0.012,2.7636,1.016534178,,0.008,0.01,2.303,0.834212621,,0.011,0.013,2.9939,1.096576885,
365,-0.002,0.034,0.036,8.2908,2.115146466,,0.019,0.021,4.8363,1.576149966,,0.036,0.038,8.7514,2.169213688,,0.021,0.023,5.2969,1.667121744,,0.008,0.01,2.303,0.834212621,,0.01,0.012,2.7636,1.016534178,,0.008,0.01,2.303,0.834212621,,0.011,0.013,2.9939,1.096576885,
366,-0.002,0.034,0.036,8.2908,2.115146466,,0.019,0.021,4.8363,1.576149966,,0.036,0.038,8.7514,2.169213688,,0.021,0.023,5.2969,1.667121744,,0.008,0.01,2.303,0.834212621,,0.01,0.012,2.7636,1.016534178,,0.008,0.01,2.303,0.834212621,,0.011,0.013,2.9939,1.096576885,
367,-0.002,0.034,0.036,8.2908,2.115146466,,0.019,0.021,4.8363,1.576149966,,0.036,0.038,8.7514,2.169213688,,0.021,0.023,5.2969,1.667121744,,0.008,0.01,2.303,0.834212621,,0.01,0.012,2.7636,1.016534178,,0.008,0.01,2.303,0.834212621,,0.011,0.013,2.9939,1.096576885,
368,-0.002,0.034,0.036,8.2908,2.115146466,,0.019,0.021,4.8363,1.576149966,,0.036,0.038,8.7514,2.169213688,,0.021,0.023,5.2969,1.667121744,,0.008,0.01,2.303,0.834212621,,0.01,0.012,2.7636,1.016534178,,0.008,0.01,2.303,0.834212621,,0.01,0.012,2.7636,1.016534178,
369,-0.002,0.033,0.035,8.0605,2.086975589,,0.019,0.021,4.8363,1.576149966,,0.036,0.038,8.7514,2.169213688,,0.021,0.023,5.2969,1.667121744,,0.008,0.01,2.303,0.834212621,,0.01,0.012,2.7636,1.016534178,,0.008,0.01,2.303,0.834212621,,0.01,0.012,2.7636,1.016534178,
370,-0.002,0.033,0.035,8.0605,2.086975589,,0.019,0.021,4.8363,1.576149966,,0.036,0.038,8.7514,2.169213688,,0.021,0.023,5.2969,1.667121744,,0.008,0.01,2.303,0.834212621,,0.01,0.012,2.7636,1.016534178,,0.008,0.01,2.303,0.834212621,,0.01,0.012,2.7636,1.016534178,
371,-0.002,0.033,0.035,8.0605,2.086975589,,0.018,0.02,4.606,1.527359801,,0.035,0.037,8.5211,2.14254544,,0.02,0.022,5.0666,1.622669981,,0.007,0.009,2.0727,0.728852105,,0.01,0.012,2.7636,1.016534178,,0.007,0.009,2.0727,0.728852105,,0.01,0.012,2.7636,1.016534178,
372,-0.002,0.032,0.034,7.8302,2.057988052,,0.018,0.02,4.606,1.527359801,,0.035,0.037,8.5211,2.14254544,,0.02,0.022,5.0666,1.622669981,,0.007,0.009,2.0727,0.728852105,,0.01,0.012,2.7636,1.016534178,,0.007,0.009,2.0727,0.728852105,,0.01,0.012,2.7636,1.016534178,
373,-0.002,0.032,0.034,7.8302,2.057988052,,0.018,0.02,4.606,1.527359801,,0.035,0.037,8.5211,2.14254544,,0.02,0.022,5.0666,1.622669981,,0.007,0.009,2.0727,0.728852105,,0.009,0.011,2.5333,0.929522801,,0.007,0.009,2.0727,0.728852105,,0.01,0.012,2.7636,1.016534178,
374,-0.002,0.032,0.034,7.8302,2.057988052,,0.018,0.02,4.606,1.527359801,,0.034,0.036,8.2908,2.115146466,,0.02,0.022,5.0666,1.622669981,,0.007,0.009,2.0727,0.728852105,,0.009,0.011,2.5333,0.929522801,,0.007,0.009,2.0727,0.728852105,,0.01,0.012,2.7636,1.016534178,
375,-0.002,0.032,0.034,7.8302,2.057988052,,0.018,0.02,4.606,1.527359801,,0.034,0.036,8.2908,2.115146466,,0.02,0.022,5.0666,1.622669981,,0.007,0.009,2.0727,0.728852105,,0.009,0.011,2.5333,0.929522801,,0.007,0.009,2.0727,0.728852105,,0.01,0.012,2.7636,1.016534178,
376,-0.002,0.031,0.033,7.5999,2.028135089,,0.018,0.02,4.606,1.527359801,,0.034,0.036,8.2908,2.115146466,,0.02,0.022,5.0666,1.622669981,,0.007,0.009,2.0727,0.728852105,,0.009,0.011,2.5333,0.929522801,,0.007,0.009,2.0727,0.728852105,,0.009,0.011,2.5333,0.929522801,
377,-0.002,0.031,0.033,7.5999,2.028135089,,0.017,0.019,4.3757,1.476066507,,0.034,0.036,8.2908,2.115146466,,0.02,0.022,5.0666,1.622669981,,0.007,0.009,2.0727,0.728852105,,0.009,0.011,2.5333,0.929522801,,0.007,0.009,2.0727,0.728852105,,0.009,0.011,2.5333,0.929522801,
378,-0.002,0.031,0.033,7.5999,2.028135089,,0.017,0.019,4.3757,1.476066507,,0.034,0.036,8.2908,2.115146466,,0.019,0.021,4.8363,1.576149966,,0.007,0.009,2.0727,0.728852105,,0.009,0.011,2.5333,0.929522801,,0.007,0.009,2.0727,0.728852105,,0.009,0.011,2.5333,0.929522801,
379,-0.002,0.031,0.033,7.5999,2.028135089,,0.017,0.019,4.3757,1.476066507,,0.034,0.036,8.2908,2.115146466,,0.019,0.021,4.8363,1.576149966,,0.007,0.009,2.0727,0.728852105,,0.009,0.011,2.5333,0.929522801,,0.007,0.009,2.0727,0.728852105,,0.009,0.011,2.5333,0.929522801,
380,-0.002,0.031,0.033,7.5999,2.028135089,,0.017,0.019,4.3757,1.476066507,,0.033,0.035,8.0605,2.086975589,,0.019,0.021,4.8363,1.576149966,,0.007,0.009,2.0727,0.728852105,,0.009,0.011,2.5333,0.929522801,,0.007,0.009,2.0727,0.728852105,,0.009,0.011,2.5333,0.929522801,
381,-0.002,0.03,0.032,7.3696,1.997363431,,0.017,0.019,4.3757,1.476066507,,0.033,0.035,8.0605,2.086975589,,0.019,0.021,4.8363,1.576149966,,0.007,0.009,2.0727,0.728852105,,0.009,0.011,2.5333,0.929522801,,0.007,0.009,2.0727,0.728852105,,0.009,0.011,2.5333,0.929522801,
382,-0.002,0.03,0.032,7.3696,1.997363431,,0.017,0.019,4.3757,1.476066507,,0.033,0.035,8.0605,2.086975589,,0.019,0.021,4.8363,1.576149966,,0.007,0.009,2.0727,0.728852105,,0.008,0.01,2.303,0.834212621,,0.006,0.008,1.8424,0.61106907,,0.009,0.011,2.5333,0.929522801,
383,-0.002,0.03,0.032,7.3696,1.997363431,,0.017,0.019,4.3757,1.476066507,,0.032,0.034,7.8302,2.057988052,,0.019,0.021,4.8363,1.576149966,,0.007,0.009,2.0727,0.728852105,,0.008,0.01,2.303,0.834212621,,0.006,0.008,1.8424,0.61106907,,0.009,0.011,2.5333,0.929522801,
384,-0.002,0.03,0.032,7.3696,1.997363431,,0.017,0.019,4.3757,1.476066507,,0.032,0.034,7.8302,2.057988052,,0.018,0.02,4.606,1.527359801,,0.006,0.008,1.8424,0.61106907,,0.008,0.01,2.303,0.834212621,,0.006,0.008,1.8424,0.61106907,,0.009,0.011,2.5333,0.929522801,
385,-0.002,0.029,0.031,7.1393,1.965614732,,0.017,0.019,4.3757,1.476066507,,0.032,0.034,7.8302,2.057988052,,0.018,0.02,4.606,1.527359801,,0.006,0.008,1.8424,0.61106907,,0.008,0.01,2.303,0.834212621,,0.006,0.008,1.8424,0.61106907,,0.008,0.01,2.303,0.834212621,
386,-0.002,0.029,0.031,7.1393,1.965614732,,0.016,0.018,4.1454,1.421999286,,0.032,0.034,7.8302,2.057988052,,0.018,0.02,4.606,1.527359801,,0.006,0.008,1.8424,0.61106907,,0.008,0.01,2.303,0.834212621,,0.006,0.008,1.8424,0.61106907,,0.008,0.01,2.303,0.834212621,
387,-0.002,0.029,0.031,7.1393,1.965614732,,0.016,0.018,4.1454,1.421999286,,0.031,0.033,7.5999,2.028135089,,0.018,0.02,4.606,1.527359801,,0.006,0.008,1.8424,0.61106907,,0.008,0.01,2.303,0.834212621,,0.006,0.008,1.8424,0.61106907,,0.008,0.01,2.303,0.834212621,
388,-0.002,0.029,0.031,7.1393,1.965614732,,0.016,0.018,4.1454,1.421999286,,0.031,0.033,7.5999,2.028135089,,0.018,0.02,4.606,1.527359801,,0.006,0.008,1.8424,0.61106907,,0.008,0.01,2.303,0.834212621,,0.006,0.008,1.8424,0.61106907,,0.008,0.01,2.303,0.834212621,
389,-0.002,0.028,0.03,6.909,1.93282491,,0.016,0.018,4.1454,1.421999286,,0.031,0.033,7.5999,2.028135089,,0.018,0.02,4.606,1.527359801,,0.006,0.008,1.8424,0.61106907,,0.008,0.01,2.303,0.834212621,,0.006,0.008,1.8424,0.61106907,,0.008,0.01,2.303,0.834212621,
390,-0.002,0.028,0.03,6.909,1.93282491,,0.016,0.018,4.1454,1.421999286,,0.031,0.033,7.5999,2.028135089,,0.018,0.02,4.606,1.527359801,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,2.0727,0.728852105,,0.006,0.008,1.8424,0.61106907,,0.008,0.01,2.303,0.834212621,
391,-0.002,0.028,0.03,6.909,1.93282491,,0.016,0.018,4.1454,1.421999286,,0.031,0.033,7.5999,2.028135089,,0.017,0.019,4.3757,1.476066507,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,2.0727,0.728852105,,0.006,0.008,1.8424,0.61106907,,0.008,0.01,2.303,0.834212621,
392,-0.002,0.028,0.03,6.909,1.93282491,,0.016,0.018,4.1454,1.421999286,,0.031,0.033,7.5999,2.028135089,,0.017,0.019,4.3757,1.476066507,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,2.0727,0.728852105,,0.006,0.008,1.8424,0.61106907,,0.008,0.01,2.303,0.834212621,
393,-0.002,0.028,0.03,6.909,1.93282491,,0.016,0.018,4.1454,1.421999286,,0.03,0.032,7.3696,1.997363431,,0.017,0.019,4.3757,1.476066507,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,2.0727,0.728852105,,0.006,0.008,1.8424,0.61106907,,0.008,0.01,2.303,0.834212621,
394,-0.002,0.028,0.03,6.909,1.93282491,,0.016,0.018,4.1454,1.421999286,,0.03,0.032,7.3696,1.997363431,,0.017,0.019,4.3757,1.476066507,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,2.0727,0.728852105,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,2.0727,0.728852105,
395,-0.002,0.027,0.029,6.6787,1.898923358,,0.016,0.018,4.1454,1.421999286,,0.03,0.032,7.3696,1.997363431,,0.017,0.019,4.3757,1.476066507,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,2.0727,0.728852105,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,2.0727,0.728852105,
396,-0.002,0.027,0.029,6.6787,1.898923358,,0.015,0.017,3.9151,1.364840872,,0.03,0.032,7.3696,1.997363431,,0.017,0.019,4.3757,1.476066507,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,2.0727,0.728852105,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,2.0727,0.728852105,
397,-0.002,0.027,0.029,6.6787,1.898923358,,0.015,0.017,3.9151,1.364840872,,0.029,0.031,7.1393,1.965614732,,0.017,0.019,4.3757,1.476066507,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,2.0727,0.728852105,,0.005,0.007,1.6121,0.477537677,,0.007,0.009,2.0727,0.728852105,
398,-0.002,0.027,0.029,6.6787,1.898923358,,0.015,0.017,3.9151,1.364840872,,0.029,0.031,7.1393,1.965614732,,0.017,0.019,4.3757,1.476066507,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,2.0727,0.728852105,,0.005,0.007,1.6121,0.477537677,,0.007,0.009,2.0727,0.728852105,
399,-0.002,0.027,0.029,6.6787,1.898923358,,0.015,0.017,3.9151,1.364840872,,0.029,0.031,7.1393,1.965614732,,0.017,0.019,4.3757,1.476066507,,0.006,0.008,1.8424,0.61106907,,0.007,0.009,2.0727,0.728852105,,0.005,0.007,1.6121,0.477537677,,0.007,0.009,2.0727,0.728852105,
400,-0.001,0.027,0.028,6.4484,1.863832038,,0.015,0.016,3.6848,1.30421625,,0.029,0.03,6.909,1.93282491,,0.016,0.017,3.9151,1.364840872,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,
401,-0.001,0.027,0.028,6.4484,1.863832038,,0.015,0.016,3.6848,1.30421625,,0.029,0.03,6.909,1.93282491,,0.016,0.017,3.9151,1.364840872,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,
402,-0.001,0.026,0.027,6.2181,1.827464394,,0.015,0.016,3.6848,1.30421625,,0.029,0.03,6.909,1.93282491,,0.016,0.017,3.9151,1.364840872,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,
403,-0.001,0.026,0.027,6.2181,1.827464394,,0.015,0.016,3.6848,1.30421625,,0.028,0.029,6.6787,1.898923358,,0.016,0.017,3.9151,1.364840872,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,
404,-0.001,0.026,0.027,6.2181,1.827464394,,0.015,0.016,3.6848,1.30421625,,0.028,0.029,6.6787,1.898923358,,0.016,0.017,3.9151,1.364840872,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,
405,-0.001,0.026,0.027,6.2181,1.827464394,,0.015,0.016,3.6848,1.30421625,,0.028,0.029,6.6787,1.898923358,,0.016,0.017,3.9151,1.364840872,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,
406,-0.001,0.026,0.027,6.2181,1.827464394,,0.015,0.016,3.6848,1.30421625,,0.028,0.029,6.6787,1.898923358,,0.016,0.017,3.9151,1.364840872,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,
407,-0.001,0.026,0.027,6.2181,1.827464394,,0.015,0.016,3.6848,1.30421625,,0.028,0.029,6.6787,1.898923358,,0.016,0.017,3.9151,1.364840872,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,
408,-0.001,0.025,0.026,5.9878,1.789724066,,0.015,0.016,3.6848,1.30421625,,0.028,0.029,6.6787,1.898923358,,0.015,0.016,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,
409,-0.001,0.025,0.026,5.9878,1.789724066,,0.015,0.016,3.6848,1.30421625,,0.028,0.029,6.6787,1.898923358,,0.015,0.016,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,
410,-0.001,0.025,0.026,5.9878,1.789724066,,0.015,0.016,3.6848,1.30421625,,0.028,0.029,6.6787,1.898923358,,0.015,0.016,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,
411,-0.001,0.025,0.026,5.9878,1.789724066,,0.015,0.016,3.6848,1.30421625,,0.027,0.028,6.4484,1.863832038,,0.015,0.016,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,
412,-0.001,0.025,0.026,5.9878,1.789724066,,0.014,0.015,3.4545,1.239677729,,0.027,0.028,6.4484,1.863832038,,0.015,0.016,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,
413,-0.001,0.025,0.026,5.9878,1.789724066,,0.014,0.015,3.4545,1.239677729,,0.027,0.028,6.4484,1.863832038,,0.015,0.016,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,
414,-0.001,0.025,0.026,5.9878,1.789724066,,0.014,0.015,3.4545,1.239677729,,0.027,0.028,6.4484,1.863832038,,0.015,0.016,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,
415,-0.001,0.025,0.026,5.9878,1.789724066,,0.014,0.015,3.4545,1.239677729,,0.027,0.028,6.4484,1.863832038,,0.015,0.016,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,
416,-0.001,0.025,0.026,5.9878,1.789724066,,0.014,0.015,3.4545,1.239677729,,0.027,0.028,6.4484,1.863832038,,0.015,0.016,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,
417,-0.001,0.025,0.026,5.9878,1.789724066,,0.014,0.015,3.4545,1.239677729,,0.026,0.027,6.2181,1.827464394,,0.015,0.016,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,
418,-0.001,0.024,0.025,5.7575,1.750503353,,0.014,0.015,3.4545,1.239677729,,0.026,0.027,6.2181,1.827464394,,0.015,0.016,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,
419,-0.001,0.024,0.025,5.7575,1.750503353,,0.014,0.015,3.4545,1.239677729,,0.026,0.027,6.2181,1.827464394,,0.015,0.016,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,
420,-0.001,0.024,0.025,5.7575,1.750503353,,0.014,0.015,3.4545,1.239677729,,0.026,0.027,6.2181,1.827464394,,0.014,0.015,3.4545,1.239677729,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,
421,-0.001,0.024,0.025,5.7575,1.750503353,,0.014,0.015,3.4545,1.239677729,,0.026,0.027,6.2181,1.827464394,,0.014,0.015,3.4545,1.239677729,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,
422,-0.001,0.024,0.025,5.7575,1.750503353,,0.014,0.015,3.4545,1.239677729,,0.026,0.027,6.2181,1.827464394,,0.014,0.015,3.4545,1.239677729,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,
