,MilliQ,F5Aug19_WET_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_Inf_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_Wet_R1,A(CDOM),a(CDOM),ln(a),Sr,F2Sep19_Wet_R2,A(CDOM),a(CDOM),ln(a),Sr,F29Apr19_101_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Apr19_50_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Apr19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,F29Apr19_30_R1,A(CDOM),a(CDOM),ln(a),Sr
584,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
585,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
586,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
587,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
588,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
589,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
590,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
591,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
592,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
593,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
594,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
595,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
596,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
597,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
598,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
599,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
600,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,,0.002,0.003,0.6909,-0.369760183,
601,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
602,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
603,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
604,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,,0.002,0.003,0.6909,-0.369760183,
605,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,,0.002,0.003,0.6909,-0.369760183,
606,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
607,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,,0.002,0.003,0.6909,-0.369760183,
608,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,,0.002,0.003,0.6909,-0.369760183,
609,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,,0.002,0.003,0.6909,-0.369760183,
610,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,,0.002,0.003,0.6909,-0.369760183,
611,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,,0.002,0.003,0.6909,-0.369760183,
612,0,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
613,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,,0.002,0.003,0.6909,-0.369760183,
614,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,,0.002,0.003,0.6909,-0.369760183,
615,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.008,0.009,2.0727,0.728852105,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,
616,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,,0.002,0.003,0.6909,-0.369760183,
617,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,,0.002,0.003,0.6909,-0.369760183,
618,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,,0.002,0.003,0.6909,-0.369760183,
619,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,,0.002,0.003,0.6909,-0.369760183,
620,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,,0.002,0.003,0.6909,-0.369760183,
621,-0.001,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,,0.002,0.003,0.6909,-0.369760183,
622,0,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
623,0,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
624,0,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
625,0,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
626,0,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
627,0,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
628,0,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
629,0,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
630,0,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
631,0,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
632,0,0.012,0.012,2.7636,1.016534178,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
633,0,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
634,0,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
635,0,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
636,-0.001,0.011,0.012,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,,0.002,0.003,0.6909,-0.369760183,
637,0,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
638,-0.001,0.011,0.012,2.7636,1.016534178,,0.008,0.009,2.0727,0.728852105,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.4606,-0.775225292,
639,0,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
640,-0.001,0.011,0.012,2.7636,1.016534178,,0.008,0.009,2.0727,0.728852105,,0.015,0.016,3.6848,1.30421625,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.4606,-0.775225292,
641,-0.001,0.011,0.012,2.7636,1.016534178,,0.008,0.009,2.0727,0.728852105,,0.015,0.016,3.6848,1.30421625,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.4606,-0.775225292,
642,0,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
643,-0.001,0.011,0.012,2.7636,1.016534178,,0.008,0.009,2.0727,0.728852105,,0.015,0.016,3.6848,1.30421625,,0.007,0.008,1.8424,0.61106907,,0.002,0.003,0.6909,-0.369760183,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.4606,-0.775225292,
644,0,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
645,0,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
646,0,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
647,0,0.011,0.011,2.5333,0.929522801,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,
648,0,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
649,0,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
650,0,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
651,0,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
652,0,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
653,0,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
654,0,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
655,0,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
656,0,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
657,0,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
658,0,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
659,0,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
660,0,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
661,0,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
662,0,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
663,0,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
664,0,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
