,Blank,F8Jul19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F1Jul19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F1Jul19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F1Jul19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F8Jul19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F1Jul19_5R1,A(CDOM),a(CDOM),ln(a),Sr
668,0,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
669,0,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
670,0,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
671,0,0.011,0.011,2.5333,0.929522801,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
672,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
673,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
674,0,0.011,0.011,2.5333,0.929522801,,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
675,0,0.011,0.011,2.5333,0.929522801,,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
676,0,0.012,0.012,2.7636,1.016534178,,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
677,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
678,-0.001,0.011,0.012,2.7636,1.016534178,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,1.6121,0.477537677,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
679,-0.001,0.011,0.012,2.7636,1.016534178,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,1.6121,0.477537677,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
680,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
681,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
682,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
683,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
684,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
685,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
686,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
687,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
688,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
689,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
690,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
691,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
692,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
693,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
694,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
695,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
696,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
697,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
698,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
699,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
700,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
701,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
702,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
703,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
704,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
705,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
706,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
707,-0.001,0.011,0.012,2.7636,1.016534178,,0.011,0.012,2.7636,1.016534178,,0.01,0.011,2.5333,0.929522801,,0.006,0.007,1.6121,0.477537677,,0.001,0.002,0.9212,-0.082078111,,0,0.001,0.2303,-1.468372472,,0,0.001,0.4606,-0.775225292,,0.005,0.006,1.3818,0.323386997,
708,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
709,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
710,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
711,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
712,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
713,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
714,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
715,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
716,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
717,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
718,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
719,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
720,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
721,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
722,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
723,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
724,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
725,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
726,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
727,0,0.011,0.011,2.5333,0.929522801,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
728,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
729,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
730,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
731,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
732,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
733,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
734,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
735,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
736,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
737,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
738,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
739,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
740,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
741,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
742,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
743,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
744,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
745,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
746,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
747,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
748,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
749,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
750,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
751,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
752,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
753,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
754,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
755,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
756,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,
757,0,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.4606,-0.775225292,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.005,0.005,1.1515,0.14106544,
