,Blank,F8Jul19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F1Jul19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F1Jul19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F1Jul19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F8Jul19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F8Jul19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F1Jul19_5R1,A(CDOM),a(CDOM),ln(a),Sr
340,0.001,0.036,0.035,8.0605,2.086975589,,0.035,0.034,7.8302,2.057988052,,0.03,0.029,6.6787,1.898923358,,0.037,0.036,8.2908,2.115146466,,0.009,0.008,3.6848,1.30421625,,0.021,0.02,4.606,1.527359801,,0.011,0.01,4.606,1.527359801,,0.02,0.019,4.3757,1.476066507,
341,0,0.035,0.035,8.0605,2.086975589,,0.033,0.033,7.5999,2.028135089,,0.028,0.028,6.4484,1.863832038,,0.035,0.035,8.0605,2.086975589,,0.008,0.008,3.6848,1.30421625,,0.02,0.02,4.606,1.527359801,,0.009,0.009,4.1454,1.421999286,,0.019,0.019,4.3757,1.476066507,
342,-0.001,0.034,0.035,8.0605,2.086975589,,0.032,0.033,7.5999,2.028135089,,0.028,0.029,6.6787,1.898923358,,0.035,0.036,8.2908,2.115146466,,0.007,0.008,3.6848,1.30421625,,0.019,0.02,4.606,1.527359801,,0.009,0.01,4.606,1.527359801,,0.018,0.019,4.3757,1.476066507,
343,-0.001,0.034,0.035,8.0605,2.086975589,,0.032,0.033,7.5999,2.028135089,,0.028,0.029,6.6787,1.898923358,,0.034,0.035,8.0605,2.086975589,,0.008,0.009,4.1454,1.421999286,,0.019,0.02,4.606,1.527359801,,0.008,0.009,4.1454,1.421999286,,0.018,0.019,4.3757,1.476066507,
344,-0.001,0.034,0.035,8.0605,2.086975589,,0.032,0.033,7.5999,2.028135089,,0.028,0.029,6.6787,1.898923358,,0.034,0.035,8.0605,2.086975589,,0.008,0.009,4.1454,1.421999286,,0.019,0.02,4.606,1.527359801,,0.008,0.009,4.1454,1.421999286,,0.018,0.019,4.3757,1.476066507,
345,-0.001,0.034,0.035,8.0605,2.086975589,,0.032,0.033,7.5999,2.028135089,,0.027,0.028,6.4484,1.863832038,,0.033,0.034,7.8302,2.057988052,,0.007,0.008,3.6848,1.30421625,,0.018,0.019,4.3757,1.476066507,,0.008,0.009,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,
346,-0.001,0.034,0.035,8.0605,2.086975589,,0.032,0.033,7.5999,2.028135089,,0.027,0.028,6.4484,1.863832038,,0.033,0.034,7.8302,2.057988052,,0.007,0.008,3.6848,1.30421625,,0.018,0.019,4.3757,1.476066507,,0.008,0.009,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,
347,0,0.034,0.034,7.8302,2.057988052,,0.032,0.032,7.3696,1.997363431,,0.027,0.027,6.2181,1.827464394,,0.033,0.033,7.5999,2.028135089,,0.007,0.007,3.2242,1.170684857,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,,0.017,0.017,3.9151,1.364840872,
348,-0.001,0.033,0.034,7.8302,2.057988052,,0.031,0.032,7.3696,1.997363431,,0.027,0.028,6.4484,1.863832038,,0.032,0.033,7.5999,2.028135089,,0.007,0.008,3.6848,1.30421625,,0.018,0.019,4.3757,1.476066507,,0.008,0.009,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,
349,-0.001,0.033,0.034,7.8302,2.057988052,,0.031,0.032,7.3696,1.997363431,,0.027,0.028,6.4484,1.863832038,,0.032,0.033,7.5999,2.028135089,,0.007,0.008,3.6848,1.30421625,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,
350,-0.001,0.033,0.034,7.8302,2.057988052,,0.031,0.032,7.3696,1.997363431,,0.027,0.028,6.4484,1.863832038,,0.032,0.033,7.5999,2.028135089,,0.007,0.008,3.6848,1.30421625,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,
351,-0.001,0.033,0.034,7.8302,2.057988052,,0.031,0.032,7.3696,1.997363431,,0.026,0.027,6.2181,1.827464394,,0.031,0.032,7.3696,1.997363431,,0.007,0.008,3.6848,1.30421625,,0.017,0.018,4.1454,1.421999286,,0.007,0.008,3.6848,1.30421625,,0.017,0.018,4.1454,1.421999286,
352,-0.001,0.033,0.034,7.8302,2.057988052,,0.031,0.032,7.3696,1.997363431,,0.026,0.027,6.2181,1.827464394,,0.031,0.032,7.3696,1.997363431,,0.007,0.008,3.6848,1.30421625,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.016,0.017,3.9151,1.364840872,
353,-0.001,0.033,0.034,7.8302,2.057988052,,0.031,0.032,7.3696,1.997363431,,0.026,0.027,6.2181,1.827464394,,0.031,0.032,7.3696,1.997363431,,0.007,0.008,3.6848,1.30421625,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,4.1454,1.421999286,,0.017,0.018,4.1454,1.421999286,
354,-0.001,0.032,0.033,7.5999,2.028135089,,0.03,0.031,7.1393,1.965614732,,0.026,0.027,6.2181,1.827464394,,0.03,0.031,7.1393,1.965614732,,0.007,0.008,3.6848,1.30421625,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.016,0.017,3.9151,1.364840872,
355,-0.001,0.032,0.033,7.5999,2.028135089,,0.03,0.031,7.1393,1.965614732,,0.026,0.027,6.2181,1.827464394,,0.03,0.031,7.1393,1.965614732,,0.006,0.007,3.2242,1.170684857,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.016,0.017,3.9151,1.364840872,
356,-0.001,0.032,0.033,7.5999,2.028135089,,0.03,0.031,7.1393,1.965614732,,0.025,0.026,5.9878,1.789724066,,0.03,0.031,7.1393,1.965614732,,0.006,0.007,3.2242,1.170684857,,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,,0.016,0.017,3.9151,1.364840872,
357,-0.001,0.032,0.033,7.5999,2.028135089,,0.03,0.031,7.1393,1.965614732,,0.025,0.026,5.9878,1.789724066,,0.029,0.03,6.909,1.93282491,,0.006,0.007,3.2242,1.170684857,,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,,0.016,0.017,3.9151,1.364840872,
358,-0.001,0.032,0.033,7.5999,2.028135089,,0.03,0.031,7.1393,1.965614732,,0.025,0.026,5.9878,1.789724066,,0.029,0.03,6.909,1.93282491,,0.006,0.007,3.2242,1.170684857,,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,
359,-0.001,0.031,0.032,7.3696,1.997363431,,0.03,0.031,7.1393,1.965614732,,0.025,0.026,5.9878,1.789724066,,0.029,0.03,6.909,1.93282491,,0.006,0.007,3.2242,1.170684857,,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,
360,-0.001,0.031,0.032,7.3696,1.997363431,,0.029,0.03,6.909,1.93282491,,0.025,0.026,5.9878,1.789724066,,0.028,0.029,6.6787,1.898923358,,0.006,0.007,3.2242,1.170684857,,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,,0.015,0.016,3.6848,1.30421625,
361,-0.001,0.031,0.032,7.3696,1.997363431,,0.029,0.03,6.909,1.93282491,,0.025,0.026,5.9878,1.789724066,,0.028,0.029,6.6787,1.898923358,,0.006,0.007,3.2242,1.170684857,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.015,0.016,3.6848,1.30421625,
362,-0.001,0.031,0.032,7.3696,1.997363431,,0.029,0.03,6.909,1.93282491,,0.025,0.026,5.9878,1.789724066,,0.028,0.029,6.6787,1.898923358,,0.006,0.007,3.2242,1.170684857,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.015,0.016,3.6848,1.30421625,
363,-0.001,0.031,0.032,7.3696,1.997363431,,0.029,0.03,6.909,1.93282491,,0.025,0.026,5.9878,1.789724066,,0.028,0.029,6.6787,1.898923358,,0.006,0.007,3.2242,1.170684857,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.015,0.016,3.6848,1.30421625,
364,-0.001,0.031,0.032,7.3696,1.997363431,,0.029,0.03,6.909,1.93282491,,0.025,0.026,5.9878,1.789724066,,0.028,0.029,6.6787,1.898923358,,0.006,0.007,3.2242,1.170684857,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.015,0.016,3.6848,1.30421625,
365,-0.001,0.031,0.032,7.3696,1.997363431,,0.029,0.03,6.909,1.93282491,,0.024,0.025,5.7575,1.750503353,,0.027,0.028,6.4484,1.863832038,,0.006,0.007,3.2242,1.170684857,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.015,0.016,3.6848,1.30421625,
366,-0.001,0.03,0.031,7.1393,1.965614732,,0.029,0.03,6.909,1.93282491,,0.024,0.025,5.7575,1.750503353,,0.027,0.028,6.4484,1.863832038,,0.006,0.007,3.2242,1.170684857,,0.014,0.015,3.4545,1.239677729,,0.006,0.007,3.2242,1.170684857,,0.015,0.016,3.6848,1.30421625,
367,-0.001,0.03,0.031,7.1393,1.965614732,,0.029,0.03,6.909,1.93282491,,0.024,0.025,5.7575,1.750503353,,0.027,0.028,6.4484,1.863832038,,0.006,0.007,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.006,0.007,3.2242,1.170684857,,0.014,0.015,3.4545,1.239677729,
368,-0.001,0.03,0.031,7.1393,1.965614732,,0.028,0.029,6.6787,1.898923358,,0.024,0.025,5.7575,1.750503353,,0.026,0.027,6.2181,1.827464394,,0.006,0.007,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.006,0.007,3.2242,1.170684857,,0.014,0.015,3.4545,1.239677729,
369,-0.001,0.03,0.031,7.1393,1.965614732,,0.028,0.029,6.6787,1.898923358,,0.024,0.025,5.7575,1.750503353,,0.026,0.027,6.2181,1.827464394,,0.006,0.007,3.2242,1.170684857,,0.013,0.014,3.2242,1.170684857,,0.006,0.007,3.2242,1.170684857,,0.014,0.015,3.4545,1.239677729,
370,-0.001,0.03,0.031,7.1393,1.965614732,,0.028,0.029,6.6787,1.898923358,,0.023,0.024,5.5272,1.709681358,,0.026,0.027,6.2181,1.827464394,,0.005,0.006,2.7636,1.016534178,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,2.7636,1.016534178,,0.014,0.015,3.4545,1.239677729,
371,-0.001,0.029,0.03,6.909,1.93282491,,0.028,0.029,6.6787,1.898923358,,0.023,0.024,5.5272,1.709681358,,0.026,0.027,6.2181,1.827464394,,0.005,0.006,2.7636,1.016534178,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,2.7636,1.016534178,,0.014,0.015,3.4545,1.239677729,
372,-0.001,0.029,0.03,6.909,1.93282491,,0.028,0.029,6.6787,1.898923358,,0.023,0.024,5.5272,1.709681358,,0.026,0.027,6.2181,1.827464394,,0.005,0.006,2.7636,1.016534178,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,
373,-0.001,0.029,0.03,6.909,1.93282491,,0.028,0.029,6.6787,1.898923358,,0.023,0.024,5.5272,1.709681358,,0.025,0.026,5.9878,1.789724066,,0.005,0.006,2.7636,1.016534178,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,
374,-0.001,0.029,0.03,6.909,1.93282491,,0.027,0.028,6.4484,1.863832038,,0.023,0.024,5.5272,1.709681358,,0.025,0.026,5.9878,1.789724066,,0.005,0.006,2.7636,1.016534178,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,
375,-0.001,0.029,0.03,6.909,1.93282491,,0.027,0.028,6.4484,1.863832038,,0.023,0.024,5.5272,1.709681358,,0.025,0.026,5.9878,1.789724066,,0.005,0.006,2.7636,1.016534178,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,
376,-0.001,0.029,0.03,6.909,1.93282491,,0.027,0.028,6.4484,1.863832038,,0.023,0.024,5.5272,1.709681358,,0.025,0.026,5.9878,1.789724066,,0.005,0.006,2.7636,1.016534178,,0.012,0.013,2.9939,1.096576885,,0.005,0.006,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,
377,-0.001,0.029,0.03,6.909,1.93282491,,0.027,0.028,6.4484,1.863832038,,0.023,0.024,5.5272,1.709681358,,0.025,0.026,5.9878,1.789724066,,0.005,0.006,2.7636,1.016534178,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,
378,-0.001,0.029,0.03,6.909,1.93282491,,0.027,0.028,6.4484,1.863832038,,0.023,0.024,5.5272,1.709681358,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,2.7636,1.016534178,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,
379,-0.001,0.028,0.029,6.6787,1.898923358,,0.027,0.028,6.4484,1.863832038,,0.022,0.023,5.2969,1.667121744,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,2.7636,1.016534178,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,
380,-0.001,0.028,0.029,6.6787,1.898923358,,0.027,0.028,6.4484,1.863832038,,0.022,0.023,5.2969,1.667121744,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,2.7636,1.016534178,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,
381,-0.001,0.028,0.029,6.6787,1.898923358,,0.027,0.028,6.4484,1.863832038,,0.022,0.023,5.2969,1.667121744,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,2.7636,1.016534178,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,
382,-0.001,0.028,0.029,6.6787,1.898923358,,0.027,0.028,6.4484,1.863832038,,0.022,0.023,5.2969,1.667121744,,0.024,0.025,5.7575,1.750503353,,0.005,0.006,2.7636,1.016534178,,0.011,0.012,2.7636,1.016534178,,0.005,0.006,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,
383,-0.001,0.028,0.029,6.6787,1.898923358,,0.026,0.027,6.2181,1.827464394,,0.022,0.023,5.2969,1.667121744,,0.023,0.024,5.5272,1.709681358,,0.005,0.006,2.7636,1.016534178,,0.01,0.011,2.5333,0.929522801,,0.004,0.005,2.303,0.834212621,,0.012,0.013,2.9939,1.096576885,
384,-0.001,0.028,0.029,6.6787,1.898923358,,0.026,0.027,6.2181,1.827464394,,0.022,0.023,5.2969,1.667121744,,0.023,0.024,5.5272,1.709681358,,0.005,0.006,2.7636,1.016534178,,0.01,0.011,2.5333,0.929522801,,0.004,0.005,2.303,0.834212621,,0.012,0.013,2.9939,1.096576885,
385,-0.001,0.028,0.029,6.6787,1.898923358,,0.026,0.027,6.2181,1.827464394,,0.021,0.022,5.0666,1.622669981,,0.023,0.024,5.5272,1.709681358,,0.005,0.006,2.7636,1.016534178,,0.01,0.011,2.5333,0.929522801,,0.004,0.005,2.303,0.834212621,,0.012,0.013,2.9939,1.096576885,
386,-0.001,0.027,0.028,6.4484,1.863832038,,0.026,0.027,6.2181,1.827464394,,0.021,0.022,5.0666,1.622669981,,0.023,0.024,5.5272,1.709681358,,0.005,0.006,2.7636,1.016534178,,0.01,0.011,2.5333,0.929522801,,0.004,0.005,2.303,0.834212621,,0.012,0.013,2.9939,1.096576885,
387,-0.001,0.027,0.028,6.4484,1.863832038,,0.026,0.027,6.2181,1.827464394,,0.021,0.022,5.0666,1.622669981,,0.022,0.023,5.2969,1.667121744,,0.005,0.006,2.7636,1.016534178,,0.01,0.011,2.5333,0.929522801,,0.004,0.005,2.303,0.834212621,,0.012,0.013,2.9939,1.096576885,
388,-0.001,0.027,0.028,6.4484,1.863832038,,0.026,0.027,6.2181,1.827464394,,0.021,0.022,5.0666,1.622669981,,0.022,0.023,5.2969,1.667121744,,0.004,0.005,2.303,0.834212621,,0.01,0.011,2.5333,0.929522801,,0.004,0.005,2.303,0.834212621,,0.012,0.013,2.9939,1.096576885,
389,-0.001,0.027,0.028,6.4484,1.863832038,,0.025,0.026,5.9878,1.789724066,,0.021,0.022,5.0666,1.622669981,,0.022,0.023,5.2969,1.667121744,,0.005,0.006,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.012,0.013,2.9939,1.096576885,
390,-0.001,0.027,0.028,6.4484,1.863832038,,0.025,0.026,5.9878,1.789724066,,0.021,0.022,5.0666,1.622669981,,0.022,0.023,5.2969,1.667121744,,0.004,0.005,2.303,0.834212621,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.012,0.013,2.9939,1.096576885,
391,-0.001,0.026,0.027,6.2181,1.827464394,,0.025,0.026,5.9878,1.789724066,,0.021,0.022,5.0666,1.622669981,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,2.303,0.834212621,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.011,0.012,2.7636,1.016534178,
392,-0.001,0.026,0.027,6.2181,1.827464394,,0.025,0.026,5.9878,1.789724066,,0.02,0.021,4.8363,1.576149966,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,2.303,0.834212621,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.011,0.012,2.7636,1.016534178,
393,-0.001,0.026,0.027,6.2181,1.827464394,,0.025,0.026,5.9878,1.789724066,,0.02,0.021,4.8363,1.576149966,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,2.303,0.834212621,,0.009,0.01,2.303,0.834212621,,0.003,0.004,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,
394,-0.001,0.026,0.027,6.2181,1.827464394,,0.025,0.026,5.9878,1.789724066,,0.02,0.021,4.8363,1.576149966,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,2.303,0.834212621,,0.009,0.01,2.303,0.834212621,,0.003,0.004,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,
395,-0.001,0.026,0.027,6.2181,1.827464394,,0.025,0.026,5.9878,1.789724066,,0.02,0.021,4.8363,1.576149966,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,2.303,0.834212621,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,
396,-0.001,0.026,0.027,6.2181,1.827464394,,0.025,0.026,5.9878,1.789724066,,0.02,0.021,4.8363,1.576149966,,0.021,0.022,5.0666,1.622669981,,0.004,0.005,2.303,0.834212621,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,
397,-0.001,0.026,0.027,6.2181,1.827464394,,0.024,0.025,5.7575,1.750503353,,0.02,0.021,4.8363,1.576149966,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,2.303,0.834212621,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,
398,-0.001,0.026,0.027,6.2181,1.827464394,,0.024,0.025,5.7575,1.750503353,,0.02,0.021,4.8363,1.576149966,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,2.303,0.834212621,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,
399,-0.001,0.026,0.027,6.2181,1.827464394,,0.024,0.025,5.7575,1.750503353,,0.02,0.021,4.8363,1.576149966,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,2.303,0.834212621,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,
400,-0.001,0.025,0.026,5.9878,1.789724066,,0.024,0.025,5.7575,1.750503353,,0.02,0.021,4.8363,1.576149966,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,2.303,0.834212621,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,1.8424,0.61106907,,0.01,0.011,2.5333,0.929522801,
401,-0.001,0.025,0.026,5.9878,1.789724066,,0.024,0.025,5.7575,1.750503353,,0.019,0.02,4.606,1.527359801,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,2.303,0.834212621,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,1.8424,0.61106907,,0.01,0.011,2.5333,0.929522801,
402,-0.001,0.025,0.026,5.9878,1.789724066,,0.024,0.025,5.7575,1.750503353,,0.019,0.02,4.606,1.527359801,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,2.303,0.834212621,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,1.8424,0.61106907,,0.011,0.012,2.7636,1.016534178,
403,-0.001,0.025,0.026,5.9878,1.789724066,,0.024,0.025,5.7575,1.750503353,,0.019,0.02,4.606,1.527359801,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,2.303,0.834212621,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,1.8424,0.61106907,,0.01,0.011,2.5333,0.929522801,
404,-0.001,0.025,0.026,5.9878,1.789724066,,0.024,0.025,5.7575,1.750503353,,0.019,0.02,4.606,1.527359801,,0.02,0.021,4.8363,1.576149966,,0.004,0.005,2.303,0.834212621,,0.008,0.009,2.0727,0.728852105,,0.003,0.004,1.8424,0.61106907,,0.01,0.011,2.5333,0.929522801,
405,-0.001,0.025,0.026,5.9878,1.789724066,,0.024,0.025,5.7575,1.750503353,,0.019,0.02,4.606,1.527359801,,0.019,0.02,4.606,1.527359801,,0.004,0.005,2.303,0.834212621,,0.007,0.008,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.01,0.011,2.5333,0.929522801,
406,-0.001,0.025,0.026,5.9878,1.789724066,,0.024,0.025,5.7575,1.750503353,,0.019,0.02,4.606,1.527359801,,0.019,0.02,4.606,1.527359801,,0.004,0.005,2.303,0.834212621,,0.007,0.008,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.01,0.011,2.5333,0.929522801,
407,-0.001,0.024,0.025,5.7575,1.750503353,,0.023,0.024,5.5272,1.709681358,,0.019,0.02,4.606,1.527359801,,0.019,0.02,4.606,1.527359801,,0.004,0.005,2.303,0.834212621,,0.007,0.008,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.01,0.011,2.5333,0.929522801,
408,-0.001,0.024,0.025,5.7575,1.750503353,,0.023,0.024,5.5272,1.709681358,,0.019,0.02,4.606,1.527359801,,0.019,0.02,4.606,1.527359801,,0.004,0.005,2.303,0.834212621,,0.007,0.008,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.01,0.011,2.5333,0.929522801,
409,-0.001,0.024,0.025,5.7575,1.750503353,,0.023,0.024,5.5272,1.709681358,,0.019,0.02,4.606,1.527359801,,0.019,0.02,4.606,1.527359801,,0.004,0.005,2.303,0.834212621,,0.007,0.008,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.01,0.011,2.5333,0.929522801,
410,-0.001,0.024,0.025,5.7575,1.750503353,,0.023,0.024,5.5272,1.709681358,,0.019,0.02,4.606,1.527359801,,0.019,0.02,4.606,1.527359801,,0.004,0.005,2.303,0.834212621,,0.007,0.008,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.01,0.011,2.5333,0.929522801,
411,-0.001,0.024,0.025,5.7575,1.750503353,,0.023,0.024,5.5272,1.709681358,,0.019,0.02,4.606,1.527359801,,0.019,0.02,4.606,1.527359801,,0.004,0.005,2.303,0.834212621,,0.007,0.008,1.8424,0.61106907,,0.003,0.004,1.8424,0.61106907,,0.01,0.011,2.5333,0.929522801,
412,-0.001,0.024,0.025,5.7575,1.750503353,,0.023,0.024,5.5272,1.709681358,,0.019,0.02,4.606,1.527359801,,0.018,0.019,4.3757,1.476066507,,0.004,0.005,2.303,0.834212621,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,,0.01,0.011,2.5333,0.929522801,
413,-0.001,0.024,0.025,5.7575,1.750503353,,0.023,0.024,5.5272,1.709681358,,0.018,0.019,4.3757,1.476066507,,0.018,0.019,4.3757,1.476066507,,0.004,0.005,2.303,0.834212621,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,,0.01,0.011,2.5333,0.929522801,
414,-0.001,0.024,0.025,5.7575,1.750503353,,0.023,0.024,5.5272,1.709681358,,0.018,0.019,4.3757,1.476066507,,0.018,0.019,4.3757,1.476066507,,0.004,0.005,2.303,0.834212621,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,,0.01,0.011,2.5333,0.929522801,
415,-0.001,0.023,0.024,5.5272,1.709681358,,0.023,0.024,5.5272,1.709681358,,0.018,0.019,4.3757,1.476066507,,0.018,0.019,4.3757,1.476066507,,0.004,0.005,2.303,0.834212621,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,,0.01,0.011,2.5333,0.929522801,
416,-0.001,0.023,0.024,5.5272,1.709681358,,0.023,0.024,5.5272,1.709681358,,0.018,0.019,4.3757,1.476066507,,0.018,0.019,4.3757,1.476066507,,0.004,0.005,2.303,0.834212621,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,,0.01,0.011,2.5333,0.929522801,
417,-0.001,0.023,0.024,5.5272,1.709681358,,0.022,0.023,5.2969,1.667121744,,0.018,0.019,4.3757,1.476066507,,0.018,0.019,4.3757,1.476066507,,0.003,0.004,1.8424,0.61106907,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,
418,-0.001,0.023,0.024,5.5272,1.709681358,,0.022,0.023,5.2969,1.667121744,,0.018,0.019,4.3757,1.476066507,,0.018,0.019,4.3757,1.476066507,,0.004,0.005,2.303,0.834212621,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,
419,-0.001,0.023,0.024,5.5272,1.709681358,,0.022,0.023,5.2969,1.667121744,,0.018,0.019,4.3757,1.476066507,,0.018,0.019,4.3757,1.476066507,,0.004,0.005,2.303,0.834212621,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,
420,-0.001,0.023,0.024,5.5272,1.709681358,,0.022,0.023,5.2969,1.667121744,,0.018,0.019,4.3757,1.476066507,,0.017,0.018,4.1454,1.421999286,,0.004,0.005,2.303,0.834212621,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,
421,-0.001,0.023,0.024,5.5272,1.709681358,,0.022,0.023,5.2969,1.667121744,,0.018,0.019,4.3757,1.476066507,,0.017,0.018,4.1454,1.421999286,,0.003,0.004,1.8424,0.61106907,,0.006,0.007,1.6121,0.477537677,,0.002,0.003,1.3818,0.323386997,,0.009,0.01,2.303,0.834212621,
