,MilliQ,B18Jul19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,B19Jul19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_45_R1,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_102_R1,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,F30May19_50_R1,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_01_R1,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_50_R1,A(CDOM),a(CDOM),ln(a),Sr
373,-0.001,0.023,0.024,5.5272,1.709681358,,0.044,0.045,10.3635,2.338290018,,0.021,0.022,5.0666,1.622669981,,0.033,0.034,7.8302,2.057988052,,0.014,0.015,3.4545,1.239677729,,0.018,0.019,4.3757,1.476066507,,0.013,0.014,3.2242,1.170684857,,0.015,0.016,3.6848,1.30421625,,0.024,0.025,5.7575,1.750503353,,0.015,0.016,3.6848,1.30421625,,0.012,0.013,2.9939,1.096576885,
374,-0.001,0.023,0.024,5.5272,1.709681358,,0.044,0.045,10.3635,2.338290018,,0.02,0.021,4.8363,1.576149966,,0.033,0.034,7.8302,2.057988052,,0.014,0.015,3.4545,1.239677729,,0.018,0.019,4.3757,1.476066507,,0.013,0.014,3.2242,1.170684857,,0.015,0.016,3.6848,1.30421625,,0.024,0.025,5.7575,1.750503353,,0.015,0.016,3.6848,1.30421625,,0.012,0.013,2.9939,1.096576885,
375,-0.001,0.023,0.024,5.5272,1.709681358,,0.044,0.045,10.3635,2.338290018,,0.02,0.021,4.8363,1.576149966,,0.033,0.034,7.8302,2.057988052,,0.014,0.015,3.4545,1.239677729,,0.018,0.019,4.3757,1.476066507,,0.013,0.014,3.2242,1.170684857,,0.015,0.016,3.6848,1.30421625,,0.024,0.025,5.7575,1.750503353,,0.015,0.016,3.6848,1.30421625,,0.012,0.013,2.9939,1.096576885,
376,-0.001,0.023,0.024,5.5272,1.709681358,,0.043,0.044,10.1332,2.315817162,,0.02,0.021,4.8363,1.576149966,,0.032,0.033,7.5999,2.028135089,,0.014,0.015,3.4545,1.239677729,,0.018,0.019,4.3757,1.476066507,,0.012,0.013,2.9939,1.096576885,,0.015,0.016,3.6848,1.30421625,,0.024,0.025,5.7575,1.750503353,,0.015,0.016,3.6848,1.30421625,,0.012,0.013,2.9939,1.096576885,
377,-0.001,0.022,0.023,5.2969,1.667121744,,0.043,0.044,10.1332,2.315817162,,0.02,0.021,4.8363,1.576149966,,0.032,0.033,7.5999,2.028135089,,0.014,0.015,3.4545,1.239677729,,0.018,0.019,4.3757,1.476066507,,0.012,0.013,2.9939,1.096576885,,0.015,0.016,3.6848,1.30421625,,0.024,0.025,5.7575,1.750503353,,0.015,0.016,3.6848,1.30421625,,0.012,0.013,2.9939,1.096576885,
378,-0.001,0.022,0.023,5.2969,1.667121744,,0.043,0.044,10.1332,2.315817162,,0.02,0.021,4.8363,1.576149966,,0.032,0.033,7.5999,2.028135089,,0.014,0.015,3.4545,1.239677729,,0.017,0.018,4.1454,1.421999286,,0.012,0.013,2.9939,1.096576885,,0.015,0.016,3.6848,1.30421625,,0.024,0.025,5.7575,1.750503353,,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,
379,-0.001,0.022,0.023,5.2969,1.667121744,,0.042,0.043,9.9029,2.292827644,,0.019,0.02,4.606,1.527359801,,0.032,0.033,7.5999,2.028135089,,0.014,0.015,3.4545,1.239677729,,0.017,0.018,4.1454,1.421999286,,0.012,0.013,2.9939,1.096576885,,0.014,0.015,3.4545,1.239677729,,0.023,0.024,5.5272,1.709681358,,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,
380,-0.001,0.022,0.023,5.2969,1.667121744,,0.042,0.043,9.9029,2.292827644,,0.019,0.02,4.606,1.527359801,,0.031,0.032,7.3696,1.997363431,,0.013,0.014,3.2242,1.170684857,,0.017,0.018,4.1454,1.421999286,,0.012,0.013,2.9939,1.096576885,,0.014,0.015,3.4545,1.239677729,,0.023,0.024,5.5272,1.709681358,,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,
381,-0.001,0.022,0.023,5.2969,1.667121744,,0.042,0.043,9.9029,2.292827644,,0.019,0.02,4.606,1.527359801,,0.031,0.032,7.3696,1.997363431,,0.013,0.014,3.2242,1.170684857,,0.017,0.018,4.1454,1.421999286,,0.012,0.013,2.9939,1.096576885,,0.014,0.015,3.4545,1.239677729,,0.023,0.024,5.5272,1.709681358,,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,
382,-0.001,0.021,0.022,5.0666,1.622669981,,0.042,0.043,9.9029,2.292827644,,0.019,0.02,4.606,1.527359801,,0.031,0.032,7.3696,1.997363431,,0.013,0.014,3.2242,1.170684857,,0.017,0.018,4.1454,1.421999286,,0.012,0.013,2.9939,1.096576885,,0.014,0.015,3.4545,1.239677729,,0.023,0.024,5.5272,1.709681358,,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,
383,-0.001,0.021,0.022,5.0666,1.622669981,,0.041,0.042,9.6726,2.269297146,,0.019,0.02,4.606,1.527359801,,0.031,0.032,7.3696,1.997363431,,0.013,0.014,3.2242,1.170684857,,0.017,0.018,4.1454,1.421999286,,0.012,0.013,2.9939,1.096576885,,0.014,0.015,3.4545,1.239677729,,0.023,0.024,5.5272,1.709681358,,0.014,0.015,3.4545,1.239677729,,0.011,0.012,2.7636,1.016534178,
384,-0.001,0.021,0.022,5.0666,1.622669981,,0.041,0.042,9.6726,2.269297146,,0.019,0.02,4.606,1.527359801,,0.031,0.032,7.3696,1.997363431,,0.013,0.014,3.2242,1.170684857,,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.014,0.015,3.4545,1.239677729,,0.023,0.024,5.5272,1.709681358,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,
385,-0.001,0.021,0.022,5.0666,1.622669981,,0.041,0.042,9.6726,2.269297146,,0.019,0.02,4.606,1.527359801,,0.03,0.031,7.1393,1.965614732,,0.013,0.014,3.2242,1.170684857,,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,,0.022,0.023,5.2969,1.667121744,,0.013,0.014,3.2242,1.170684857,,0.011,0.012,2.7636,1.016534178,
386,-0.001,0.021,0.022,5.0666,1.622669981,,0.04,0.041,9.4423,2.245199595,,0.018,0.019,4.3757,1.476066507,,0.03,0.031,7.1393,1.965614732,,0.012,0.013,2.9939,1.096576885,,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,,0.022,0.023,5.2969,1.667121744,,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,
387,-0.001,0.02,0.021,4.8363,1.576149966,,0.04,0.041,9.4423,2.245199595,,0.018,0.019,4.3757,1.476066507,,0.03,0.031,7.1393,1.965614732,,0.013,0.014,3.2242,1.170684857,,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,,0.022,0.023,5.2969,1.667121744,,0.013,0.014,3.2242,1.170684857,,0.01,0.011,2.5333,0.929522801,
388,-0.001,0.02,0.021,4.8363,1.576149966,,0.04,0.041,9.4423,2.245199595,,0.018,0.019,4.3757,1.476066507,,0.03,0.031,7.1393,1.965614732,,0.012,0.013,2.9939,1.096576885,,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,,0.022,0.023,5.2969,1.667121744,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,
389,-0.001,0.02,0.021,4.8363,1.576149966,,0.04,0.041,9.4423,2.245199595,,0.018,0.019,4.3757,1.476066507,,0.03,0.031,7.1393,1.965614732,,0.012,0.013,2.9939,1.096576885,,0.015,0.016,3.6848,1.30421625,,0.011,0.012,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,,0.022,0.023,5.2969,1.667121744,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,
390,-0.001,0.02,0.021,4.8363,1.576149966,,0.039,0.04,9.212,2.220506982,,0.018,0.019,4.3757,1.476066507,,0.03,0.031,7.1393,1.965614732,,0.012,0.013,2.9939,1.096576885,,0.016,0.017,3.9151,1.364840872,,0.011,0.012,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,,0.021,0.022,5.0666,1.622669981,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,
391,-0.001,0.02,0.021,4.8363,1.576149966,,0.039,0.04,9.212,2.220506982,,0.018,0.019,4.3757,1.476066507,,0.03,0.031,7.1393,1.965614732,,0.012,0.013,2.9939,1.096576885,,0.015,0.016,3.6848,1.30421625,,0.01,0.011,2.5333,0.929522801,,0.012,0.013,2.9939,1.096576885,,0.021,0.022,5.0666,1.622669981,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,
392,-0.001,0.02,0.021,4.8363,1.576149966,,0.039,0.04,9.212,2.220506982,,0.018,0.019,4.3757,1.476066507,,0.029,0.03,6.909,1.93282491,,0.012,0.013,2.9939,1.096576885,,0.015,0.016,3.6848,1.30421625,,0.01,0.011,2.5333,0.929522801,,0.012,0.013,2.9939,1.096576885,,0.021,0.022,5.0666,1.622669981,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,
393,-0.001,0.02,0.021,4.8363,1.576149966,,0.039,0.04,9.212,2.220506982,,0.018,0.019,4.3757,1.476066507,,0.029,0.03,6.909,1.93282491,,0.012,0.013,2.9939,1.096576885,,0.015,0.016,3.6848,1.30421625,,0.01,0.011,2.5333,0.929522801,,0.012,0.013,2.9939,1.096576885,,0.021,0.022,5.0666,1.622669981,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,
394,-0.001,0.019,0.02,4.606,1.527359801,,0.038,0.039,8.9817,2.195189174,,0.017,0.018,4.1454,1.421999286,,0.029,0.03,6.909,1.93282491,,0.012,0.013,2.9939,1.096576885,,0.015,0.016,3.6848,1.30421625,,0.01,0.011,2.5333,0.929522801,,0.012,0.013,2.9939,1.096576885,,0.021,0.022,5.0666,1.622669981,,0.012,0.013,2.9939,1.096576885,,0.01,0.011,2.5333,0.929522801,
395,-0.001,0.019,0.02,4.606,1.527359801,,0.038,0.039,8.9817,2.195189174,,0.017,0.018,4.1454,1.421999286,,0.029,0.03,6.909,1.93282491,,0.012,0.013,2.9939,1.096576885,,0.015,0.016,3.6848,1.30421625,,0.01,0.011,2.5333,0.929522801,,0.012,0.013,2.9939,1.096576885,,0.021,0.022,5.0666,1.622669981,,0.012,0.013,2.9939,1.096576885,,0.009,0.01,2.303,0.834212621,
396,-0.001,0.019,0.02,4.606,1.527359801,,0.038,0.039,8.9817,2.195189174,,0.017,0.018,4.1454,1.421999286,,0.029,0.03,6.909,1.93282491,,0.012,0.013,2.9939,1.096576885,,0.015,0.016,3.6848,1.30421625,,0.01,0.011,2.5333,0.929522801,,0.012,0.013,2.9939,1.096576885,,0.021,0.022,5.0666,1.622669981,,0.011,0.012,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,
397,-0.001,0.019,0.02,4.606,1.527359801,,0.038,0.039,8.9817,2.195189174,,0.017,0.018,4.1454,1.421999286,,0.029,0.03,6.909,1.93282491,,0.012,0.013,2.9939,1.096576885,,0.014,0.015,3.4545,1.239677729,,0.01,0.011,2.5333,0.929522801,,0.012,0.013,2.9939,1.096576885,,0.02,0.021,4.8363,1.576149966,,0.011,0.012,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,
398,-0.001,0.019,0.02,4.606,1.527359801,,0.037,0.038,8.7514,2.169213688,,0.017,0.018,4.1454,1.421999286,,0.028,0.029,6.6787,1.898923358,,0.011,0.012,2.7636,1.016534178,,0.014,0.015,3.4545,1.239677729,,0.01,0.011,2.5333,0.929522801,,0.012,0.013,2.9939,1.096576885,,0.02,0.021,4.8363,1.576149966,,0.011,0.012,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,
399,-0.001,0.019,0.02,4.606,1.527359801,,0.037,0.038,8.7514,2.169213688,,0.017,0.018,4.1454,1.421999286,,0.028,0.029,6.6787,1.898923358,,0.011,0.012,2.7636,1.016534178,,0.014,0.015,3.4545,1.239677729,,0.01,0.011,2.5333,0.929522801,,0.011,0.012,2.7636,1.016534178,,0.02,0.021,4.8363,1.576149966,,0.011,0.012,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,
400,-0.001,0.018,0.019,4.3757,1.476066507,,0.037,0.038,8.7514,2.169213688,,0.017,0.018,4.1454,1.421999286,,0.028,0.029,6.6787,1.898923358,,0.011,0.012,2.7636,1.016534178,,0.014,0.015,3.4545,1.239677729,,0.009,0.01,2.303,0.834212621,,0.011,0.012,2.7636,1.016534178,,0.02,0.021,4.8363,1.576149966,,0.011,0.012,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,
401,-0.001,0.018,0.019,4.3757,1.476066507,,0.037,0.038,8.7514,2.169213688,,0.017,0.018,4.1454,1.421999286,,0.028,0.029,6.6787,1.898923358,,0.011,0.012,2.7636,1.016534178,,0.014,0.015,3.4545,1.239677729,,0.009,0.01,2.303,0.834212621,,0.011,0.012,2.7636,1.016534178,,0.02,0.021,4.8363,1.576149966,,0.011,0.012,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,
402,-0.001,0.018,0.019,4.3757,1.476066507,,0.036,0.037,8.5211,2.14254544,,0.017,0.018,4.1454,1.421999286,,0.028,0.029,6.6787,1.898923358,,0.011,0.012,2.7636,1.016534178,,0.014,0.015,3.4545,1.239677729,,0.009,0.01,2.303,0.834212621,,0.011,0.012,2.7636,1.016534178,,0.02,0.021,4.8363,1.576149966,,0.011,0.012,2.7636,1.016534178,,0.009,0.01,2.303,0.834212621,
403,-0.001,0.018,0.019,4.3757,1.476066507,,0.036,0.037,8.5211,2.14254544,,0.016,0.017,3.9151,1.364840872,,0.027,0.028,6.4484,1.863832038,,0.011,0.012,2.7636,1.016534178,,0.014,0.015,3.4545,1.239677729,,0.009,0.01,2.303,0.834212621,,0.011,0.012,2.7636,1.016534178,,0.02,0.021,4.8363,1.576149966,,0.01,0.011,2.5333,0.929522801,,0.009,0.01,2.303,0.834212621,
404,-0.001,0.018,0.019,4.3757,1.476066507,,0.036,0.037,8.5211,2.14254544,,0.016,0.017,3.9151,1.364840872,,0.027,0.028,6.4484,1.863832038,,0.011,0.012,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.011,0.012,2.7636,1.016534178,,0.02,0.021,4.8363,1.576149966,,0.01,0.011,2.5333,0.929522801,,0.009,0.01,2.303,0.834212621,
405,-0.001,0.018,0.019,4.3757,1.476066507,,0.036,0.037,8.5211,2.14254544,,0.016,0.017,3.9151,1.364840872,,0.027,0.028,6.4484,1.863832038,,0.011,0.012,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.011,0.012,2.7636,1.016534178,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.009,0.01,2.303,0.834212621,
406,-0.001,0.018,0.019,4.3757,1.476066507,,0.035,0.036,8.2908,2.115146466,,0.016,0.017,3.9151,1.364840872,,0.027,0.028,6.4484,1.863832038,,0.011,0.012,2.7636,1.016534178,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.011,0.012,2.7636,1.016534178,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.009,0.01,2.303,0.834212621,
407,-0.001,0.017,0.018,4.1454,1.421999286,,0.035,0.036,8.2908,2.115146466,,0.016,0.017,3.9151,1.364840872,,0.027,0.028,6.4484,1.863832038,,0.01,0.011,2.5333,0.929522801,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.011,0.012,2.7636,1.016534178,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.008,0.009,2.0727,0.728852105,
408,-0.001,0.017,0.018,4.1454,1.421999286,,0.035,0.036,8.2908,2.115146466,,0.016,0.017,3.9151,1.364840872,,0.027,0.028,6.4484,1.863832038,,0.01,0.011,2.5333,0.929522801,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.01,0.011,2.5333,0.929522801,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.008,0.009,2.0727,0.728852105,
409,-0.001,0.017,0.018,4.1454,1.421999286,,0.035,0.036,8.2908,2.115146466,,0.016,0.017,3.9151,1.364840872,,0.026,0.027,6.2181,1.827464394,,0.01,0.011,2.5333,0.929522801,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.01,0.011,2.5333,0.929522801,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.008,0.009,2.0727,0.728852105,
410,-0.001,0.017,0.018,4.1454,1.421999286,,0.035,0.036,8.2908,2.115146466,,0.016,0.017,3.9151,1.364840872,,0.026,0.027,6.2181,1.827464394,,0.01,0.011,2.5333,0.929522801,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.01,0.011,2.5333,0.929522801,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.008,0.009,2.0727,0.728852105,
411,-0.001,0.017,0.018,4.1454,1.421999286,,0.034,0.035,8.0605,2.086975589,,0.016,0.017,3.9151,1.364840872,,0.026,0.027,6.2181,1.827464394,,0.01,0.011,2.5333,0.929522801,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.01,0.011,2.5333,0.929522801,,0.019,0.02,4.606,1.527359801,,0.01,0.011,2.5333,0.929522801,,0.008,0.009,2.0727,0.728852105,
412,-0.001,0.017,0.018,4.1454,1.421999286,,0.034,0.035,8.0605,2.086975589,,0.016,0.017,3.9151,1.364840872,,0.026,0.027,6.2181,1.827464394,,0.01,0.011,2.5333,0.929522801,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.01,0.011,2.5333,0.929522801,,0.019,0.02,4.606,1.527359801,,0.009,0.01,2.303,0.834212621,,0.008,0.009,2.0727,0.728852105,
413,-0.001,0.017,0.018,4.1454,1.421999286,,0.034,0.035,8.0605,2.086975589,,0.016,0.017,3.9151,1.364840872,,0.026,0.027,6.2181,1.827464394,,0.01,0.011,2.5333,0.929522801,,0.013,0.014,3.2242,1.170684857,,0.009,0.01,2.303,0.834212621,,0.01,0.011,2.5333,0.929522801,,0.019,0.02,4.606,1.527359801,,0.009,0.01,2.303,0.834212621,,0.008,0.009,2.0727,0.728852105,
414,-0.001,0.017,0.018,4.1454,1.421999286,,0.034,0.035,8.0605,2.086975589,,0.016,0.017,3.9151,1.364840872,,0.026,0.027,6.2181,1.827464394,,0.01,0.011,2.5333,0.929522801,,0.013,0.014,3.2242,1.170684857,,0.008,0.009,2.0727,0.728852105,,0.01,0.011,2.5333,0.929522801,,0.019,0.02,4.606,1.527359801,,0.009,0.01,2.303,0.834212621,,0.008,0.009,2.0727,0.728852105,
415,-0.001,0.017,0.018,4.1454,1.421999286,,0.033,0.034,7.8302,2.057988052,,0.016,0.017,3.9151,1.364840872,,0.026,0.027,6.2181,1.827464394,,0.01,0.011,2.5333,0.929522801,,0.013,0.014,3.2242,1.170684857,,0.008,0.009,2.0727,0.728852105,,0.01,0.011,2.5333,0.929522801,,0.019,0.02,4.606,1.527359801,,0.009,0.01,2.303,0.834212621,,0.008,0.009,2.0727,0.728852105,
416,-0.001,0.016,0.017,3.9151,1.364840872,,0.033,0.034,7.8302,2.057988052,,0.016,0.017,3.9151,1.364840872,,0.026,0.027,6.2181,1.827464394,,0.01,0.011,2.5333,0.929522801,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.01,0.011,2.5333,0.929522801,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.008,0.009,2.0727,0.728852105,
417,-0.001,0.016,0.017,3.9151,1.364840872,,0.033,0.034,7.8302,2.057988052,,0.016,0.017,3.9151,1.364840872,,0.025,0.026,5.9878,1.789724066,,0.01,0.011,2.5333,0.929522801,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.01,0.011,2.5333,0.929522801,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.008,0.009,2.0727,0.728852105,
418,-0.001,0.016,0.017,3.9151,1.364840872,,0.033,0.034,7.8302,2.057988052,,0.016,0.017,3.9151,1.364840872,,0.025,0.026,5.9878,1.789724066,,0.01,0.011,2.5333,0.929522801,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.008,0.009,2.0727,0.728852105,
419,-0.001,0.016,0.017,3.9151,1.364840872,,0.032,0.033,7.5999,2.028135089,,0.015,0.016,3.6848,1.30421625,,0.025,0.026,5.9878,1.789724066,,0.01,0.011,2.5333,0.929522801,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.008,0.009,2.0727,0.728852105,
420,-0.001,0.016,0.017,3.9151,1.364840872,,0.032,0.033,7.5999,2.028135089,,0.015,0.016,3.6848,1.30421625,,0.025,0.026,5.9878,1.789724066,,0.009,0.01,2.303,0.834212621,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.008,0.009,2.0727,0.728852105,
421,-0.001,0.016,0.017,3.9151,1.364840872,,0.032,0.033,7.5999,2.028135089,,0.015,0.016,3.6848,1.30421625,,0.025,0.026,5.9878,1.789724066,,0.009,0.01,2.303,0.834212621,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.007,0.008,1.8424,0.61106907,
422,-0.001,0.016,0.017,3.9151,1.364840872,,0.032,0.033,7.5999,2.028135089,,0.015,0.016,3.6848,1.30421625,,0.025,0.026,5.9878,1.789724066,,0.009,0.01,2.303,0.834212621,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.009,0.01,2.303,0.834212621,,0.007,0.008,1.8424,0.61106907,
423,-0.001,0.016,0.017,3.9151,1.364840872,,0.032,0.033,7.5999,2.028135089,,0.015,0.016,3.6848,1.30421625,,0.025,0.026,5.9878,1.789724066,,0.009,0.01,2.303,0.834212621,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.008,0.009,2.0727,0.728852105,,0.007,0.008,1.8424,0.61106907,
424,-0.001,0.016,0.017,3.9151,1.364840872,,0.031,0.032,7.3696,1.997363431,,0.015,0.016,3.6848,1.30421625,,0.025,0.026,5.9878,1.789724066,,0.009,0.01,2.303,0.834212621,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.008,0.009,2.0727,0.728852105,,0.007,0.008,1.8424,0.61106907,
425,-0.001,0.016,0.017,3.9151,1.364840872,,0.031,0.032,7.3696,1.997363431,,0.015,0.016,3.6848,1.30421625,,0.024,0.025,5.7575,1.750503353,,0.009,0.01,2.303,0.834212621,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.008,0.009,2.0727,0.728852105,,0.007,0.008,1.8424,0.61106907,
426,-0.001,0.016,0.017,3.9151,1.364840872,,0.031,0.032,7.3696,1.997363431,,0.015,0.016,3.6848,1.30421625,,0.024,0.025,5.7575,1.750503353,,0.009,0.01,2.303,0.834212621,,0.012,0.013,2.9939,1.096576885,,0.008,0.009,2.0727,0.728852105,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.008,0.009,2.0727,0.728852105,,0.007,0.008,1.8424,0.61106907,
427,-0.001,0.015,0.016,3.6848,1.30421625,,0.031,0.032,7.3696,1.997363431,,0.015,0.016,3.6848,1.30421625,,0.024,0.025,5.7575,1.750503353,,0.009,0.01,2.303,0.834212621,,0.011,0.012,2.7636,1.016534178,,0.008,0.009,2.0727,0.728852105,,0.009,0.01,2.303,0.834212621,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.007,0.008,1.8424,0.61106907,
428,-0.001,0.015,0.016,3.6848,1.30421625,,0.031,0.032,7.3696,1.997363431,,0.015,0.016,3.6848,1.30421625,,0.024,0.025,5.7575,1.750503353,,0.009,0.01,2.303,0.834212621,,0.011,0.012,2.7636,1.016534178,,0.008,0.009,2.0727,0.728852105,,0.009,0.01,2.303,0.834212621,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.007,0.008,1.8424,0.61106907,
429,-0.001,0.015,0.016,3.6848,1.30421625,,0.031,0.032,7.3696,1.997363431,,0.015,0.016,3.6848,1.30421625,,0.024,0.025,5.7575,1.750503353,,0.009,0.01,2.303,0.834212621,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.008,0.009,2.0727,0.728852105,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.007,0.008,1.8424,0.61106907,
430,-0.001,0.015,0.016,3.6848,1.30421625,,0.03,0.031,7.1393,1.965614732,,0.015,0.016,3.6848,1.30421625,,0.024,0.025,5.7575,1.750503353,,0.009,0.01,2.303,0.834212621,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.008,0.009,2.0727,0.728852105,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.007,0.008,1.8424,0.61106907,
431,-0.001,0.015,0.016,3.6848,1.30421625,,0.03,0.031,7.1393,1.965614732,,0.014,0.015,3.4545,1.239677729,,0.024,0.025,5.7575,1.750503353,,0.009,0.01,2.303,0.834212621,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.008,0.009,2.0727,0.728852105,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.007,0.008,1.8424,0.61106907,
432,-0.001,0.015,0.016,3.6848,1.30421625,,0.03,0.031,7.1393,1.965614732,,0.014,0.015,3.4545,1.239677729,,0.024,0.025,5.7575,1.750503353,,0.009,0.01,2.303,0.834212621,,0.011,0.012,2.7636,1.016534178,,0.007,0.008,1.8424,0.61106907,,0.008,0.009,2.0727,0.728852105,,0.017,0.018,4.1454,1.421999286,,0.008,0.009,2.0727,0.728852105,,0.007,0.008,1.8424,0.61106907,
