,MilliQ,B18Jul19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,B19Jul19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_45_R1,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,F27Jun19_102_R1,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,F30May19_50_R1,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_01_R1,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,B27Jun19_50_R1,A(CDOM),a(CDOM),ln(a),Sr
529,-0.001,0.009,0.01,2.303,0.834212621,,0.021,0.022,5.0666,1.622669981,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
530,-0.001,0.009,0.01,2.303,0.834212621,,0.021,0.022,5.0666,1.622669981,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
531,-0.001,0.009,0.01,2.303,0.834212621,,0.021,0.022,5.0666,1.622669981,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
532,-0.001,0.009,0.01,2.303,0.834212621,,0.021,0.022,5.0666,1.622669981,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.004,0.005,1.1515,0.14106544,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
533,0,0.009,0.009,2.0727,0.728852105,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
534,-0.001,0.009,0.01,2.303,0.834212621,,0.021,0.022,5.0666,1.622669981,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.004,0.005,1.1515,0.14106544,
535,0,0.009,0.009,2.0727,0.728852105,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
536,0,0.01,0.01,2.303,0.834212621,,0.022,0.022,5.0666,1.622669981,,0.01,0.01,2.303,0.834212621,,0.019,0.019,4.3757,1.476066507,,0.006,0.006,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.013,0.013,2.9939,1.096576885,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,
537,0,0.009,0.009,2.0727,0.728852105,,0.021,0.021,4.8363,1.576149966,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.004,0.004,0.9212,-0.082078111,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,
538,-0.001,0.009,0.01,2.303,0.834212621,,0.021,0.022,5.0666,1.622669981,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
539,-0.001,0.009,0.01,2.303,0.834212621,,0.02,0.021,4.8363,1.576149966,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
540,-0.001,0.009,0.01,2.303,0.834212621,,0.02,0.021,4.8363,1.576149966,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
541,-0.001,0.009,0.01,2.303,0.834212621,,0.02,0.021,4.8363,1.576149966,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.005,0.006,1.3818,0.323386997,,0.007,0.008,1.8424,0.61106907,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
542,-0.001,0.008,0.009,2.0727,0.728852105,,0.02,0.021,4.8363,1.576149966,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
543,-0.001,0.008,0.009,2.0727,0.728852105,,0.02,0.021,4.8363,1.576149966,,0.009,0.01,2.303,0.834212621,,0.018,0.019,4.3757,1.476066507,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
544,0,0.008,0.008,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
545,0,0.008,0.008,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
546,0,0.008,0.008,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
547,-0.001,0.008,0.009,2.0727,0.728852105,,0.02,0.021,4.8363,1.576149966,,0.009,0.01,2.303,0.834212621,,0.017,0.018,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
548,-0.001,0.008,0.009,2.0727,0.728852105,,0.02,0.021,4.8363,1.576149966,,0.009,0.01,2.303,0.834212621,,0.017,0.018,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
549,-0.001,0.008,0.009,2.0727,0.728852105,,0.02,0.021,4.8363,1.576149966,,0.009,0.01,2.303,0.834212621,,0.017,0.018,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
550,-0.001,0.008,0.009,2.0727,0.728852105,,0.02,0.021,4.8363,1.576149966,,0.009,0.01,2.303,0.834212621,,0.017,0.018,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
551,-0.001,0.008,0.009,2.0727,0.728852105,,0.02,0.021,4.8363,1.576149966,,0.009,0.01,2.303,0.834212621,,0.017,0.018,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
552,0,0.008,0.008,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
553,0,0.008,0.008,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
554,-0.001,0.008,0.009,2.0727,0.728852105,,0.02,0.021,4.8363,1.576149966,,0.009,0.01,2.303,0.834212621,,0.017,0.018,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.012,0.013,2.9939,1.096576885,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
555,0,0.008,0.008,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
556,0,0.008,0.008,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.012,0.012,2.7636,1.016534178,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
557,0,0.008,0.008,1.8424,0.61106907,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.011,0.011,2.5333,0.929522801,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
558,0,0.008,0.008,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.011,0.011,2.5333,0.929522801,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
559,0,0.008,0.008,1.8424,0.61106907,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.011,0.011,2.5333,0.929522801,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
560,-0.001,0.008,0.009,2.0727,0.728852105,,0.019,0.02,4.606,1.527359801,,0.008,0.009,2.0727,0.728852105,,0.017,0.018,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,,0.003,0.004,0.9212,-0.082078111,,0.003,0.004,0.9212,-0.082078111,
561,0,0.008,0.008,1.8424,0.61106907,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.011,0.011,2.5333,0.929522801,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
562,0,0.008,0.008,1.8424,0.61106907,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.011,0.011,2.5333,0.929522801,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
563,0,0.008,0.008,1.8424,0.61106907,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.011,0.011,2.5333,0.929522801,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
564,0,0.008,0.008,1.8424,0.61106907,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.011,0.011,2.5333,0.929522801,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
565,0,0.008,0.008,1.8424,0.61106907,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.011,0.011,2.5333,0.929522801,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
566,0,0.008,0.008,1.8424,0.61106907,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.011,0.011,2.5333,0.929522801,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
567,0,0.008,0.008,1.8424,0.61106907,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.011,0.011,2.5333,0.929522801,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
568,0,0.008,0.008,1.8424,0.61106907,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.011,0.011,2.5333,0.929522801,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
569,0,0.008,0.008,1.8424,0.61106907,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.011,0.011,2.5333,0.929522801,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
570,0,0.008,0.008,1.8424,0.61106907,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
571,0,0.008,0.008,1.8424,0.61106907,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.011,0.011,2.5333,0.929522801,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
572,0,0.008,0.008,1.8424,0.61106907,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.011,0.011,2.5333,0.929522801,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
573,0,0.008,0.008,1.8424,0.61106907,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.011,0.011,2.5333,0.929522801,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
574,0,0.008,0.008,1.8424,0.61106907,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.011,0.011,2.5333,0.929522801,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,
575,0,0.008,0.008,1.8424,0.61106907,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.005,0.005,1.1515,0.14106544,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
576,0,0.008,0.008,1.8424,0.61106907,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
577,-0.001,0.007,0.008,1.8424,0.61106907,,0.019,0.02,4.606,1.527359801,,0.008,0.009,2.0727,0.728852105,,0.017,0.018,4.1454,1.421999286,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.003,0.004,0.9212,-0.082078111,,0.011,0.012,2.7636,1.016534178,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
578,-0.001,0.008,0.009,2.0727,0.728852105,,0.019,0.02,4.606,1.527359801,,0.008,0.009,2.0727,0.728852105,,0.017,0.018,4.1454,1.421999286,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.004,0.005,1.1515,0.14106544,,0.002,0.003,0.6909,-0.369760183,,0.011,0.012,2.7636,1.016534178,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
579,-0.001,0.007,0.008,1.8424,0.61106907,,0.019,0.02,4.606,1.527359801,,0.008,0.009,2.0727,0.728852105,,0.017,0.018,4.1454,1.421999286,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.011,0.012,2.7636,1.016534178,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
580,-0.001,0.007,0.008,1.8424,0.61106907,,0.019,0.02,4.606,1.527359801,,0.008,0.009,2.0727,0.728852105,,0.017,0.018,4.1454,1.421999286,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.011,0.012,2.7636,1.016534178,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
581,-0.001,0.007,0.008,1.8424,0.61106907,,0.019,0.02,4.606,1.527359801,,0.008,0.009,2.0727,0.728852105,,0.017,0.018,4.1454,1.421999286,,0.004,0.005,1.1515,0.14106544,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,0.9212,-0.082078111,,0.002,0.003,0.6909,-0.369760183,,0.011,0.012,2.7636,1.016534178,,0.002,0.003,0.6909,-0.369760183,,0.003,0.004,0.9212,-0.082078111,
582,0,0.007,0.007,1.6121,0.477537677,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
583,0,0.007,0.007,1.6121,0.477537677,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
584,0,0.007,0.007,1.6121,0.477537677,,0.019,0.019,4.3757,1.476066507,,0.008,0.008,1.8424,0.61106907,,0.017,0.017,3.9151,1.364840872,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
585,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
586,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
587,0,0.007,0.007,1.6121,0.477537677,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.011,0.011,2.5333,0.929522801,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
