,MilliQ,PonyLake,A(CDOM),a(CDOM),ln(a),Sr,PonyLake Dil 1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,PonyLake Dil 1:4,A(CDOM),Dilution 1:4 a(CDOM),Dilution 1:4 ln(a),Sr,SuwanneeRiver,A(CDOM),a(CDOM),ln(a),Sr,SuwanneeRiver Dil 1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,SuwanneeRiver Dil 1:4,A(CDOM),Dilution 1:4 a(CDOM),Dilution 1:4 ln(a),Sr,F15Jul19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F15Jul19_5mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F3Jul19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_5mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F3Jul19_5mR1_Flt,A(CDOM),a(CDOM),ln(a),Sr,F3Jul19_5mR1_FltDil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F14Aug19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F14Aug19_5mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F14Aug19_0.1mR2,A(CDOM),a(CDOM),ln(a),Sr,F14Aug19_0.1mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F14Aug19_9mR2,A(CDOM),a(CDOM),ln(a),Sr,F14Aug19_9mR2_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F14Aug19_9mR2_Flt,A(CDOM),a(CDOM),ln(a),Sr,F14Aug19_9mR2_FltDil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F22Aug19_9mR1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_9mR2_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
677,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,3.6848,1.30421625,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
678,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
679,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
680,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
681,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
682,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
683,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
684,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
685,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
686,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
687,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
688,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
689,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
690,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
691,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
692,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
693,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
694,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
695,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
696,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
697,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
698,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
699,0,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,4.1454,1.421999286,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
700,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
701,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,4.606,1.527359801,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
702,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,4.1454,1.421999286,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
703,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,4.1454,1.421999286,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
704,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,4.1454,1.421999286,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
705,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,4.1454,1.421999286,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
706,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,4.1454,1.421999286,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
707,0,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.007,0.007,1.6121,0.477537677,,0.004,0.004,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,4.1454,1.421999286,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.9212,-0.082078111,,0.014,0.014,3.2242,1.170684857,,0.009,0.009,4.1454,1.421999286,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.018,0.018,4.1454,1.421999286,,0.008,0.008,3.6848,1.30421625,
