,Blank,F20Sep19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_Surf_R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_9_R1,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_5_R1,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_5R1_Dil2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F20Sep19_5_R1_Dil4,A(CDOM),Dilution 1:4 a(CDOM),Dilution 1:4 ln(a),Sr,F22Jul19_WET_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Jul19_WET_R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
426,0.001,0.019,0.018,4.1454,1.421999286,,0.01,0.009,4.1454,1.421999286,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.061,0.06,13.818,2.62597209,,0.031,0.03,13.818,2.62597209,,0.013,0.012,55.272,4.012266451,,0.03,0.029,6.6787,1.898923358,,0.015,0.014,6.4484,1.863832038,
427,0.001,0.019,0.018,4.1454,1.421999286,,0.009,0.008,3.6848,1.30421625,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.061,0.06,13.818,2.62597209,,0.031,0.03,13.818,2.62597209,,0.012,0.011,55.272,4.012266451,,0.03,0.029,6.6787,1.898923358,,0.015,0.014,6.4484,1.863832038,
428,0.001,0.018,0.017,3.9151,1.364840872,,0.009,0.008,3.6848,1.30421625,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.061,0.06,13.818,2.62597209,,0.03,0.029,13.3574,2.592070538,,0.012,0.011,55.272,4.012266451,,0.03,0.029,6.6787,1.898923358,,0.015,0.014,6.4484,1.863832038,
429,0.001,0.018,0.017,3.9151,1.364840872,,0.009,0.008,3.6848,1.30421625,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.06,0.059,13.5877,2.609164972,,0.03,0.029,13.3574,2.592070538,,0.012,0.011,54.3508,3.995459333,,0.03,0.029,6.6787,1.898923358,,0.015,0.014,6.4484,1.863832038,
430,0.001,0.018,0.017,3.9151,1.364840872,,0.009,0.008,3.6848,1.30421625,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.06,0.059,13.5877,2.609164972,,0.03,0.029,13.3574,2.592070538,,0.012,0.011,54.3508,3.995459333,,0.03,0.029,6.6787,1.898923358,,0.015,0.014,6.4484,1.863832038,
431,0.001,0.018,0.017,3.9151,1.364840872,,0.009,0.008,3.6848,1.30421625,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.06,0.059,13.5877,2.609164972,,0.03,0.029,13.3574,2.592070538,,0.012,0.011,54.3508,3.995459333,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,
432,0.001,0.018,0.017,3.9151,1.364840872,,0.009,0.008,3.6848,1.30421625,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.059,0.058,13.3574,2.592070538,,0.03,0.029,13.3574,2.592070538,,0.012,0.011,53.4296,3.9783649,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,
433,0.001,0.018,0.017,3.9151,1.364840872,,0.009,0.008,3.6848,1.30421625,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.059,0.058,13.3574,2.592070538,,0.03,0.029,13.3574,2.592070538,,0.012,0.011,53.4296,3.9783649,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,
434,0.001,0.018,0.017,3.9151,1.364840872,,0.009,0.008,3.6848,1.30421625,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.059,0.058,13.3574,2.592070538,,0.029,0.028,12.8968,2.556979219,,0.012,0.011,53.4296,3.9783649,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,
435,0.001,0.018,0.017,3.9151,1.364840872,,0.009,0.008,3.6848,1.30421625,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.058,0.057,13.1271,2.574678796,,0.029,0.028,12.8968,2.556979219,,0.012,0.011,52.5084,3.960973157,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,
436,0.001,0.017,0.016,3.6848,1.30421625,,0.009,0.008,3.6848,1.30421625,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.058,0.057,13.1271,2.574678796,,0.029,0.028,12.8968,2.556979219,,0.012,0.011,52.5084,3.960973157,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,
437,0.001,0.017,0.016,3.6848,1.30421625,,0.009,0.008,3.6848,1.30421625,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.058,0.057,13.1271,2.574678796,,0.029,0.028,12.8968,2.556979219,,0.012,0.011,52.5084,3.960973157,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,
438,0.001,0.017,0.016,3.6848,1.30421625,,0.009,0.008,3.6848,1.30421625,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.057,0.056,12.8968,2.556979219,,0.029,0.028,12.8968,2.556979219,,0.012,0.011,51.5872,3.94327358,,0.029,0.028,6.4484,1.863832038,,0.015,0.014,6.4484,1.863832038,
439,0.001,0.017,0.016,3.6848,1.30421625,,0.009,0.008,3.6848,1.30421625,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.057,0.056,12.8968,2.556979219,,0.029,0.028,12.8968,2.556979219,,0.012,0.011,51.5872,3.94327358,,0.028,0.027,6.2181,1.827464394,,0.014,0.013,5.9878,1.789724066,
440,0.001,0.017,0.016,3.6848,1.30421625,,0.009,0.008,3.6848,1.30421625,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.057,0.056,12.8968,2.556979219,,0.028,0.027,12.4362,2.520611574,,0.012,0.011,51.5872,3.94327358,,0.028,0.027,6.2181,1.827464394,,0.014,0.013,5.9878,1.789724066,
441,0.001,0.017,0.016,3.6848,1.30421625,,0.009,0.008,3.6848,1.30421625,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.056,0.055,12.6665,2.538960713,,0.028,0.027,12.4362,2.520611574,,0.012,0.011,50.666,3.925255074,,0.028,0.027,6.2181,1.827464394,,0.014,0.013,5.9878,1.789724066,
442,0.001,0.017,0.016,3.6848,1.30421625,,0.009,0.008,3.6848,1.30421625,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.056,0.055,12.6665,2.538960713,,0.028,0.027,12.4362,2.520611574,,0.011,0.01,50.666,3.925255074,,0.028,0.027,6.2181,1.827464394,,0.014,0.013,5.9878,1.789724066,
443,0.001,0.017,0.016,3.6848,1.30421625,,0.009,0.008,3.6848,1.30421625,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.056,0.055,12.6665,2.538960713,,0.028,0.027,12.4362,2.520611574,,0.011,0.01,50.666,3.925255074,,0.028,0.027,6.2181,1.827464394,,0.014,0.013,5.9878,1.789724066,
444,0.001,0.017,0.016,3.6848,1.30421625,,0.009,0.008,3.6848,1.30421625,,0.008,0.007,1.6121,0.477537677,,0.004,0.003,1.3818,0.323386997,,0.056,0.055,12.6665,2.538960713,,0.028,0.027,12.4362,2.520611574,,0.011,0.01,50.666,3.925255074,,0.028,0.027,6.2181,1.827464394,,0.014,0.013,5.9878,1.789724066,
445,0.001,0.017,0.016,3.6848,1.30421625,,0.008,0.007,3.2242,1.170684857,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.055,0.054,12.4362,2.520611574,,0.028,0.027,12.4362,2.520611574,,0.011,0.01,49.7448,3.906905936,,0.028,0.027,6.2181,1.827464394,,0.014,0.013,5.9878,1.789724066,
446,0.001,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.055,0.054,12.4362,2.520611574,,0.027,0.026,11.9756,2.482871246,,0.011,0.01,49.7448,3.906905936,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,
447,0.001,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.055,0.054,12.4362,2.520611574,,0.027,0.026,11.9756,2.482871246,,0.011,0.01,49.7448,3.906905936,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,
448,0.001,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.054,0.053,12.2059,2.501919441,,0.027,0.026,11.9756,2.482871246,,0.011,0.01,48.8236,3.888213803,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,
449,0.001,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.054,0.053,12.2059,2.501919441,,0.027,0.026,11.9756,2.482871246,,0.011,0.01,48.8236,3.888213803,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,
450,0.001,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.054,0.053,12.2059,2.501919441,,0.027,0.026,11.9756,2.482871246,,0.011,0.01,48.8236,3.888213803,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,
451,0.001,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.054,0.053,12.2059,2.501919441,,0.027,0.026,11.9756,2.482871246,,0.011,0.01,48.8236,3.888213803,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,
452,0.001,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.054,0.053,12.2059,2.501919441,,0.027,0.026,11.9756,2.482871246,,0.011,0.01,48.8236,3.888213803,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,
453,0.001,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.053,0.052,11.9756,2.482871246,,0.026,0.025,11.515,2.443650533,,0.011,0.01,47.9024,3.869165608,,0.027,0.026,5.9878,1.789724066,,0.014,0.013,5.9878,1.789724066,
454,0.001,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.053,0.052,11.9756,2.482871246,,0.026,0.025,11.515,2.443650533,,0.011,0.01,47.9024,3.869165608,,0.026,0.025,5.7575,1.750503353,,0.013,0.012,5.5272,1.709681358,
455,0.001,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.053,0.052,11.9756,2.482871246,,0.026,0.025,11.515,2.443650533,,0.011,0.01,47.9024,3.869165608,,0.026,0.025,5.7575,1.750503353,,0.013,0.012,5.5272,1.709681358,
456,0.001,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.053,0.052,11.9756,2.482871246,,0.026,0.025,11.515,2.443650533,,0.011,0.01,47.9024,3.869165608,,0.026,0.025,5.7575,1.750503353,,0.013,0.012,5.5272,1.709681358,
457,0.001,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.053,0.052,11.9756,2.482871246,,0.026,0.025,11.515,2.443650533,,0.011,0.01,47.9024,3.869165608,,0.026,0.025,5.7575,1.750503353,,0.013,0.012,5.5272,1.709681358,
458,0.001,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.052,0.051,11.7453,2.463453161,,0.026,0.025,11.515,2.443650533,,0.011,0.01,46.9812,3.849747522,,0.026,0.025,5.7575,1.750503353,,0.013,0.012,5.5272,1.709681358,
459,0.001,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.052,0.051,11.7453,2.463453161,,0.026,0.025,11.515,2.443650533,,0.011,0.01,46.9812,3.849747522,,0.026,0.025,5.7575,1.750503353,,0.013,0.012,5.5272,1.709681358,
460,0.001,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.052,0.051,11.7453,2.463453161,,0.026,0.025,11.515,2.443650533,,0.011,0.01,46.9812,3.849747522,,0.026,0.025,5.7575,1.750503353,,0.013,0.012,5.5272,1.709681358,
461,0.001,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.052,0.051,11.7453,2.463453161,,0.026,0.025,11.515,2.443650533,,0.011,0.01,46.9812,3.849747522,,0.026,0.025,5.7575,1.750503353,,0.013,0.012,5.5272,1.709681358,
462,0.001,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,,0.008,0.007,1.6121,0.477537677,,0.003,0.002,0.9212,-0.082078111,,0.051,0.05,11.515,2.443650533,,0.026,0.025,11.515,2.443650533,,0.01,0.009,46.06,3.829944894,,0.026,0.025,5.7575,1.750503353,,0.013,0.012,5.5272,1.709681358,
463,0.001,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.051,0.05,11.515,2.443650533,,0.025,0.024,11.0544,2.402828539,,0.01,0.009,46.06,3.829944894,,0.026,0.025,5.7575,1.750503353,,0.013,0.012,5.5272,1.709681358,
464,0.001,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.051,0.05,11.515,2.443650533,,0.025,0.024,11.0544,2.402828539,,0.01,0.009,46.06,3.829944894,,0.026,0.025,5.7575,1.750503353,,0.013,0.012,5.5272,1.709681358,
465,0.001,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.051,0.05,11.515,2.443650533,,0.025,0.024,11.0544,2.402828539,,0.01,0.009,46.06,3.829944894,,0.026,0.025,5.7575,1.750503353,,0.013,0.012,5.5272,1.709681358,
466,0.001,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.051,0.05,11.515,2.443650533,,0.025,0.024,11.0544,2.402828539,,0.01,0.009,46.06,3.829944894,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,
467,0.001,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.05,0.049,11.2847,2.423447826,,0.025,0.024,11.0544,2.402828539,,0.01,0.009,45.1388,3.809742187,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,
468,0.001,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.05,0.049,11.2847,2.423447826,,0.025,0.024,11.0544,2.402828539,,0.01,0.009,45.1388,3.809742187,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,
469,0.001,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.05,0.049,11.2847,2.423447826,,0.025,0.024,11.0544,2.402828539,,0.01,0.009,45.1388,3.809742187,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,
470,0.001,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.05,0.049,11.2847,2.423447826,,0.025,0.024,11.0544,2.402828539,,0.01,0.009,45.1388,3.809742187,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,
471,0.001,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.05,0.049,11.2847,2.423447826,,0.025,0.024,11.0544,2.402828539,,0.01,0.009,45.1388,3.809742187,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,
472,0.001,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.049,0.048,11.0544,2.402828539,,0.024,0.023,10.5938,2.360268924,,0.01,0.009,44.2176,3.7891229,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,
473,0.001,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.049,0.048,11.0544,2.402828539,,0.024,0.023,10.5938,2.360268924,,0.01,0.009,44.2176,3.7891229,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,
474,0.001,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.049,0.048,11.0544,2.402828539,,0.024,0.023,10.5938,2.360268924,,0.01,0.009,44.2176,3.7891229,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,
475,0.001,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.049,0.048,11.0544,2.402828539,,0.024,0.023,10.5938,2.360268924,,0.01,0.009,44.2176,3.7891229,,0.025,0.024,5.5272,1.709681358,,0.013,0.012,5.5272,1.709681358,
476,0.001,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.049,0.048,11.0544,2.402828539,,0.024,0.023,10.5938,2.360268924,,0.01,0.009,44.2176,3.7891229,,0.025,0.024,5.5272,1.709681358,,0.012,0.011,5.0666,1.622669981,
477,0.001,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.048,0.047,10.8241,2.38177513,,0.024,0.023,10.5938,2.360268924,,0.01,0.009,43.2964,3.768069491,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,
478,0.001,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.048,0.047,10.8241,2.38177513,,0.024,0.023,10.5938,2.360268924,,0.01,0.009,43.2964,3.768069491,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,
479,0.001,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.048,0.047,10.8241,2.38177513,,0.024,0.023,10.5938,2.360268924,,0.01,0.009,43.2964,3.768069491,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,
480,0.001,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.048,0.047,10.8241,2.38177513,,0.024,0.023,10.5938,2.360268924,,0.01,0.009,43.2964,3.768069491,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,
481,0.001,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.048,0.047,10.8241,2.38177513,,0.023,0.022,10.1332,2.315817162,,0.01,0.009,43.2964,3.768069491,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,
482,0.001,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.047,0.046,10.5938,2.360268924,,0.023,0.022,10.1332,2.315817162,,0.01,0.009,42.3752,3.746563285,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,
483,0.001,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.047,0.046,10.5938,2.360268924,,0.023,0.022,10.1332,2.315817162,,0.01,0.009,42.3752,3.746563285,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,
484,0.001,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.047,0.046,10.5938,2.360268924,,0.023,0.022,10.1332,2.315817162,,0.01,0.009,42.3752,3.746563285,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,
485,0.001,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.047,0.046,10.5938,2.360268924,,0.023,0.022,10.1332,2.315817162,,0.01,0.009,42.3752,3.746563285,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,
486,0.001,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.047,0.046,10.5938,2.360268924,,0.023,0.022,10.1332,2.315817162,,0.009,0.008,42.3752,3.746563285,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,
487,0.001,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.047,0.046,10.5938,2.360268924,,0.023,0.022,10.1332,2.315817162,,0.009,0.008,42.3752,3.746563285,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,
488,0.001,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.046,0.045,10.3635,2.338290018,,0.023,0.022,10.1332,2.315817162,,0.009,0.008,41.454,3.724584379,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,
489,0.001,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.046,0.045,10.3635,2.338290018,,0.023,0.022,10.1332,2.315817162,,0.009,0.008,41.454,3.724584379,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,
490,0.001,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.046,0.045,10.3635,2.338290018,,0.023,0.022,10.1332,2.315817162,,0.009,0.008,41.454,3.724584379,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,
491,0.001,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.046,0.045,10.3635,2.338290018,,0.023,0.022,10.1332,2.315817162,,0.009,0.008,41.454,3.724584379,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,
492,0.001,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.046,0.045,10.3635,2.338290018,,0.023,0.022,10.1332,2.315817162,,0.009,0.008,41.454,3.724584379,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,
493,0.001,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.045,0.044,10.1332,2.315817162,,0.022,0.021,9.6726,2.269297146,,0.009,0.008,40.5328,3.702111523,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,
494,0.001,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.045,0.044,10.1332,2.315817162,,0.022,0.021,9.6726,2.269297146,,0.009,0.008,40.5328,3.702111523,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,
495,0.001,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.045,0.044,10.1332,2.315817162,,0.022,0.021,9.6726,2.269297146,,0.009,0.008,40.5328,3.702111523,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,
496,0.001,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.045,0.044,10.1332,2.315817162,,0.022,0.021,9.6726,2.269297146,,0.009,0.008,40.5328,3.702111523,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,
497,0.001,0.014,0.013,2.9939,1.096576885,,0.007,0.006,2.7636,1.016534178,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.045,0.044,10.1332,2.315817162,,0.022,0.021,9.6726,2.269297146,,0.009,0.008,40.5328,3.702111523,,0.024,0.023,5.2969,1.667121744,,0.012,0.011,5.0666,1.622669981,
