,MilliQ,F04Oct19_101_R2,A(CDOM),a(CDOM),ln(a),Sr,B18Jul19_100_R2,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_99_R1,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_50_R1,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_200_R1,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,F04Oct19_102_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_45_R2,A(CDOM),a(CDOM),ln(a),Sr,B04Oct19_01_R2,A(CDOM),a(CDOM),ln(a),Sr
565,0,0.019,0.019,4.3757,1.476066507,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.031,0.031,7.1393,1.965614732,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
566,0,0.019,0.019,4.3757,1.476066507,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.031,0.031,7.1393,1.965614732,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
567,0,0.019,0.019,4.3757,1.476066507,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.031,0.031,7.1393,1.965614732,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
568,0,0.019,0.019,4.3757,1.476066507,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.031,0.031,7.1393,1.965614732,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
569,0,0.019,0.019,4.3757,1.476066507,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.031,0.031,7.1393,1.965614732,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,
570,0,0.019,0.019,4.3757,1.476066507,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.031,0.031,7.1393,1.965614732,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
571,0,0.019,0.019,4.3757,1.476066507,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.031,0.031,7.1393,1.965614732,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
572,0,0.019,0.019,4.3757,1.476066507,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.031,0.031,7.1393,1.965614732,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
573,0,0.019,0.019,4.3757,1.476066507,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.03,0.03,6.909,1.93282491,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
574,0,0.019,0.019,4.3757,1.476066507,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.03,0.03,6.909,1.93282491,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
575,0,0.019,0.019,4.3757,1.476066507,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.03,0.03,6.909,1.93282491,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
576,0,0.019,0.019,4.3757,1.476066507,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.03,0.03,6.909,1.93282491,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.009,0.009,2.0727,0.728852105,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
577,0,0.019,0.019,4.3757,1.476066507,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.03,0.03,6.909,1.93282491,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
578,0,0.019,0.019,4.3757,1.476066507,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.03,0.03,6.909,1.93282491,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
579,0,0.019,0.019,4.3757,1.476066507,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.03,0.03,6.909,1.93282491,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
580,0,0.019,0.019,4.3757,1.476066507,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.03,0.03,6.909,1.93282491,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
581,0,0.019,0.019,4.3757,1.476066507,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.03,0.03,6.909,1.93282491,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
582,0,0.019,0.019,4.3757,1.476066507,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.03,0.03,6.909,1.93282491,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
583,0,0.019,0.019,4.3757,1.476066507,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.03,0.03,6.909,1.93282491,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
584,0,0.019,0.019,4.3757,1.476066507,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.03,0.03,6.909,1.93282491,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
585,0,0.019,0.019,4.3757,1.476066507,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.03,0.03,6.909,1.93282491,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
586,0,0.019,0.019,4.3757,1.476066507,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.03,0.03,6.909,1.93282491,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
587,0,0.019,0.019,4.3757,1.476066507,,0.016,0.016,3.6848,1.30421625,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.03,0.03,6.909,1.93282491,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
588,0,0.019,0.019,4.3757,1.476066507,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.03,0.03,6.909,1.93282491,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
589,0,0.019,0.019,4.3757,1.476066507,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.03,0.03,6.909,1.93282491,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
590,0,0.019,0.019,4.3757,1.476066507,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
591,0,0.02,0.02,4.606,1.527359801,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.009,0.009,2.0727,0.728852105,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
592,0,0.02,0.02,4.606,1.527359801,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.009,0.009,2.0727,0.728852105,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
593,0,0.02,0.02,4.606,1.527359801,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.008,0.008,1.8424,0.61106907,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
594,0,0.02,0.02,4.606,1.527359801,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
595,0,0.02,0.02,4.606,1.527359801,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
596,0,0.02,0.02,4.606,1.527359801,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
597,0,0.02,0.02,4.606,1.527359801,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
598,0,0.02,0.02,4.606,1.527359801,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
599,0,0.02,0.02,4.606,1.527359801,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,
600,0,0.02,0.02,4.606,1.527359801,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
601,0,0.02,0.02,4.606,1.527359801,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
602,0,0.02,0.02,4.606,1.527359801,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
603,0,0.02,0.02,4.606,1.527359801,,0.015,0.015,3.4545,1.239677729,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
604,0,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
605,0,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
606,0,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
607,0,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.029,0.029,6.6787,1.898923358,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
608,0,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
609,0,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
610,0,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
611,0,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
612,0,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
613,0,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
614,0,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
615,0,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
616,0,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
617,0,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
618,0,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
619,0,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
620,0,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
621,0,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
622,0,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
623,0,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0.028,0.028,6.4484,1.863832038,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,
