,MilliQ,F22Aug19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_200_R2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_30_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_45_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_5m_R2,A(CDOM),a(CDOM),ln(a),Sr,F27May19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,F6Jun19_Surf_R1,A(CDOM),a(CDOM),ln(a),Sr
760,0.001,0.008,0.007,1.6121,0.477537677,,0.011,0.01,2.303,0.834212621,,0.006,0.005,1.1515,0.14106544,,0.006,0.005,1.1515,0.14106544,,0.008,0.007,1.6121,0.477537677,,0.028,0.027,6.2181,1.827464394,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.4606,-0.775225292,
761,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
762,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
763,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
764,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
765,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
766,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
767,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
768,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
769,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
770,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
771,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
772,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
773,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
774,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
775,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
776,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
777,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
778,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
779,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
780,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
781,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
782,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
783,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.027,0.027,6.2181,1.827464394,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
784,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
785,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
786,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
787,0,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
788,0,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
789,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
790,0,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
791,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
792,0,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
793,0,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
794,0,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
795,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
796,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
797,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
798,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
799,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
800,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,
801,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.005,0.005,1.1515,0.14106544,,0.001,0.001,0.2303,-1.468372472,
802,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
803,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,
804,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
805,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
806,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
807,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
808,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
809,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
810,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
811,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
812,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,
813,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,
814,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
815,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
816,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,
817,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
818,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
819,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
820,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,
821,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,
822,0,0.008,0.008,1.8424,0.61106907,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,
823,0,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
824,0,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
825,0,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.025,0.025,5.7575,1.750503353,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
826,0,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.025,0.025,5.7575,1.750503353,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
827,0,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
828,0,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
829,0,0.007,0.007,1.6121,0.477537677,,0.011,0.011,2.5333,0.929522801,,0.005,0.005,1.1515,0.14106544,,0.005,0.005,1.1515,0.14106544,,0.007,0.007,1.6121,0.477537677,,0.026,0.026,5.9878,1.789724066,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
830,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.025,0.025,5.7575,1.750503353,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,
831,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.025,0.025,5.7575,1.750503353,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,
832,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.025,0.025,5.7575,1.750503353,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,
833,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.025,0.025,5.7575,1.750503353,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,
834,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.025,0.025,5.7575,1.750503353,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
835,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.025,0.025,5.7575,1.750503353,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
836,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.025,0.025,5.7575,1.750503353,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
837,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.025,0.025,5.7575,1.750503353,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
838,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.025,0.025,5.7575,1.750503353,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
839,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.025,0.025,5.7575,1.750503353,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,
840,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.025,0.025,5.7575,1.750503353,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,
841,0,0.007,0.007,1.6121,0.477537677,,0.01,0.01,2.303,0.834212621,,0.005,0.005,1.1515,0.14106544,,0.004,0.004,0.9212,-0.082078111,,0.007,0.007,1.6121,0.477537677,,0.025,0.025,5.7575,1.750503353,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.2303,-1.468372472,
