,Blank,F17Jun19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F17Jun19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F24Jun19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F24Jun19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F24Jun19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F24Jun19_9R2_dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F17Jun19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F17Jun19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F24Jun19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F24Jun19_5R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
496,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
497,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
498,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
499,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
500,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
501,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
502,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
503,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
504,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
505,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
506,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
507,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
508,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
509,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
510,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
511,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
512,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.003,0.003,1.3818,0.323386997,,0.003,0.003,0.6909,-0.369760183,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
513,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
514,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
515,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
516,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
517,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
518,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
519,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
520,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
521,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
522,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
523,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
524,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
525,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
526,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
527,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
528,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
529,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
530,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
531,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
532,0,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
533,0,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
534,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
535,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,
536,0.001,0.006,0.005,1.1515,0.14106544,,0.001,0,0,#NUM!,,0.003,0.002,0.4606,-0.775225292,,0.001,0,0,#NUM!,,0.007,0.006,1.3818,0.323386997,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.001,0,0,#NUM!,
537,0,0.005,0.005,1.1515,0.14106544,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
538,0,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
539,0,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
540,0,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
541,0,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
542,0,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
543,0,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
544,0,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
545,0,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
546,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
547,0,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
548,0,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
549,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
550,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
551,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
552,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
553,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
554,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
555,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
556,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
557,0,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
558,0,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
559,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
560,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
561,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
562,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,-0.001,-0.001,-0.4606,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
563,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
564,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
565,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
566,0,0.004,0.004,0.9212,-0.082078111,,-0.001,-0.001,-0.4606,#NUM!,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,,0.006,0.006,1.3818,0.323386997,,0.002,0.002,0.9212,-0.082078111,,0.003,0.003,0.6909,-0.369760183,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0,0,0,#NUM!,
