,Blank,F17Jun19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F17Jun19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F24Jun19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F24Jun19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F24Jun19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F24Jun19_9R2_dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F17Jun19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F17Jun19_9R2,A(CDOM),a(CDOM),ln(a),Sr,F24Jun19_5R1,A(CDOM),a(CDOM),ln(a),Sr,F24Jun19_5R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
750,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
751,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
752,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
753,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
754,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
755,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
756,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
757,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
758,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
759,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
760,0.001,0.004,0.003,0.6909,-0.369760183,,0,-0.001,-0.4606,#NUM!,,0.002,0.001,0.2303,-1.468372472,,0,-0.001,-0.4606,#NUM!,,0.005,0.004,0.9212,-0.082078111,,0.002,0.001,0.4606,-0.775225292,,0.003,0.002,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,0.002,0.001,0.2303,-1.468372472,,0.001,0,0,#NUM!,
761,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
762,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
763,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
764,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
765,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
766,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
767,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
768,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
769,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
770,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
771,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
772,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
773,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
774,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
775,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
776,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
777,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
778,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
779,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
780,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
781,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
782,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,
783,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
784,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
785,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
786,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
787,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
788,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
789,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
790,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
791,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
792,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
793,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
794,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
795,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
796,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
797,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
798,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0.001,0.001,0.2303,-1.468372472,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
799,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
800,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
801,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
802,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
803,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
804,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
805,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
806,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.004,0.004,0.9212,-0.082078111,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
807,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
808,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
809,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
810,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
811,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
812,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
813,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
814,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
815,0,0.003,0.003,0.6909,-0.369760183,,-0.001,-0.001,-0.4606,#NUM!,,0,0,0,#NUM!,,-0.001,-0.001,-0.4606,#NUM!,,0.003,0.003,0.6909,-0.369760183,,0,0,0,#NUM!,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.2303,-1.468372472,,0,0,0,#NUM!,
