,Blank,F13Jun19_0.1mR2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_0.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_0.1mR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F22Aug19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_5mR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F28Aug19_0.1R2,A(CDOM),a(CDOM),ln(a),Sr,F28Aug19_0.1R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F28Aug19_5mR2,A(CDOM),a(CDOM),ln(a),Sr,F28Aug19_5mR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F11Sep19_9mR2,A(CDOM),a(CDOM),ln(a),Sr
583,-0.001,0.007,0.008,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,2.7636,1.016534178,,0.026,0.027,6.2181,1.827464394,,0.009,0.01,4.606,1.527359801,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
584,-0.001,0.007,0.008,1.8424,0.61106907,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,2.7636,1.016534178,,0.026,0.027,6.2181,1.827464394,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
585,-0.001,0.006,0.007,1.6121,0.477537677,,0.003,0.004,0.9212,-0.082078111,,0.005,0.006,2.7636,1.016534178,,0.025,0.026,5.9878,1.789724066,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
586,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.025,0.026,5.9878,1.789724066,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
587,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.025,0.026,5.9878,1.789724066,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
588,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.025,0.026,5.9878,1.789724066,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
589,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.025,0.026,5.9878,1.789724066,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
590,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.025,0.026,5.9878,1.789724066,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
591,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.025,0.026,5.9878,1.789724066,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
592,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.025,0.026,5.9878,1.789724066,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
593,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.025,0.026,5.9878,1.789724066,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
594,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.025,0.026,5.9878,1.789724066,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
595,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.025,0.026,5.9878,1.789724066,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
596,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.025,0.026,5.9878,1.789724066,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
597,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.025,0.026,5.9878,1.789724066,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
598,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
599,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
600,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
601,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.024,0.025,5.7575,1.750503353,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
602,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
603,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
604,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
605,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
606,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
607,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.024,0.025,5.7575,1.750503353,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
608,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.024,0.025,5.7575,1.750503353,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
609,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
610,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
611,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.016,0.017,3.9151,1.364840872,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
612,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.024,0.025,5.7575,1.750503353,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
613,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.024,0.025,5.7575,1.750503353,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
614,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
615,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
616,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
617,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
618,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
619,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
620,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
621,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.024,0.025,5.7575,1.750503353,,0.008,0.009,4.1454,1.421999286,,0.006,0.007,1.6121,0.477537677,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
622,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
623,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
624,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
625,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
626,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
627,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
628,-0.001,0.006,0.007,1.6121,0.477537677,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
629,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
630,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
631,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
632,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
633,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.005,0.006,2.7636,1.016534178,,0.023,0.024,5.5272,1.709681358,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
634,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,
635,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
636,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
637,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
638,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
639,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
640,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
641,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
642,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
643,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
644,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
645,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.008,0.009,4.1454,1.421999286,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
646,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
647,-0.001,0.005,0.006,1.3818,0.323386997,,0.002,0.003,0.6909,-0.369760183,,0.004,0.005,2.303,0.834212621,,0.023,0.024,5.5272,1.709681358,,0.007,0.008,3.6848,1.30421625,,0.005,0.006,1.3818,0.323386997,,0.003,0.004,1.8424,0.61106907,,0.015,0.016,3.6848,1.30421625,,0.006,0.007,3.2242,1.170684857,,0.005,0.006,1.3818,0.323386997,
