Wavelength nm.	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...
232.00	0.002	0.087	0.069	0.078	0.067	0.065	0.089	0.070	0.071	0.074	0.076	0.069	0.074	0.069
233.00	0.002	0.085	0.068	0.076	0.066	0.064	0.087	0.068	0.069	0.073	0.074	0.068	0.073	0.068
234.00	0.002	0.082	0.067	0.074	0.065	0.063	0.085	0.066	0.067	0.072	0.073	0.066	0.071	0.066
235.00	0.002	0.080	0.066	0.072	0.064	0.061	0.084	0.064	0.066	0.070	0.072	0.065	0.070	0.065
236.00	0.002	0.078	0.065	0.070	0.063	0.060	0.082	0.063	0.065	0.069	0.071	0.064	0.069	0.064
237.00	0.002	0.076	0.064	0.069	0.062	0.059	0.081	0.061	0.064	0.068	0.070	0.063	0.067	0.063
238.00	0.002	0.075	0.063	0.067	0.061	0.058	0.080	0.060	0.062	0.067	0.069	0.061	0.066	0.062
239.00	0.002	0.073	0.062	0.066	0.060	0.057	0.079	0.059	0.061	0.066	0.068	0.060	0.065	0.061
240.00	0.002	0.072	0.061	0.065	0.059	0.057	0.078	0.058	0.061	0.066	0.067	0.060	0.064	0.061
241.00	0.002	0.071	0.060	0.064	0.058	0.056	0.077	0.057	0.060	0.065	0.066	0.059	0.063	0.060
242.00	0.002	0.070	0.060	0.063	0.057	0.055	0.076	0.056	0.059	0.064	0.065	0.058	0.062	0.059
243.00	0.002	0.069	0.059	0.062	0.057	0.054	0.075	0.055	0.058	0.063	0.064	0.057	0.062	0.058
244.00	0.002	0.068	0.058	0.061	0.056	0.053	0.074	0.054	0.057	0.063	0.064	0.056	0.061	0.057
245.00	0.002	0.067	0.058	0.061	0.055	0.053	0.073	0.053	0.057	0.062	0.063	0.055	0.060	0.057
246.00	0.002	0.066	0.057	0.060	0.055	0.052	0.073	0.053	0.056	0.061	0.062	0.055	0.060	0.056
247.00	0.002	0.065	0.056	0.059	0.054	0.052	0.072	0.052	0.055	0.061	0.062	0.054	0.059	0.056
248.00	0.002	0.065	0.056	0.059	0.054	0.051	0.072	0.051	0.055	0.060	0.061	0.054	0.058	0.055
249.00	0.002	0.064	0.056	0.058	0.053	0.051	0.071	0.051	0.054	0.060	0.061	0.053	0.058	0.055
250.00	0.002	0.063	0.055	0.058	0.053	0.050	0.071	0.051	0.054	0.059	0.060	0.053	0.057	0.054
251.00	0.002	0.063	0.055	0.057	0.052	0.050	0.070	0.050	0.054	0.059	0.060	0.052	0.057	0.054
252.00	0.002	0.062	0.054	0.057	0.052	0.049	0.070	0.050	0.053	0.058	0.059	0.052	0.057	0.054
253.00	0.002	0.062	0.054	0.056	0.052	0.049	0.069	0.049	0.053	0.058	0.059	0.051	0.056	0.053
254.00	0.002	0.061	0.053	0.055	0.051	0.048	0.069	0.049	0.052	0.057	0.058	0.051	0.055	0.053
255.00	0.002	0.061	0.053	0.055	0.051	0.048	0.069	0.048	0.052	0.057	0.058	0.050	0.055	0.052
256.00	0.002	0.060	0.052	0.055	0.051	0.047	0.068	0.048	0.051	0.056	0.057	0.050	0.054	0.052
257.00	0.002	0.060	0.052	0.054	0.050	0.047	0.068	0.048	0.051	0.056	0.057	0.049	0.054	0.051
258.00	0.002	0.059	0.052	0.054	0.050	0.047	0.068	0.047	0.051	0.055	0.056	0.049	0.054	0.051
259.00	0.002	0.059	0.051	0.053	0.049	0.046	0.067	0.047	0.050	0.055	0.056	0.049	0.053	0.051
260.00	0.002	0.058	0.051	0.053	0.049	0.046	0.067	0.046	0.050	0.054	0.055	0.048	0.053	0.050
261.00	0.002	0.058	0.050	0.052	0.049	0.045	0.066	0.046	0.049	0.054	0.055	0.048	0.052	0.050
262.00	0.002	0.058	0.050	0.052	0.048	0.045	0.066	0.045	0.049	0.053	0.054	0.047	0.052	0.049
263.00	0.002	0.057	0.049	0.051	0.048	0.044	0.065	0.045	0.049	0.053	0.054	0.047	0.051	0.049
264.00	0.002	0.056	0.049	0.051	0.047	0.044	0.064	0.044	0.048	0.052	0.053	0.046	0.051	0.049
265.00	0.002	0.056	0.048	0.050	0.047	0.044	0.064	0.044	0.048	0.051	0.053	0.046	0.050	0.048
266.00	0.002	0.056	0.048	0.050	0.046	0.043	0.063	0.043	0.047	0.051	0.052	0.045	0.049	0.047
267.00	0.001	0.055	0.047	0.049	0.046	0.043	0.062	0.043	0.047	0.050	0.051	0.045	0.049	0.047
268.00	0.001	0.054	0.047	0.049	0.045	0.042	0.061	0.042	0.046	0.049	0.051	0.044	0.048	0.046
269.00	0.001	0.054	0.046	0.048	0.045	0.042	0.060	0.041	0.046	0.049	0.050	0.043	0.047	0.045
270.00	0.001	0.053	0.045	0.047	0.044	0.041	0.060	0.041	0.045	0.048	0.049	0.043	0.046	0.045
271.00	0.001	0.053	0.045	0.047	0.044	0.041	0.059	0.040	0.045	0.047	0.049	0.042	0.046	0.044
272.00	0.002	0.053	0.044	0.046	0.043	0.041	0.058	0.040	0.044	0.047	0.048	0.042	0.045	0.044
273.00	0.002	0.052	0.044	0.046	0.042	0.040	0.057	0.040	0.043	0.046	0.048	0.041	0.045	0.043
274.00	0.002	0.052	0.043	0.045	0.042	0.040	0.056	0.039	0.043	0.045	0.047	0.041	0.044	0.043
275.00	0.002	0.051	0.042	0.044	0.041	0.039	0.055	0.038	0.042	0.045	0.046	0.040	0.043	0.042
276.00	0.001	0.051	0.041	0.043	0.040	0.039	0.054	0.038	0.042	0.044	0.045	0.039	0.042	0.041
277.00	0.001	0.050	0.041	0.043	0.040	0.038	0.053	0.037	0.041	0.043	0.045	0.038	0.042	0.041
278.00	0.002	0.050	0.040	0.042	0.039	0.038	0.052	0.036	0.040	0.042	0.044	0.038	0.041	0.040
279.00	0.001	0.049	0.039	0.042	0.038	0.038	0.052	0.036	0.040	0.042	0.043	0.037	0.040	0.039
280.00	0.002	0.049	0.039	0.041	0.037	0.037	0.051	0.035	0.039	0.041	0.042	0.037	0.039	0.039
281.00	0.001	0.048	0.038	0.040	0.037	0.037	0.050	0.035	0.038	0.040	0.042	0.036	0.039	0.038
282.00	0.002	0.048	0.037	0.040	0.036	0.036	0.049	0.034	0.038	0.039	0.041	0.035	0.038	0.037
283.00	0.001	0.047	0.036	0.039	0.035	0.036	0.048	0.033	0.037	0.038	0.040	0.035	0.037	0.036
284.00	0.001	0.046	0.036	0.038	0.034	0.035	0.047	0.033	0.036	0.038	0.039	0.034	0.036	0.036
285.00	0.001	0.046	0.035	0.038	0.034	0.035	0.046	0.032	0.036	0.037	0.039	0.033	0.036	0.035
286.00	0.001	0.045	0.034	0.037	0.033	0.035	0.046	0.032	0.035	0.036	0.038	0.033	0.035	0.034
287.00	0.001	0.045	0.033	0.036	0.032	0.034	0.045	0.031	0.035	0.036	0.037	0.032	0.034	0.034
288.00	0.001	0.044	0.033	0.036	0.031	0.033	0.044	0.030	0.034	0.035	0.036	0.032	0.033	0.033
289.00	0.001	0.043	0.032	0.035	0.031	0.033	0.043	0.029	0.033	0.034	0.035	0.031	0.032	0.032
290.00	0.001	0.043	0.031	0.034	0.030	0.032	0.043	0.029	0.032	0.033	0.035	0.030	0.031	0.031
291.00	0.001	0.043	0.031	0.034	0.029	0.032	0.042	0.029	0.032	0.032	0.034	0.030	0.031	0.031
292.00	0.001	0.042	0.030	0.033	0.029	0.032	0.041	0.028	0.031	0.032	0.033	0.029	0.030	0.030
293.00	0.001	0.041	0.029	0.032	0.028	0.031	0.040	0.027	0.030	0.031	0.033	0.028	0.030	0.030
294.00	0.001	0.041	0.029	0.032	0.027	0.031	0.040	0.027	0.030	0.030	0.032	0.028	0.029	0.029
295.00	0.001	0.040	0.028	0.031	0.027	0.030	0.039	0.026	0.029	0.029	0.031	0.027	0.028	0.028
296.00	0.001	0.040	0.028	0.031	0.026	0.030	0.039	0.026	0.029	0.029	0.031	0.027	0.028	0.028
297.00	0.001	0.039	0.027	0.030	0.025	0.029	0.038	0.025	0.028	0.028	0.030	0.026	0.027	0.027
298.00	0.001	0.039	0.027	0.030	0.025	0.029	0.037	0.024	0.028	0.028	0.030	0.026	0.026	0.027
299.00	0.001	0.038	0.026	0.029	0.024	0.029	0.036	0.024	0.027	0.027	0.029	0.025	0.026	0.026
300.00	0.001	0.038	0.026	0.029	0.024	0.028	0.036	0.024	0.027	0.027	0.029	0.025	0.025	0.026
301.00	0.001	0.037	0.025	0.028	0.023	0.028	0.035	0.023	0.026	0.026	0.028	0.024	0.025	0.025
302.00	0.001	0.037	0.025	0.028	0.023	0.028	0.035	0.023	0.026	0.026	0.028	0.024	0.024	0.025
303.00	0.001	0.036	0.024	0.027	0.022	0.027	0.034	0.022	0.025	0.025	0.027	0.023	0.024	0.024
304.00	0.001	0.036	0.024	0.027	0.022	0.027	0.034	0.022	0.024	0.024	0.026	0.023	0.023	0.024
305.00	0.001	0.036	0.023	0.026	0.021	0.027	0.033	0.022	0.024	0.024	0.026	0.022	0.023	0.023
306.00	0.001	0.035	0.023	0.026	0.021	0.027	0.033	0.021	0.024	0.024	0.026	0.022	0.023	0.023
307.00	0.001	0.035	0.022	0.026	0.020	0.026	0.032	0.020	0.023	0.023	0.025	0.022	0.022	0.022
308.00	0.001	0.034	0.022	0.025	0.020	0.026	0.032	0.020	0.023	0.023	0.025	0.021	0.021	0.022
309.00	0.001	0.034	0.022	0.025	0.019	0.025	0.031	0.020	0.023	0.022	0.024	0.021	0.021	0.022
310.00	0.001	0.034	0.021	0.024	0.019	0.025	0.031	0.020	0.022	0.022	0.024	0.021	0.021	0.021
311.00	0.001	0.033	0.021	0.024	0.018	0.025	0.031	0.019	0.022	0.022	0.024	0.020	0.021	0.021
312.00	0.001	0.033	0.020	0.024	0.018	0.024	0.031	0.019	0.021	0.021	0.023	0.020	0.020	0.021
313.00	0.001	0.032	0.020	0.023	0.018	0.024	0.030	0.018	0.021	0.021	0.023	0.019	0.020	0.020
314.00	0.001	0.032	0.020	0.023	0.017	0.024	0.030	0.018	0.020	0.020	0.023	0.019	0.019	0.020
315.00	0.001	0.032	0.020	0.022	0.017	0.023	0.029	0.018	0.020	0.020	0.022	0.019	0.019	0.020
316.00	0.001	0.031	0.019	0.022	0.017	0.023	0.029	0.018	0.020	0.020	0.021	0.018	0.019	0.019
317.00	0.001	0.031	0.019	0.022	0.017	0.023	0.029	0.017	0.020	0.019	0.021	0.018	0.018	0.019
318.00	0.001	0.030	0.019	0.022	0.016	0.023	0.029	0.017	0.019	0.019	0.021	0.018	0.018	0.018
319.00	0.001	0.030	0.018	0.022	0.016	0.022	0.028	0.017	0.019	0.019	0.021	0.018	0.018	0.018
320.00	0.001	0.030	0.018	0.021	0.015	0.022	0.028	0.016	0.019	0.018	0.020	0.017	0.017	0.018
321.00	0.001	0.030	0.017	0.021	0.015	0.022	0.027	0.016	0.018	0.018	0.020	0.017	0.017	0.018
322.00	0.001	0.029	0.017	0.020	0.015	0.021	0.027	0.016	0.018	0.018	0.020	0.017	0.017	0.017
323.00	0.001	0.029	0.017	0.020	0.014	0.021	0.027	0.015	0.018	0.017	0.019	0.016	0.017	0.017
324.00	0.001	0.029	0.017	0.020	0.014	0.021	0.027	0.016	0.017	0.017	0.019	0.016	0.016	0.017
325.00	0.002	0.028	0.016	0.020	0.014	0.021	0.027	0.015	0.017	0.017	0.019	0.016	0.016	0.017
326.00	0.001	0.028	0.016	0.019	0.014	0.020	0.026	0.015	0.017	0.017	0.019	0.016	0.016	0.016
327.00	0.001	0.027	0.016	0.019	0.013	0.020	0.026	0.014	0.016	0.016	0.018	0.015	0.015	0.016
328.00	0.001	0.027	0.016	0.019	0.013	0.020	0.025	0.014	0.016	0.016	0.018	0.016	0.015	0.016
329.00	0.001	0.027	0.015	0.019	0.013	0.020	0.025	0.014	0.016	0.016	0.018	0.015	0.015	0.016
330.00	0.001	0.027	0.015	0.019	0.013	0.020	0.025	0.014	0.016	0.016	0.018	0.015	0.015	0.015
331.00	0.001	0.026	0.015	0.018	0.013	0.019	0.025	0.014	0.015	0.016	0.017	0.014	0.015	0.015
332.00	0.001	0.026	0.015	0.018	0.012	0.019	0.025	0.013	0.015	0.015	0.017	0.014	0.014	0.015
333.00	0.001	0.026	0.014	0.018	0.012	0.018	0.024	0.013	0.015	0.015	0.017	0.014	0.014	0.015
334.00	0.001	0.025	0.014	0.017	0.012	0.018	0.024	0.013	0.014	0.014	0.016	0.014	0.014	0.014
335.00	0.001	0.025	0.014	0.017	0.011	0.018	0.024	0.013	0.014	0.014	0.016	0.014	0.013	0.014
336.00	0.001	0.025	0.014	0.017	0.011	0.018	0.023	0.013	0.014	0.014	0.016	0.013	0.013	0.014
337.00	0.001	0.024	0.014	0.016	0.011	0.017	0.023	0.012	0.014	0.013	0.015	0.013	0.013	0.013
338.00	0.001	0.024	0.013	0.016	0.011	0.018	0.023	0.012	0.014	0.014	0.016	0.013	0.013	0.014
339.00	0.002	0.024	0.013	0.017	0.011	0.018	0.023	0.012	0.014	0.014	0.016	0.013	0.013	0.014
340.00	0.003	0.025	0.015	0.018	0.012	0.018	0.024	0.013	0.015	0.015	0.017	0.014	0.014	0.014
341.00	0.001	0.023	0.013	0.016	0.010	0.017	0.022	0.012	0.013	0.013	0.015	0.012	0.013	0.013
342.00	0.001	0.023	0.013	0.016	0.010	0.016	0.022	0.011	0.013	0.013	0.014	0.012	0.012	0.013
343.00	0.001	0.022	0.012	0.016	0.010	0.016	0.022	0.011	0.013	0.012	0.015	0.012	0.012	0.012
344.00	0.001	0.022	0.012	0.015	0.010	0.016	0.021	0.011	0.012	0.012	0.014	0.011	0.012	0.012
345.00	0.001	0.022	0.012	0.015	0.010	0.016	0.022	0.011	0.012	0.012	0.014	0.012	0.012	0.012
346.00	0.001	0.021	0.012	0.015	0.010	0.015	0.021	0.011	0.012	0.012	0.014	0.011	0.011	0.012
347.00	0.001	0.021	0.011	0.015	0.009	0.015	0.021	0.011	0.012	0.012	0.014	0.011	0.011	0.012
348.00	0.001	0.021	0.011	0.014	0.009	0.015	0.021	0.011	0.011	0.011	0.013	0.011	0.011	0.011
349.00	0.001	0.021	0.011	0.014	0.009	0.015	0.021	0.010	0.011	0.011	0.013	0.011	0.011	0.011
350.00	0.001	0.021	0.011	0.014	0.009	0.015	0.021	0.010	0.011	0.011	0.013	0.011	0.011	0.011
351.00	0.001	0.020	0.011	0.014	0.009	0.014	0.020	0.010	0.011	0.011	0.013	0.010	0.011	0.011
352.00	0.001	0.020	0.011	0.014	0.009	0.014	0.020	0.010	0.011	0.011	0.013	0.010	0.010	0.010
353.00	0.001	0.020	0.011	0.014	0.009	0.014	0.020	0.010	0.011	0.011	0.012	0.010	0.010	0.010
354.00	0.001	0.019	0.011	0.013	0.008	0.014	0.020	0.009	0.011	0.010	0.012	0.010	0.010	0.010
355.00	0.001	0.019	0.010	0.013	0.008	0.014	0.019	0.009	0.010	0.010	0.012	0.010	0.010	0.010
356.00	0.001	0.019	0.010	0.013	0.008	0.013	0.019	0.009	0.010	0.010	0.012	0.010	0.010	0.010
357.00	0.001	0.019	0.010	0.013	0.008	0.013	0.019	0.009	0.010	0.010	0.012	0.009	0.009	0.010
358.00	0.001	0.019	0.010	0.013	0.008	0.013	0.019	0.009	0.010	0.010	0.011	0.009	0.009	0.010
359.00	0.001	0.019	0.010	0.013	0.008	0.013	0.019	0.009	0.010	0.010	0.012	0.009	0.009	0.010
360.00	0.001	0.018	0.009	0.012	0.008	0.013	0.019	0.009	0.010	0.010	0.011	0.009	0.009	0.010
361.00	0.001	0.018	0.009	0.012	0.007	0.012	0.018	0.008	0.010	0.009	0.011	0.009	0.009	0.009
362.00	0.001	0.018	0.009	0.012	0.007	0.012	0.019	0.008	0.009	0.009	0.011	0.008	0.009	0.009
363.00	0.001	0.017	0.009	0.012	0.007	0.012	0.018	0.008	0.009	0.009	0.011	0.009	0.009	0.009
364.00	0.001	0.017	0.009	0.011	0.007	0.012	0.018	0.007	0.009	0.009	0.010	0.008	0.008	0.008
365.00	0.001	0.017	0.009	0.012	0.007	0.012	0.018	0.008	0.009	0.009	0.010	0.008	0.008	0.009
366.00	0.001	0.017	0.009	0.012	0.007	0.012	0.018	0.008	0.009	0.009	0.010	0.008	0.009	0.009
367.00	0.001	0.017	0.008	0.011	0.007	0.012	0.018	0.008	0.009	0.008	0.010	0.008	0.008	0.008
368.00	0.001	0.016	0.008	0.011	0.006	0.011	0.017	0.007	0.008	0.008	0.010	0.007	0.008	0.008
369.00	0.001	0.016	0.008	0.011	0.006	0.011	0.017	0.007	0.008	0.008	0.010	0.007	0.008	0.008
370.00	0.001	0.016	0.008	0.011	0.006	0.011	0.017	0.007	0.008	0.008	0.009	0.007	0.008	0.008
371.00	0.001	0.016	0.008	0.011	0.006	0.011	0.017	0.007	0.008	0.008	0.010	0.007	0.008	0.008
372.00	0.001	0.015	0.008	0.011	0.006	0.011	0.017	0.007	0.008	0.008	0.009	0.007	0.007	0.008
373.00	0.001	0.015	0.008	0.010	0.006	0.010	0.017	0.007	0.008	0.008	0.009	0.007	0.007	0.007
374.00	0.001	0.015	0.008	0.010	0.006	0.010	0.017	0.006	0.008	0.007	0.009	0.007	0.007	0.007
375.00	0.001	0.015	0.008	0.010	0.006	0.010	0.017	0.006	0.008	0.008	0.009	0.007	0.007	0.007
376.00	0.001	0.015	0.007	0.010	0.006	0.010	0.017	0.007	0.008	0.008	0.009	0.007	0.007	0.007
377.00	0.001	0.015	0.007	0.010	0.006	0.010	0.016	0.006	0.007	0.007	0.008	0.006	0.007	0.007
378.00	0.001	0.014	0.007	0.010	0.006	0.010	0.016	0.006	0.007	0.007	0.009	0.007	0.007	0.007
379.00	0.001	0.014	0.007	0.010	0.005	0.010	0.016	0.006	0.007	0.007	0.008	0.006	0.007	0.007
380.00	0.001	0.014	0.007	0.010	0.005	0.010	0.016	0.006	0.007	0.007	0.008	0.006	0.007	0.007
381.00	0.001	0.014	0.007	0.009	0.005	0.009	0.016	0.006	0.007	0.007	0.008	0.006	0.006	0.006
382.00	0.001	0.014	0.007	0.010	0.005	0.009	0.016	0.006	0.007	0.007	0.008	0.006	0.006	0.006
383.00	0.001	0.014	0.007	0.009	0.005	0.009	0.016	0.006	0.007	0.007	0.008	0.006	0.006	0.006
384.00	0.001	0.013	0.006	0.009	0.005	0.009	0.016	0.005	0.007	0.007	0.008	0.006	0.006	0.006
385.00	0.000	0.013	0.006	0.009	0.005	0.009	0.015	0.005	0.006	0.006	0.008	0.006	0.006	0.006
386.00	0.001	0.013	0.006	0.009	0.005	0.009	0.015	0.005	0.006	0.006	0.007	0.006	0.006	0.006
387.00	0.001	0.013	0.006	0.009	0.005	0.009	0.015	0.005	0.006	0.006	0.007	0.005	0.006	0.006
388.00	0.001	0.013	0.006	0.009	0.005	0.009	0.015	0.005	0.006	0.006	0.007	0.005	0.006	0.006
389.00	0.001	0.013	0.006	0.009	0.005	0.009	0.015	0.005	0.006	0.006	0.007	0.005	0.006	0.006
390.00	0.001	0.013	0.006	0.009	0.005	0.008	0.015	0.005	0.006	0.006	0.007	0.005	0.006	0.005
391.00	0.000	0.012	0.006	0.008	0.004	0.008	0.015	0.005	0.006	0.006	0.007	0.005	0.005	0.005
392.00	0.001	0.012	0.006	0.008	0.004	0.008	0.015	0.005	0.006	0.006	0.007	0.005	0.005	0.005
393.00	0.000	0.012	0.005	0.008	0.004	0.008	0.014	0.005	0.006	0.006	0.007	0.005	0.005	0.005
394.00	0.000	0.012	0.005	0.008	0.004	0.008	0.014	0.004	0.005	0.005	0.007	0.005	0.005	0.005
395.00	0.001	0.012	0.005	0.008	0.004	0.008	0.014	0.004	0.005	0.005	0.007	0.005	0.005	0.005
396.00	0.001	0.012	0.005	0.008	0.004	0.008	0.014	0.004	0.005	0.005	0.007	0.004	0.005	0.005
397.00	0.000	0.011	0.005	0.008	0.004	0.008	0.014	0.004	0.005	0.005	0.006	0.004	0.005	0.005
398.00	0.000	0.011	0.005	0.008	0.004	0.007	0.014	0.004	0.005	0.005	0.006	0.004	0.005	0.005
399.00	0.000	0.011	0.005	0.008	0.004	0.007	0.014	0.004	0.005	0.005	0.006	0.004	0.005	0.005
400.00	0.001	0.011	0.005	0.008	0.004	0.007	0.014	0.004	0.005	0.005	0.006	0.004	0.005	0.005
401.00	0.000	0.011	0.005	0.008	0.004	0.007	0.014	0.004	0.005	0.005	0.006	0.004	0.005	0.005
402.00	0.000	0.011	0.005	0.008	0.004	0.007	0.014	0.004	0.005	0.005	0.006	0.004	0.005	0.004
403.00	0.001	0.011	0.005	0.007	0.003	0.007	0.013	0.004	0.005	0.005	0.006	0.004	0.005	0.004
404.00	0.000	0.011	0.005	0.007	0.003	0.007	0.013	0.004	0.005	0.005	0.006	0.004	0.005	0.004
405.00	0.000	0.011	0.005	0.007	0.003	0.007	0.013	0.004	0.005	0.005	0.006	0.004	0.005	0.004
406.00	0.000	0.010	0.005	0.007	0.003	0.007	0.013	0.004	0.005	0.005	0.006	0.004	0.004	0.004
407.00	0.000	0.010	0.004	0.007	0.003	0.007	0.013	0.004	0.005	0.005	0.005	0.004	0.004	0.004
408.00	0.001	0.010	0.004	0.007	0.003	0.007	0.013	0.004	0.005	0.005	0.006	0.004	0.004	0.004
409.00	0.000	0.010	0.004	0.007	0.003	0.007	0.013	0.004	0.004	0.005	0.006	0.004	0.004	0.004
410.00	0.001	0.010	0.004	0.007	0.003	0.006	0.013	0.004	0.004	0.004	0.005	0.004	0.004	0.004
411.00	0.000	0.010	0.004	0.007	0.003	0.006	0.013	0.003	0.004	0.004	0.005	0.004	0.004	0.004
412.00	0.000	0.010	0.004	0.007	0.003	0.006	0.013	0.003	0.004	0.004	0.005	0.004	0.004	0.004
413.00	0.001	0.010	0.004	0.007	0.003	0.006	0.013	0.003	0.004	0.004	0.005	0.004	0.004	0.004
414.00	0.001	0.010	0.004	0.007	0.003	0.006	0.013	0.003	0.004	0.004	0.005	0.004	0.004	0.004
415.00	0.001	0.010	0.004	0.007	0.003	0.006	0.013	0.003	0.004	0.005	0.005	0.004	0.004	0.004
416.00	0.001	0.010	0.004	0.007	0.003	0.006	0.013	0.003	0.004	0.005	0.005	0.004	0.004	0.004
417.00	0.000	0.009	0.004	0.007	0.003	0.006	0.013	0.003	0.004	0.004	0.005	0.003	0.004	0.003
418.00	0.000	0.009	0.004	0.007	0.003	0.006	0.012	0.003	0.004	0.004	0.005	0.003	0.004	0.003
419.00	0.001	0.009	0.004	0.007	0.003	0.006	0.012	0.003	0.004	0.004	0.005	0.003	0.004	0.004
