Wavelength nm.	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...	RawData ...
222.00	0.004	0.117	0.180	0.101	0.105	0.079	0.120	0.144
223.00	0.004	0.113	0.176	0.098	0.101	0.077	0.115	0.138
224.00	0.004	0.109	0.172	0.096	0.098	0.076	0.111	0.131
225.00	0.004	0.105	0.169	0.094	0.095	0.074	0.107	0.126
226.00	0.004	0.101	0.166	0.091	0.092	0.073	0.103	0.121
227.00	0.004	0.097	0.163	0.089	0.089	0.071	0.099	0.116
228.00	0.003	0.094	0.160	0.087	0.086	0.070	0.096	0.112
229.00	0.003	0.091	0.157	0.085	0.083	0.069	0.093	0.108
230.00	0.003	0.088	0.154	0.083	0.081	0.067	0.091	0.104
231.00	0.003	0.085	0.151	0.081	0.079	0.066	0.088	0.101
232.00	0.003	0.083	0.149	0.080	0.077	0.065	0.086	0.098
233.00	0.003	0.080	0.146	0.078	0.075	0.063	0.084	0.096
234.00	0.003	0.079	0.144	0.077	0.074	0.063	0.082	0.093
235.00	0.003	0.076	0.141	0.075	0.072	0.061	0.080	0.091
236.00	0.003	0.075	0.139	0.074	0.071	0.060	0.079	0.089
237.00	0.003	0.073	0.137	0.073	0.069	0.059	0.077	0.087
238.00	0.003	0.072	0.135	0.071	0.068	0.058	0.076	0.085
239.00	0.003	0.070	0.133	0.070	0.067	0.058	0.074	0.083
240.00	0.003	0.069	0.131	0.069	0.066	0.057	0.073	0.082
241.00	0.003	0.068	0.129	0.068	0.065	0.056	0.072	0.081
242.00	0.003	0.067	0.127	0.067	0.064	0.056	0.071	0.080
243.00	0.002	0.066	0.125	0.067	0.063	0.055	0.070	0.079
244.00	0.002	0.065	0.123	0.066	0.062	0.054	0.069	0.078
245.00	0.002	0.064	0.122	0.065	0.061	0.054	0.068	0.077
246.00	0.002	0.063	0.120	0.064	0.061	0.053	0.067	0.076
247.00	0.002	0.063	0.118	0.064	0.060	0.053	0.067	0.075
248.00	0.002	0.062	0.117	0.063	0.059	0.052	0.066	0.074
249.00	0.002	0.061	0.116	0.062	0.058	0.052	0.065	0.073
250.00	0.002	0.060	0.115	0.061	0.058	0.051	0.064	0.072
251.00	0.002	0.060	0.113	0.061	0.057	0.051	0.064	0.072
252.00	0.002	0.059	0.112	0.060	0.057	0.050	0.063	0.071
253.00	0.002	0.058	0.112	0.060	0.056	0.050	0.062	0.070
254.00	0.002	0.058	0.111	0.059	0.056	0.050	0.062	0.070
255.00	0.002	0.057	0.109	0.059	0.055	0.049	0.061	0.069
256.00	0.002	0.057	0.108	0.058	0.055	0.049	0.061	0.068
257.00	0.002	0.056	0.107	0.058	0.054	0.048	0.060	0.068
258.00	0.002	0.056	0.106	0.057	0.054	0.048	0.059	0.067
259.00	0.002	0.055	0.105	0.057	0.054	0.048	0.059	0.067
260.00	0.002	0.055	0.105	0.056	0.053	0.047	0.058	0.066
261.00	0.002	0.055	0.104	0.056	0.053	0.047	0.058	0.066
262.00	0.002	0.054	0.102	0.055	0.052	0.046	0.057	0.065
263.00	0.002	0.053	0.102	0.054	0.052	0.046	0.057	0.064
264.00	0.002	0.053	0.100	0.054	0.051	0.045	0.056	0.064
265.00	0.002	0.052	0.099	0.053	0.051	0.045	0.056	0.063
266.00	0.002	0.052	0.098	0.053	0.050	0.044	0.055	0.063
267.00	0.002	0.051	0.097	0.052	0.050	0.044	0.054	0.062
268.00	0.002	0.051	0.096	0.051	0.049	0.043	0.054	0.061
269.00	0.002	0.050	0.095	0.051	0.049	0.042	0.053	0.061
270.00	0.002	0.049	0.094	0.050	0.048	0.042	0.053	0.060
271.00	0.002	0.049	0.093	0.049	0.048	0.041	0.052	0.060
272.00	0.002	0.048	0.092	0.049	0.047	0.040	0.051	0.059
273.00	0.002	0.048	0.091	0.048	0.047	0.039	0.051	0.059
274.00	0.002	0.047	0.090	0.047	0.047	0.039	0.050	0.058
275.00	0.002	0.046	0.089	0.046	0.046	0.038	0.050	0.057
276.00	0.002	0.046	0.088	0.046	0.045	0.037	0.049	0.056
277.00	0.002	0.045	0.087	0.045	0.045	0.036	0.049	0.056
278.00	0.002	0.044	0.086	0.044	0.044	0.036	0.048	0.055
279.00	0.001	0.044	0.085	0.043	0.044	0.035	0.047	0.054
280.00	0.001	0.043	0.084	0.042	0.043	0.034	0.046	0.054
281.00	0.002	0.042	0.083	0.042	0.043	0.033	0.046	0.053
282.00	0.002	0.041	0.082	0.041	0.042	0.033	0.045	0.052
283.00	0.001	0.041	0.081	0.040	0.041	0.032	0.044	0.052
284.00	0.001	0.040	0.080	0.039	0.041	0.031	0.044	0.051
285.00	0.002	0.039	0.079	0.039	0.041	0.031	0.043	0.051
286.00	0.002	0.039	0.078	0.038	0.040	0.030	0.043	0.050
287.00	0.002	0.038	0.077	0.037	0.039	0.029	0.042	0.049
288.00	0.001	0.037	0.076	0.036	0.039	0.029	0.042	0.049
289.00	0.001	0.037	0.074	0.035	0.038	0.028	0.041	0.048
290.00	0.001	0.036	0.073	0.035	0.038	0.027	0.040	0.047
291.00	0.001	0.036	0.072	0.034	0.037	0.027	0.040	0.047
292.00	0.001	0.035	0.071	0.033	0.037	0.026	0.039	0.046
293.00	0.002	0.034	0.070	0.033	0.036	0.025	0.039	0.046
294.00	0.001	0.034	0.069	0.032	0.036	0.025	0.038	0.045
295.00	0.001	0.033	0.068	0.031	0.035	0.024	0.038	0.044
296.00	0.001	0.033	0.067	0.031	0.035	0.024	0.037	0.043
297.00	0.001	0.032	0.066	0.030	0.034	0.023	0.036	0.043
298.00	0.001	0.031	0.065	0.030	0.034	0.023	0.036	0.042
299.00	0.001	0.031	0.063	0.029	0.033	0.022	0.035	0.042
300.00	0.001	0.031	0.062	0.028	0.033	0.022	0.035	0.041
301.00	0.001	0.030	0.061	0.028	0.032	0.021	0.034	0.041
302.00	0.001	0.030	0.061	0.027	0.032	0.021	0.034	0.040
303.00	0.001	0.029	0.060	0.027	0.032	0.020	0.033	0.040
304.00	0.001	0.028	0.059	0.026	0.031	0.020	0.033	0.039
305.00	0.001	0.028	0.058	0.026	0.031	0.019	0.033	0.038
306.00	0.001	0.028	0.057	0.025	0.030	0.019	0.032	0.038
307.00	0.001	0.027	0.056	0.025	0.030	0.019	0.032	0.037
308.00	0.001	0.027	0.055	0.024	0.029	0.018	0.031	0.037
309.00	0.001	0.027	0.054	0.024	0.029	0.018	0.031	0.037
310.00	0.001	0.026	0.053	0.023	0.029	0.018	0.030	0.036
311.00	0.001	0.026	0.052	0.023	0.028	0.018	0.030	0.036
312.00	0.001	0.025	0.052	0.022	0.028	0.017	0.030	0.035
313.00	0.001	0.025	0.051	0.022	0.028	0.017	0.029	0.035
314.00	0.001	0.025	0.050	0.022	0.027	0.016	0.029	0.034
315.00	0.001	0.024	0.050	0.021	0.027	0.016	0.028	0.034
316.00	0.001	0.024	0.049	0.021	0.026	0.016	0.027	0.033
317.00	0.001	0.023	0.048	0.020	0.026	0.016	0.027	0.033
318.00	0.001	0.023	0.048	0.020	0.026	0.015	0.027	0.032
319.00	0.001	0.023	0.047	0.020	0.025	0.015	0.026	0.032
320.00	0.001	0.022	0.046	0.019	0.025	0.014	0.026	0.031
321.00	0.001	0.022	0.045	0.019	0.025	0.014	0.025	0.031
322.00	0.001	0.022	0.044	0.018	0.024	0.014	0.025	0.030
323.00	0.001	0.021	0.044	0.018	0.024	0.014	0.025	0.030
324.00	0.001	0.021	0.043	0.018	0.024	0.014	0.024	0.030
325.00	0.001	0.021	0.043	0.018	0.024	0.013	0.024	0.029
326.00	0.001	0.021	0.042	0.017	0.023	0.013	0.024	0.029
327.00	0.001	0.020	0.041	0.017	0.023	0.013	0.023	0.028
328.00	0.001	0.020	0.041	0.017	0.022	0.013	0.023	0.028
329.00	0.001	0.020	0.040	0.017	0.022	0.013	0.023	0.028
330.00	0.001	0.020	0.040	0.016	0.022	0.012	0.022	0.028
331.00	0.001	0.020	0.039	0.016	0.022	0.012	0.022	0.027
332.00	0.001	0.019	0.038	0.016	0.021	0.012	0.022	0.027
333.00	0.001	0.019	0.038	0.015	0.021	0.012	0.022	0.026
334.00	0.001	0.019	0.037	0.015	0.021	0.012	0.021	0.026
335.00	0.001	0.019	0.037	0.015	0.021	0.012	0.021	0.026
336.00	0.001	0.018	0.036	0.015	0.020	0.011	0.021	0.025
337.00	0.001	0.018	0.035	0.015	0.020	0.011	0.021	0.025
338.00	0.001	0.018	0.035	0.014	0.020	0.010	0.020	0.025
339.00	0.001	0.018	0.034	0.014	0.020	0.011	0.020	0.025
340.00	0.002	0.018	0.035	0.015	0.021	0.012	0.020	0.025
341.00	0.001	0.017	0.033	0.014	0.019	0.011	0.019	0.024
342.00	0.001	0.016	0.032	0.013	0.018	0.010	0.018	0.023
343.00	0.001	0.016	0.032	0.013	0.018	0.010	0.018	0.023
344.00	0.001	0.016	0.031	0.013	0.018	0.010	0.018	0.022
345.00	0.001	0.016	0.031	0.013	0.018	0.010	0.018	0.022
346.00	0.001	0.016	0.030	0.012	0.018	0.009	0.017	0.022
347.00	0.001	0.015	0.029	0.012	0.017	0.009	0.017	0.021
348.00	0.001	0.015	0.029	0.012	0.017	0.009	0.017	0.021
349.00	0.001	0.015	0.029	0.012	0.017	0.009	0.017	0.021
350.00	0.001	0.015	0.028	0.012	0.017	0.009	0.016	0.021
351.00	0.001	0.015	0.028	0.011	0.017	0.009	0.016	0.020
352.00	0.001	0.015	0.027	0.011	0.016	0.008	0.016	0.020
353.00	0.001	0.014	0.027	0.011	0.016	0.008	0.016	0.020
354.00	0.001	0.014	0.026	0.011	0.016	0.008	0.015	0.019
355.00	0.001	0.014	0.026	0.011	0.016	0.008	0.015	0.019
356.00	0.001	0.014	0.026	0.010	0.015	0.008	0.015	0.019
357.00	0.001	0.014	0.025	0.010	0.015	0.008	0.015	0.019
358.00	0.001	0.013	0.025	0.010	0.015	0.008	0.014	0.018
359.00	0.001	0.013	0.024	0.010	0.015	0.008	0.014	0.018
360.00	0.001	0.013	0.024	0.010	0.014	0.007	0.014	0.018
361.00	0.001	0.013	0.023	0.010	0.014	0.007	0.014	0.017
362.00	0.001	0.013	0.023	0.009	0.014	0.007	0.013	0.017
363.00	0.001	0.012	0.023	0.009	0.014	0.007	0.013	0.017
364.00	0.001	0.012	0.022	0.009	0.014	0.007	0.013	0.016
365.00	0.001	0.012	0.022	0.009	0.013	0.007	0.013	0.016
366.00	0.001	0.012	0.022	0.009	0.013	0.007	0.012	0.016
367.00	0.001	0.012	0.021	0.009	0.013	0.007	0.012	0.016
368.00	0.001	0.012	0.021	0.008	0.013	0.006	0.012	0.015
369.00	0.001	0.012	0.021	0.009	0.013	0.006	0.011	0.015
370.00	0.001	0.011	0.020	0.008	0.012	0.006	0.011	0.015
371.00	0.001	0.011	0.020	0.008	0.012	0.006	0.011	0.015
372.00	0.001	0.011	0.020	0.008	0.012	0.006	0.011	0.015
373.00	0.001	0.011	0.019	0.008	0.012	0.006	0.011	0.015
374.00	0.001	0.011	0.019	0.008	0.012	0.006	0.011	0.014
375.00	0.001	0.011	0.019	0.008	0.012	0.006	0.011	0.014
376.00	0.001	0.011	0.019	0.008	0.011	0.006	0.010	0.014
377.00	0.001	0.010	0.018	0.007	0.011	0.006	0.010	0.014
378.00	0.001	0.010	0.018	0.007	0.011	0.006	0.010	0.014
379.00	0.001	0.010	0.018	0.007	0.011	0.006	0.010	0.013
380.00	0.001	0.010	0.017	0.007	0.011	0.005	0.010	0.013
381.00	0.001	0.010	0.017	0.007	0.011	0.005	0.010	0.013
382.00	0.001	0.010	0.017	0.007	0.011	0.005	0.009	0.013
383.00	0.001	0.010	0.017	0.007	0.010	0.006	0.010	0.013
384.00	0.001	0.010	0.016	0.007	0.010	0.005	0.009	0.012
385.00	0.001	0.010	0.016	0.007	0.010	0.005	0.009	0.012
386.00	0.001	0.010	0.016	0.007	0.010	0.005	0.009	0.012
387.00	0.001	0.009	0.015	0.006	0.010	0.005	0.009	0.012
388.00	0.001	0.009	0.015	0.006	0.010	0.005	0.009	0.012
389.00	0.001	0.009	0.015	0.006	0.010	0.005	0.009	0.012
390.00	0.001	0.009	0.015	0.006	0.010	0.005	0.008	0.011
391.00	0.001	0.009	0.015	0.006	0.009	0.005	0.008	0.011
392.00	0.001	0.009	0.014	0.006	0.009	0.005	0.008	0.011
393.00	0.001	0.009	0.014	0.006	0.009	0.005	0.008	0.011
394.00	0.001	0.009	0.014	0.006	0.009	0.005	0.008	0.011
395.00	0.001	0.009	0.014	0.006	0.009	0.004	0.008	0.010
396.00	0.001	0.009	0.014	0.006	0.009	0.004	0.008	0.010
397.00	0.001	0.008	0.013	0.006	0.009	0.004	0.007	0.010
398.00	0.001	0.008	0.013	0.005	0.009	0.004	0.007	0.010
399.00	0.001	0.008	0.013	0.005	0.008	0.004	0.007	0.010
400.00	0.001	0.008	0.013	0.005	0.008	0.004	0.007	0.010
401.00	0.000	0.008	0.012	0.005	0.008	0.004	0.007	0.009
402.00	0.001	0.008	0.012	0.005	0.008	0.004	0.007	0.009
403.00	0.001	0.008	0.012	0.005	0.008	0.004	0.007	0.009
404.00	0.001	0.008	0.012	0.005	0.008	0.004	0.007	0.009
405.00	0.001	0.008	0.012	0.005	0.008	0.004	0.006	0.009
406.00	0.001	0.008	0.012	0.005	0.008	0.004	0.006	0.009
407.00	0.001	0.007	0.011	0.005	0.008	0.004	0.006	0.009
408.00	0.001	0.007	0.011	0.005	0.008	0.004	0.006	0.009
409.00	0.000	0.007	0.011	0.005	0.008	0.004	0.006	0.008
410.00	0.000	0.007	0.011	0.004	0.007	0.004	0.006	0.008
411.00	0.000	0.007	0.011	0.004	0.007	0.004	0.006	0.008
412.00	0.001	0.007	0.011	0.004	0.007	0.004	0.006	0.008
413.00	0.001	0.007	0.011	0.004	0.007	0.004	0.006	0.008
414.00	0.001	0.007	0.010	0.004	0.007	0.003	0.006	0.008
415.00	0.001	0.007	0.010	0.004	0.007	0.003	0.006	0.008
416.00	0.001	0.007	0.010	0.004	0.007	0.003	0.006	0.008
417.00	0.000	0.007	0.010	0.004	0.007	0.003	0.005	0.007
418.00	0.001	0.007	0.010	0.004	0.007	0.003	0.005	0.007
419.00	0.000	0.006	0.010	0.004	0.007	0.003	0.005	0.007
420.00	0.000	0.006	0.009	0.004	0.006	0.003	0.005	0.007
421.00	0.000	0.006	0.009	0.004	0.006	0.003	0.005	0.007
422.00	0.000	0.006	0.009	0.004	0.006	0.003	0.005	0.007
423.00	0.000	0.006	0.009	0.004	0.006	0.003	0.005	0.007
424.00	0.000	0.006	0.009	0.004	0.006	0.003	0.005	0.007
425.00	0.000	0.006	0.009	0.003	0.006	0.003	0.005	0.006
426.00	0.000	0.006	0.009	0.003	0.006	0.003	0.004	0.006
427.00	0.000	0.006	0.009	0.003	0.006	0.003	0.005	0.006
428.00	0.000	0.006	0.009	0.003	0.006	0.003	0.004	0.006
429.00	0.000	0.006	0.008	0.003	0.006	0.002	0.004	0.006
430.00	0.000	0.006	0.008	0.003	0.006	0.002	0.004	0.006
431.00	0.000	0.006	0.008	0.003	0.006	0.003	0.004	0.006
432.00	0.000	0.006	0.008	0.003	0.006	0.003	0.004	0.006
433.00	0.000	0.006	0.008	0.003	0.006	0.003	0.004	0.006
434.00	0.000	0.006	0.008	0.003	0.006	0.003	0.004	0.006
435.00	0.000	0.006	0.008	0.003	0.005	0.002	0.004	0.006
436.00	0.000	0.006	0.008	0.003	0.005	0.002	0.004	0.005
437.00	0.000	0.006	0.008	0.003	0.005	0.002	0.004	0.005
438.00	0.000	0.006	0.008	0.003	0.005	0.002	0.004	0.005
439.00	0.000	0.006	0.007	0.003	0.005	0.002	0.004	0.005
440.00	0.000	0.005	0.007	0.003	0.005	0.002	0.003	0.005
441.00	0.000	0.005	0.007	0.003	0.005	0.002	0.003	0.005
442.00	0.000	0.005	0.007	0.003	0.005	0.002	0.003	0.005
443.00	0.000	0.005	0.007	0.003	0.005	0.002	0.003	0.005
444.00	0.000	0.005	0.007	0.003	0.005	0.002	0.003	0.005
445.00	0.000	0.005	0.007	0.003	0.005	0.002	0.003	0.005
446.00	0.000	0.005	0.007	0.003	0.005	0.002	0.003	0.005
447.00	0.000	0.005	0.007	0.003	0.005	0.002	0.003	0.005
448.00	0.000	0.005	0.007	0.002	0.005	0.002	0.003	0.004
449.00	0.000	0.005	0.007	0.002	0.005	0.002	0.003	0.004
450.00	0.000	0.005	0.007	0.002	0.005	0.002	0.003	0.004
451.00	0.000	0.005	0.006	0.002	0.005	0.002	0.003	0.004
452.00	0.000	0.005	0.006	0.002	0.005	0.002	0.003	0.004
453.00	0.000	0.005	0.006	0.002	0.004	0.002	0.003	0.004
454.00	0.000	0.005	0.006	0.002	0.004	0.002	0.003	0.004
455.00	0.000	0.005	0.006	0.002	0.004	0.002	0.003	0.004
456.00	0.001	0.005	0.006	0.002	0.004	0.002	0.003	0.004
457.00	0.000	0.005	0.006	0.002	0.004	0.002	0.003	0.004
458.00	0.000	0.005	0.006	0.002	0.004	0.002	0.003	0.004
459.00	0.000	0.005	0.006	0.002	0.004	0.002	0.003	0.004
460.00	0.001	0.005	0.006	0.002	0.004	0.002	0.003	0.004
461.00	0.001	0.005	0.006	0.002	0.004	0.002	0.003	0.004
462.00	0.000	0.005	0.006	0.002	0.004	0.002	0.003	0.004
463.00	0.000	0.005	0.006	0.002	0.004	0.002	0.003	0.004
464.00	0.000	0.005	0.006	0.002	0.004	0.002	0.003	0.004
465.00	0.000	0.005	0.006	0.002	0.004	0.002	0.003	0.004
466.00	0.000	0.005	0.006	0.002	0.004	0.002	0.003	0.004
467.00	0.000	0.005	0.006	0.002	0.004	0.002	0.003	0.004
468.00	0.000	0.005	0.006	0.002	0.004	0.002	0.003	0.004
469.00	0.000	0.005	0.006	0.002	0.004	0.002	0.003	0.004
470.00	0.001	0.005	0.005	0.002	0.004	0.002	0.002	0.004
471.00	0.001	0.005	0.005	0.002	0.004	0.002	0.002	0.004
472.00	0.000	0.005	0.005	0.002	0.004	0.002	0.002	0.003
473.00	0.000	0.004	0.005	0.002	0.004	0.002	0.002	0.003
474.00	0.000	0.004	0.005	0.002	0.004	0.002	0.002	0.003
475.00	0.000	0.004	0.005	0.002	0.004	0.002	0.002	0.003
476.00	0.000	0.004	0.005	0.002	0.004	0.002	0.002	0.003
477.00	0.000	0.004	0.005	0.002	0.004	0.002	0.002	0.003
478.00	0.000	0.004	0.005	0.002	0.004	0.002	0.002	0.003
479.00	0.000	0.004	0.005	0.002	0.003	0.002	0.002	0.003
480.00	0.000	0.004	0.005	0.002	0.003	0.002	0.002	0.003
481.00	0.000	0.004	0.005	0.002	0.003	0.002	0.002	0.003
482.00	0.000	0.004	0.005	0.002	0.003	0.002	0.002	0.003
483.00	0.000	0.004	0.005	0.002	0.003	0.001	0.002	0.003
484.00	0.000	0.004	0.005	0.002	0.003	0.001	0.002	0.003
485.00	0.000	0.004	0.005	0.002	0.003	0.001	0.002	0.003
486.00	0.000	0.004	0.005	0.002	0.003	0.001	0.002	0.003
487.00	0.000	0.004	0.005	0.002	0.003	0.001	0.002	0.003
488.00	0.000	0.004	0.004	0.001	0.003	0.001	0.002	0.003
489.00	0.000	0.004	0.004	0.001	0.003	0.001	0.002	0.003
490.00	0.000	0.004	0.004	0.001	0.003	0.001	0.002	0.002
491.00	0.000	0.004	0.004	0.001	0.003	0.001	0.002	0.002
492.00	0.000	0.004	0.004	0.001	0.003	0.001	0.002	0.002
493.00	0.000	0.004	0.004	0.001	0.003	0.001	0.002	0.002
494.00	0.000	0.004	0.004	0.001	0.003	0.001	0.002	0.002
495.00	0.000	0.004	0.004	0.001	0.003	0.001	0.002	0.002
496.00	0.000	0.004	0.004	0.001	0.003	0.001	0.002	0.002
497.00	0.000	0.004	0.004	0.001	0.003	0.001	0.002	0.002
498.00	0.000	0.004	0.004	0.001	0.003	0.001	0.002	0.002
499.00	0.000	0.004	0.004	0.001	0.003	0.001	0.002	0.002
500.00	0.000	0.004	0.004	0.001	0.003	0.001	0.002	0.002
501.00	0.000	0.004	0.004	0.001	0.003	0.001	0.002	0.002
502.00	0.000	0.004	0.004	0.001	0.003	0.001	0.002	0.002
503.00	0.000	0.004	0.004	0.001	0.003	0.001	0.001	0.002
504.00	0.000	0.004	0.004	0.001	0.003	0.001	0.001	0.002
505.00	0.000	0.004	0.004	0.001	0.003	0.001	0.001	0.002
506.00	0.000	0.004	0.004	0.001	0.003	0.001	0.002	0.002
507.00	0.000	0.004	0.004	0.001	0.003	0.001	0.001	0.002
508.00	0.000	0.004	0.004	0.001	0.003	0.001	0.001	0.002
509.00	0.000	0.004	0.004	0.001	0.003	0.001	0.001	0.002
510.00	0.000	0.004	0.004	0.001	0.003	0.001	0.001	0.002
511.00	0.000	0.004	0.004	0.001	0.003	0.001	0.001	0.002
512.00	0.000	0.004	0.004	0.001	0.003	0.001	0.001	0.002
513.00	0.000	0.003	0.004	0.001	0.003	0.001	0.001	0.002
514.00	0.000	0.003	0.004	0.001	0.003	0.001	0.001	0.002
515.00	0.000	0.003	0.004	0.001	0.003	0.001	0.001	0.002
516.00	0.000	0.003	0.004	0.001	0.003	0.001	0.001	0.002
517.00	0.000	0.003	0.004	0.001	0.003	0.001	0.001	0.002
518.00	0.000	0.003	0.004	0.001	0.002	0.001	0.001	0.002
519.00	0.000	0.003	0.004	0.001	0.002	0.001	0.001	0.002
520.00	0.000	0.003	0.004	0.001	0.003	0.001	0.001	0.002
521.00	0.000	0.003	0.004	0.001	0.002	0.001	0.001	0.002
522.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.002
523.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.002
524.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.002
525.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.002
526.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.002
527.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
528.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
529.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
530.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
531.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
532.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
533.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
534.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
535.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.002
536.00	0.001	0.004	0.004	0.002	0.003	0.002	0.002	0.002
537.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
538.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
539.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
540.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
541.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
542.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
543.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
544.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
545.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
546.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
547.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
548.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
549.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
550.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
551.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
552.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
553.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
554.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
555.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
556.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
557.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
558.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
559.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
560.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
561.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
562.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
563.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
564.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
565.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
566.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
567.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
568.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
569.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
570.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
571.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
572.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
573.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
574.00	0.000	0.003	0.003	0.001	0.002	0.001	0.001	0.001
